ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,CONDITION,SOURCE,CODEC,VOICE_SOURCE_ID,MUSIC_SOURCE_ID,VOICE_GENERATOR,MUSIC_GENERATOR,SNR_DB,ORIGINAL_SPLIT,SOURCE_FILE,DATASET,PATH,MIX_MODE,COMPONENT_CASE,EVAL_CELL,CHANNEL,SPLIT,VOICE_SPEAKER,MUSIC_GROUP_ID,OVERLAP_FRACTION,ORDER,DURATION,FILE_EXTENSION,GENERATOR,GROUP_ID,VOCODER,SPEAKER,PARENT_ID,STRESS_VARIANT,CATEGORY,GENDER,AGE,VOICE_SCREEN,MUSIC_SCREEN,FMA_TRACK_ID,ORIGINAL_AUDIO,GENERATION_TYPE,GENRE,BASE_ID,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,MUSIC_VOCAL_SCREEN,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,GAP_SECONDS,SOURCE_DATASET,PROVENANCE_MODE,CELL_V57,LAYOUT_V57,CHANNEL_V57,VOICE_GENERATOR_V57,MUSIC_GENERATOR_V57,MUSIC_FAKE_PROB
FS-RM_LA_D_8917253_052036,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_8917253,052036,ASVspoof2019-LA,FMA,15.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_8917253_052036.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_8917253_052036.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.5364701747894287
FS-RM_LA_D_8937760_084152,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_8937760,084152,ASVspoof2019-LA,FMA,10.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_8937760_084152.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_8937760_084152.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.01155809499323368
FS-RM_LA_D_8938260_016822,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_8938260,016822,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_8938260_016822.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_8938260_016822.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.0054015228524804115
FS-RM_LA_D_8939040_000546,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_8939040,000546,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_8939040_000546.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_8939040_000546.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.14752185344696045
FS-RM_LA_D_8939040_091074,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_8939040,091074,ASVspoof2019-LA,FMA,15.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_8939040_091074.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_8939040_091074.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.002316588070243597
FS-RM_LA_D_8939040_104725,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_8939040,104725,ASVspoof2019-LA,FMA,15.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_8939040_104725.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_8939040_104725.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.11496531963348389
FS-RM_LA_D_8942534_091470,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_8942534,091470,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_8942534_091470.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_8942534_091470.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.0008397363126277924
FS-RM_LA_D_8966356_061674,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_8966356,061674,ASVspoof2019-LA,FMA,10.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_8966356_061674.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_8966356_061674.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.3393948972225189
FS-RM_LA_D_8966356_147839,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_8966356,147839,ASVspoof2019-LA,FMA,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_8966356_147839.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_8966356_147839.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.013718164525926113
FS-RM_LA_D_8978674_006627,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_8978674,006627,ASVspoof2019-LA,FMA,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_8978674_006627.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_8978674_006627.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.00026109247119165957
FS-RM_LA_D_8978674_123274,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_8978674,123274,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_8978674_123274.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_8978674_123274.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.910412073135376
FS-RM_LA_D_8986725_004066,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_8986725,004066,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_8986725_004066.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_8986725_004066.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.0033281503710895777
FS-RM_LA_D_8986725_044192,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_8986725,044192,ASVspoof2019-LA,FMA,10.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_8986725_044192.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_8986725_044192.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.010263234376907349
FS-RM_LA_D_9006149_087108,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9006149,087108,ASVspoof2019-LA,FMA,10.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9006149_087108.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9006149_087108.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.0014380373759195209
FS-RM_LA_D_9051356_036378,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9051356,036378,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9051356_036378.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9051356_036378.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.005418356508016586
FS-RM_LA_D_9078375_040279,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9078375,040279,ASVspoof2019-LA,FMA,10.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9078375_040279.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9078375_040279.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.0075787510722875595
FS-RM_LA_D_9102400_102211,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9102400,102211,ASVspoof2019-LA,FMA,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9102400_102211.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9102400_102211.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.16148439049720764
FS-RM_LA_D_9109666_072004,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9109666,072004,ASVspoof2019-LA,FMA,0.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9109666_072004.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9109666_072004.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.4113723635673523
FS-RM_LA_D_9109666_105405,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9109666,105405,ASVspoof2019-LA,FMA,15.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9109666_105405.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9109666_105405.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.0044576022773981094
FS-RM_LA_D_9121380_014869,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9121380,014869,ASVspoof2019-LA,FMA,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9121380_014869.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9121380_014869.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.00944475270807743
FS-RM_LA_D_9163648_058541,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9163648,058541,ASVspoof2019-LA,FMA,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9163648_058541.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9163648_058541.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.038110341876745224
FS-RM_LA_D_9163648_099652,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9163648,099652,ASVspoof2019-LA,FMA,20.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9163648_099652.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9163648_099652.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.9999127388000488
FS-RM_LA_D_9205865_046048,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9205865,046048,ASVspoof2019-LA,FMA,10.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9205865_046048.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9205865_046048.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.0026807445101439953
FS-RM_LA_D_9205865_100526,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9205865,100526,ASVspoof2019-LA,FMA,20.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9205865_100526.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9205865_100526.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.015527326613664627
FS-RM_LA_D_9233697_001046,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9233697,001046,ASVspoof2019-LA,FMA,15.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9233697_001046.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9233697_001046.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.005242684856057167
FS-RM_LA_D_9233697_011509,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9233697,011509,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9233697_011509.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9233697_011509.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.00015857147809583694
FS-RM_LA_D_9273749_097977,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9273749,097977,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9273749_097977.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9273749_097977.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.9503154158592224
FS-RM_LA_D_9295689_071347,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9295689,071347,ASVspoof2019-LA,FMA,15.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9295689_071347.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9295689_071347.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.34055715799331665
FS-RM_LA_D_9303843_093867,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9303843,093867,ASVspoof2019-LA,FMA,15.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9303843_093867.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9303843_093867.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.5434066653251648
FS-RM_LA_D_9331853_016564,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9331853,016564,ASVspoof2019-LA,FMA,0.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9331853_016564.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9331853_016564.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.5333146452903748
FS-RM_LA_D_9331853_138929,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9331853,138929,ASVspoof2019-LA,FMA,10.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9331853_138929.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9331853_138929.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.9998457431793213
FS-RM_LA_D_9334159_020205,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9334159,020205,ASVspoof2019-LA,FMA,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9334159_020205.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9334159_020205.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.20859479904174805
FS-RM_LA_D_9334159_033302,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9334159,033302,ASVspoof2019-LA,FMA,10.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9334159_033302.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9334159_033302.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.9994814991950989
FS-RM_LA_D_9334159_070467,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9334159,070467,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9334159_070467.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9334159_070467.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.03712679445743561
FS-RM_LA_D_9363937_070434,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9363937,070434,ASVspoof2019-LA,FMA,0.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9363937_070434.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9363937_070434.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.0012340341927483678
FS-RM_LA_D_9389017_073371,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9389017,073371,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9389017_073371.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9389017_073371.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.46852371096611023
FS-RM_LA_D_9395386_100519,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9395386,100519,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9395386_100519.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9395386_100519.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.01718178763985634
FS-RM_LA_D_9395386_127194,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9395386,127194,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9395386_127194.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9395386_127194.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.5451290607452393
FS-RM_LA_D_9422357_151243,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9422357,151243,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9422357_151243.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9422357_151243.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.00014960042608436197
FS-RM_LA_D_9444024_040141,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9444024,040141,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9444024_040141.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9444024_040141.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.0003555295988917351
FS-RM_LA_D_9444024_122841,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9444024,122841,ASVspoof2019-LA,FMA,15.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9444024_122841.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9444024_122841.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.3107993006706238
FS-RM_LA_D_9526501_087600,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9526501,087600,ASVspoof2019-LA,FMA,15.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9526501_087600.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9526501_087600.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.03191445395350456
FS-RM_LA_D_9526501_139484,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9526501,139484,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9526501_139484.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9526501_139484.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.012868660502135754
FS-RM_LA_D_9553311_015628,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9553311,015628,ASVspoof2019-LA,FMA,-3.45,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9553311_015628.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9553311_015628.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.003757612546905875
FS-RM_LA_D_9636836_040799,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9636836,040799,ASVspoof2019-LA,FMA,0.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9636836_040799.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9636836_040799.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.0037066699005663395
FS-RM_LA_D_9636836_086999,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9636836,086999,ASVspoof2019-LA,FMA,20.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9636836_086999.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9636836_086999.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.0355832464993
FS-RM_LA_D_9688627_111968,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9688627,111968,ASVspoof2019-LA,FMA,0.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_9688627_111968.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_9688627_111968.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.005342044401913881
