ID,voice_score,music_score,music_v3_score
factorial_0185,0.48675042,0.97011906,0.9851157
factorial_0192,0.6241517,0.0029518509,0.8375528
factorial_0199,0.7829277,0.9610564,0.3507783
factorial_0206,0.19362888,0.066369444,0.005445821
factorial_0213,0.61252445,0.4061564,0.87403196
factorial_0220,0.65390027,0.7941218,0.0016982824
factorial_0227,0.78337276,0.89960116,0.02841614
factorial_0234,0.44261175,0.9775407,0.95319134
factorial_0241,0.40391555,0.5052607,0.8456716
factorial_0248,0.16460362,0.8475227,0.21570471
factorial_0255,0.04884076,0.04509774,0.00286814
factorial_0262,0.4501899,0.046654303,0.00013183113
factorial_0269,0.5302524,1.0969576e-05,0.0019949062
factorial_0276,0.16750228,0.30568013,0.1906486
factorial_0283,0.44330382,0.6750755,0.24332201
factorial_0290,0.56912255,0.99944144,0.9999976
factorial_0297,0.4315432,0.9714684,0.32284558
factorial_0304,0.12467523,0.33978948,0.0023061894
factorial_0311,0.531019,0.7793256,0.00589527
factorial_0318,0.15356821,0.8619995,0.010698027
factorial_0325,0.6425944,0.44944987,0.008605767
factorial_0332,0.55228347,0.9709353,0.89114517
factorial_0339,0.04727988,0.9973047,0.31771132
factorial_0346,0.6667915,0.9421602,0.30177054
factorial_0353,0.9329695,0.96566343,0.009300369
factorial_0360,0.57807547,0.051313546,0.0019510466
factorial_0367,0.72618,0.84822726,0.05899748
factorial_0374,0.61226946,0.2214001,0.0013614714
factorial_0381,0.7215047,0.9997142,0.8781501
factorial_0388,0.83623004,0.8092916,0.019362997
factorial_0395,0.39039487,0.87995416,0.92109144
factorial_0402,0.12616122,0.86091805,0.0017877409
factorial_0409,0.48034877,0.81391567,0.0011708747
factorial_0416,0.018560864,0.13452658,0.004759417
factorial_0423,0.04121628,0.31891796,0.00076701713
factorial_0430,0.09724842,3.4140427e-05,0.9817661
factorial_0437,0.8157286,0.01949466,0.00028542566
factorial_0444,0.18644457,0.7922155,0.9888643
factorial_0451,0.9876329,0.9089692,0.0048876135
factorial_0458,0.8933199,0.9733277,0.046987455
factorial_0465,0.74487156,0.09399538,2.228346e-06
factorial_0472,0.9905274,0.7093665,0.77590036
factorial_0479,0.8921708,0.8343067,0.00050636486
factorial_0486,0.06211899,0.92579293,0.3057324
factorial_0493,0.9590607,0.098439485,0.9465089
factorial_0500,0.05961252,0.5359722,0.0066230237
factorial_0507,0.81062347,3.6612993e-05,0.8118625
factorial_0514,0.43402335,0.010389295,0.0002180058
factorial_0521,0.47175375,0.9830171,0.013064242
factorial_0528,0.56367147,0.99912494,0.015637923
factorial_0535,0.3338541,0.99829024,0.32836613
factorial_0542,0.23214526,0.006821806,5.611332e-05
factorial_0549,0.2174241,0.46079516,0.0010205732
factorial_0556,0.018268418,0.0006858743,0.00038377568
factorial_0563,0.043251544,1.8177012e-05,4.6652318e-09
factorial_0570,0.87104195,0.5338482,0.81123215
factorial_0577,0.7588343,0.9608827,0.18381281
factorial_0584,0.114610545,0.75681597,0.08256633
factorial_0591,0.18087073,0.12838683,0.0001482969
factorial_0598,0.16060005,0.9824693,6.462874e-05
factorial_0605,0.8023212,6.183466e-05,0.28485596
factorial_0612,0.6574269,0.99182886,0.56428933
factorial_0619,0.053933572,0.0145566715,8.181922e-06
factorial_0626,0.36472976,0.08460074,0.04422444
factorial_0633,0.3200431,0.7213166,0.03179889
factorial_0640,0.03681329,0.87334335,0.012318624
factorial_0647,0.07752712,0.90973073,2.0950347e-05
factorial_0654,0.40320322,0.00047193447,0.027428702
factorial_0661,0.05575776,0.12475209,0.20746389
factorial_0668,0.24535623,0.07107535,1.5885347e-05
factorial_0675,0.40827668,0.046877626,0.99933904
factorial_0682,0.25381324,0.89924634,0.011410316
factorial_0689,0.8628921,0.56283486,8.257509e-05
factorial_0696,0.9752085,0.092187144,0.36481407
factorial_0703,0.2735812,0.04614219,0.540193
factorial_0710,0.2954085,0.52930427,7.082077e-05
factorial_0717,0.22725321,0.0013702257,0.63204896
factorial_0724,0.13479526,0.9144635,0.0028509232
factorial_0731,0.16882576,0.7208557,0.00015324909
factorial_0738,0.116744645,0.9903509,0.0034002075
factorial_0745,0.7087378,0.031157574,0.990724
factorial_0752,0.96425325,0.5263814,0.21503346
factorial_0759,0.47607565,0.74776334,0.0037532165
factorial_0766,0.17299886,0.928918,0.162621
factorial_0773,0.62198466,0.8441235,0.016453315
factorial_0780,0.31374767,0.99011654,0.00020379
factorial_0787,0.89437854,0.6487411,0.8732292
factorial_0794,0.5596846,0.97205126,0.024852427
factorial_0801,0.2998282,0.33832622,0.0008154922
factorial_0808,0.5852571,0.8848336,0.010468878
factorial_0815,0.19308262,0.10727211,0.0049278573
factorial_0822,0.15203637,0.86992425,0.00024882416
factorial_0829,0.3646073,0.23718904,0.07638561
factorial_0836,0.25596216,0.11528167,0.0020656658
factorial_0843,0.5566003,0.9938753,0.5829664
factorial_0850,0.979395,0.9952146,0.035027865
factorial_0857,0.9027774,0.9950819,9.4241106e-05
factorial_0864,0.7409637,0.82506317,0.015001226
factorial_0871,0.1227112,0.91350436,0.11400405
factorial_0878,0.13642052,0.5921981,0.0067337924
factorial_0885,0.021407096,0.96302915,0.94239515
factorial_0892,0.9126443,0.9608146,0.99956375
factorial_0899,0.85833997,0.0059847026,0.15459633
factorial_0906,0.079825595,8.570798e-05,0.00034320413
factorial_0913,0.3231032,0.7667891,2.8705852e-05
factorial_0920,0.8632085,0.00014470264,4.88979e-06
factorial_0927,0.8337142,0.49732125,0.0017277874
factorial_0934,0.5513881,0.013991556,4.9159324e-05
factorial_0941,0.9491629,0.0020960555,0.9999652
factorial_0948,0.08618344,0.37683678,0.0021144636
factorial_0955,0.29196504,0.044807244,0.045813777
factorial_0962,0.28216574,0.00043899092,0.0048145456
factorial_0969,0.25337255,0.0063565164,0.00021420835
factorial_0976,0.850979,0.99988306,0.00022796853
factorial_0983,0.6482907,0.8003952,0.00025837714
factorial_0990,0.4305792,0.28137946,0.9979348
factorial_0997,0.36325938,0.112725474,0.059810083
factorial_1004,0.23127681,0.12585266,0.0017006091
factorial_1011,0.33304265,0.08758876,0.032544993
factorial_1018,0.5459863,0.042824067,0.0007514782
factorial_1025,0.10819687,0.8292239,0.32088193
factorial_1032,0.84527886,0.84968734,0.0370947
factorial_1039,0.05655907,0.015441304,0.011399365
factorial_1046,0.48571038,0.17492947,0.0033140995
factorial_1053,0.71764046,0.98582155,0.074317254
factorial_1060,0.14586191,0.93961525,0.0076665278
factorial_1067,0.4992904,0.005862942,0.010863846
factorial_1074,0.6084879,0.04749835,0.00029830835
factorial_1081,0.55505705,0.96677446,0.008183272
factorial_1088,0.9283316,0.4578455,0.99576867
factorial_1095,0.4965025,0.9996594,0.16272083
factorial_1102,0.64854854,0.015221781,0.0028026802
factorial_1109,0.40732554,0.01975011,0.24866273
factorial_1116,0.71439785,0.00100378,0.054009993
factorial_1123,0.10396454,0.40972856,0.00073051965
factorial_1130,0.31762326,0.69357866,0.008901114
factorial_1137,0.8659207,0.8773517,0.9373933
factorial_1144,0.8756635,0.5807552,0.005054262
factorial_1151,0.5490973,0.27416018,0.0027788193
factorial_1158,0.58226806,0.6723382,0.2484953
factorial_1165,0.23944077,0.50018865,0.36101812
factorial_1172,0.87056214,0.06058241,0.061923943
factorial_1179,0.5356593,0.97265327,0.97535807
factorial_1186,0.2600955,0.7084139,0.15269881
factorial_1193,0.9018078,0.911932,0.827542
factorial_0004,0.20246229,0.9114343,0.00027532165
factorial_0011,0.83260566,0.12356508,0.0018163369
factorial_0018,0.27059448,0.4492555,0.0013241393
factorial_0025,0.24839662,0.96391964,0.97432476
factorial_0032,0.4649658,0.15746489,2.933984e-05
factorial_0039,0.5607887,0.014826584,0.47641367
factorial_0046,0.5356715,0.765101,0.25503922
factorial_0053,0.9591235,0.24766226,0.00013515352
factorial_0060,0.91242826,0.75989467,0.006647835
factorial_0067,0.97874635,0.9425705,0.008242317
factorial_0074,0.9663067,0.36325705,0.004707012
factorial_0081,0.4786851,0.9905676,0.9942444
factorial_0088,0.6330914,0.54118466,0.8551828
factorial_0095,0.6565271,0.23423506,0.9997522
factorial_0102,0.034780458,2.6670923e-05,0.004430638
factorial_0109,0.93647283,0.059937067,0.0012281523
factorial_0116,0.12637885,0.10503335,2.2079705e-06
factorial_0123,0.64054334,0.08896301,0.002223168
factorial_0130,0.3700437,0.6068366,0.12084005
factorial_0137,0.12742524,0.9795145,0.03152497
factorial_0144,0.17735814,0.97711265,7.123387e-05
factorial_0151,0.78515744,0.93241304,0.0034928056
factorial_0158,0.8648885,0.34200695,0.0007654353
factorial_0165,0.7860487,0.9943504,0.0070970533
factorial_0172,0.5420652,0.8540866,0.057163447
factorial_0179,0.4111641,0.8353466,0.05935079
factorial_0186,0.050377034,0.011226752,6.896126e-05
factorial_0193,0.90823764,0.93349874,0.19199476
factorial_0200,0.29929283,0.0034732788,0.0068398467
factorial_0207,0.49497694,0.1853459,0.9983558
factorial_0214,0.39486986,0.023888147,1.41359305e-05
factorial_0221,0.034819346,0.5105242,0.00692436
factorial_0228,0.1052109,0.9998759,0.0021167004
factorial_0235,0.2552075,0.9664699,0.6138198
factorial_0242,0.32535353,0.22601679,0.00014409049
factorial_0249,0.84610474,0.914446,0.0124557875
factorial_0256,0.028994843,0.0020388828,1.1818453e-05
factorial_0263,0.23458606,0.061217666,0.003505525
factorial_0270,0.10513815,0.122496195,0.0019394397
factorial_0277,0.5322554,0.051402837,0.9244506
factorial_0284,0.66514206,0.042489257,0.83487284
factorial_0291,0.6992832,0.99862635,0.03187573
factorial_0298,0.87314826,0.9866477,0.98962843
factorial_0305,0.014479861,0.119179115,0.016570302
factorial_0312,0.1925587,0.0021079236,0.013684896
factorial_0319,0.14305189,0.000831376,0.08482637
factorial_0326,0.5523753,0.95869476,0.0026314761
factorial_0333,0.17509238,0.99743724,0.87266785
factorial_0340,0.5798848,0.46875265,0.14783321
factorial_0347,0.70346326,0.86844146,0.9502815
factorial_0354,0.2302348,0.034462936,0.003960404
factorial_0361,0.74445057,0.9322623,0.23632121
factorial_0368,0.21687931,0.042574827,0.00011949609
factorial_0375,0.37871608,0.99919766,0.53098583
factorial_0382,0.9508295,0.86252964,0.32370138
factorial_0389,0.851287,0.9677577,0.40117425
factorial_0396,0.28690895,0.9892833,0.92700046
factorial_0403,0.37293503,0.90856767,0.00044312928
factorial_0410,0.39704838,0.99875665,0.021962088
factorial_0417,0.0013375292,0.98844784,0.0024339862
factorial_0424,0.023642343,0.99618214,5.7160137e-06
factorial_0431,0.85376644,0.0008054694,0.9885831
factorial_0438,0.40987906,0.9958878,0.9379976
factorial_0445,0.96397305,0.05638854,0.17138904
factorial_0452,0.9748649,0.9446976,1.1377793e-05
factorial_0459,0.958324,0.4920519,0.057110235
factorial_0466,0.42144507,0.99266386,0.00010153035
factorial_0473,0.95462936,0.86564016,0.008742735
factorial_0480,0.9245968,0.99918014,0.9974884
factorial_0487,0.2102561,0.9959527,0.99473935
factorial_0494,0.8350619,0.06943867,2.280567e-05
factorial_0501,0.2472526,0.000103804414,0.025765028
factorial_0508,0.047438197,0.028956493,0.00021848419
factorial_0515,0.7119034,0.043176357,0.38056123
factorial_0522,0.86632556,0.021797484,0.20381956
factorial_0529,0.2170614,0.014451641,2.2806955e-05
factorial_0536,0.30866173,0.9999863,0.99682057
factorial_0543,0.04414116,0.24215792,3.8780636e-06
factorial_0550,0.8691265,4.1401836e-05,0.0014480429
factorial_0557,0.31877562,0.12143076,3.0877578e-05
factorial_0564,0.6870744,0.55424905,6.953165e-05
factorial_0571,0.012152365,0.00011351103,0.000533672
factorial_0578,0.31840396,0.24160147,0.47558242
factorial_0585,0.12516126,0.00061290676,0.045394063
factorial_0592,0.12685315,0.96641326,3.131749e-05
factorial_0599,0.54094946,0.22929016,0.5244679
factorial_0606,0.18694526,0.48855975,0.264075
factorial_0613,0.012134942,0.11367534,0.41931558
factorial_0620,0.23357904,0.062133346,0.0035045806
factorial_0627,0.17213365,0.11578571,0.9955444
factorial_0634,0.11761585,0.03448517,0.15043582
factorial_0641,0.36241874,0.7473535,0.0009168726
factorial_0648,0.24457553,0.94363326,0.00039899547
factorial_0655,0.27063203,0.0011063815,0.00018825656
factorial_0662,0.32497302,0.00015853217,0.09671787
factorial_0669,0.58093256,0.04299566,0.003761113
factorial_0676,0.352008,0.9998636,0.52779645
factorial_0683,0.145083,0.99872655,0.20024268
factorial_0690,0.7081593,0.967572,8.112654e-05
factorial_0697,0.51303583,0.48314372,0.22379337
factorial_0704,0.19721147,0.029563684,0.010571881
factorial_0711,0.14018081,0.0016499198,0.89319843
factorial_0718,0.07834612,0.83365834,0.0843179
factorial_0725,0.47608563,0.93303865,0.0010674939
factorial_0732,0.26646155,0.9999732,0.006235619
factorial_0739,0.022508765,0.99860376,0.04109649
factorial_0746,0.4565593,0.8547524,2.6724618e-05
factorial_0753,0.600996,0.009394077,4.7642534e-06
factorial_0760,0.21644858,0.40180507,0.00020013595
factorial_0767,0.48176003,0.009411958,0.0017730276
factorial_0774,0.8976075,0.8963616,0.9811974
factorial_0781,0.8799702,0.03920783,0.01277203
factorial_0788,0.8815681,0.9973224,0.4332717
factorial_0795,0.44574118,0.42991728,2.2398966e-05
factorial_0802,0.16836374,0.015379013,9.994528e-05
factorial_0809,0.28571278,0.694497,0.005506845
factorial_0816,0.03246066,0.8844407,0.00072111556
factorial_0823,0.0336639,0.24370208,3.887216e-05
factorial_0830,0.71910304,8.168333e-07,0.66101575
factorial_0837,0.58969027,0.99425393,0.64764905
factorial_0844,0.67032933,0.49193457,0.96943474
factorial_0851,0.90411437,0.94797593,0.007020679
factorial_0858,0.8511979,0.96925473,0.044683263
factorial_0865,0.9032358,0.8704096,0.016749902
factorial_0872,0.9766566,0.9728951,0.0053840266
factorial_0879,0.22185329,0.9999999,0.06783326
factorial_0886,0.0047486643,0.9437311,0.9999994
factorial_0893,0.41742477,0.9989145,0.9051416
factorial_0900,0.030094706,0.09288145,0.002229918
factorial_0907,0.0038901079,0.057465818,0.009057742
factorial_0914,0.78637487,0.9934323,0.013320728
factorial_0921,0.2787305,0.12682994,0.9416005
factorial_0928,0.6877427,0.96988916,0.050816532
factorial_0935,0.057680324,0.11575097,0.04331548
factorial_0942,0.15889809,0.4245761,0.10167068
factorial_0949,0.80555403,0.7905853,0.8066503
factorial_0956,0.5608718,0.39336154,0.0051897475
factorial_0963,0.30420154,0.089272074,0.0002472239
factorial_0970,0.49940193,0.050892107,0.0005731499
factorial_0977,0.56491375,0.99674773,0.99948835
factorial_0984,0.695997,0.9712036,0.06879905
factorial_0991,0.7291344,0.2348387,0.048829176
factorial_0998,0.17628081,0.95974356,0.0058827084
factorial_1005,0.1962513,0.75497234,0.00043527893
factorial_1012,0.3172407,0.7157311,0.117152035
factorial_1019,0.18551846,0.0026306428,0.025273189
factorial_1026,0.045203097,0.0010188994,0.16850787
factorial_1033,0.6831635,0.9193476,0.006483148
factorial_1040,0.2693563,0.26715925,1.5270507e-05
factorial_1047,0.60494304,0.8788928,0.0020716842
factorial_1054,0.24824324,0.039918125,0.06125972
factorial_1061,0.8385,0.015925264,0.03296317
factorial_1068,0.743585,0.00021875308,0.004265133
factorial_1075,0.075029396,0.99996006,0.094243854
factorial_1082,0.49798778,0.9470343,0.99682033
factorial_1089,0.7963999,0.9776407,0.0013236401
factorial_1096,0.6253929,0.049207967,0.9162364
factorial_1103,0.42032242,0.08861818,2.480477e-08
factorial_1110,0.11852582,0.8412649,0.07601673
factorial_1117,0.18658221,0.5007667,0.0003662881
factorial_1124,0.44272023,0.23125488,4.3930729e-07
factorial_1131,0.18741335,0.8971689,0.99859124
factorial_1138,0.2596089,0.97669923,0.23712865
factorial_1145,0.2882481,0.026841773,0.04243859
factorial_1152,0.41307223,0.0068672276,0.1896772
factorial_1159,0.5297641,0.9376585,0.0011769813
factorial_1166,0.1984683,0.07336824,0.004040721
factorial_1173,0.5134287,0.9720214,0.012969246
factorial_1180,0.877759,0.08370238,0.9972005
factorial_1187,0.56256396,0.99948066,0.013091611
factorial_1194,0.8057679,0.14114505,0.15901299
factorial_0005,0.074785076,0.9402285,0.00942836
factorial_0012,0.012845795,0.9810234,3.4861176e-05
factorial_0019,0.11049271,0.7669514,0.0077905157
factorial_0026,0.6307925,0.88029313,0.07527814
factorial_0033,0.32575867,0.2055673,0.091849774
factorial_0040,0.50040454,0.12645848,0.0021819419
factorial_0047,0.05696485,0.001351413,0.0051136757
factorial_0054,0.92105246,0.8251857,4.5662597e-05
factorial_0061,0.98658645,0.9031864,0.11774524
factorial_0068,0.7062845,0.9546414,8.3932755e-06
factorial_0075,0.24891178,0.8543798,0.0011864603
factorial_0082,0.45135432,0.44982904,0.091195345
factorial_0089,0.42462835,0.838344,0.8192164
factorial_0096,0.16387837,0.009464791,0.00011829987
factorial_0103,0.126014,0.73571384,0.0010785434
factorial_0110,0.91071564,0.04584157,0.00534337
factorial_0117,0.8577851,0.25861084,0.00011321267
factorial_0124,0.61282235,1.1567086e-05,0.02455677
factorial_0131,0.6389819,0.0030030408,0.00028933765
factorial_0138,0.4638218,0.8666299,0.009834433
factorial_0145,0.34646448,0.41080844,0.0018211764
factorial_0152,0.45319963,0.00049540086,2.7682872e-05
factorial_0159,0.94652915,0.281343,0.0113808885
factorial_0166,0.14214523,0.16657363,3.333897e-06
factorial_0173,0.17055762,0.011120981,1.4258471e-06
factorial_0180,0.74796605,0.5221022,0.3965011
factorial_0187,0.7251928,0.8209606,0.025383696
factorial_0194,0.38984635,0.4053485,0.0005977582
factorial_0201,0.7739592,0.2367999,0.004564582
factorial_0208,0.3636803,0.005701753,2.7402468e-06
factorial_0215,0.5601782,0.49972108,9.6708136e-05
factorial_0222,0.07603157,0.00037373698,0.035175543
factorial_0229,0.054228496,0.16149567,0.00028545287
factorial_0236,0.58124626,0.0013766349,0.0034136889
factorial_0243,0.9228204,0.9906651,0.01676031
factorial_0250,0.79604036,0.59795576,0.00585637
factorial_0257,0.022370704,0.0012291084,0.0025182373
factorial_0264,0.01810885,0.014382152,0.00041281543
factorial_0271,0.65191,0.032230165,0.002485994
factorial_0278,0.14760576,0.38835806,0.5379733
factorial_0285,0.3741713,0.99779725,0.94780993
factorial_0292,0.6754032,0.85532296,0.20661665
factorial_0299,0.9500443,0.9990439,0.00062697806
factorial_0306,0.56906396,0.083943374,0.0016340285
factorial_0313,0.03409668,0.71372527,0.0030181173
factorial_0320,0.03210252,0.25763392,8.212315e-05
factorial_0327,0.78975874,0.99227375,0.015618982
factorial_0334,0.6409272,0.5551644,0.0013254578
factorial_0341,0.51818943,0.99707747,0.002582223
factorial_0348,0.41699967,0.072782665,0.48962095
factorial_0355,0.5497974,0.37885818,0.00012226794
factorial_0362,0.40203384,0.10461088,0.07586602
factorial_0369,0.14314938,0.091220304,0.27544996
factorial_0376,0.4966023,0.18360063,0.3800779
factorial_0383,0.40753585,0.9997248,0.015778717
factorial_0390,0.55933726,0.9985108,0.0033309497
factorial_0397,0.47150943,0.99957985,0.036004797
factorial_0404,0.7691101,0.312937,0.0030822752
factorial_0411,0.06527394,0.16238634,5.672278e-06
factorial_0418,0.17774782,0.071956195,2.497585e-05
factorial_0425,0.37061867,0.04762826,0.036502913
factorial_0432,0.510848,0.99324965,0.011214276
factorial_0439,0.02753601,0.22465035,0.98027164
factorial_0446,0.8921644,0.0111274,0.9492736
factorial_0453,0.9799729,0.6131172,0.45578697
factorial_0460,0.338328,0.9989587,0.0007376225
factorial_0467,0.91883147,0.9067849,0.10813987
factorial_0474,0.9698173,0.47618303,7.64665e-05
factorial_0481,0.85646117,0.976233,0.9992772
factorial_0488,0.052470468,0.21734206,0.84312415
factorial_0495,0.19610056,0.040756233,0.0015848986
factorial_0502,0.040268112,0.0012033599,0.25543016
factorial_0509,0.5253182,4.1330946e-05,8.5120795e-05
factorial_0516,0.6449392,0.020087354,0.00982594
factorial_0523,0.0404499,7.399893e-05,0.6374146
factorial_0530,0.22360462,0.14737934,0.029016353
factorial_0537,0.02880114,0.0042225076,0.00024233076
factorial_0544,0.041200954,0.26511946,0.05157458
factorial_0551,0.06320689,0.35974547,0.9976349
factorial_0558,0.5591304,0.75145847,0.00013446015
factorial_0565,0.5906268,0.00019628296,0.027363997
factorial_0572,0.3783066,0.0042632297,1.3122664e-05
factorial_0579,0.32373825,0.0048097577,0.06644065
factorial_0586,0.42178795,0.4599766,2.6693535e-06
factorial_0593,0.35110614,0.6549258,0.09637986
factorial_0600,0.8514092,0.0051444415,8.581158e-05
factorial_0607,0.21382701,0.62168175,0.0019406102
factorial_0614,0.1164734,0.024222663,0.0025090685
factorial_0621,0.19279116,0.07563141,0.00070510677
factorial_0628,0.36164957,0.73453856,4.81676e-05
factorial_0635,0.18875445,0.8681218,0.98453426
factorial_0642,0.10810758,0.9773636,0.00018268543
factorial_0649,0.28189757,0.9922833,0.0029874144
factorial_0656,0.6542122,0.0071524535,0.7908457
factorial_0663,0.22283,0.00066929276,0.00015887828
factorial_0670,0.40136582,0.60764027,0.72873974
factorial_0677,0.52995646,0.46183583,0.026880218
factorial_0684,0.18634968,0.9990565,0.17374337
factorial_0691,0.8308211,0.9991697,0.99999774
factorial_0698,0.26976398,0.68244874,0.9627641
factorial_0705,0.385362,0.007927614,0.07975644
factorial_0712,0.68063277,0.20213544,0.013577295
factorial_0719,0.21988428,0.72832084,0.23331966
factorial_0726,0.9277375,0.9911144,0.8407453
factorial_0733,0.7690438,0.14227618,0.0017154686
factorial_0740,0.0735529,0.8451283,0.0010962354
factorial_0747,0.052720748,0.7530395,0.005523999
factorial_0754,0.6780927,0.76240885,0.26088488
factorial_0761,0.049073283,0.86038035,0.8177113
factorial_0768,0.96625406,0.64503646,0.057502
factorial_0775,0.7475936,0.27016476,0.13406506
factorial_0782,0.26556164,0.9830996,0.6881769
factorial_0789,0.27296367,0.9979766,0.6742849
factorial_0796,0.7322971,0.2644392,0.81900144
factorial_0803,0.019133538,0.61496156,0.00313832
factorial_0810,0.4135578,0.58884543,2.6973182e-06
factorial_0817,0.12627192,0.30638748,0.00031672907
factorial_0824,0.0062646368,0.19723043,0.0005736511
factorial_0831,0.031696785,0.91918427,0.0056121647
factorial_0838,0.20115666,0.0030809243,0.001275356
factorial_0845,0.16897784,0.3422761,0.97391814
factorial_0852,0.94192713,0.20232753,0.00017161424
factorial_0859,0.9791058,0.6005506,0.00036066223
factorial_0866,0.9479944,0.9887121,2.7675458e-05
factorial_0873,0.9861627,0.43396604,0.0007023956
factorial_0880,0.29116422,0.009600331,0.9487932
factorial_0887,0.90681607,0.9969061,2.4545834e-06
factorial_0894,0.13798475,0.99669063,0.9999937
factorial_0901,0.82888156,0.00013823669,0.006943279
factorial_0908,0.43914503,0.5525921,0.6666575
factorial_0915,0.10588758,0.8553156,0.0010116729
factorial_0922,0.38038418,0.034453724,0.00013823985
factorial_0929,0.026038354,0.00084567,0.0001472626
factorial_0936,0.15624821,0.022530125,0.32465026
factorial_0943,0.11035142,0.2354558,0.4177957
factorial_0950,0.71932876,0.11414695,0.00015772988
factorial_0957,0.7809927,0.99112517,0.017118815
factorial_0964,0.8954751,0.03451844,0.034426156
factorial_0971,0.4891518,0.003623434,0.5729585
factorial_0978,0.58918977,0.55510664,0.00025301857
factorial_0985,0.8603549,0.99930215,0.9644333
factorial_0992,0.81827766,0.98371094,1.2548714e-06
factorial_0999,0.22844866,0.634813,0.15376106
factorial_1006,0.34223327,0.021560535,3.404595e-05
factorial_1013,0.24606411,4.475583e-05,0.023784082
factorial_1020,0.36024955,0.13888909,0.008983069
factorial_1027,0.06610392,0.9997209,0.4794653
factorial_1034,0.40587524,0.08067229,0.80273825
factorial_1041,0.66893977,0.3785848,0.77795994
factorial_1048,0.100750126,0.08075517,0.00068330567
factorial_1055,0.471013,0.0050313417,0.002053812
factorial_1062,0.11651129,0.0013500275,2.9048374e-06
factorial_1069,0.106239274,0.33271033,0.0043480447
factorial_1076,0.5861979,0.5994461,0.0004617729
factorial_1083,0.98474693,0.23901582,0.00051427895
factorial_1090,0.4463185,0.99948573,0.02532975
factorial_1097,0.86450976,0.49970317,0.99137443
factorial_1104,0.1636458,0.39376944,7.156361e-05
factorial_1111,0.4242751,0.9398173,0.0059858286
factorial_1118,0.27782884,0.6944846,0.060137738
factorial_1125,0.15215896,0.9376383,0.8831837
factorial_1132,0.5280581,0.80648524,0.4249031
factorial_1139,0.21306163,0.8677595,0.44806623
factorial_1146,0.2718515,0.8493919,0.06994865
factorial_1153,0.6540068,0.4918274,0.15234397
factorial_1160,0.87272894,0.27535802,0.12708125
factorial_1167,0.80436367,0.90654725,0.021359647
factorial_1174,0.74512994,0.36604384,0.000438047
factorial_1181,0.6753312,0.9910272,0.9932233
factorial_1188,0.09315248,0.8976086,0.0029699083
factorial_1195,0.6379408,0.99184424,0.13794473
factorial_0006,0.66966015,0.21358262,2.652692e-05
factorial_0013,0.19205989,0.31731552,7.5274555e-05
factorial_0020,0.71772784,0.1071411,0.000113429334
factorial_0027,0.053064637,0.8443146,0.32811528
factorial_0034,0.41341734,3.04374e-05,0.00019286071
factorial_0041,0.2745512,0.96458447,0.7145036
factorial_0048,0.28078952,0.8443078,5.8339814e-05
factorial_0055,0.9146581,0.80928123,0.80985063
factorial_0062,0.36025593,0.5096063,0.0054983073
factorial_0069,0.6487044,0.81637985,0.12502097
factorial_0076,0.23225659,0.99992883,0.38989463
factorial_0083,0.28562775,0.9951297,0.0008284311
factorial_0090,0.9702077,0.9844395,0.9995223
factorial_0097,0.1464691,0.72752315,0.057905395
factorial_0104,0.58449227,0.0026228663,0.00016821368
factorial_0111,0.5611889,0.22169404,0.33575472
factorial_0118,0.0588008,0.0026348624,0.00011887251
factorial_0125,0.18677217,0.8905417,0.004314008
factorial_0132,0.6702946,0.39283553,0.0014675411
factorial_0139,0.2458637,0.24868599,0.0003599217
factorial_0146,0.705572,0.784391,0.00066055544
factorial_0153,0.71861285,0.0010579097,0.00058965856
factorial_0160,0.17943165,0.006199209,0.38193604
factorial_0167,0.3317258,6.183696e-05,2.3268472e-06
factorial_0174,0.24503894,0.019737868,0.0006922586
factorial_0181,0.46849987,0.61849636,0.00011827235
factorial_0188,0.42464262,0.8121879,0.23212057
factorial_0195,0.21600936,0.9479616,0.06507522
factorial_0202,0.79702747,0.121412635,0.00019457977
factorial_0209,0.657045,0.09052996,0.009940539
factorial_0216,0.6506729,0.059737846,0.002662784
factorial_0223,0.20461193,0.99910754,0.49625623
factorial_0230,0.14225599,0.9727179,0.021062354
factorial_0237,0.046972964,0.87852424,0.0006506373
factorial_0244,0.61388427,0.00049719715,0.00028750434
factorial_0251,0.6099477,0.261255,0.00010645951
factorial_0258,0.61290485,0.059256084,0.00046556513
factorial_0265,0.9089986,0.9525721,0.036910582
factorial_0272,0.7250494,0.19620234,9.592498e-06
factorial_0279,0.1315084,0.8507312,0.9997074
factorial_0286,0.6550256,0.8637833,0.9999453
factorial_0293,0.9513504,0.99988246,0.9998354
factorial_0300,0.46300724,0.60887516,0.0012314005
factorial_0307,0.2139521,0.009145363,0.00054251193
factorial_0314,0.041536268,0.67736125,0.0006966259
factorial_0321,0.27665633,0.9938286,0.71018445
factorial_0328,0.23000251,0.7957208,0.0016655324
factorial_0335,0.3193632,0.6419848,0.94304407
factorial_0342,0.19383818,0.21698213,0.14111722
factorial_0349,0.15989242,0.9026294,0.023034055
factorial_0356,0.4983249,0.008920704,0.504384
factorial_0363,0.46790236,0.63492554,0.0022217436
factorial_0370,0.0048215007,0.9580947,0.9880343
factorial_0377,0.9217977,0.99189514,0.5695961
factorial_0384,0.08022518,0.8337586,0.25640008
factorial_0391,0.8141601,0.9690355,0.7851261
factorial_0398,0.44224462,0.9995832,0.8827508
