ID,learn,adapt
factorial_0857,0.98604256,0.9948207058220928
factorial_0864,0.9947561,0.9989662112385962
factorial_0871,0.98217577,0.9936148827307912
factorial_0878,0.44958138,0.15863234699708317
factorial_0885,0.5146741,0.6741912146660568
factorial_0892,0.94334704,0.9833957380913009
factorial_0899,0.52309525,0.3716861215332228
factorial_0906,0.27016026,0.09601873607498641
factorial_0913,0.27394465,0.05358256832887839
factorial_0920,0.15858999,0.02512294088244682
factorial_0927,0.49609292,0.27329360097724176
factorial_0934,0.13815053,0.030000190226547287
factorial_0941,0.18087856,0.03755545221105278
factorial_0948,0.23846258,0.0591545984481995
factorial_0955,0.4443264,0.5008337293559223
factorial_0962,0.3397936,0.20182315008574941
factorial_0969,0.53467274,0.16187400297993673
factorial_0976,0.27027488,0.052167410811611595
factorial_0983,0.24460131,0.03787694098618449
factorial_0990,0.6042858,0.9149728321835324
factorial_0997,0.49859622,0.37825143253781823
factorial_1004,0.14106016,0.08297393177027722
factorial_1011,0.48373002,0.41401256660495567
factorial_1018,0.26338127,0.08656637950843916
factorial_1025,0.16721478,0.10113647561565572
factorial_1032,0.21812287,0.4015300118434286
factorial_1039,0.21053894,0.14961633776255368
factorial_1046,0.1658945,0.15023794832378792
factorial_1053,0.5443074,0.648339389182834
factorial_1060,0.533545,0.8932089487462974
factorial_1067,0.6198889,0.7226228606367234
factorial_1074,0.85469365,0.9726456426526856
factorial_1081,0.78237677,0.9775737878743567
factorial_1088,0.47068352,0.2613918673355554
factorial_1095,0.7280983,0.95846584932593
factorial_1102,0.19494234,0.1365637412056331
factorial_1109,0.3306049,0.2156654120732248
factorial_1116,0.58499205,0.46495222956754545
factorial_1123,0.052481953,0.01644907081769075
factorial_1130,0.14084268,0.39714672332126444
factorial_1137,0.75902194,0.811866151646497
factorial_1144,0.42302904,0.36281860414902145
factorial_1151,0.8015487,0.9264723325292329
factorial_1158,0.90583634,0.9860695742271562
factorial_1165,0.7702358,0.992017966175178
factorial_1172,0.57297766,0.8046086218971861
factorial_1179,0.8433882,0.9750968776659862
factorial_1186,0.76255405,0.945519249519387
factorial_1193,0.9195361,0.98375279834927
factorial_0004,0.021738075,0.007859598675009474
factorial_0011,0.2696617,0.04104659914332435
factorial_0018,0.87234116,0.941628976838107
factorial_0025,0.26667765,0.1512090105189167
factorial_0032,0.37457886,0.09757262150600657
factorial_0039,0.35927624,0.1828533139508567
factorial_0046,0.40149283,0.5398449876001056
factorial_0053,0.07480125,0.010450248482865224
factorial_0060,0.95634013,0.9894901039337932
factorial_0067,0.7066299,0.8198567625571446
factorial_0074,0.87779623,0.9907122761069694
factorial_0081,0.33546516,0.4324112070654354
factorial_0088,0.39380327,0.12454850085282299
factorial_0095,0.4949822,0.18615507473460896
factorial_0102,0.43770036,0.19195571776242937
factorial_0109,0.17607066,0.02328891602763867
factorial_0116,0.27696234,0.05983839416281677
factorial_0123,0.09875033,0.011313670349448348
factorial_0130,0.2903171,0.08436445357257479
factorial_0137,0.29197195,0.0825749082748624
factorial_0144,0.39627016,0.23814149520434869
factorial_0151,0.39620015,0.06363913784727607
factorial_0158,0.630611,0.5629899957373397
factorial_0165,0.5710948,0.33076559664734084
factorial_0172,0.50365734,0.8798321388068622
factorial_0179,0.9624278,0.9969198933000666
factorial_0186,0.448356,0.49538772800778896
factorial_0193,0.23250626,0.038178024026093715
factorial_0200,0.26403517,0.14700991115394155
factorial_0207,0.13904586,0.05355421189476367
factorial_0214,0.2991071,0.059084348625757295
factorial_0221,0.29545268,0.056244457210825355
factorial_0228,0.41280878,0.4386039495018739
factorial_0235,0.115021475,0.18031752234777867
factorial_0242,0.411072,0.3172854882394713
factorial_0249,0.47576863,0.24699963957716298
factorial_0256,0.16190886,0.015087848970579095
factorial_0263,0.5202893,0.9564608584956004
factorial_0270,0.28947565,0.2035174494089728
factorial_0277,0.46169224,0.6928170683408317
factorial_0284,0.6245274,0.8935714791487673
factorial_0291,0.28216583,0.13480394818467062
factorial_0298,0.5046886,0.5917100849982416
factorial_0305,0.21653059,0.06330842649571161
factorial_0312,0.23311272,0.042209957452926786
factorial_0319,0.28986374,0.11395514405433785
factorial_0326,0.22618763,0.12936628401844544
factorial_0333,0.2643407,0.4967321872462707
factorial_0340,0.20745671,0.04170727656026757
factorial_0347,0.2744346,0.3353781500760838
factorial_0354,0.39279425,0.3448824168522747
factorial_0361,0.5817517,0.5103536066562978
factorial_0368,0.5295634,0.9412652380395536
factorial_0375,0.55604357,0.4848435298096647
factorial_0382,0.97686255,0.9983360072097825
factorial_0389,0.98950267,0.9990343309687553
factorial_0396,0.66151404,0.9475976220389379
factorial_0403,0.021427741,0.005252260109153754
factorial_0410,0.32171845,0.2534651607427663
factorial_0417,0.46660128,0.2777539317182374
factorial_0424,0.7302088,0.5375218732539718
factorial_0431,0.254994,0.13869301801694775
factorial_0438,0.39293715,0.23449565329314465
factorial_0445,0.4960545,0.26356141674655875
factorial_0452,0.98743445,0.9942384921571242
factorial_0459,0.9732563,0.9911386686240391
factorial_0466,0.967698,0.9894691963622334
factorial_0473,0.92151487,0.9340182300478108
factorial_0480,0.15385818,0.32414706826607775
factorial_0487,0.5073164,0.5207473431519937
factorial_0494,0.5897311,0.3080433292545899
factorial_0501,0.2549417,0.059279241049591605
factorial_0508,0.57836443,0.26028796379410857
factorial_0515,0.41185912,0.1917744246289555
factorial_0522,0.16804962,0.16378819514766466
factorial_0529,0.233174,0.1588242929983884
factorial_0536,0.55427635,0.3740376639278144
factorial_0543,0.25461313,0.07716813516754695
factorial_0550,0.39516035,0.07235755632439819
factorial_0557,0.3054064,0.18550579165349118
factorial_0564,0.53399515,0.17287522921087
factorial_0571,0.5464354,0.7098053430158467
factorial_0578,0.40075138,0.18712643497031023
factorial_0585,0.46042225,0.12081989538978594
factorial_0592,0.23654242,0.06659557438360861
factorial_0599,0.5329068,0.1760278158463606
factorial_0606,0.5829796,0.43803142005157
factorial_0613,0.22080347,0.12671283956422766
factorial_0620,0.23997626,0.04246403530215327
factorial_0627,0.66274554,0.9509804978475928
factorial_0634,0.574201,0.21999445293369368
factorial_0641,0.43810543,0.10542815987701397
factorial_0648,0.33470607,0.08679241856646101
factorial_0655,0.3207323,0.5001975826283047
factorial_0662,0.72065616,0.9766055875973748
factorial_0669,0.48201904,0.4670108704151488
factorial_0676,0.7073672,0.7750931127699896
factorial_0683,0.8722342,0.9916174006360704
factorial_0690,0.5633631,0.5815361875369476
factorial_0697,0.19160807,0.08906310723841353
factorial_0704,0.13271074,0.023985253113078656
factorial_0711,0.44624633,0.48008941554613255
factorial_0718,0.11608782,0.1540948270130954
factorial_0725,0.45901746,0.7066632816536519
factorial_0732,0.52501976,0.676849726693084
factorial_0739,0.2404666,0.1684879585791991
factorial_0746,0.45825624,0.37902473325705716
factorial_0753,0.8540365,0.9420509928494267
factorial_0760,0.54627794,0.5468475428640268
factorial_0767,0.14246565,0.043534500447050054
factorial_0774,0.8048718,0.978594358956367
factorial_0781,0.41985887,0.4650290426400204
factorial_0788,0.7768988,0.9420809502907027
factorial_0795,0.87309206,0.9920613708046003
factorial_0802,0.15568314,0.01842180346843436
factorial_0809,0.28669366,0.15021000190154968
factorial_0816,0.35633585,0.41681991132127966
factorial_0823,0.040362936,0.0053176642199508845
factorial_0830,0.22551239,0.04244390428516739
factorial_0837,0.32045665,0.07714376257816578
factorial_0844,0.3592512,0.1538725297444357
factorial_0851,0.9912765,0.9956974728054412
factorial_0858,0.65708435,0.7701542379793265
factorial_0865,0.98114693,0.987545205562545
factorial_0872,0.9994698,0.9997700201620003
factorial_0879,0.37446076,0.15494155526391
factorial_0886,0.41501704,0.6335779174361398
factorial_0893,0.35227817,0.20279553038373554
factorial_0900,0.41097823,0.12716473396512756
factorial_0907,0.06306331,0.008784531176268429
factorial_0914,0.25410044,0.07785463834638577
factorial_0921,0.7465132,0.8991487115433938
factorial_0928,0.26171052,0.21753781843581152
factorial_0935,0.3590128,0.20335724881513553
factorial_0942,0.5567539,0.2823550977687022
factorial_0949,0.39841175,0.14135600343796242
factorial_0956,0.28514925,0.12450858484666844
factorial_0963,0.40563256,0.5512631963639997
factorial_0970,0.26435715,0.05328101365820973
factorial_0977,0.4072156,0.7336291363321354
factorial_0984,0.76624984,0.82273329796059
factorial_0991,0.39558575,0.31756433633492614
factorial_0998,0.4098635,0.08911539832606227
factorial_1005,0.2000673,0.07401773377633407
factorial_1012,0.12714615,0.34243547561246224
factorial_1019,0.2238681,0.2468606729517312
factorial_1026,0.096621245,0.08989781072134408
factorial_1033,0.22066462,0.22729465913419958
factorial_1040,0.4625399,0.5570223274956042
factorial_1047,0.44479418,0.35884416886100257
factorial_1054,0.57208216,0.27790864028204293
factorial_1061,0.85349804,0.9852338580040957
factorial_1068,0.78515184,0.9821306267385473
factorial_1075,0.8011769,0.9844520946323876
factorial_1082,0.8873121,0.9806149102710771
factorial_1089,0.89947855,0.9929284934906787
factorial_1096,0.5673716,0.9168162154582107
factorial_1103,0.12153224,0.12971222961523404
factorial_1110,0.07556492,0.05678087575517328
factorial_1117,0.15515271,0.0625704484236102
factorial_1124,0.1892798,0.1009802345926043
factorial_1131,0.3029459,0.22699561802489965
factorial_1138,0.108416416,0.041142015109730694
factorial_1145,0.16297553,0.15489838954950338
factorial_1152,0.5830814,0.8726038739966805
factorial_1159,0.6815731,0.9281196260138443
factorial_1166,0.75873965,0.9779024865913946
factorial_1173,0.8585329,0.9665843394417071
factorial_1180,0.38919488,0.32927816129155263
factorial_1187,0.6779495,0.6464488133417947
factorial_1194,0.78683424,0.9890227443534371
factorial_0005,0.10947171,0.043178309782476935
factorial_0012,0.5740206,0.7524774449089683
factorial_0019,0.076412305,0.024876379772705022
factorial_0026,0.4334723,0.15149949017593067
factorial_0033,0.28322902,0.14996072439961042
factorial_0040,0.69424695,0.7632517835215712
factorial_0047,0.4843777,0.15759732632810164
factorial_0054,0.9940911,0.997567616839896
factorial_0061,0.42142132,0.4199672674518982
factorial_0068,0.9242032,0.9580888230529846
factorial_0075,0.81439966,0.9532903593923088
factorial_0082,0.3657331,0.37995546773147165
factorial_0089,0.62600106,0.34564331462146014
factorial_0096,0.6320331,0.7956611536136197
factorial_0103,0.1169465,0.024274705030937947
factorial_0110,0.14882185,0.016461864153905503
factorial_0117,0.26166293,0.07957938266245182
factorial_0124,0.43515995,0.11399267193707158
factorial_0131,0.43363488,0.1295484038979725
factorial_0138,0.4538555,0.42675027726469783
factorial_0145,0.66585034,0.7735906262938042
factorial_0152,0.27834854,0.055434734790556835
factorial_0159,0.74980915,0.7929965282734783
factorial_0166,0.52198786,0.1843814683274887
factorial_0173,0.3305817,0.11816577770038639
factorial_0180,0.5857365,0.6815609116334267
factorial_0187,0.44523954,0.3888152850679483
factorial_0194,0.358358,0.11900775194916653
factorial_0201,0.2025498,0.08638410584455715
factorial_0208,0.23452435,0.10310008012125889
factorial_0215,0.37085584,0.3435700047395829
factorial_0222,0.5821934,0.3946026146344758
factorial_0229,0.46629968,0.27708315762175617
factorial_0236,0.2377411,0.03899796380746053
factorial_0243,0.3341034,0.0844447254252639
factorial_0250,0.5420221,0.8528892816433208
factorial_0257,0.836148,0.9797082820907734
factorial_0264,0.46108106,0.7241866627576293
factorial_0271,0.31727988,0.15315847733430843
factorial_0278,0.598452,0.9297533435035038
factorial_0285,0.29827097,0.43218817280677413
factorial_0292,0.4500924,0.14996285081668698
factorial_0299,0.46707755,0.7565996764657535
factorial_0306,0.16534586,0.058278698305415044
factorial_0313,0.20343345,0.46651847348899284
factorial_0320,0.14997788,0.029826493476021388
factorial_0327,0.44680887,0.43984221502918214
factorial_0334,0.26346228,0.14519217777695662
factorial_0341,0.18286651,0.05434040373559244
factorial_0348,0.28799838,0.2516121149202709
factorial_0355,0.92494017,0.9858962754182846
factorial_0362,0.33857766,0.8383322430884326
factorial_0369,0.41490877,0.6443776875663754
factorial_0376,0.8527121,0.9816609277799329
factorial_0383,0.78144354,0.9582225322880074
factorial_0390,0.689662,0.9597663238696438
factorial_0397,0.37097505,0.3326833289409889
factorial_0404,0.2246505,0.04309182684886827
factorial_0411,0.43111968,0.26610734258899044
factorial_0418,0.013276224,0.004078257062430337
factorial_0425,0.3627729,0.054147236445923834
factorial_0432,0.4341287,0.12032828766725227
factorial_0439,0.48231164,0.14265059757621823
factorial_0446,0.42942166,0.13758034942815311
factorial_0453,0.97583324,0.9931222616682223
factorial_0460,0.99883145,0.9996834547848719
factorial_0467,0.85020554,0.9775591435792553
factorial_0474,0.99141955,0.998181100534249
factorial_0481,0.34892112,0.37004479857426403
factorial_0488,0.30461186,0.08121916076261683
factorial_0495,0.47214895,0.40657381915087576
factorial_0502,0.041200247,0.006305453869505308
factorial_0509,0.19025545,0.023772701995200672
factorial_0516,0.5344634,0.40641113265006146
factorial_0523,0.07455552,0.012946971675646601
factorial_0530,0.09331177,0.017881155871830853
factorial_0537,0.28994575,0.13103221790593428
factorial_0544,0.37767822,0.3392955314329767
factorial_0551,0.39841223,0.2983239651616702
factorial_0558,0.36548045,0.09270286419519558
factorial_0565,0.16935085,0.03487379666741597
factorial_0572,0.25308302,0.15061289938724434
factorial_0579,0.3127831,0.07663991838287833
factorial_0586,0.14948039,0.013895654626587865
factorial_0593,0.26103356,0.055879748399261873
factorial_0600,0.5986904,0.6384036028947875
factorial_0607,0.15703738,0.09785525755095938
factorial_0614,0.37209523,0.14881658003526185
factorial_0621,0.48783842,0.369325746939923
factorial_0628,0.158064,0.049265637882181426
factorial_0635,0.3808502,0.135440910496912
factorial_0642,0.26735222,0.27846420219043155
factorial_0649,0.20267959,0.20898801235596667
factorial_0656,0.6236159,0.6482173112809863
factorial_0663,0.5965581,0.8387368053945976
factorial_0670,0.13791688,0.06179176743348962
factorial_0677,0.76007986,0.9807952947467319
factorial_0684,0.4194136,0.13219394952029093
factorial_0691,0.38642094,0.5413747012685873
factorial_0698,0.38427663,0.13620926979866238
factorial_0705,0.4394064,0.4546127822027086
factorial_0712,0.27690884,0.06404566097342543
factorial_0719,0.16506286,0.2788279177279047
factorial_0726,0.56325555,0.7508446069786638
factorial_0733,0.4006468,0.21072472599302905
factorial_0740,0.2627203,0.14731202289727102
factorial_0747,0.44936937,0.27021930560288987
factorial_0754,0.9750661,0.9968221745812605
factorial_0761,0.1341304,0.10420380259601991
factorial_0768,0.7655917,0.9235611584710997
factorial_0775,0.66189224,0.9389363900012847
factorial_0782,0.9517547,0.9926052431158852
factorial_0789,0.62128174,0.9165148440840638
factorial_0796,0.88364017,0.9933692172019307
factorial_0803,0.038822476,0.013572911080913451
factorial_0810,0.07417282,0.01054428547321919
factorial_0817,0.005775001,0.0018605930502625528
factorial_0824,0.01148173,0.008332061388188613
factorial_0831,0.38848305,0.2577060947621008
factorial_0838,0.45588976,0.18848700965930346
factorial_0845,0.2834698,0.49730520975797965
factorial_0852,0.66093427,0.45370155134920565
factorial_0859,0.99027926,0.994850302384897
factorial_0866,0.9866328,0.9933973416431181
factorial_0873,0.92162484,0.9443043366963905
factorial_0880,0.14974062,0.022485897222819115
factorial_0887,0.671108,0.6896332157563545
factorial_0894,0.6758324,0.819815482516701
factorial_0901,0.30107743,0.03764240811668299
factorial_0908,0.5944642,0.6320525526302643
factorial_0915,0.42562273,0.3196319342389875
factorial_0922,0.07847751,0.01018983924490332
factorial_0929,0.47677353,0.08393511669901613
factorial_0936,0.44157365,0.5403507194115094
factorial_0943,0.577989,0.36631511634644465
factorial_0950,0.25810242,0.05242234684367985
factorial_0957,0.3982384,0.25445205156051204
factorial_0964,0.5759612,0.43670546331877363
factorial_0971,0.15196776,0.03125382768887435
factorial_0978,0.44142863,0.26422895876228875
factorial_0985,0.6869927,0.8521484177274676
factorial_0992,0.4652083,0.49075028762502215
factorial_0999,0.23626538,0.05497603062650191
factorial_1006,0.23362182,0.08770805630573046
factorial_1013,0.24902844,0.059816918921812574
factorial_1020,0.44265202,0.3760655365836192
factorial_1027,0.65097326,0.6039228901293651
factorial_1034,0.13586596,0.1856783261379228
factorial_1041,0.18768081,0.19719350347186412
factorial_1048,0.43414387,0.11160708484216877
factorial_1055,0.737723,0.927801324365879
factorial_1062,0.7098662,0.5506478708227293
factorial_1069,0.4062161,0.3388168443808882
factorial_1076,0.7117258,0.847004354521927
factorial_1083,0.6207795,0.949818937370586
factorial_1090,0.8136249,0.9920417658020607
factorial_1097,0.44489008,0.7611582713153371
factorial_1104,0.17112151,0.1530721166586588
factorial_1111,0.32776752,0.1386835673041235
factorial_1118,0.4156865,0.25626186159313136
factorial_1125,0.119933695,0.04130087239095085
factorial_1132,0.15253873,0.24588589057342894
factorial_1139,0.046035234,0.009565152629954127
factorial_1146,0.4807741,0.3562545048459491
factorial_1153,0.7460501,0.9442936186806528
factorial_1160,0.962085,0.9977053426340025
factorial_1167,0.441411,0.3101069579474682
factorial_1174,0.96246433,0.9940822685570896
factorial_1181,0.67094886,0.7917383493477974
factorial_1188,0.6506955,0.9017122398430825
factorial_1195,0.18599829,0.09128417486210237
factorial_0006,0.22188567,0.0765118320619506
factorial_0013,0.015909415,0.0037088344932304884
factorial_0020,0.25504404,0.03364028287152287
factorial_0027,0.42120722,0.10029359205401377
factorial_0034,0.3481337,0.4372010148383235
factorial_0041,0.3790527,0.36577030266473914
factorial_0048,0.3256365,0.13186880356283753
factorial_0055,0.4588124,0.8031063534347024
factorial_0062,0.9612914,0.9868692615223443
factorial_0069,0.9132024,0.9626231845472468
factorial_0076,0.38865447,0.2125373156058015
factorial_0083,0.49694803,0.16313525474316293
factorial_0090,0.53663677,0.6906795402678985
factorial_0097,0.39790154,0.20034259232126847
factorial_0104,0.3874945,0.23733043792730737
factorial_0111,0.55320704,0.46860468369592756
factorial_0118,0.5205885,0.20000756660207566
factorial_0125,0.29112443,0.05306325160106551
factorial_0132,0.57241035,0.4668893823634164
factorial_0139,0.53046554,0.246801781268025
factorial_0146,0.07005941,0.00824791546669334
factorial_0153,0.45594844,0.06979874237600088
factorial_0160,0.27872834,0.06538917154355182
factorial_0167,0.39702156,0.16135443511608843
factorial_0174,0.33016205,0.09498466052080905
factorial_0181,0.12333907,0.015084571749607959
factorial_0188,0.6368132,0.694158170034496
factorial_0195,0.48288512,0.09297259195936204
factorial_0202,0.4899977,0.19618746320320807
factorial_0209,0.3239729,0.10348135053021673
factorial_0216,0.49999547,0.44739910973462427
factorial_0223,0.08839855,0.2978175102149354
factorial_0230,0.24070622,0.12996301964391044
factorial_0237,0.26834312,0.26021517793034493
factorial_0244,0.3493034,0.13355019484861788
factorial_0251,0.8547175,0.9915644259207002
factorial_0258,0.77727216,0.9553047923692591
factorial_0265,0.9661506,0.9980712239238875
factorial_0272,0.5937731,0.9228252366047023
factorial_0279,0.78856003,0.9751175854252404
factorial_0286,0.12556809,0.42261526322657267
factorial_0293,0.6245614,0.9286168443083589
factorial_0300,0.59675616,0.5391549138594871
factorial_0307,0.2744247,0.10781957206665344
factorial_0314,0.14648488,0.1599071846130974
factorial_0321,0.08750714,0.05301741780988175
factorial_0328,0.29424402,0.19479410123410987
factorial_0335,0.26703796,0.6683962040238076
factorial_0342,0.28202608,0.05712010239094904
factorial_0349,0.15650578,0.3677923407769109
factorial_0356,0.62032694,0.8341168522794757
factorial_0363,0.7368968,0.7897960900703963
factorial_0370,0.57808584,0.931818431033226
factorial_0377,0.9827681,0.9985789644478881
factorial_0384,0.7875538,0.9691071617855239
factorial_0391,0.90415657,0.9884136092777568
factorial_0398,0.6732713,0.8842541362234905
factorial_0405,0.23089974,0.14725905401358508
factorial_0412,0.034536775,0.006657458382487828
factorial_0419,0.010550599,0.0017760307885651054
factorial_0426,0.30043116,0.12201681853506778
factorial_0433,0.4398811,0.10817989569442912
factorial_0440,0.22144744,0.03263428131507852
factorial_0447,0.47894436,0.12800419677156316
factorial_0454,0.46266475,0.18245585111000168
factorial_0461,0.5051345,0.4750005280127376
factorial_0468,0.95858806,0.9868025982304485
factorial_0475,0.34613445,0.42672946989983723
factorial_0482,0.2777543,0.16690555843195318
factorial_0489,0.6568526,0.9120307734096317
factorial_0496,0.53395253,0.35374931814072724
factorial_0503,0.2888903,0.07583442294091472
factorial_0510,0.4051516,0.09646078613407386
factorial_0517,0.2711838,0.04811859054608713
factorial_0524,0.13385074,0.022933837631544114
factorial_0531,0.27310246,0.04556601389818572
factorial_0538,0.11206336,0.027072940219556026
factorial_0545,0.2429461,0.036409047708924065
factorial_0552,0.3720356,0.07489960426305793
factorial_0559,0.16757582,0.023246769803188367
factorial_0566,0.59060204,0.24919700405809264
factorial_0573,0.6309111,0.8402069159681859
factorial_0580,0.4021954,0.08514487127171105
factorial_0587,0.7305896,0.8817930500964813
factorial_0594,0.50455844,0.5824229620033449
factorial_0601,0.23964395,0.06728712958408985
factorial_0608,0.5995818,0.5723171483765674
factorial_0615,0.21260637,0.1970906348309815
factorial_0622,0.514226,0.3985730166756952
factorial_0629,0.26740834,0.0627345914089729
factorial_0636,0.37030625,0.1173993851538992
factorial_0643,0.08401032,0.24198578758554215
factorial_0650,0.26179102,0.17500074797759485
factorial_0657,0.9282603,0.9858380785717498
factorial_0664,0.49327472,0.5675916648955984
factorial_0671,0.8201269,0.9902183381573411
factorial_0678,0.83489436,0.9863500209031525
factorial_0685,0.6183394,0.8016658501973155
factorial_0692,0.81085587,0.9790291310699668
factorial_0699,0.86837727,0.974601605607464
factorial_0706,0.08550028,0.018468288875395818
factorial_0713,0.28372443,0.16740937536865147
factorial_0720,0.317133,0.42605148365980383
factorial_0727,0.274703,0.13225067256220108
factorial_0734,0.23089804,0.10695347238053873
factorial_0741,0.7946059,0.9663259193282344
factorial_0748,0.2885248,0.1629619396333786
factorial_0755,0.33970475,0.23142957914750872
factorial_0762,0.6473912,0.5112809136691973
factorial_0769,0.7769261,0.7104773483017532
factorial_0776,0.8876718,0.9905382495362635
factorial_0783,0.6120001,0.7792546653486522
factorial_0790,0.93626505,0.9954802012023068
factorial_0797,0.9565396,0.99725592641506
factorial_0804,0.11174107,0.01286624692210455
factorial_0811,0.7777439,0.8590670246779583
factorial_0818,0.0346606,0.0038939461186845927
factorial_0825,0.5454766,0.6745636689951922
factorial_0832,0.7218096,0.6112190069365502
factorial_0839,0.41602176,0.07669079891334664
factorial_0846,0.7348398,0.6076115928767287
factorial_0853,0.99304396,0.9986786672660619
factorial_0860,0.9866328,0.9933973416431181
factorial_0867,0.9563499,0.9862903260503816
factorial_0874,0.8214106,0.8254290106438615
factorial_0881,0.8480849,0.9535857957090393
factorial_0888,0.5078318,0.15152102958614097
factorial_0895,0.35221848,0.2701284946878261
factorial_0902,0.29371879,0.13639816153216763
factorial_0909,0.54851484,0.3831607067589001
factorial_0916,0.030635312,0.005206934496230062
factorial_0923,0.50735927,0.20658037076279082
factorial_0930,0.4397314,0.1529762463542178
factorial_0937,0.37686616,0.10871762340349053
factorial_0944,0.26880974,0.07509360682774904
factorial_0951,0.36965573,0.05750575175430851
factorial_0958,0.4008347,0.4952112563148891
factorial_0965,0.2582103,0.0550546033862011
factorial_0972,0.35861924,0.29823350962196254
factorial_0979,0.64454526,0.5195934372095536
factorial_0986,0.45365056,0.10015163934608537
factorial_0993,0.59460455,0.4247414364707623
factorial_1000,0.27897963,0.16026767787748847
factorial_1007,0.47152612,0.25229154711857277
factorial_1014,0.39049816,0.40877404262923045
factorial_1021,0.08892538,0.039534877334775516
factorial_1028,0.26766512,0.07634073581170359
factorial_1035,0.5103481,0.3433151181102113
factorial_1042,0.11509279,0.06248795059092837
factorial_1049,0.14865671,0.049324488944066346
factorial_1056,0.6640484,0.6061554403977525
factorial_1063,0.3725688,0.20020184761919727
factorial_1070,0.69452745,0.9637286353300599
factorial_1077,0.74760765,0.9289787687022221
factorial_1084,0.19848911,0.07291208590599926
factorial_1091,0.84418017,0.9929831735705283
factorial_1098,0.72992873,0.8405573114072049
factorial_1105,0.2368804,0.0910919780728453
factorial_1112,0.3031472,0.06697935443384156
factorial_1119,0.1084527,0.03953216572421643
factorial_1126,0.5454798,0.45743585169669176
factorial_1133,0.14198919,0.12538184615743328
factorial_1140,0.2743777,0.22815613480752966
factorial_1147,0.36525294,0.14468362835952836
factorial_1154,0.54534566,0.9346207630755463
factorial_1161,0.96341485,0.9975040703874812
factorial_1168,0.88716584,0.9746843497509585
factorial_1175,0.9638057,0.9985169276488457
factorial_1182,0.6045326,0.5412084671121414
factorial_1189,0.96048015,0.9971575832504286
factorial_1196,0.09907699,0.02767804735915938
