ID,SPEAR_BINARY_VOICE_PROB,SPEAR_BINARY_MUSIC_PROB,SPEAR_JOINT_VOICE_PROB,SPEAR_JOINT_MUSIC_PROB,SPEAR_JOINT_FILE_PROB,SPEAR_EXISTING_VOICE_PROB,SPEAR_EXISTING_MUSIC_PROB
factorial_0271,0.056718733,0.0028380258,0.416732,0.00034124576,0.4169678,0.65191,0.032230165
factorial_0272,0.93279034,0.5227807,0.91815203,0.84004456,0.93167806,0.7250494,0.19620234
factorial_0273,0.99959666,0.008862023,0.9999976,0.0003582101,0.9999976,0.6855239,0.5575911
factorial_0274,0.64107835,0.99885964,0.967351,0.9990277,0.9990281,0.19622394,0.11764918
factorial_0275,0.9908111,0.9942795,0.8633569,0.9999033,0.9999987,0.70911795,0.99619824
factorial_0276,0.42576823,0.48639944,0.031688523,0.024856236,0.05532515,0.16750228,0.30568013
factorial_0277,0.6362656,0.7484836,0.71764165,0.70032257,0.74537176,0.5322554,0.051402837
factorial_0278,0.30445698,0.9998971,0.018363643,0.9999927,0.9999931,0.14760576,0.38835806
factorial_0279,0.9999492,0.56722087,0.9997302,0.012054602,0.99999994,0.1315084,0.8507312
factorial_0280,0.99973696,0.8349472,0.9999358,0.9960232,0.99999696,0.55548495,0.76709664
factorial_0281,0.21604252,0.24601443,0.06537504,0.948083,0.96987754,0.5225072,0.992163
factorial_0282,0.13574551,0.99989307,0.96453476,0.999994,0.99999404,0.31182188,0.99753845
factorial_0283,0.75175494,0.8865326,0.77596545,0.8645,0.8732754,0.44330382,0.6750755
factorial_0284,0.8640406,0.062019464,0.5386639,0.05038491,0.53960675,0.66514206,0.042489257
factorial_0285,0.07157365,0.99997497,0.44153062,0.9999538,0.99995387,0.3741713,0.99779725
factorial_0286,0.9003738,0.99190813,0.9802321,0.9999008,0.9999026,0.6550256,0.8637833
factorial_0287,0.6290719,0.999426,0.7932463,0.99879086,0.9999999,0.6131178,0.94401586
factorial_0288,0.6072774,0.47721964,0.32617268,0.34317362,0.34508878,0.5591112,0.318177
factorial_0289,0.9794645,0.8540259,0.9901582,0.8201848,0.99998933,0.7020312,0.009130641
factorial_0290,0.43619856,0.9999838,0.014232083,0.9999999,1.0,0.56912255,0.99944144
factorial_0291,0.13255098,0.999969,0.4028402,0.999988,0.999988,0.6992832,0.99862635
factorial_0292,0.91776943,0.5490066,0.13757731,0.9097029,0.9750143,0.6754032,0.85532296
factorial_0293,0.99980336,0.99961495,0.9992006,0.99899113,1.0,0.9513504,0.99988246
factorial_0294,0.89924407,6.083299e-06,0.996405,3.2166717e-10,0.99640495,0.2728683,0.0025788748
factorial_0295,0.8946248,0.8772481,0.9961685,0.9507601,0.9972725,0.7967101,0.8824927
factorial_0296,0.8833385,0.9974706,0.5476026,0.99964786,0.9999201,0.32896578,0.6429689
factorial_0297,0.9996822,0.9894723,0.9992581,0.9469619,0.9999994,0.4315432,0.9714684
factorial_0298,0.99990964,0.9999875,0.99999976,0.99999994,1.0,0.87314826,0.9866477
factorial_0299,0.92184633,0.99996376,0.99995315,1.0,1.0,0.9500443,0.9990439
factorial_0300,0.002216123,0.9756749,0.00019257021,0.992838,0.9928444,0.46300724,0.60887516
factorial_0301,2.1514159e-06,0.00021055056,6.3220125e-07,3.1269124e-06,3.695488e-06,0.004015351,0.2704699
factorial_0302,0.00062134286,0.9925055,0.00084162643,0.98875904,0.9887599,0.29071945,0.45136473
factorial_0303,0.95790446,0.9283023,0.5791157,0.5004,0.9956367,0.90557545,0.45017916
factorial_0304,0.028262176,0.0011661857,0.00018901797,4.556676e-06,0.00019222498,0.12467523,0.33978948
factorial_0305,0.0031795732,0.30298555,0.00038611074,0.18234919,0.18263644,0.014479861,0.119179115
factorial_0306,0.87358373,0.0082232775,0.966728,0.0001624782,0.9667673,0.56906396,0.083943374
factorial_0307,0.00014567937,6.4147107e-06,0.00762171,1.5147006e-07,0.0076218843,0.2139521,0.009145363
factorial_0308,0.0019406491,6.5366075e-05,6.800568e-05,5.9535726e-08,6.8068504e-05,0.15686546,0.05220079
factorial_0309,0.9572697,0.9993618,0.9997105,0.99999225,0.99999803,0.5803086,0.97027844
factorial_0310,0.98613447,0.39075842,0.9990457,0.03190491,0.99918383,0.56485313,0.9427898
factorial_0311,0.088235795,0.130601,0.0013603383,0.0014394656,0.002711773,0.531019,0.7793256
factorial_0312,0.00633458,0.059327308,0.09342255,0.024829863,0.11811125,0.1925587,0.0021079236
factorial_0313,0.014696444,0.83892184,0.004601906,0.46969816,0.470447,0.03409668,0.71372527
factorial_0314,0.0014719609,0.016500102,6.69931e-05,0.5917844,0.59185123,0.041536268,0.67736125
factorial_0315,0.009980498,0.70804614,0.0011711416,0.018270602,0.018286526,0.20823817,0.99759895
factorial_0316,0.008742735,0.0002849781,0.0007527396,7.732481e-09,0.00075268745,0.3275245,0.05734325
factorial_0317,0.35483482,0.030573139,0.66782403,0.011297291,0.6789081,0.6959995,0.15248175
factorial_0318,0.012989556,0.999529,0.0036386617,0.99997276,0.99997294,0.15356821,0.8619995
factorial_0319,0.0024057503,0.028598234,0.0012602658,0.0018498538,0.0031095147,0.14305189,0.000831376
factorial_0320,4.023077e-05,0.44510692,3.9966042e-07,0.13626896,0.13626927,0.03210252,0.25763392
factorial_0321,0.16432163,0.999488,0.3477455,0.999877,0.99989825,0.27665633,0.9938286
factorial_0322,0.0026169715,0.7138598,0.00011525532,0.93701196,0.9370619,0.14874184,0.056911997
factorial_0323,0.0001344167,0.9874522,1.2597833e-07,0.9999502,0.99995023,0.015717525,0.85755795
factorial_0324,0.00017961324,0.88497823,3.5516755e-06,0.9062358,0.90623593,0.046326563,0.7997137
factorial_0325,0.0006666972,0.17539407,0.014692239,0.44190055,0.4565752,0.6425944,0.44944987
factorial_0326,0.0351526,0.99919707,0.07237292,0.9996913,0.9996914,0.5523753,0.95869476
factorial_0327,0.99917525,0.99789727,0.9999919,0.9999892,0.99999994,0.78975874,0.99227375
factorial_0328,0.016332636,0.48107925,0.048946775,0.75611585,0.7901115,0.23000251,0.7957208
factorial_0329,0.004611721,0.99996066,0.052063696,0.999999,0.999999,0.15870139,0.996988
factorial_0330,0.0051177144,0.599339,0.00089166773,0.32198763,0.3224815,0.1500203,0.21172023
factorial_0331,0.00034557955,0.08436137,2.7139706e-05,0.45089924,0.450925,0.122130804,0.67225504
factorial_0332,0.067376964,0.9779965,0.00327388,0.9971296,0.99997145,0.55228347,0.9709353
factorial_0333,0.7733297,0.95294195,0.61210656,0.89870286,0.9368865,0.17509238,0.99743724
factorial_0334,0.6846599,0.06255236,0.03909083,0.029012844,0.062598765,0.6409272,0.5551644
factorial_0335,0.71254313,0.8784785,0.24084358,0.9732735,0.98389477,0.3193632,0.6419848
factorial_0336,0.009479461,0.03565545,0.053796746,0.5099035,0.5636575,0.33692625,0.5427904
factorial_0337,0.081019916,0.0014018833,0.65857375,0.00031826663,0.6588883,0.55440843,0.14958148
factorial_0338,0.0002859249,0.81708586,0.0024570704,0.9925213,0.9925556,0.45458323,0.91793233
factorial_0339,0.16584188,0.9959876,0.28621846,0.9977099,0.9979761,0.04727988,0.9973047
factorial_0340,0.2934908,0.009738045,0.22529757,0.0011324319,0.2262457,0.5798848,0.46875265
factorial_0341,0.48229626,0.99572915,0.4547623,0.9997861,0.9998324,0.51818943,0.99707747
factorial_0342,0.00038663595,0.08185753,0.0005406586,0.011285183,0.011825442,0.19383818,0.21698213
factorial_0343,0.75152934,0.99910825,0.9509906,0.9999249,0.9999334,0.73089886,0.977008
factorial_0344,0.00031113744,0.88671553,5.072369e-06,0.9996892,0.99969304,0.48795578,0.9889749
factorial_0345,0.20019913,0.99773777,0.07080316,0.99967784,0.9997411,0.19493131,0.9959228
factorial_0346,0.027852498,0.99726367,0.00012793971,0.99998885,0.9999892,0.6667915,0.9421602
factorial_0347,0.0018671395,0.6067683,0.00043411963,0.9890159,0.98943067,0.70346326,0.86844146
factorial_0348,0.07015088,0.39394626,0.010032604,0.13989365,0.14864177,0.41699967,0.072782665
factorial_0349,1.828273e-05,0.96682715,1.6420889e-06,0.9878137,0.9878137,0.15989242,0.9026294
factorial_0350,0.017907314,0.00020212153,0.00091211626,1.3799204e-06,0.0009135008,0.08320779,0.03631614
factorial_0351,0.9997873,0.99831736,1.0,0.9999992,1.0,0.89285904,0.99329376
factorial_0352,0.73829025,0.9302118,0.9896351,0.99724185,0.99966973,0.6964271,0.8142567
factorial_0353,0.69328177,0.8777548,0.46994287,0.8537566,0.9870678,0.9329695,0.96566343
factorial_0354,0.02504884,0.0076283296,0.019730821,0.00025912526,0.019962788,0.2302348,0.034462936
factorial_0355,0.94668007,0.90456206,0.99542314,0.31224108,0.9999656,0.5497974,0.37885818
factorial_0356,0.009717989,0.98949486,0.0015463876,0.9999374,0.9999424,0.4983249,0.008920704
factorial_0357,0.99785846,0.74703485,0.9993225,0.65152776,0.9996591,0.82051545,0.6368681
factorial_0358,0.13201709,2.64152e-07,0.11894962,1.1230826e-10,0.11894965,0.33697134,6.1070605e-05
factorial_0359,0.028857866,0.5422844,0.1897271,0.16365609,0.23120129,0.41338766,0.018973092
factorial_0360,0.12481987,0.948937,0.45556152,0.78697574,0.78936654,0.57807547,0.051313546
factorial_0361,0.22127755,0.9998098,0.961634,0.9999964,0.99999946,0.74445057,0.9322623
factorial_0362,0.02410094,0.8410117,0.013448196,0.9663049,0.9794506,0.40203384,0.10461088
factorial_0363,0.97565246,0.016090347,0.7601588,0.0029989036,0.76015913,0.46790236,0.63492554
factorial_0364,0.9992731,0.10096319,0.99999785,0.00087968266,0.999999,0.9354091,0.36913282
factorial_0365,0.01911315,0.10137893,0.7055451,0.21782127,0.9231649,0.18123858,0.018296408
factorial_0366,0.3674286,0.0015704705,0.008654807,1.0468939e-05,0.0086557865,0.40426114,0.110005215
factorial_0367,0.5372018,0.9993222,0.86330277,0.9996803,0.99999845,0.72618,0.84822726
factorial_0368,0.28128335,0.00035420663,0.89287984,1.5424416e-06,0.89288086,0.21687931,0.042574827
factorial_0369,0.8801614,0.9887919,0.6063144,0.93991274,0.9998409,0.14314938,0.091220304
factorial_0370,0.0004431217,0.9787546,4.497707e-05,0.9998101,0.99981326,0.0048215007,0.9580947
factorial_0371,0.2368035,0.3825612,0.14488006,0.83242595,0.9763133,0.30699465,0.09117058
factorial_0372,0.2524985,0.93352073,0.041782163,0.2544865,0.25453877,0.34080687,0.24994035
factorial_0373,0.7157364,0.8918353,0.97965,0.9868962,0.9992907,0.68876773,0.3267925
factorial_0374,0.87054735,0.84891605,0.34215194,0.6636932,0.9923179,0.61226946,0.2214001
factorial_0375,0.8949325,0.99891174,0.96517354,0.99993247,0.99999785,0.37871608,0.99919766
factorial_0376,0.95869786,0.9967982,0.9808741,0.9998687,0.99997634,0.4966023,0.18360063
factorial_0377,0.78107315,0.6930358,0.9889595,0.8775209,0.995697,0.9217977,0.99189514
factorial_0378,0.9979715,0.027319936,0.9999951,0.00018939136,0.99999905,0.9624778,0.11092129
factorial_0379,0.9980299,0.99967897,0.9839678,0.9956929,1.0,0.6881188,0.95997226
factorial_0380,0.17553762,0.9944892,0.7533249,0.9985156,0.9999993,0.70738214,0.9653836
factorial_0381,0.99958247,0.999416,0.9999386,0.9999989,1.0,0.7215047,0.9997142
factorial_0382,0.9902953,0.3812533,0.9981455,0.017855264,0.99987984,0.9508295,0.86252964
factorial_0383,0.9996692,0.9999093,0.9999994,1.0,1.0,0.40753585,0.9997248
factorial_0384,0.3464851,0.9907697,0.07067079,0.99851227,0.99861366,0.08022518,0.8337586
factorial_0385,0.80679053,0.007676597,0.994917,0.0015776246,0.995222,0.41413748,0.78494763
factorial_0386,0.09590074,0.9947918,0.1596312,0.99633676,0.9964952,0.2762852,0.8121966
factorial_0387,0.9985815,0.99998474,0.99595463,0.99999714,1.0,0.13416284,0.99930906
factorial_0388,0.9702028,0.8007353,0.394359,0.91558075,0.9966371,0.83623004,0.8092916
factorial_0389,0.16785923,0.39716035,0.54930836,0.3897844,0.93787277,0.851287,0.9677577
factorial_0390,0.82065207,0.99949205,0.9880905,0.999999,0.9999994,0.55933726,0.9985108
factorial_0391,0.7265846,0.9331812,0.9282252,0.99116296,0.992625,0.8141601,0.9690355
factorial_0392,0.87334454,0.85800934,0.8878619,0.971876,0.9954001,0.71111685,0.92120105
factorial_0393,0.9999149,0.9992055,0.99999434,0.9999991,1.0,0.6283871,0.99637294
factorial_0394,0.9847135,0.96484774,0.99914885,0.99540687,0.99999845,0.9006935,0.95456064
factorial_0395,0.877817,0.99899024,0.20592757,0.9990454,0.99999917,0.39039487,0.87995416
factorial_0396,0.03202928,0.999433,0.09827871,0.9999852,0.9999859,0.28690895,0.9892833
factorial_0397,0.9992601,0.99996257,0.99999785,1.0,1.0,0.47150943,0.99957985
factorial_0398,0.33669835,0.995828,0.92942154,0.9998826,0.99994475,0.44224462,0.9995832
factorial_0399,0.19682527,0.9995252,0.64394724,0.9980563,0.9980567,0.30567208,0.9995871
factorial_0400,1.633417e-05,0.17693049,0.00022153681,0.0015785433,0.0017967224,0.67530864,0.06995173
factorial_0401,3.1445174e-07,0.05960365,3.926919e-06,0.19661,0.19661391,0.12048883,0.040522516
factorial_0402,0.01989869,0.00096982403,0.044603884,1.848595e-05,0.044606864,0.12616122,0.86091805
factorial_0403,5.2906626e-06,0.52801096,7.938026e-06,0.706756,0.70676124,0.37293503,0.90856767
factorial_0404,1.1661497e-05,0.462351,6.9758695e-05,0.19645716,0.19650787,0.7691101,0.312937
factorial_0405,0.00027611922,0.01018225,0.00035736273,0.00024826243,0.0006053448,0.033219695,0.43067223
factorial_0406,2.975665e-05,0.9823468,2.9263269e-05,0.9944427,0.9944538,0.0015876482,0.9977253
factorial_0407,4.3603613e-08,0.16401076,4.048587e-08,0.6958158,0.69581586,0.14854862,0.90089685
factorial_0408,0.082058415,0.12695365,0.22602275,0.008258532,0.22666168,0.88583046,0.34244356
factorial_0409,0.0033125891,0.013275386,0.0067738686,0.004780053,0.010213375,0.48034877,0.81391567
factorial_0410,0.00025388465,0.9169847,1.6421858e-07,0.99998033,0.9999804,0.39704838,0.99875665
factorial_0411,0.0051434166,0.03991256,0.00066170865,0.0380711,0.038731992,0.06527394,0.16238634
factorial_0412,0.00060635223,0.00014634154,0.00626202,4.05701e-05,0.0063025355,0.11382647,0.13594428
factorial_0413,6.9935327e-06,0.051994428,1.8105375e-06,0.0014345632,0.0014364123,0.008926693,0.5554421
factorial_0414,0.0014045092,0.88205653,0.031441472,0.5676575,0.59390223,0.01989873,0.9989942
factorial_0415,1.8725566e-05,0.009235971,6.580853e-05,0.00041419733,0.0004798174,0.01474613,0.70287126
factorial_0416,1.5735976e-07,0.21245658,5.4022416e-07,0.969257,0.9692575,0.018560864,0.13452658
factorial_0417,4.7482501e-07,0.8989663,1.2375605e-07,0.6475093,0.64750934,0.0013375292,0.98844784
factorial_0418,2.6934347e-05,0.22863263,0.00084071,0.24680758,0.24763781,0.17774782,0.071956195
factorial_0419,1.185292e-06,0.10293505,4.8716498e-08,0.015123682,0.015123725,0.096536204,0.13368124
factorial_0420,0.000682219,0.96583843,0.00048823943,0.9689937,0.96899813,0.055607133,0.7503186
factorial_0421,0.00046522304,0.045430917,0.0005369804,0.0005483027,0.0009688139,0.5820887,0.26255926
factorial_0422,2.2880195e-05,0.7097856,0.00032275054,0.9169407,0.917117,0.7156961,0.18975115
factorial_0423,0.00013852447,0.1916097,5.771413e-05,0.89855224,0.89860964,0.04121628,0.31891796
factorial_0424,0.0002763665,0.6729626,0.11335272,0.8540114,0.9673589,0.023642343,0.99618214
factorial_0425,0.45064145,0.5196617,0.010262307,0.48198357,0.4896227,0.37061867,0.04762826
factorial_0426,0.9999999,0.2255431,0.9999994,0.3403494,1.0,0.44050366,0.26098543
factorial_0427,0.98850656,0.1438871,0.96519333,0.0929425,0.999721,0.5130752,1.5030964e-06
factorial_0428,0.74512017,0.00014999922,0.41943043,0.00034040544,0.41976964,0.02275905,4.831785e-05
factorial_0429,0.4575443,0.016203618,0.051678434,0.0002017637,0.05174297,0.2995489,0.00020527017
factorial_0430,0.7838335,4.0916075e-06,0.0111286305,2.4407958e-08,0.011128604,0.09724842,3.4140427e-05
factorial_0431,0.037152886,0.111003734,0.00057547557,0.019408671,0.019739807,0.85376644,0.0008054694
factorial_0432,0.9149229,0.9323569,0.99239796,0.98769265,0.9926839,0.510848,0.99324965
factorial_0433,0.2625617,0.0007963625,0.15235236,0.00025302797,0.15236849,0.62707883,0.015039916
factorial_0434,0.95401996,0.04914733,0.99418104,0.0009294139,0.9942812,0.44373548,0.0003037494
factorial_0435,0.789453,2.157704e-05,0.9842212,2.6940192e-08,0.9842213,0.6467985,0.00046826445
factorial_0436,0.18923526,2.7043578e-05,0.0018668819,1.3723809e-09,0.0018668771,0.1867344,7.563114e-05
factorial_0437,0.49497497,0.010705261,0.63621455,0.014244695,0.6364646,0.8157286,0.01949466
factorial_0438,0.9999999,0.9999864,0.9999999,0.99999994,1.0,0.40987906,0.9958878
factorial_0439,0.5342502,0.9993747,0.92072374,0.99812466,0.998206,0.02753601,0.22465035
factorial_0440,0.9485654,2.1371534e-05,0.94910467,8.522712e-08,0.9491048,0.0383808,0.03635856
factorial_0441,0.10025514,3.3724646e-05,0.0012376576,2.7420478e-07,0.0012378693,0.028394695,0.057780437
factorial_0442,0.9854255,0.9698732,0.99044627,0.73392266,0.9970514,0.8208008,0.09689724
factorial_0443,0.0014418351,0.025431179,0.00011775038,7.550158e-05,0.00019317865,0.7748552,0.00049671205
factorial_0444,0.9998123,0.9995316,0.9999987,0.9999931,0.9999998,0.18644457,0.7922155
factorial_0445,0.9999999,0.028124776,0.9999987,0.05760576,0.9999986,0.96397305,0.05638854
factorial_0446,0.9999924,0.058854803,0.99999905,6.0465496e-05,0.99999917,0.8921644,0.0111274
factorial_0447,0.534734,0.9782971,0.33392206,0.9689216,0.9693121,0.16241533,0.010422705
factorial_0448,0.0008533241,0.97675794,0.021409504,0.35056713,0.3505757,0.3625651,0.9445882
factorial_0449,0.0031977817,0.9198713,0.07125501,0.88756037,0.887562,0.14369564,0.23849496
factorial_0450,0.9997756,0.9996271,0.99998987,0.99976397,1.0,0.9852335,0.75260144
factorial_0451,0.9999181,0.43679324,0.99999994,0.97393984,1.0,0.9876329,0.9089692
factorial_0452,0.99608094,0.99839145,0.9960224,0.9941173,0.99999976,0.9748649,0.9446976
factorial_0453,0.9952501,0.99649423,0.9991181,0.9922335,1.0,0.9799729,0.6131172
factorial_0454,0.9999908,0.45797005,0.99996537,0.0009739689,1.0,0.9658246,0.9606075
factorial_0455,0.11190318,0.19798934,0.11911232,0.88007057,0.9991762,0.7258923,0.9338646
factorial_0456,0.9999318,0.9841376,1.0,0.9999082,1.0,0.96784925,0.96343195
factorial_0457,0.99546105,0.9995383,0.999994,0.9999986,1.0,0.97496575,0.99566334
factorial_0458,0.9992306,0.9998914,0.99999976,1.0,1.0,0.8933199,0.9733277
factorial_0459,0.94291687,0.6158504,0.99901235,0.6337525,0.9990387,0.958324,0.4920519
factorial_0460,0.09691767,0.9176069,0.83855504,0.16352661,0.9997393,0.338328,0.9989587
factorial_0461,0.67102593,0.99267125,0.9983049,0.9999957,0.9999995,0.9574831,0.5438104
factorial_0462,0.9902232,0.9848107,0.9610375,0.98480564,0.9999995,0.9348118,0.99773467
factorial_0463,0.21662419,0.84305346,0.73448706,0.26641703,0.999792,0.14065577,0.98616856
factorial_0464,0.8376349,0.47628698,0.25595045,0.22800486,0.2587294,0.95701504,0.23667945
factorial_0465,0.99333304,0.9806731,0.9994497,0.99531573,0.99999595,0.74487156,0.09399538
factorial_0466,0.9999229,0.7455348,0.99986494,0.9927388,0.99999803,0.42144507,0.99266386
factorial_0467,0.65894,0.9661121,0.97436154,0.9997019,0.99996114,0.91883147,0.9067849
factorial_0468,0.9994671,0.8471165,0.99958366,0.9985169,0.9996017,0.5188405,0.92953676
factorial_0469,0.9064923,0.10652041,0.29688114,0.1147965,0.29698515,0.9701834,0.24408776
factorial_0470,0.99864393,0.9992176,0.9998979,0.99999577,1.0,0.9295634,0.7717028
factorial_0471,0.4671712,0.78360975,0.976949,0.6932427,0.99719244,0.9052981,0.6652536
factorial_0472,0.9998342,0.9945333,0.9999954,0.986229,1.0,0.9905274,0.7093665
factorial_0473,0.99992514,0.99645054,0.9988964,0.99515015,0.9999998,0.95462936,0.86564016
factorial_0474,0.9999809,0.99703145,0.99999666,0.999069,1.0,0.9698173,0.47618303
factorial_0475,0.9987827,0.99219716,1.0,1.0,1.0,0.09376883,0.83227867
factorial_0476,0.05544149,0.9999068,0.957134,1.0,1.0,0.67263,0.9999403
factorial_0477,0.37687582,0.9998691,0.0653274,0.99993783,0.99998784,0.318794,0.9884769
factorial_0478,0.8693369,0.113611184,0.09401344,0.004859167,0.09444195,0.7132608,0.004356337
factorial_0479,0.9997937,0.40863374,0.999395,0.17710389,0.99940044,0.8921708,0.8343067
factorial_0480,0.99989665,0.9999999,0.9999827,1.0,1.0,0.9245968,0.99918014
factorial_0481,0.17526662,0.99974614,0.996994,0.99999976,0.9999997,0.85646117,0.976233
factorial_0482,0.004668447,1.0,0.0006593108,1.0,1.0,0.17808245,0.99993336
factorial_0483,0.628202,5.8506157e-07,0.7969605,6.3588335e-09,0.7969604,0.7786317,0.00019107044
factorial_0484,0.9998528,0.98068476,0.97754306,0.3279488,0.99999964,0.10730719,0.1601274
factorial_0485,0.7530393,0.9999958,0.99987376,1.0,1.0,0.22191791,0.9903322
factorial_0486,0.9541046,0.99002796,0.8997314,0.9379941,0.94432956,0.06211899,0.92579293
factorial_0487,0.37327927,0.9999993,0.99801457,1.0,1.0,0.2102561,0.9959527
factorial_0488,0.013105782,0.97758514,2.2559714e-05,0.9999509,0.9999625,0.052470468,0.21734206
factorial_0489,0.8516099,1.0,0.9999596,1.0,1.0,0.39358914,0.9944623
factorial_0490,0.94010186,1.0,0.9999808,0.99999994,1.0,0.1754507,0.9788952
factorial_0491,0.9997491,0.14566752,0.99860746,0.14784221,0.99860835,0.89766973,0.7377595
factorial_0492,0.99999905,0.9999933,1.0,1.0,1.0,0.9950622,0.97453827
factorial_0493,0.99771273,0.99997365,0.99984324,0.99999994,1.0,0.9590607,0.098439485
factorial_0494,0.9983941,0.00052743393,0.9922379,0.018268509,0.99223804,0.8350619,0.06943867
factorial_0495,0.98979586,0.057140965,0.9995657,0.008974554,0.9995756,0.19610056,0.040756233
factorial_0496,0.8620807,0.57682633,0.40337095,0.33590245,0.41963738,0.69925064,0.011885579
factorial_0497,0.88798213,0.9999981,0.7436792,1.0,1.0,0.14765126,0.99995196
factorial_0498,0.9999999,0.985149,1.0,0.9857028,1.0,0.22709982,0.9956138
factorial_0499,0.99868256,0.99945515,0.99996704,0.99998915,1.0,0.21048158,0.99879116
factorial_0500,0.051710393,0.36250934,2.2713382e-05,0.0067264214,0.0067266226,0.05961252,0.5359722
factorial_0501,0.6565652,3.882626e-06,0.28192988,2.2362045e-08,0.28192985,0.2472526,0.000103804414
factorial_0502,4.1112915e-07,0.89928406,4.3318585e-07,0.8508891,0.8508895,0.040268112,0.0012033599
factorial_0503,4.1506896e-06,0.037516043,2.2452239e-06,0.67952764,0.6795299,0.65530705,0.09586521
factorial_0504,0.99999964,0.31109416,0.9999999,0.15370744,1.0,0.9476306,0.9462431
factorial_0505,0.8953793,0.91936034,0.9863447,0.797798,0.99708706,0.30034843,0.29190102
factorial_0506,6.0865837e-06,0.26589695,1.1728512e-05,0.7375506,0.7375623,0.03617558,0.06810643
factorial_0507,0.0005451795,0.13987796,4.315429e-05,0.037825033,0.037866056,0.81062347,3.6612993e-05
factorial_0508,0.57387006,0.45123866,0.49842003,0.08489154,0.5102015,0.047438197,0.028956493
factorial_0509,9.2984774e-05,5.0620092e-05,2.023875e-06,5.0049243e-11,2.026558e-06,0.5253182,4.1330946e-05
factorial_0510,0.020572837,0.9259543,0.018158743,0.96230644,0.96824443,0.21786252,0.99890304
factorial_0511,0.0051736133,1.2262244e-05,0.006147096,1.3348644e-07,0.006147146,0.3977166,1.8291687e-06
factorial_0512,3.4768407e-05,0.8413409,0.00045130652,0.8522301,0.8526211,0.098924875,0.61095923
factorial_0513,0.0008643348,7.55108e-05,0.011396424,8.305782e-06,0.011404693,0.13521712,9.350065e-05
factorial_0514,1.548888e-05,0.9476425,5.7348796e-05,0.064639844,0.06464279,0.43402335,0.010389295
factorial_0515,0.99165404,0.0024401848,0.9955588,8.182824e-06,0.99556476,0.7119034,0.043176357
factorial_0516,0.9999728,0.01428574,0.9999854,0.00020252705,0.99998534,0.6449392,0.020087354
factorial_0517,0.00018941195,3.8258495e-06,3.6233934e-05,6.973703e-09,3.6239624e-05,0.17661749,0.0012228074
factorial_0518,0.00037967166,0.001972992,0.0031148968,0.00044895383,0.003563881,0.22161435,1.7187818e-05
factorial_0519,3.3550116e-06,0.9523955,1.5856116e-05,0.15827227,0.15827405,0.29607385,0.15241088
factorial_0520,2.3077198e-05,0.42678037,0.0066407616,0.93071985,0.9373571,0.002667164,0.8771506
factorial_0521,0.6890486,0.94928086,0.07585506,0.9896279,0.9972464,0.47175375,0.9830171
factorial_0522,0.9989562,0.9996357,0.99925077,0.99999547,1.0,0.86632556,0.021797484
factorial_0523,6.6091684e-07,0.06626349,9.05656e-05,0.06972757,0.06981814,0.0404499,7.399893e-05
factorial_0524,0.09731346,0.15248066,0.11857035,0.40827078,0.5098401,0.046067126,0.00045306346
factorial_0525,0.29560354,0.0002845136,0.8463313,5.199475e-05,0.84638333,0.19355176,0.18903255
factorial_0526,2.0689258e-05,0.5659043,0.0029562216,0.2964741,0.29942572,0.5528407,0.5405242
factorial_0527,0.12169814,0.99886996,0.057023644,0.9991879,0.9991888,0.75447375,0.9938269
factorial_0528,0.7373076,0.999876,0.30308357,0.99973536,0.99985653,0.56367147,0.99912494
factorial_0529,0.9597226,0.6783564,0.968951,0.27182066,0.9952597,0.2170614,0.014451641
factorial_0530,0.05674101,0.96844625,0.009452149,0.8508376,0.85443896,0.22360462,0.14737934
factorial_0531,0.0018004512,0.00014512106,0.0001479606,6.195414e-08,0.00014805794,0.73433477,3.3353375e-05
factorial_0532,5.8732683e-05,0.7344608,2.552175e-05,0.16293603,0.16295493,0.18270959,0.23722526
factorial_0533,0.047553252,0.99934787,0.001368324,0.99999964,0.9999997,0.49977782,0.998923
factorial_0534,0.18554214,0.99807703,0.83708376,0.9950341,0.9994545,0.051773846,0.99593675
factorial_0535,0.29757044,0.9999323,0.02953933,0.99999976,0.99999976,0.3338541,0.99829024
factorial_0536,0.07209881,0.99997497,0.0019285307,1.0,1.0,0.30866173,0.9999863
factorial_0537,1.5986069e-07,0.1890894,3.7008026e-09,0.040076643,0.040076613,0.02880114,0.0042225076
factorial_0538,2.7622605e-06,0.9994498,6.247743e-05,0.9806456,0.98064554,0.44191754,0.9498558
factorial_0539,1.0237833e-05,0.15168862,0.0002095499,0.008509691,0.008718669,0.31164694,0.07783134
factorial_0540,0.9951845,0.9968184,0.9974174,0.75504845,0.999999,0.42884868,0.9985079
factorial_0541,6.718476e-05,0.5320012,0.00042007642,0.29741067,0.29771549,0.026705055,0.93205285
factorial_0542,0.00037815742,0.90437937,0.0003667328,0.8782443,0.8783736,0.23214526,0.006821806
factorial_0543,0.0003211872,0.93605304,7.550385e-05,0.9976269,0.9977008,0.04414116,0.24215792
factorial_0544,0.011208674,0.4978013,0.5014897,0.5890207,0.90214825,0.041200954,0.26511946
factorial_0545,0.7452799,0.99930835,0.462717,0.9971088,0.999907,0.6080549,0.82885
factorial_0546,0.9315004,0.99997365,0.99954885,0.99999875,1.0,0.2668076,0.9974976
