ID,SOURCE_DATASET,SINGER_ID,ATTACK,VOICE_FAKE,SPLIT,AUTHENTICITY,UNUSED_PROTOCOL_FIELD
CtrSVDD_0055_T_0025370,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025371,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025372,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025373,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025374,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025375,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025376,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025377,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025378,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025379,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025380,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025381,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025382,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025383,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025384,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025385,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025386,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025387,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025388,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025389,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025390,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025391,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025392,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025393,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025394,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025395,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025396,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025397,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025398,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025399,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025400,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025401,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025402,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025403,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025404,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025405,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025406,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025407,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025408,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025409,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025410,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025411,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025412,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025413,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025414,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025415,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025416,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025417,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025418,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025419,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025420,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025421,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025422,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025423,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025424,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025425,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025426,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025427,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025428,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025429,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025430,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025431,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025432,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025433,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025434,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025435,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025436,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025437,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025438,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025439,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025440,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025441,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025442,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025443,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025444,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025445,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025446,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025447,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025448,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025449,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025450,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025451,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025452,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025453,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025454,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025455,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025456,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025457,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025458,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025459,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025460,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025461,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025462,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025463,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025464,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025465,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025466,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025467,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025468,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025469,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025470,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025471,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025472,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025473,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025474,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025475,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025476,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025477,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025478,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025479,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025480,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025481,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025482,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025483,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025484,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025485,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025486,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025487,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025488,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025489,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025490,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025491,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025492,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025493,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025494,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025495,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025496,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025497,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025498,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025499,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025500,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025501,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025502,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025503,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025504,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025505,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025506,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025507,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025508,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025509,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025510,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025511,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025512,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025513,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025514,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025515,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025516,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025517,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025518,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025519,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025520,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025521,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025522,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025523,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025524,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025525,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025526,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025527,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025528,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025529,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025530,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025531,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025532,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025533,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025534,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025535,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025536,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025537,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025538,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025539,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025540,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025541,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025542,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025543,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025544,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025545,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025546,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025547,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025548,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025549,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025550,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025551,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025552,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025553,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025554,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025555,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025556,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025557,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025558,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025559,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025560,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025561,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025562,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025563,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025564,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025565,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025566,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025567,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025568,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025569,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025570,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025571,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025572,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025573,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025574,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025575,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025576,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025577,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025578,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025579,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025580,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025581,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025582,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025583,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025584,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025585,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025586,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025587,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025588,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025589,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025590,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025591,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025592,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025593,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025594,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025595,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025596,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025597,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025598,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025599,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025600,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025601,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025602,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025603,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025604,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025605,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025606,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025607,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025608,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025609,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025610,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025611,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025612,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025613,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025614,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025615,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025616,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025617,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025618,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025619,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025620,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025621,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025622,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025623,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025624,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025625,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025626,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025627,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025628,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0054_T_0025629,m4singer,CtrSVDD_0054,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025630,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025631,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025632,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025633,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025634,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025635,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025636,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025637,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025638,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025639,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025640,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025641,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025642,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025643,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025644,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025645,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025646,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025647,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025648,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025649,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025650,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025651,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025652,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0052_T_0025653,m4singer,CtrSVDD_0052,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025654,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025655,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025656,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025657,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025658,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025659,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025660,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
CtrSVDD_0057_T_0025661,m4singer,CtrSVDD_0057,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025662,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0055_T_0025663,m4singer,CtrSVDD_0055,A02,1,train,deepfake,-
CtrSVDD_0056_T_0025664,m4singer,CtrSVDD_0056,A02,1,train,deepfake,-
CtrSVDD_0053_T_0025665,m4singer,CtrSVDD_0053,A02,1,train,deepfake,-
