ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,CONDITION,SOURCE,CODEC,VOICE_SOURCE_ID,MUSIC_SOURCE_ID,SNR_DB,PARENT_ID,CHANNEL,SOURCE_DATASET,GENERATOR,GROUP_ID,SPLIT,VOCODER,SPEAKER,DURATION,SOFIA_MERT_FAKE_PROB
sdxeq_0074__phonefact_g711_ulaw,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0129,sdm_real_0116,-6.0,sdxeq_0074,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.39623889327049255
sdxeq_0074__phonefact_g726_24k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0129,sdm_real_0116,-6.0,sdxeq_0074,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.38277941942214966
sdxeq_0074__phonefact_opus_nb_8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0129,sdm_real_0116,-6.0,sdxeq_0074,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.02889186516404152
sdxeq_0075__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0190,sdm_fake_0193,-6.0,sdxeq_0075,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.9557254910469055
sdxeq_0075__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0190,sdm_fake_0193,-6.0,sdxeq_0075,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.16827039420604706
sdxeq_0075__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0190,sdm_fake_0193,-6.0,sdxeq_0075,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.14675770699977875
sdxeq_0075__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0190,sdm_fake_0193,-6.0,sdxeq_0075,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.017217325046658516
sdxeq_0076__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0061,0.0,sdxeq_0076,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.04191208258271217
sdxeq_0076__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0061,0.0,sdxeq_0076,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.048730701208114624
sdxeq_0076__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0061,0.0,sdxeq_0076,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.04774317145347595
sdxeq_0076__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0061,0.0,sdxeq_0076,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.03270905092358589
sdxeq_0077__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0197,sdm_fake_0115,6.0,sdxeq_0077,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.1798766702413559
sdxeq_0077__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0197,sdm_fake_0115,6.0,sdxeq_0077,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.08679654449224472
sdxeq_0077__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0197,sdm_fake_0115,6.0,sdxeq_0077,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.07148848474025726
sdxeq_0077__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0197,sdm_fake_0115,6.0,sdxeq_0077,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.024964015930891037
sdxeq_0078__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0154,sdm_fake_0179,-6.0,sdxeq_0078,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.11257001757621765
sdxeq_0078__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0154,sdm_fake_0179,-6.0,sdxeq_0078,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.160896897315979
sdxeq_0078__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0154,sdm_fake_0179,-6.0,sdxeq_0078,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.18474900722503662
sdxeq_0078__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0154,sdm_fake_0179,-6.0,sdxeq_0078,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.026634974405169487
sdxeq_0079__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0149,sdm_fake_0031,0.0,sdxeq_0079,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.5807383060455322
sdxeq_0079__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0149,sdm_fake_0031,0.0,sdxeq_0079,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.1326269656419754
sdxeq_0079__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0149,sdm_fake_0031,0.0,sdxeq_0079,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.1375798135995865
sdxeq_0079__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0149,sdm_fake_0031,0.0,sdxeq_0079,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.018663352355360985
sdxeq_0080__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0189,sdm_fake_0128,6.0,sdxeq_0080,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.05752222612500191
sdxeq_0080__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0189,sdm_fake_0128,6.0,sdxeq_0080,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.05905734747648239
sdxeq_0080__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0189,sdm_fake_0128,6.0,sdxeq_0080,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.07749897986650467
sdxeq_0080__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0189,sdm_fake_0128,6.0,sdxeq_0080,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.022256553173065186
sdxeq_0081__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0174,sdm_fake_0135,-6.0,sdxeq_0081,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.2367609739303589
sdxeq_0081__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0174,sdm_fake_0135,-6.0,sdxeq_0081,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.10177119821310043
sdxeq_0081__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0174,sdm_fake_0135,-6.0,sdxeq_0081,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.08740738779306412
sdxeq_0081__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0174,sdm_fake_0135,-6.0,sdxeq_0081,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.019491592422127724
sdxeq_0082__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0120,sdm_fake_0174,0.0,sdxeq_0082,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.09249291568994522
sdxeq_0082__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0120,sdm_fake_0174,0.0,sdxeq_0082,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.07834289968013763
sdxeq_0082__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0120,sdm_fake_0174,0.0,sdxeq_0082,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.07980547845363617
sdxeq_0082__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0120,sdm_fake_0174,0.0,sdxeq_0082,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.025337660685181618
sdxeq_0083__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0067,6.0,sdxeq_0083,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.03184210881590843
sdxeq_0083__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0067,6.0,sdxeq_0083,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.03784337267279625
sdxeq_0083__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0067,6.0,sdxeq_0083,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.03363553807139397
sdxeq_0083__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0067,6.0,sdxeq_0083,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.031496092677116394
sdxeq_0084__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0100,sdm_fake_0109,-6.0,sdxeq_0084,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.5326983332633972
sdxeq_0084__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0100,sdm_fake_0109,-6.0,sdxeq_0084,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.10752667486667633
sdxeq_0084__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0100,sdm_fake_0109,-6.0,sdxeq_0084,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.10280279815196991
sdxeq_0084__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0100,sdm_fake_0109,-6.0,sdxeq_0084,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.02252850867807865
sdxeq_0085__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0127,sdm_fake_0033,0.0,sdxeq_0085,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.6510723829269409
sdxeq_0085__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0127,sdm_fake_0033,0.0,sdxeq_0085,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.18484243750572205
sdxeq_0085__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0127,sdm_fake_0033,0.0,sdxeq_0085,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.18388494849205017
sdxeq_0085__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0127,sdm_fake_0033,0.0,sdxeq_0085,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.018277354538440704
sdxeq_0086__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0158,sdm_fake_0020,6.0,sdxeq_0086,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.11954905092716217
sdxeq_0086__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0158,sdm_fake_0020,6.0,sdxeq_0086,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.08316335082054138
sdxeq_0086__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0158,sdm_fake_0020,6.0,sdxeq_0086,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.08310867100954056
sdxeq_0086__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0158,sdm_fake_0020,6.0,sdxeq_0086,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.013508820906281471
sdxeq_0087__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0131,sdm_fake_0019,-6.0,sdxeq_0087,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.09494472295045853
sdxeq_0087__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0131,sdm_fake_0019,-6.0,sdxeq_0087,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.08563800901174545
sdxeq_0087__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0131,sdm_fake_0019,-6.0,sdxeq_0087,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.08199436217546463
sdxeq_0087__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0131,sdm_fake_0019,-6.0,sdxeq_0087,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.018283499404788017
sdxeq_0088__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0165,sdm_fake_0057,0.0,sdxeq_0088,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.0905691534280777
sdxeq_0088__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0165,sdm_fake_0057,0.0,sdxeq_0088,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.10584767162799835
sdxeq_0088__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0165,sdm_fake_0057,0.0,sdxeq_0088,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.09969301521778107
sdxeq_0088__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0165,sdm_fake_0057,0.0,sdxeq_0088,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.021431924775242805
sdxeq_0089__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0125,sdm_fake_0068,6.0,sdxeq_0089,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.02634325437247753
sdxeq_0089__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0125,sdm_fake_0068,6.0,sdxeq_0089,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.04746794328093529
sdxeq_0089__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0125,sdm_fake_0068,6.0,sdxeq_0089,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.05448724702000618
sdxeq_0089__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0125,sdm_fake_0068,6.0,sdxeq_0089,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.021139493212103844
sdxeq_0090__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0127,sdm_fake_0160,-6.0,sdxeq_0090,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.16808663308620453
sdxeq_0090__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0127,sdm_fake_0160,-6.0,sdxeq_0090,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.08028987050056458
sdxeq_0090__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0127,sdm_fake_0160,-6.0,sdxeq_0090,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.10088533163070679
sdxeq_0090__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0127,sdm_fake_0160,-6.0,sdxeq_0090,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.019093839451670647
sdxeq_0091__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0193,sdm_fake_0126,0.0,sdxeq_0091,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.38899561762809753
sdxeq_0091__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0193,sdm_fake_0126,0.0,sdxeq_0091,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.09236795455217361
sdxeq_0091__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0193,sdm_fake_0126,0.0,sdxeq_0091,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.1331188827753067
sdxeq_0091__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0193,sdm_fake_0126,0.0,sdxeq_0091,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.02830592356622219
sdxeq_0092__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0196,sdm_fake_0013,6.0,sdxeq_0092,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.05595623329281807
sdxeq_0092__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0196,sdm_fake_0013,6.0,sdxeq_0092,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.04422369599342346
sdxeq_0092__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0196,sdm_fake_0013,6.0,sdxeq_0092,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.04307611286640167
sdxeq_0092__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0196,sdm_fake_0013,6.0,sdxeq_0092,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.03728469833731651
sdxeq_0093__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0134,sdm_fake_0152,-6.0,sdxeq_0093,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.7319153547286987
sdxeq_0093__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0134,sdm_fake_0152,-6.0,sdxeq_0093,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.20397208631038666
sdxeq_0093__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0134,sdm_fake_0152,-6.0,sdxeq_0093,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.16340593993663788
sdxeq_0093__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0134,sdm_fake_0152,-6.0,sdxeq_0093,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.020225269719958305
sdxeq_0094__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0109,sdm_fake_0089,0.0,sdxeq_0094,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.10923763364553452
sdxeq_0094__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0109,sdm_fake_0089,0.0,sdxeq_0094,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.07187407463788986
sdxeq_0094__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0109,sdm_fake_0089,0.0,sdxeq_0094,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.0832151249051094
sdxeq_0094__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0109,sdm_fake_0089,0.0,sdxeq_0094,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.021857663989067078
sdxeq_0095__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0192,sdm_fake_0089,6.0,sdxeq_0095,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.3446533679962158
sdxeq_0095__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0192,sdm_fake_0089,6.0,sdxeq_0095,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.12893110513687134
sdxeq_0095__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0192,sdm_fake_0089,6.0,sdxeq_0095,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.16665928065776825
sdxeq_0095__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0192,sdm_fake_0089,6.0,sdxeq_0095,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.020943230018019676
sdxeq_0096__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0104,sdm_fake_0063,-6.0,sdxeq_0096,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.5494798421859741
sdxeq_0096__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0104,sdm_fake_0063,-6.0,sdxeq_0096,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.22486963868141174
sdxeq_0096__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0104,sdm_fake_0063,-6.0,sdxeq_0096,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.18731270730495453
sdxeq_0096__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0104,sdm_fake_0063,-6.0,sdxeq_0096,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.019249042496085167
sdxeq_0097__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0007,0.0,sdxeq_0097,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.09777448326349258
sdxeq_0097__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0007,0.0,sdxeq_0097,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.05621964856982231
sdxeq_0097__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0007,0.0,sdxeq_0097,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.0678672194480896
sdxeq_0097__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0007,0.0,sdxeq_0097,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.059115491807460785
sdxeq_0098__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0131,sdm_fake_0047,6.0,sdxeq_0098,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.5375552177429199
sdxeq_0098__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0131,sdm_fake_0047,6.0,sdxeq_0098,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.21815162897109985
sdxeq_0098__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0131,sdm_fake_0047,6.0,sdxeq_0098,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.23297077417373657
sdxeq_0098__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0131,sdm_fake_0047,6.0,sdxeq_0098,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.02891550213098526
sdxeq_0099__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0160,sdm_fake_0105,-6.0,sdxeq_0099,resample8k,source_disjoint_mixed_equal_v1,,,,,,,0.9494900703430176
sdxeq_0099__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0160,sdm_fake_0105,-6.0,sdxeq_0099,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,,0.13582514226436615
sdxeq_0099__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0160,sdm_fake_0105,-6.0,sdxeq_0099,g726_24k,source_disjoint_mixed_equal_v1,,,,,,,0.11408044397830963
sdxeq_0099__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0160,sdm_fake_0105,-6.0,sdxeq_0099,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,,0.01599310338497162
sdm_real_0000__phonefact_resample8k,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0000,resample8k,source_disjoint_music_v1,real,025608,alignment,,,,0.10087628662586212
sdm_real_0000__phonefact_g711_ulaw,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0000,g711_ulaw,source_disjoint_music_v1,real,025608,alignment,,,,0.05827239900827408
sdm_real_0000__phonefact_g726_24k,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0000,g726_24k,source_disjoint_music_v1,real,025608,alignment,,,,0.050450146198272705
sdm_real_0000__phonefact_opus_nb_8k,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0000,opus_nb_8k,source_disjoint_music_v1,real,025608,alignment,,,,0.009815056808292866
sdm_real_0001__phonefact_resample8k,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0001,resample8k,source_disjoint_music_v1,real,152262,prospective,,,,0.0442311130464077
sdm_real_0001__phonefact_g711_ulaw,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0001,g711_ulaw,source_disjoint_music_v1,real,152262,prospective,,,,0.08092515915632248
