ID,XLSR_ORIGINAL_PROB
factorial_1027,0.5298678875
factorial_1034,0.2848029733
factorial_1041,0.2121365517
factorial_1048,0.0082551539
factorial_1055,0.9920943379
factorial_1062,0.3028253019
factorial_1069,0.2493685484
factorial_1076,0.9489509463
factorial_1083,0.998658061
factorial_1090,0.9999474287
factorial_1097,0.961933434
factorial_1104,0.1289565712
factorial_1111,0.029649321
factorial_1118,0.1040546224
factorial_1125,0.0075987279
factorial_1132,0.4428877532
factorial_1139,0.0008638786
factorial_1146,0.203634277
factorial_1153,0.9957618117
factorial_1160,0.9999675751
factorial_1167,0.1616649479
factorial_1174,0.9996451139
factorial_1181,0.9063507318
factorial_1188,0.9901251793
factorial_1195,0.0284484718
factorial_0006,0.0128090112
factorial_0013,0.0004111694
factorial_0020,0.0011274187
factorial_0027,0.0066386405
factorial_0034,0.5767768025
factorial_0041,0.3462288082
factorial_0048,0.0261004139
factorial_0055,0.9772959352
factorial_0062,0.9974791408
factorial_0069,0.9899637103
factorial_0076,0.0694745705
factorial_0083,0.0168006383
factorial_0090,0.8566855788
factorial_0097,0.0552494936
factorial_0104,0.0969446078
factorial_0111,0.3464179039
factorial_0118,0.0268775467
factorial_0125,0.0028164003
factorial_0132,0.3166674078
factorial_0139,0.048689492
factorial_0146,0.0003049323
factorial_0153,0.0020062774
factorial_0160,0.0053608017
factorial_0167,0.0294941459
factorial_0174,0.0102070933
factorial_0181,0.0005497849
factorial_0188,0.7697217464
factorial_0195,0.0037139426
factorial_0202,0.03030359
factorial_0209,0.0134602953
factorial_0216,0.3709985912
factorial_0223,0.7950664759
factorial_0230,0.0460889563
factorial_0237,0.2483263761
factorial_0244,0.0231652763
factorial_0251,0.9999047518
factorial_0258,0.996922791
factorial_0265,0.999974966
factorial_0272,0.9964386225
factorial_0279,0.9992514253
factorial_0286,0.8938773274
factorial_0293,0.9964970946
factorial_0300,0.4512557387
factorial_0307,0.021361107
factorial_0314,0.181883961
factorial_0321,0.0243645292
factorial_0328,0.0965990871
factorial_0335,0.9632758498
factorial_0342,0.0036556965
factorial_0349,0.7635860443
factorial_0356,0.964474082
factorial_0363,0.8537585735
factorial_0370,0.9976826906
factorial_0377,0.9999670982
factorial_0384,0.9987066984
factorial_0391,0.999569118
factorial_0398,0.9819933176
factorial_0405,0.070057936
factorial_0412,0.000543211
factorial_0419,0.0001212491
factorial_0426,0.0249454267
factorial_0433,0.0073097819
factorial_0440,0.0013760567
factorial_0447,0.0092816101
factorial_0454,0.0286074784
factorial_0461,0.4302057922
factorial_0468,0.9977017045
factorial_0475,0.5538139939
factorial_0482,0.0700543672
factorial_0489,0.992405951
factorial_0496,0.1530954242
factorial_0503,0.0073939054
factorial_0510,0.0065814992
factorial_0517,0.0025249838
factorial_0524,0.0013875121
factorial_0531,0.0021578493
factorial_0538,0.0028725401
factorial_0545,0.0015242434
factorial_0552,0.0040736124
factorial_0559,0.0009665503
factorial_0566,0.035334181
factorial_0573,0.9659482837
factorial_0580,0.0047656707
factorial_0587,0.9714567661
factorial_0594,0.6909294724
factorial_0601,0.0078382371
factorial_0608,0.5306351185
factorial_0615,0.1754452437
factorial_0622,0.2471416891
factorial_0629,0.005228356
factorial_0636,0.0141070522
factorial_0643,0.6745947003
factorial_0650,0.0893611982
factorial_0657,0.9988501072
factorial_0664,0.6727025509
factorial_0671,0.9999055862
factorial_0678,0.9997438788
factorial_0685,0.9409267902
factorial_0692,0.9994043112
factorial_0699,0.9981455803
factorial_0706,0.001695871
factorial_0713,0.067789115
factorial_0720,0.6000130773
factorial_0727,0.0374466144
factorial_0734,0.0292911548
factorial_0741,0.9982780218
factorial_0748,0.0608225986
factorial_0755,0.118812263
factorial_0762,0.310333848
factorial_0769,0.5920618773
factorial_0776,0.9998019338
factorial_0783,0.9219923019
factorial_0790,0.9999217987
factorial_0797,0.999958992
factorial_0804,0.0004345013
factorial_0811,0.9333954453
factorial_0818,0.0001404158
factorial_0825,0.8247160912
factorial_0832,0.425780952
factorial_0839,0.0032959257
factorial_0846,0.3927497268
factorial_0853,0.9998914003
factorial_0860,0.997721374
factorial_0867,0.9976692796
factorial_0874,0.8313224316
factorial_0881,0.993152976
factorial_0888,0.0126946727
factorial_0895,0.1720775664
factorial_0902,0.0356485322
factorial_0909,0.1850662678
factorial_0916,0.0003526693
factorial_0923,0.0320365913
factorial_0930,0.0195461586
factorial_0937,0.0109277535
factorial_0944,0.0083559714
factorial_0951,0.0020434482
factorial_0958,0.6353165507
factorial_0965,0.003973736
factorial_0972,0.2197255045
factorial_0979,0.3325473964
factorial_0986,0.0054322504
factorial_0993,0.2086804211
factorial_1000,0.0620182753
factorial_1007,0.0727603361
factorial_1014,0.4366519451
factorial_1021,0.0111473352
factorial_1028,0.0088093821
factorial_1035,0.1566343904
factorial_1042,0.0238688365
factorial_1049,0.0083333896
factorial_1056,0.5139635205
factorial_1063,0.0641179755
factorial_1070,0.9990587831
factorial_1077,0.9918287396
factorial_1084,0.0138798701
factorial_1091,0.9999470711
factorial_1098,0.9349027276
factorial_1105,0.0180544052
factorial_1112,0.0047892835
factorial_1119,0.0080356617
factorial_1126,0.3317436874
factorial_1133,0.1036082879
factorial_1140,0.1696521938
factorial_1147,0.0262535419
factorial_1154,0.9983026981
factorial_1161,0.9999576807
factorial_1168,0.9976087809
factorial_1175,0.9999883175
factorial_1182,0.4443417788
factorial_1189,0.9999480247
factorial_1196,0.0037347439
