ID,PROBE_VOICE_PRESENT_PROB,PROBE_MUSIC_PRESENT_PROB
sdxeq_0048__phonefact_g726_24k,1.0,1.0
sdxeq_0049__phonefact_g726_24k,2.858516e-26,1.0
sdxeq_0050__phonefact_g726_24k,1.1445562e-16,1.0
sdxeq_0051__phonefact_g726_24k,0.9728544,1.0
sdxeq_0052__phonefact_g726_24k,1.0,1.0
sdxeq_0053__phonefact_g726_24k,0.16423352,1.0
sdxeq_0054__phonefact_g726_24k,1.0,1.0
sdxeq_0055__phonefact_g726_24k,8.693258e-06,1.0
sdxeq_0056__phonefact_g726_24k,1.0,1.0
sdxeq_0057__phonefact_g726_24k,3.0829204e-07,1.0
sdxeq_0058__phonefact_g726_24k,1.0,1.0
sdxeq_0059__phonefact_g726_24k,8.280275e-23,1.0
sdxeq_0060__phonefact_g726_24k,3.3755612e-06,1.0
sdxeq_0061__phonefact_g726_24k,0.0025378813,1.0
sdxeq_0062__phonefact_g726_24k,4.9152274e-16,1.0
sdxeq_0063__phonefact_g726_24k,0.0020975799,1.0
sdxeq_0064__phonefact_g726_24k,0.15733702,1.0
sdxeq_0065__phonefact_g726_24k,4.2376715e-18,1.0
sdxeq_0066__phonefact_g726_24k,3.382156e-07,1.0
sdxeq_0067__phonefact_g726_24k,0.7634645,1.0
sdxeq_0068__phonefact_g726_24k,2.2208318e-23,1.0
sdxeq_0069__phonefact_g726_24k,0.73786414,1.0
sdxeq_0070__phonefact_g726_24k,1.0,1.0
sdxeq_0071__phonefact_g726_24k,9.334365e-09,1.0
sdxeq_0072__phonefact_g726_24k,1.0,1.0
sdxeq_0073__phonefact_g726_24k,1.0,1.0
sdxeq_0074__phonefact_g726_24k,3.3068305e-25,1.0
sdxeq_0075__phonefact_g726_24k,3.1432715e-14,1.0
sdxeq_0076__phonefact_g726_24k,7.749779e-08,1.0
sdxeq_0077__phonefact_g726_24k,1.0,1.0
sdxeq_0078__phonefact_g726_24k,3.038731e-20,1.0
sdxeq_0079__phonefact_g726_24k,1.0,1.0
sdxeq_0080__phonefact_g726_24k,0.9999995,1.0
sdxeq_0081__phonefact_g726_24k,1.785058e-18,1.0
sdxeq_0082__phonefact_g726_24k,6.665983e-32,1.0
sdxeq_0083__phonefact_g726_24k,0.5588349,1.0
sdxeq_0084__phonefact_g726_24k,3.6073087e-24,1.0
sdxeq_0085__phonefact_g726_24k,0.9850899,1.0
sdxeq_0086__phonefact_g726_24k,4.046462e-06,1.0
sdxeq_0087__phonefact_g726_24k,2.530152e-31,1.0
sdxeq_0088__phonefact_g726_24k,5.6775606e-17,1.0
sdxeq_0089__phonefact_g726_24k,6.9461614e-10,1.0
sdxeq_0090__phonefact_g726_24k,2.2234371e-13,1.0
sdxeq_0091__phonefact_g726_24k,1.48231065e-05,1.0
sdxeq_0092__phonefact_g726_24k,1.0,1.0
sdxeq_0093__phonefact_g726_24k,2.6998236e-16,1.0
sdxeq_0094__phonefact_g726_24k,7.1986443e-14,1.0
sdxeq_0095__phonefact_g726_24k,2.7689795e-14,1.0
sdxeq_0096__phonefact_g726_24k,2.630911e-09,1.0
sdxeq_0097__phonefact_g726_24k,0.009583412,1.0
sdxeq_0098__phonefact_g726_24k,0.8171143,1.0
sdxeq_0099__phonefact_g726_24k,1.436358e-29,1.0
voice_0000__phonefact_g726_24k,1.0,2.0445847e-05
voice_0001__phonefact_g726_24k,1.0,3.202698e-05
voice_0002__phonefact_g726_24k,1.0,0.09284253
voice_0003__phonefact_g726_24k,1.0,0.6842492
voice_0004__phonefact_g726_24k,1.0,4.510949e-08
voice_0005__phonefact_g726_24k,1.0,0.0008463665
voice_0006__phonefact_g726_24k,1.0,0.97652435
voice_0007__phonefact_g726_24k,1.0,0.16611083
voice_0008__phonefact_g726_24k,1.0,0.02285676
voice_0009__phonefact_g726_24k,1.0,0.00014139936
voice_0010__phonefact_g726_24k,1.0,0.09763109
voice_0011__phonefact_g726_24k,1.0,5.4738048e-05
voice_0012__phonefact_g726_24k,1.0,0.9171718
voice_0013__phonefact_g726_24k,1.0,0.067973934
voice_0014__phonefact_g726_24k,1.0,0.00060235185
voice_0015__phonefact_g726_24k,1.0,0.27938515
voice_0016__phonefact_g726_24k,1.0,0.44798285
voice_0017__phonefact_g726_24k,1.0,0.0005630415
voice_0018__phonefact_g726_24k,1.0,1.0305041e-06
voice_0019__phonefact_g726_24k,1.0,4.3309454e-05
voice_0020__phonefact_g726_24k,1.0,0.0027283942
voice_0021__phonefact_g726_24k,1.0,2.9458268e-05
voice_0022__phonefact_g726_24k,1.0,0.00444974
voice_0023__phonefact_g726_24k,1.0,0.0005252308
voice_0024__phonefact_g726_24k,1.0,0.41494328
voice_0025__phonefact_g726_24k,1.0,1.2748005e-06
voice_0026__phonefact_g726_24k,1.0,0.045507755
voice_0027__phonefact_g726_24k,1.0,0.0004017975
voice_0028__phonefact_g726_24k,1.0,7.3318133e-06
voice_0029__phonefact_g726_24k,1.0,0.031827454
voice_0030__phonefact_g726_24k,1.0,0.44946346
voice_0031__phonefact_g726_24k,1.0,0.13854007
voice_0032__phonefact_g726_24k,1.0,0.00081652956
voice_0033__phonefact_g726_24k,1.0,7.489278e-05
voice_0034__phonefact_g726_24k,1.0,0.0026048175
voice_0035__phonefact_g726_24k,1.0,0.78339034
voice_0036__phonefact_g726_24k,1.0,0.39359438
voice_0037__phonefact_g726_24k,1.0,0.98779374
voice_0038__phonefact_g726_24k,1.0,0.00021444092
voice_0039__phonefact_g726_24k,1.0,1.5068141e-05
voice_0040__phonefact_g726_24k,1.0,0.006055217
voice_0041__phonefact_g726_24k,1.0,0.0033588537
voice_0042__phonefact_g726_24k,1.0,0.98100877
voice_0043__phonefact_g726_24k,1.0,0.99977297
voice_0044__phonefact_g726_24k,1.0,0.9053393
voice_0045__phonefact_g726_24k,1.0,0.66347736
voice_0046__phonefact_g726_24k,1.0,0.00052298274
voice_0047__phonefact_g726_24k,1.0,0.08996423
voice_0048__phonefact_g726_24k,1.0,1.6063183e-06
voice_0049__phonefact_g726_24k,1.0,0.9963972
voice_0100__phonefact_g726_24k,1.0,0.9934447
voice_0101__phonefact_g726_24k,1.0,0.99028313
voice_0102__phonefact_g726_24k,1.0,4.4827493e-06
voice_0103__phonefact_g726_24k,1.0,0.18415119
voice_0104__phonefact_g726_24k,1.0,0.00036062923
voice_0105__phonefact_g726_24k,1.0,0.00042805742
voice_0106__phonefact_g726_24k,1.0,0.13559383
voice_0107__phonefact_g726_24k,1.0,2.4354249e-05
voice_0108__phonefact_g726_24k,1.0,0.1676148
voice_0109__phonefact_g726_24k,1.0,0.012472039
voice_0110__phonefact_g726_24k,1.0,4.3752007e-06
voice_0111__phonefact_g726_24k,1.0,0.000120321514
voice_0112__phonefact_g726_24k,1.0,0.014276832
voice_0113__phonefact_g726_24k,1.0,0.008844145
voice_0114__phonefact_g726_24k,1.0,0.07808339
voice_0115__phonefact_g726_24k,1.0,0.00018819948
voice_0116__phonefact_g726_24k,1.0,2.8203936e-05
voice_0117__phonefact_g726_24k,1.0,1.565362e-05
voice_0118__phonefact_g726_24k,1.0,0.3099139
voice_0119__phonefact_g726_24k,1.0,0.014609353
voice_0120__phonefact_g726_24k,1.0,0.025154041
voice_0121__phonefact_g726_24k,1.0,0.023786893
voice_0122__phonefact_g726_24k,1.0,0.00017459111
voice_0123__phonefact_g726_24k,1.0,0.00031886416
voice_0124__phonefact_g726_24k,1.0,0.00040121417
voice_0125__phonefact_g726_24k,1.0,0.029010165
voice_0126__phonefact_g726_24k,1.0,0.0007929645
voice_0127__phonefact_g726_24k,1.0,7.16668e-05
voice_0128__phonefact_g726_24k,1.0,0.00011339257
voice_0129__phonefact_g726_24k,1.0,0.093441196
voice_0130__phonefact_g726_24k,1.0,2.624342e-05
voice_0131__phonefact_g726_24k,1.0,0.06855551
voice_0132__phonefact_g726_24k,1.0,8.770936e-06
voice_0133__phonefact_g726_24k,1.0,5.5698918e-05
voice_0134__phonefact_g726_24k,1.0,0.99903834
voice_0135__phonefact_g726_24k,1.0,6.387931e-05
voice_0136__phonefact_g726_24k,1.0,0.99999845
voice_0137__phonefact_g726_24k,1.0,0.0010004243
voice_0138__phonefact_g726_24k,1.0,0.0129280165
voice_0139__phonefact_g726_24k,1.0,7.356018e-06
voice_0140__phonefact_g726_24k,1.0,4.767039e-06
voice_0141__phonefact_g726_24k,1.0,0.19642006
voice_0142__phonefact_g726_24k,1.0,0.0018619001
voice_0143__phonefact_g726_24k,1.0,0.78554195
voice_0144__phonefact_g726_24k,1.0,0.0017340495
voice_0145__phonefact_g726_24k,1.0,0.9999974
voice_0146__phonefact_g726_24k,1.0,3.7249338e-06
voice_0147__phonefact_g726_24k,1.0,0.00041903628
voice_0148__phonefact_g726_24k,1.0,0.0010679414
voice_0149__phonefact_g726_24k,1.0,0.017863791
sdm_fake_0000__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0001__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0002__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0003__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0004__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0005__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0006__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0007__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0008__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0009__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0010__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0011__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0012__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0013__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0014__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0015__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0016__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0017__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0018__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0019__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0020__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0021__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0022__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0023__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0024__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0025__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0026__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0027__phonefact_opus_nb_8k,2.0777722e-38,1.0
sdm_fake_0028__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0029__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0030__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0031__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0032__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0033__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0034__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0035__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0036__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0037__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0038__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0039__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0040__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0041__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0042__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0043__phonefact_opus_nb_8k,2.8332935e-36,1.0
sdm_fake_0044__phonefact_opus_nb_8k,1.1388403e-34,1.0
sdm_fake_0045__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0046__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0047__phonefact_opus_nb_8k,4.948719e-30,1.0
sdm_fake_0048__phonefact_opus_nb_8k,0.0,1.0
sdm_fake_0049__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0000__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0001__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0002__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0003__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0004__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0005__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0006__phonefact_opus_nb_8k,3.7858054e-34,1.0
sdm_real_0007__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0008__phonefact_opus_nb_8k,6.577761e-36,1.0
sdm_real_0009__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0010__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0011__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0012__phonefact_opus_nb_8k,4.3921094e-36,1.0
sdm_real_0013__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0014__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0015__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0016__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0017__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0018__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0019__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0020__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0021__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0022__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0023__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0024__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0025__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0026__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0027__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0028__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0029__phonefact_opus_nb_8k,6.742148e-30,1.0
sdm_real_0030__phonefact_opus_nb_8k,1.1714918e-18,1.0
sdm_real_0031__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0032__phonefact_opus_nb_8k,3.91791e-38,1.0
sdm_real_0033__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0034__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0035__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0036__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0037__phonefact_opus_nb_8k,3.009665e-39,1.0
sdm_real_0038__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0039__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0040__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0041__phonefact_opus_nb_8k,3.511682e-39,1.0
sdm_real_0042__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0043__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0044__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0045__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0046__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0047__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0048__phonefact_opus_nb_8k,0.0,1.0
sdm_real_0049__phonefact_opus_nb_8k,0.0,1.0
sdxeq_0000__phonefact_opus_nb_8k,3.8125938e-16,1.0
sdxeq_0001__phonefact_opus_nb_8k,0.0003111084,1.0
sdxeq_0002__phonefact_opus_nb_8k,1.0343695e-12,1.0
sdxeq_0003__phonefact_opus_nb_8k,1.0,1.0
sdxeq_0004__phonefact_opus_nb_8k,1.6716429e-27,1.0
sdxeq_0005__phonefact_opus_nb_8k,3.052552e-08,1.0
sdxeq_0006__phonefact_opus_nb_8k,0.0,1.0
sdxeq_0007__phonefact_opus_nb_8k,1.7029912e-16,1.0
sdxeq_0008__phonefact_opus_nb_8k,1.8648539e-18,1.0
sdxeq_0009__phonefact_opus_nb_8k,4.662448e-20,1.0
sdxeq_0010__phonefact_opus_nb_8k,1.0,1.0
sdxeq_0011__phonefact_opus_nb_8k,1.0,1.0
sdxeq_0012__phonefact_opus_nb_8k,5.010665e-22,1.0
sdxeq_0013__phonefact_opus_nb_8k,0.7934487,1.0
sdxeq_0014__phonefact_opus_nb_8k,1.0,1.0
sdxeq_0015__phonefact_opus_nb_8k,1.2375083e-31,1.0
sdxeq_0016__phonefact_opus_nb_8k,1.9915972e-06,1.0
sdxeq_0017__phonefact_opus_nb_8k,0.9999938,1.0
sdxeq_0018__phonefact_opus_nb_8k,3.8082177e-24,1.0
sdxeq_0019__phonefact_opus_nb_8k,4.0918934e-08,1.0
sdxeq_0020__phonefact_opus_nb_8k,1.0529432e-09,1.0
sdxeq_0021__phonefact_opus_nb_8k,0.0,1.0
sdxeq_0022__phonefact_opus_nb_8k,2.5921608e-07,1.0
sdxeq_0023__phonefact_opus_nb_8k,1.0,1.0
sdxeq_0024__phonefact_opus_nb_8k,1.3872518e-21,1.0
sdxeq_0025__phonefact_opus_nb_8k,2.7314448e-35,1.0
sdxeq_0026__phonefact_opus_nb_8k,4.561273e-21,1.0
sdxeq_0027__phonefact_opus_nb_8k,0.9332775,1.0
sdxeq_0028__phonefact_opus_nb_8k,5.653996e-19,1.0
sdxeq_0029__phonefact_opus_nb_8k,3.3970842e-19,1.0
sdxeq_0030__phonefact_opus_nb_8k,1.0,1.0
sdxeq_0031__phonefact_opus_nb_8k,0.0,1.0
sdxeq_0032__phonefact_opus_nb_8k,2.7008914e-11,1.0
sdxeq_0033__phonefact_opus_nb_8k,1.0,1.0
sdxeq_0034__phonefact_opus_nb_8k,2.539047e-31,1.0
sdxeq_0035__phonefact_opus_nb_8k,6.4051636e-24,1.0
sdxeq_0036__phonefact_opus_nb_8k,6.7962143e-09,1.0
sdxeq_0037__phonefact_opus_nb_8k,1.5482589e-13,1.0
sdxeq_0038__phonefact_opus_nb_8k,3.0343255e-15,1.0
sdxeq_0039__phonefact_opus_nb_8k,7.5154226e-06,1.0
sdxeq_0040__phonefact_opus_nb_8k,7.032581e-30,1.0
sdxeq_0041__phonefact_opus_nb_8k,6.193322e-14,1.0
sdxeq_0042__phonefact_opus_nb_8k,1.0,1.0
sdxeq_0043__phonefact_opus_nb_8k,7.01616e-29,1.0
sdxeq_0044__phonefact_opus_nb_8k,5.838487e-06,1.0
sdxeq_0045__phonefact_opus_nb_8k,1.0,1.0
sdxeq_0046__phonefact_opus_nb_8k,9.328198e-26,1.0
sdxeq_0047__phonefact_opus_nb_8k,6.940692e-21,1.0
sdxeq_0048__phonefact_opus_nb_8k,1.0,1.0
sdxeq_0049__phonefact_opus_nb_8k,0.0,1.0
sdxeq_0050__phonefact_opus_nb_8k,6.0719075e-30,1.0
sdxeq_0051__phonefact_opus_nb_8k,3.2990282e-12,1.0
sdxeq_0052__phonefact_opus_nb_8k,1.0,1.0
sdxeq_0053__phonefact_opus_nb_8k,4.5266473e-33,1.0
sdxeq_0054__phonefact_opus_nb_8k,0.99587005,1.0
sdxeq_0055__phonefact_opus_nb_8k,2.4194625e-14,1.0
sdxeq_0056__phonefact_opus_nb_8k,1.0,1.0
sdxeq_0057__phonefact_opus_nb_8k,2.7117356e-23,1.0
sdxeq_0058__phonefact_opus_nb_8k,1.7359403e-20,1.0
sdxeq_0059__phonefact_opus_nb_8k,2.0064289e-25,1.0
sdxeq_0060__phonefact_opus_nb_8k,3.7110305e-23,1.0
sdxeq_0061__phonefact_opus_nb_8k,4.4956305e-21,1.0
sdxeq_0062__phonefact_opus_nb_8k,3.761281e-39,1.0
sdxeq_0063__phonefact_opus_nb_8k,5.783548e-13,1.0
sdxeq_0064__phonefact_opus_nb_8k,2.2055591e-08,1.0
sdxeq_0065__phonefact_opus_nb_8k,0.0,1.0
sdxeq_0066__phonefact_opus_nb_8k,3.864631e-18,1.0
sdxeq_0067__phonefact_opus_nb_8k,7.47194e-14,1.0
sdxeq_0068__phonefact_opus_nb_8k,0.0,1.0
sdxeq_0069__phonefact_opus_nb_8k,1.8374698e-25,1.0
sdxeq_0070__phonefact_opus_nb_8k,0.0061766705,1.0
sdxeq_0071__phonefact_opus_nb_8k,1.1253142e-20,1.0
sdxeq_0072__phonefact_opus_nb_8k,1.0,1.0
sdxeq_0073__phonefact_opus_nb_8k,0.00213621,1.0
sdxeq_0074__phonefact_opus_nb_8k,2.2589404e-37,1.0
sdxeq_0075__phonefact_opus_nb_8k,1.08389835e-27,1.0
sdxeq_0076__phonefact_opus_nb_8k,8.7821975e-13,1.0
sdxeq_0077__phonefact_opus_nb_8k,0.0055271783,1.0
sdxeq_0078__phonefact_opus_nb_8k,1.48242465e-33,1.0
sdxeq_0079__phonefact_opus_nb_8k,1.1685746e-07,1.0
sdxeq_0080__phonefact_opus_nb_8k,0.9865491,1.0
sdxeq_0081__phonefact_opus_nb_8k,4.9152986e-25,1.0
sdxeq_0082__phonefact_opus_nb_8k,1.7460419e-35,1.0
sdxeq_0083__phonefact_opus_nb_8k,0.0005739847,1.0
sdxeq_0084__phonefact_opus_nb_8k,7.00031e-28,1.0
sdxeq_0085__phonefact_opus_nb_8k,6.393332e-14,1.0
sdxeq_0086__phonefact_opus_nb_8k,3.2127165e-10,1.0
sdxeq_0087__phonefact_opus_nb_8k,7.392378e-39,1.0
sdxeq_0088__phonefact_opus_nb_8k,1.0473901e-25,1.0
sdxeq_0089__phonefact_opus_nb_8k,6.074156e-22,1.0
sdxeq_0090__phonefact_opus_nb_8k,1.4066349e-18,1.0
sdxeq_0091__phonefact_opus_nb_8k,0.00013207018,1.0
sdxeq_0092__phonefact_opus_nb_8k,0.9999918,1.0
sdxeq_0093__phonefact_opus_nb_8k,8.8553105e-33,1.0
sdxeq_0094__phonefact_opus_nb_8k,8.266487e-22,1.0
sdxeq_0095__phonefact_opus_nb_8k,2.4150346e-23,1.0
sdxeq_0096__phonefact_opus_nb_8k,2.5592209e-34,1.0
sdxeq_0097__phonefact_opus_nb_8k,0.054101825,1.0
sdxeq_0098__phonefact_opus_nb_8k,1.1604315e-06,1.0
sdxeq_0099__phonefact_opus_nb_8k,3.062382e-39,1.0
voice_0000__phonefact_opus_nb_8k,1.0,0.0253192
voice_0001__phonefact_opus_nb_8k,1.0,1.010055e-05
voice_0002__phonefact_opus_nb_8k,1.0,0.021631714
voice_0003__phonefact_opus_nb_8k,1.0,0.008931072
voice_0004__phonefact_opus_nb_8k,1.0,1.6727245e-05
voice_0005__phonefact_opus_nb_8k,1.0,0.01643106
voice_0006__phonefact_opus_nb_8k,1.0,0.77118915
voice_0007__phonefact_opus_nb_8k,1.0,0.86594
voice_0008__phonefact_opus_nb_8k,1.0,1.4644045e-05
voice_0009__phonefact_opus_nb_8k,1.0,0.0017319971
voice_0010__phonefact_opus_nb_8k,1.0,0.9990176
voice_0011__phonefact_opus_nb_8k,1.0,0.00085963093
voice_0012__phonefact_opus_nb_8k,1.0,0.98897904
voice_0013__phonefact_opus_nb_8k,1.0,0.031693373
voice_0014__phonefact_opus_nb_8k,1.0,8.517737e-06
voice_0015__phonefact_opus_nb_8k,1.0,0.8729147
voice_0016__phonefact_opus_nb_8k,1.0,0.83754784
voice_0017__phonefact_opus_nb_8k,1.0,0.00015237859
voice_0018__phonefact_opus_nb_8k,1.0,3.368283e-05
voice_0019__phonefact_opus_nb_8k,1.0,0.0003640392
voice_0020__phonefact_opus_nb_8k,1.0,0.011675103
voice_0021__phonefact_opus_nb_8k,1.0,9.692927e-05
voice_0022__phonefact_opus_nb_8k,1.0,0.035444755
voice_0023__phonefact_opus_nb_8k,1.0,0.00035003523
voice_0024__phonefact_opus_nb_8k,1.0,0.05225579
voice_0025__phonefact_opus_nb_8k,1.0,0.0021938027
voice_0026__phonefact_opus_nb_8k,1.0,0.37920415
voice_0027__phonefact_opus_nb_8k,1.0,0.09170156
voice_0028__phonefact_opus_nb_8k,1.0,0.00012568507
voice_0029__phonefact_opus_nb_8k,1.0,0.0008959178
voice_0030__phonefact_opus_nb_8k,1.0,0.97373533
voice_0031__phonefact_opus_nb_8k,1.0,4.7106216e-05
voice_0032__phonefact_opus_nb_8k,1.0,3.125981e-05
voice_0033__phonefact_opus_nb_8k,1.0,0.00028723612
voice_0034__phonefact_opus_nb_8k,1.0,0.00021060876
voice_0035__phonefact_opus_nb_8k,1.0,0.99936944
voice_0036__phonefact_opus_nb_8k,1.0,0.00027274113
voice_0037__phonefact_opus_nb_8k,1.0,0.6531338
voice_0038__phonefact_opus_nb_8k,1.0,1.8719087e-05
voice_0039__phonefact_opus_nb_8k,1.0,6.570662e-05
voice_0040__phonefact_opus_nb_8k,1.0,0.026519518
voice_0041__phonefact_opus_nb_8k,1.0,0.0006614241
voice_0042__phonefact_opus_nb_8k,1.0,0.9400659
voice_0043__phonefact_opus_nb_8k,1.0,0.9999864
voice_0044__phonefact_opus_nb_8k,1.0,0.5129223
voice_0045__phonefact_opus_nb_8k,1.0,0.032843377
voice_0046__phonefact_opus_nb_8k,1.0,0.00053737627
voice_0047__phonefact_opus_nb_8k,1.0,0.99770796
voice_0048__phonefact_opus_nb_8k,1.0,1.9375932e-05
voice_0049__phonefact_opus_nb_8k,1.0,0.9993974
voice_0100__phonefact_opus_nb_8k,1.0,0.02707592
voice_0101__phonefact_opus_nb_8k,1.0,0.93359774
voice_0102__phonefact_opus_nb_8k,1.0,4.0095697e-06
voice_0103__phonefact_opus_nb_8k,1.0,0.0020689357
voice_0104__phonefact_opus_nb_8k,1.0,0.00012260968
voice_0105__phonefact_opus_nb_8k,1.0,1.3899825e-05
voice_0106__phonefact_opus_nb_8k,1.0,0.2105107
voice_0107__phonefact_opus_nb_8k,1.0,0.0051787496
voice_0108__phonefact_opus_nb_8k,1.0,0.016531851
voice_0109__phonefact_opus_nb_8k,1.0,0.009697627
voice_0110__phonefact_opus_nb_8k,1.0,9.653838e-06
voice_0111__phonefact_opus_nb_8k,1.0,6.5823115e-06
voice_0112__phonefact_opus_nb_8k,1.0,0.0013372386
voice_0113__phonefact_opus_nb_8k,1.0,0.27741793
voice_0114__phonefact_opus_nb_8k,1.0,0.004580591
voice_0115__phonefact_opus_nb_8k,1.0,6.4827065e-05
voice_0116__phonefact_opus_nb_8k,1.0,9.384312e-05
voice_0117__phonefact_opus_nb_8k,1.0,0.00017673906
voice_0118__phonefact_opus_nb_8k,1.0,0.07935596
voice_0119__phonefact_opus_nb_8k,1.0,0.0023344273
voice_0120__phonefact_opus_nb_8k,1.0,0.048693534
voice_0121__phonefact_opus_nb_8k,1.0,0.015429593
voice_0122__phonefact_opus_nb_8k,1.0,2.570915e-05
voice_0123__phonefact_opus_nb_8k,1.0,0.00013870238
voice_0124__phonefact_opus_nb_8k,1.0,1.1522551e-05
voice_0125__phonefact_opus_nb_8k,1.0,0.28260902
voice_0126__phonefact_opus_nb_8k,1.0,0.00040974244
voice_0127__phonefact_opus_nb_8k,1.0,2.035798e-05
voice_0128__phonefact_opus_nb_8k,1.0,0.0012018044
voice_0129__phonefact_opus_nb_8k,1.0,0.025468746
voice_0130__phonefact_opus_nb_8k,1.0,0.0005254932
voice_0131__phonefact_opus_nb_8k,1.0,0.006522762
voice_0132__phonefact_opus_nb_8k,1.0,8.972424e-05
voice_0133__phonefact_opus_nb_8k,1.0,2.7355723e-05
voice_0134__phonefact_opus_nb_8k,1.0,0.99549615
voice_0135__phonefact_opus_nb_8k,1.0,3.210502e-05
voice_0136__phonefact_opus_nb_8k,1.0,0.99999607
voice_0137__phonefact_opus_nb_8k,1.0,9.764433e-05
voice_0138__phonefact_opus_nb_8k,1.0,0.0026769852
voice_0139__phonefact_opus_nb_8k,1.0,7.6714015e-05
voice_0140__phonefact_opus_nb_8k,1.0,0.002353374
voice_0141__phonefact_opus_nb_8k,1.0,0.017044166
voice_0142__phonefact_opus_nb_8k,1.0,0.11975796
