TASK,EXPERT,WEIGHT,EER,WORST_CHANNEL_EER,MEAN_CHANNEL_EER
VOICE,v39,0.85,0.18333333333333335,0.33333333333333337,0.15
VOICE,v39,0.9,0.18333333333333335,0.33333333333333337,0.15
VOICE,v39,0.95,0.18333333333333335,0.33333333333333337,0.15
VOICE,v39,1.0,0.17500000000000002,0.33333333333333337,0.15
VOICE,v41,0.0,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v41,0.05,0.20833333333333337,0.375,0.2
VOICE,v41,0.1,0.19999999999999998,0.375,0.18333333333333332
VOICE,v41,0.15,0.19999999999999998,0.375,0.18333333333333332
VOICE,v41,0.2,0.19999999999999998,0.375,0.175
VOICE,v41,0.25,0.19999999999999998,0.375,0.175
VOICE,v41,0.3,0.19999999999999998,0.33333333333333337,0.16666666666666669
VOICE,v41,0.35,0.19999999999999998,0.33333333333333337,0.16666666666666669
VOICE,v41,0.4,0.19166666666666665,0.33333333333333337,0.16666666666666669
VOICE,v41,0.45,0.19166666666666665,0.33333333333333337,0.15833333333333335
VOICE,v41,0.5,0.19166666666666665,0.33333333333333337,0.15
VOICE,v41,0.55,0.19166666666666665,0.33333333333333337,0.15
VOICE,v41,0.6,0.19166666666666665,0.33333333333333337,0.15
VOICE,v41,0.65,0.19166666666666665,0.33333333333333337,0.15
VOICE,v41,0.7,0.19166666666666665,0.33333333333333337,0.15
VOICE,v41,0.75,0.18333333333333335,0.33333333333333337,0.15
VOICE,v41,0.8,0.18333333333333335,0.33333333333333337,0.15
VOICE,v41,0.85,0.18333333333333335,0.33333333333333337,0.15
VOICE,v41,0.9,0.18333333333333335,0.33333333333333337,0.15
VOICE,v41,0.95,0.18333333333333335,0.33333333333333337,0.15
VOICE,v41,1.0,0.17500000000000002,0.33333333333333337,0.15
VOICE,v42,0.0,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v42,0.05,0.20833333333333337,0.375,0.2
VOICE,v42,0.1,0.19999999999999998,0.375,0.18333333333333332
VOICE,v42,0.15,0.19999999999999998,0.375,0.18333333333333332
VOICE,v42,0.2,0.19999999999999998,0.375,0.175
VOICE,v42,0.25,0.19999999999999998,0.375,0.175
VOICE,v42,0.3,0.19999999999999998,0.33333333333333337,0.16666666666666669
VOICE,v42,0.35,0.19999999999999998,0.33333333333333337,0.16666666666666669
VOICE,v42,0.4,0.19166666666666665,0.33333333333333337,0.16666666666666669
VOICE,v42,0.45,0.19166666666666665,0.33333333333333337,0.15833333333333335
VOICE,v42,0.5,0.19166666666666665,0.33333333333333337,0.15
VOICE,v42,0.55,0.19166666666666665,0.33333333333333337,0.15
VOICE,v42,0.6,0.19166666666666665,0.33333333333333337,0.15
VOICE,v42,0.65,0.19166666666666665,0.33333333333333337,0.15
VOICE,v42,0.7,0.19166666666666665,0.33333333333333337,0.15
VOICE,v42,0.75,0.18333333333333335,0.33333333333333337,0.15
VOICE,v42,0.8,0.18333333333333335,0.33333333333333337,0.15
VOICE,v42,0.85,0.18333333333333335,0.33333333333333337,0.15
VOICE,v42,0.9,0.18333333333333335,0.33333333333333337,0.15
VOICE,v42,0.95,0.18333333333333335,0.33333333333333337,0.15
VOICE,v42,1.0,0.17500000000000002,0.33333333333333337,0.15
VOICE,v43,0.0,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.05,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.1,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.15,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.2,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.25,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.3,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.35,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.4,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.45,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.5,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.55,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.6,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.65,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.7,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.75,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.8,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.85,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.9,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,0.95,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v43,1.0,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.0,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.05,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.1,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.15,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.2,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.25,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.3,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.35,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.4,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.45,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.5,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.55,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.6,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.65,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.7,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.75,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.8,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.85,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.9,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,0.95,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v44,1.0,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.0,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.05,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.1,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.15,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.2,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.25,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.3,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.35,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.4,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.45,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.5,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.55,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.6,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.65,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.7,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.75,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.8,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.85,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.9,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,0.95,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v46,1.0,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v48,0.0,0.21666666666666667,0.41666666666666663,0.20833333333333331
VOICE,v48,0.05,0.20833333333333337,0.41666666666666663,0.20833333333333331
VOICE,v48,0.1,0.20833333333333337,0.375,0.2
VOICE,v48,0.15,0.20833333333333337,0.375,0.19166666666666665
VOICE,v48,0.2,0.19999999999999998,0.375,0.18333333333333332
VOICE,v48,0.25,0.19999999999999998,0.375,0.18333333333333332
VOICE,v48,0.3,0.19999999999999998,0.375,0.18333333333333332
VOICE,v48,0.35,0.19999999999999998,0.375,0.18333333333333332
VOICE,v48,0.4,0.19999999999999998,0.375,0.18333333333333332
VOICE,v48,0.45,0.19166666666666665,0.375,0.18333333333333332
VOICE,v48,0.5,0.19166666666666665,0.375,0.18333333333333332
VOICE,v48,0.55,0.19166666666666665,0.375,0.18333333333333332
VOICE,v48,0.6,0.19166666666666665,0.375,0.175
VOICE,v48,0.65,0.19166666666666665,0.375,0.175
VOICE,v48,0.7,0.19166666666666665,0.375,0.175
VOICE,v48,0.75,0.19166666666666665,0.375,0.175
VOICE,v48,0.8,0.19166666666666665,0.375,0.175
VOICE,v48,0.85,0.19166666666666665,0.375,0.175
VOICE,v48,0.9,0.19166666666666665,0.33333333333333337,0.15833333333333335
VOICE,v48,0.95,0.19166666666666665,0.33333333333333337,0.15833333333333335
VOICE,v48,1.0,0.19166666666666665,0.33333333333333337,0.15
