COMBINED_ID,DATASET_KEY,ROLE,ROW_INDEX,ORIGINAL_ID,AUDIO_FILENAME,SOURCE_AUDIO,AUDIO_SHA256
v47c_000_0000070_7e70d997b436c15530bc,codec_mixed_blind_v5,locked_eval,70,cmbv5_0014__clean,v47c_000_0000070_7e70d997b436c15530bc.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0014__clean.flac,79d157070ba72da620a257c004d59c24f3eabf3b3f5e92e5e7a3e387a50d1e64
v47c_000_0000071_0e5c04f3892c3f1b2118,codec_mixed_blind_v5,locked_eval,71,cmbv5_0014__g711_ulaw,v47c_000_0000071_0e5c04f3892c3f1b2118.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0014__g711_ulaw.flac,9cc3f53fcf591352715bad807954a946e91ba30f7a12e014c36da60a6f3fc461
v47c_000_0000072_c093828da17002216708,codec_mixed_blind_v5,locked_eval,72,cmbv5_0014__g722_wb,v47c_000_0000072_c093828da17002216708.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0014__g722_wb.flac,4f56a16fdc016a780dec35fe4eb0afa6a93d52dc42a1daf58ea3dfdac05d128a
v47c_000_0000073_0f6754ab71e19b7122b2,codec_mixed_blind_v5,locked_eval,73,cmbv5_0014__opus_nb_8k,v47c_000_0000073_0f6754ab71e19b7122b2.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0014__opus_nb_8k.flac,145c01242538009923ed1c6385427b7751c450c2577d7ba420fa3602e3ed316b
v47c_000_0000074_0d3304e6694fc3822613,codec_mixed_blind_v5,locked_eval,74,cmbv5_0014__transcode_g711_opus,v47c_000_0000074_0d3304e6694fc3822613.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0014__transcode_g711_opus.flac,1ddbbaf244a9a1387747739719f1ef62e7a063919f9b0b81a735e85dcaa77886
v47c_000_0000075_986392879a7a291fe89d,codec_mixed_blind_v5,locked_eval,75,cmbv5_0015__clean,v47c_000_0000075_986392879a7a291fe89d.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0015__clean.flac,9e66aa1a8021e8e27068ca01fc8250ebbf49da8d66df545d38fbd684e60099eb
v47c_000_0000076_5e6f25ac513009196d26,codec_mixed_blind_v5,locked_eval,76,cmbv5_0015__g711_ulaw,v47c_000_0000076_5e6f25ac513009196d26.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0015__g711_ulaw.flac,c03c8385820da46abbafe65ef9aea00fa39af87acb6205c69ff7b74866a89ba2
v47c_000_0000077_86184440c6a2cab4edbb,codec_mixed_blind_v5,locked_eval,77,cmbv5_0015__g722_wb,v47c_000_0000077_86184440c6a2cab4edbb.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0015__g722_wb.flac,a73725b624d29b98dedfbff81395e4d0c6481be7ef7edff7d28989b0618d4124
v47c_000_0000078_3be0a36eef6a8898a83f,codec_mixed_blind_v5,locked_eval,78,cmbv5_0015__opus_nb_8k,v47c_000_0000078_3be0a36eef6a8898a83f.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0015__opus_nb_8k.flac,df0e5b98173bcd85690812065ac3eafd1002128aa04ca4981800c818ff785953
v47c_000_0000079_30f6c4bfd4b9faec8d25,codec_mixed_blind_v5,locked_eval,79,cmbv5_0015__transcode_g711_opus,v47c_000_0000079_30f6c4bfd4b9faec8d25.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0015__transcode_g711_opus.flac,2755ad11cf27344f4113981850bd7a7960e42ede13ce018671204090019ca1c6
v47c_000_0000080_6f9b057640ad3915ae7b,codec_mixed_blind_v5,locked_eval,80,cmbv5_0016__clean,v47c_000_0000080_6f9b057640ad3915ae7b.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0016__clean.flac,89fd2aafa1f082e650b3d21684f55a7b71f35e5d07d6cc72ef3216dc859ffca5
v47c_000_0000081_0ff5df4b94b11630c97e,codec_mixed_blind_v5,locked_eval,81,cmbv5_0016__g711_ulaw,v47c_000_0000081_0ff5df4b94b11630c97e.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0016__g711_ulaw.flac,4c8ec271362d4a07156cf1659a941f6b07897504d97d06181d1e747585b449ef
v47c_000_0000082_1ade560de0a007801dac,codec_mixed_blind_v5,locked_eval,82,cmbv5_0016__g722_wb,v47c_000_0000082_1ade560de0a007801dac.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0016__g722_wb.flac,daf2a6dac4f56b1ac4ac1be133ca0f87c18cc71e03e5f2203c9173d5c0fdfe90
v47c_000_0000083_c2c986ef3ced1c8a86b7,codec_mixed_blind_v5,locked_eval,83,cmbv5_0016__opus_nb_8k,v47c_000_0000083_c2c986ef3ced1c8a86b7.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0016__opus_nb_8k.flac,82983e306ceb7c529ff689364f0af369535944dab0057a375b154b0eb125730a
v47c_000_0000084_0e484b5237a917930076,codec_mixed_blind_v5,locked_eval,84,cmbv5_0016__transcode_g711_opus,v47c_000_0000084_0e484b5237a917930076.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0016__transcode_g711_opus.flac,2502f3b82839049da5245fba6d626324206642fdbacbd7436f05e9ffe10704fc
v47c_000_0000085_99b98affaaa7936df63f,codec_mixed_blind_v5,locked_eval,85,cmbv5_0017__clean,v47c_000_0000085_99b98affaaa7936df63f.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0017__clean.flac,257549bdf664a76a0f4c8213782c304d8c6e87709af91f86484a6c899324a06e
v47c_000_0000086_97ca0d47588ba7532c69,codec_mixed_blind_v5,locked_eval,86,cmbv5_0017__g711_ulaw,v47c_000_0000086_97ca0d47588ba7532c69.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0017__g711_ulaw.flac,f9c8af0ad0b7d0d26a78942bad3160b7cc40a1d8052f2e376f6b148ecb62c9ad
v47c_000_0000087_a7a81b6d2056c2a281fa,codec_mixed_blind_v5,locked_eval,87,cmbv5_0017__g722_wb,v47c_000_0000087_a7a81b6d2056c2a281fa.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0017__g722_wb.flac,856bb3ffafe322a626f42428bf8e729373680f8ec5d88dae8eade65799c92d3b
v47c_000_0000088_373916a6c5d71039107d,codec_mixed_blind_v5,locked_eval,88,cmbv5_0017__opus_nb_8k,v47c_000_0000088_373916a6c5d71039107d.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0017__opus_nb_8k.flac,a9afdf7527cffe0795e6fa78a35405dad3814a17da810e0ea63fffc740b34c6a
v47c_000_0000089_c659546e056a2b4ba26a,codec_mixed_blind_v5,locked_eval,89,cmbv5_0017__transcode_g711_opus,v47c_000_0000089_c659546e056a2b4ba26a.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0017__transcode_g711_opus.flac,808666ddee3219ab093b322fe1e7bb90f26fc80a580fd979e24b2a3bc20ab5f8
v47c_000_0000090_19b2f1b8459c095f1b87,codec_mixed_blind_v5,locked_eval,90,cmbv5_0018__clean,v47c_000_0000090_19b2f1b8459c095f1b87.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0018__clean.flac,f4c5a8b33132b06cd035e7615abcc5e99f39e2639bdb444e9a7fb3a30d18f521
v47c_000_0000091_47641d8aa30a14e698d7,codec_mixed_blind_v5,locked_eval,91,cmbv5_0018__g711_ulaw,v47c_000_0000091_47641d8aa30a14e698d7.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0018__g711_ulaw.flac,7477d2772dfd0f485e6d92bc524f022d850c42962704c5b4ed1658863861d9b7
v47c_000_0000092_55b4d4c3c9ac3aa90b80,codec_mixed_blind_v5,locked_eval,92,cmbv5_0018__g722_wb,v47c_000_0000092_55b4d4c3c9ac3aa90b80.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0018__g722_wb.flac,4daf1df8e0711b22233f42c92798ee4ad88b8deea4de8fef38dc6e864fbb270b
v47c_000_0000093_089101bdc6fb303853b4,codec_mixed_blind_v5,locked_eval,93,cmbv5_0018__opus_nb_8k,v47c_000_0000093_089101bdc6fb303853b4.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0018__opus_nb_8k.flac,db09b30c675bab1cfe4dd12f0693ba55bb2aa2bf8032f0d444b5f3ac7054d351
v47c_000_0000094_8966586362c395e5d8be,codec_mixed_blind_v5,locked_eval,94,cmbv5_0018__transcode_g711_opus,v47c_000_0000094_8966586362c395e5d8be.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0018__transcode_g711_opus.flac,142420cf715fd37bdfe9683a35c3e046cf9406b83357df6fd5711a4a1b3595ff
v47c_000_0000095_d4d8bd342a04375721f8,codec_mixed_blind_v5,locked_eval,95,cmbv5_0019__clean,v47c_000_0000095_d4d8bd342a04375721f8.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0019__clean.flac,ed5c3cc27542143be2704fbdd86daa86f044e36dd50cc4a4606efc1a6f317d5a
v47c_000_0000096_5e46010fb3aa69de69f8,codec_mixed_blind_v5,locked_eval,96,cmbv5_0019__g711_ulaw,v47c_000_0000096_5e46010fb3aa69de69f8.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0019__g711_ulaw.flac,6d28e6ea7c59d95c71af4fbc9be3880ee5d931a3fe60bb3f2f2fd890ec0bde5f
v47c_000_0000097_7c47cb84c5d0e7b08f9c,codec_mixed_blind_v5,locked_eval,97,cmbv5_0019__g722_wb,v47c_000_0000097_7c47cb84c5d0e7b08f9c.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0019__g722_wb.flac,6d0bf2a190630d219aa304649664e94070655655716bca467669f092f1fb796d
v47c_000_0000098_823e011971d30da395ac,codec_mixed_blind_v5,locked_eval,98,cmbv5_0019__opus_nb_8k,v47c_000_0000098_823e011971d30da395ac.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0019__opus_nb_8k.flac,bb353de41439908379268611862e6fa5f85d372d298f9320507df17c7b3314d1
v47c_000_0000099_2fa3b847fa2d2c5654ae,codec_mixed_blind_v5,locked_eval,99,cmbv5_0019__transcode_g711_opus,v47c_000_0000099_2fa3b847fa2d2c5654ae.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0019__transcode_g711_opus.flac,eabcf0e93c4d28198148a9921151f53f86bd52672c3ebf5dc124195d1c108a85
v47c_000_0000100_6023d5f9029c74965cf1,codec_mixed_blind_v5,locked_eval,100,cmbv5_0020__clean,v47c_000_0000100_6023d5f9029c74965cf1.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0020__clean.flac,47360a723c49fd155a4ef0e588b2fa8ecb498e1ec06659e06d0f22d3b18a33fa
v47c_000_0000101_323c85f624e33f2ee654,codec_mixed_blind_v5,locked_eval,101,cmbv5_0020__g711_ulaw,v47c_000_0000101_323c85f624e33f2ee654.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0020__g711_ulaw.flac,1d9d7c4128033a39a9ab2cdc22b4c5ead55d47c0aee48cf3340dc8f2a8ed3a1a
v47c_000_0000102_8882569435b21b1ad27c,codec_mixed_blind_v5,locked_eval,102,cmbv5_0020__g722_wb,v47c_000_0000102_8882569435b21b1ad27c.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0020__g722_wb.flac,92415a9ab80a3ebf4872b80fc54184fb8cbd8001c1ff47d8e215c04ad5adaa96
v47c_000_0000103_ecf24365418b359cf75f,codec_mixed_blind_v5,locked_eval,103,cmbv5_0020__opus_nb_8k,v47c_000_0000103_ecf24365418b359cf75f.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0020__opus_nb_8k.flac,86c581d5523e884cadfc2ebc714dedca2e427bc72c7b9d76e0ec9e532f0f6147
v47c_000_0000104_487512f9bcb3dc5687e9,codec_mixed_blind_v5,locked_eval,104,cmbv5_0020__transcode_g711_opus,v47c_000_0000104_487512f9bcb3dc5687e9.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0020__transcode_g711_opus.flac,b54d4157f806b986fdad7838fe861138cc444a9eedf5d8bb8ed9736f28ea5975
v47c_000_0000105_17a072d4534a5cfcbec8,codec_mixed_blind_v5,locked_eval,105,cmbv5_0021__clean,v47c_000_0000105_17a072d4534a5cfcbec8.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0021__clean.flac,a5b18ef1729afe7fb0ff660607bf4e44273ecfe63fb715190d4c483b72edee18
v47c_000_0000106_bacb87f805fbd1ae4655,codec_mixed_blind_v5,locked_eval,106,cmbv5_0021__g711_ulaw,v47c_000_0000106_bacb87f805fbd1ae4655.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0021__g711_ulaw.flac,abf82666154216214967c7f488e2ed3a083afc25a61b8649589ab4bb0487fae8
v47c_000_0000107_7ca1b200be53cb629d24,codec_mixed_blind_v5,locked_eval,107,cmbv5_0021__g722_wb,v47c_000_0000107_7ca1b200be53cb629d24.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0021__g722_wb.flac,41b78c3b154be36091b1363ff35f60cd20c5e26aa87088459ac26c25f726eaea
v47c_000_0000108_a5587d093d885c0c5b69,codec_mixed_blind_v5,locked_eval,108,cmbv5_0021__opus_nb_8k,v47c_000_0000108_a5587d093d885c0c5b69.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0021__opus_nb_8k.flac,a1625880b047b3de7cb6c28781a9422ed14959b33d9f773e214492e957a99674
v47c_000_0000109_15f6621f1a4ae9f86180,codec_mixed_blind_v5,locked_eval,109,cmbv5_0021__transcode_g711_opus,v47c_000_0000109_15f6621f1a4ae9f86180.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0021__transcode_g711_opus.flac,ba87f3b4601788d4e5f076792fc79486baf504405d14ff7d08f1ef13aaf719ef
v47c_000_0000110_5bb97dff32f7d90c4474,codec_mixed_blind_v5,locked_eval,110,cmbv5_0022__clean,v47c_000_0000110_5bb97dff32f7d90c4474.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0022__clean.flac,4567f20e8eef28bdd2429f4a7eb890df6257b5bd70a43dbb31f356084ad56296
v47c_000_0000111_18449e13c72dadcb6b70,codec_mixed_blind_v5,locked_eval,111,cmbv5_0022__g711_ulaw,v47c_000_0000111_18449e13c72dadcb6b70.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0022__g711_ulaw.flac,ed32f3a54ea5cff6edb727cc9b0ccef104c08b5c6361741d2fcd131dd48a239d
v47c_000_0000112_eb91e1bdc395cd01e64d,codec_mixed_blind_v5,locked_eval,112,cmbv5_0022__g722_wb,v47c_000_0000112_eb91e1bdc395cd01e64d.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0022__g722_wb.flac,8d12889d796bad548538c97fcb8a4963835345522271cba51b964b967235d649
v47c_000_0000113_17af265bbc201b5fa448,codec_mixed_blind_v5,locked_eval,113,cmbv5_0022__opus_nb_8k,v47c_000_0000113_17af265bbc201b5fa448.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0022__opus_nb_8k.flac,31f01af04b9063b0751d661ebd43be8ad6149cbb13f40a5e2ddbe55bdcd7d535
v47c_000_0000114_4464501e7ff14c86fbd7,codec_mixed_blind_v5,locked_eval,114,cmbv5_0022__transcode_g711_opus,v47c_000_0000114_4464501e7ff14c86fbd7.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0022__transcode_g711_opus.flac,114283d8e98724f72a2a66654de4859182177f18340633bcbd289e570a8a6b2f
v47c_000_0000115_5c1835e92687b9fd4352,codec_mixed_blind_v5,locked_eval,115,cmbv5_0023__clean,v47c_000_0000115_5c1835e92687b9fd4352.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0023__clean.flac,18e88f8c182942e64c903d05c70108dcb6bb505504edc63a28e383eb70ce51f5
v47c_000_0000116_3b4e9b076f621ab13823,codec_mixed_blind_v5,locked_eval,116,cmbv5_0023__g711_ulaw,v47c_000_0000116_3b4e9b076f621ab13823.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0023__g711_ulaw.flac,d02ddf7f5df1575f15a451c2f4c0c10bf8539a19cc36ab34517111174e10c46f
v47c_000_0000117_03f97ef99138f17c3104,codec_mixed_blind_v5,locked_eval,117,cmbv5_0023__g722_wb,v47c_000_0000117_03f97ef99138f17c3104.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0023__g722_wb.flac,da25b66adc892b058e04cff7169ae54393c3755ce35da963dbb27878d9d9b258
v47c_000_0000118_d623c7bd3f929d603af6,codec_mixed_blind_v5,locked_eval,118,cmbv5_0023__opus_nb_8k,v47c_000_0000118_d623c7bd3f929d603af6.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0023__opus_nb_8k.flac,d2330beac5f973a3b5756eca930dd06886367d3e525b383c3eac459af0f024a3
v47c_000_0000119_6b830e48ca9351fa915a,codec_mixed_blind_v5,locked_eval,119,cmbv5_0023__transcode_g711_opus,v47c_000_0000119_6b830e48ca9351fa915a.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0023__transcode_g711_opus.flac,3f9ca392b78cc7c03706b0742a863f553e71e9f7ac273e54f36fe4ed0c7231db
v47c_000_0000120_600373a6178348d93fd3,codec_mixed_blind_v5,locked_eval,120,cmbv5_0024__clean,v47c_000_0000120_600373a6178348d93fd3.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0024__clean.flac,ff5bf0f8b018270eab038b8af6b110cf8e2528645ff3dcc58f365d69bf54919b
v47c_000_0000121_ae634e565bb261c7a56f,codec_mixed_blind_v5,locked_eval,121,cmbv5_0024__g711_ulaw,v47c_000_0000121_ae634e565bb261c7a56f.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0024__g711_ulaw.flac,a75efa1aaa2042095847aa67535083181dad576bb1054980b72defb1114f9d16
v47c_000_0000122_07d86c0b14318aaa0b04,codec_mixed_blind_v5,locked_eval,122,cmbv5_0024__g722_wb,v47c_000_0000122_07d86c0b14318aaa0b04.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0024__g722_wb.flac,8f35c9721f567a6143478ecd988b179777002f3d19f744c05482163bcf124ae5
v47c_000_0000123_cbd58ed756fbb1496d2f,codec_mixed_blind_v5,locked_eval,123,cmbv5_0024__opus_nb_8k,v47c_000_0000123_cbd58ed756fbb1496d2f.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0024__opus_nb_8k.flac,4d9f1f1bae5e3773109f76fce97081cde2d4e4a88e92d69ae088df0b1000ee34
v47c_000_0000124_d21bc330c9c5a580a8e9,codec_mixed_blind_v5,locked_eval,124,cmbv5_0024__transcode_g711_opus,v47c_000_0000124_d21bc330c9c5a580a8e9.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0024__transcode_g711_opus.flac,3b11beeca97d383a18b76219413c1bc07b0807a6bd69d079a3ec590363a84d70
v47c_000_0000125_bb6c1ee9d54b5e14f3ee,codec_mixed_blind_v5,locked_eval,125,cmbv5_0025__clean,v47c_000_0000125_bb6c1ee9d54b5e14f3ee.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0025__clean.flac,8cc6859007b374f84e79a9737c5f86738201c2204199d67d3771eb7952363383
v47c_000_0000126_0c62bc3e6ac9d860d417,codec_mixed_blind_v5,locked_eval,126,cmbv5_0025__g711_ulaw,v47c_000_0000126_0c62bc3e6ac9d860d417.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0025__g711_ulaw.flac,283e9a07a6e7270ccb7f83c40e346cde0fb9e4df83b469296c511ceaaf3d4327
v47c_000_0000127_53de8ed6326cb20e6f37,codec_mixed_blind_v5,locked_eval,127,cmbv5_0025__g722_wb,v47c_000_0000127_53de8ed6326cb20e6f37.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0025__g722_wb.flac,a8010c2e59a7849f2cb6d967897cf98cde0ae782c7284fc33a45c379d3870777
v47c_000_0000128_79c02d024ab41af911d1,codec_mixed_blind_v5,locked_eval,128,cmbv5_0025__opus_nb_8k,v47c_000_0000128_79c02d024ab41af911d1.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0025__opus_nb_8k.flac,206b8e37dcda4df01a08a4ec6b1bd8a5f21e67ca78283ee763cac36b1c39bd9d
v47c_000_0000129_96781b9bbfe94a66fc12,codec_mixed_blind_v5,locked_eval,129,cmbv5_0025__transcode_g711_opus,v47c_000_0000129_96781b9bbfe94a66fc12.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0025__transcode_g711_opus.flac,ecfe985f57d92b2493ebcb7624dc03590229b0c145a228fa17edaee738b6c6ea
v47c_000_0000130_39a223239451e9676834,codec_mixed_blind_v5,locked_eval,130,cmbv5_0026__clean,v47c_000_0000130_39a223239451e9676834.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0026__clean.flac,481937f426798f1f89d005a78001d00bff73b6dc1ceb31fc3f38033ccb081699
v47c_000_0000131_73fa6667271b69c6d6f5,codec_mixed_blind_v5,locked_eval,131,cmbv5_0026__g711_ulaw,v47c_000_0000131_73fa6667271b69c6d6f5.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0026__g711_ulaw.flac,1559136fd197ae52fdb1e729681190651621c141d8738fa4b1863dd19ee70b87
v47c_000_0000132_c48a108f54e4b818d733,codec_mixed_blind_v5,locked_eval,132,cmbv5_0026__g722_wb,v47c_000_0000132_c48a108f54e4b818d733.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0026__g722_wb.flac,b7b41414d26fb4c41d00262b5ea2a3951f96f356ecd2ea5bef449af080495737
v47c_000_0000133_ec807d214766f3606805,codec_mixed_blind_v5,locked_eval,133,cmbv5_0026__opus_nb_8k,v47c_000_0000133_ec807d214766f3606805.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0026__opus_nb_8k.flac,ced39f45c3d7173cc4bb4139ea629ed04fddefb0f5db67bb42041fda1544a645
v47c_000_0000134_016e237c656f61ad0e90,codec_mixed_blind_v5,locked_eval,134,cmbv5_0026__transcode_g711_opus,v47c_000_0000134_016e237c656f61ad0e90.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0026__transcode_g711_opus.flac,f546eafedad1b60bfca2937d6c59abe98063e823f4d637e1f5a46f5cbc745d67
v47c_000_0000135_8ef9aca73235b3f73395,codec_mixed_blind_v5,locked_eval,135,cmbv5_0027__clean,v47c_000_0000135_8ef9aca73235b3f73395.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0027__clean.flac,592cdab345ddabfc0007ffe8ec5f39c517200e0c09d27c21a70e789dfba3fc7c
v47c_000_0000136_263500d58885cea4a476,codec_mixed_blind_v5,locked_eval,136,cmbv5_0027__g711_ulaw,v47c_000_0000136_263500d58885cea4a476.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0027__g711_ulaw.flac,5b917db80a7cd45a4c05e6b25ca648ef91889f01ea7d0983d6f7e53ff3d51930
v47c_000_0000137_903009f88095ac494326,codec_mixed_blind_v5,locked_eval,137,cmbv5_0027__g722_wb,v47c_000_0000137_903009f88095ac494326.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0027__g722_wb.flac,550ffbc5db5ceb340f68b4d8340fe1c2563867eb224220bd48b0b677e067ff33
v47c_000_0000138_0abeb0ca123e8bd421d7,codec_mixed_blind_v5,locked_eval,138,cmbv5_0027__opus_nb_8k,v47c_000_0000138_0abeb0ca123e8bd421d7.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0027__opus_nb_8k.flac,ec5d2b613be8f941de05e986bd710ba929e2cb242187666e3f873fdb8bc40659
v47c_000_0000139_3eeec09fa850fa91655b,codec_mixed_blind_v5,locked_eval,139,cmbv5_0027__transcode_g711_opus,v47c_000_0000139_3eeec09fa850fa91655b.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0027__transcode_g711_opus.flac,f16306fefd8419d7e9d0b428ac410dc8d767d0e41b9c63e007fca8588be225f5
v47c_000_0000140_fe8fe0ae27a32db4d7df,codec_mixed_blind_v5,locked_eval,140,cmbv5_0028__clean,v47c_000_0000140_fe8fe0ae27a32db4d7df.flac,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/codec_mixed_blind_v5/audio/cmbv5_0028__clean.flac,bd32d4bea1d4588722d8acd2d7cc7d49af1189974ceee2a450a5ada05089ae43
