BASE_ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,MIX_MODE,COMPONENT_CASE,EVAL_CELL,VOICE_SOURCE_ID,VOICE_SPEAKER,VOICE_CONTENT_ID,VOICE_REFERENCE_ID,VOICE_REFERENCE_SPEAKER,VOICE_GENERATOR,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,VOICE_PARQUET_SHARD,MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_VOCAL_SCREEN,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,SNR_DB,OVERLAP_FRACTION,ORDER,GAP_SECONDS,SOURCE_DATASET,PROVENANCE_MODE
cmbv7_0034,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,echofake:EF_O_02241,0049e65eed3ac4386833e518d14c97e4ff30d7c3bd01ef0c8cd06eb405f75cefb9eb4e1ad0411e6b5afcf3df972c6c43e760e97fa3fc290004bb390a1204e478,common_voice_en_26956793.mp3,,,bonafide,EF_O_02241,echofake_voice/EF_O_02241.flac,open_set_eval-00000-of-00003.parquet,FM_stable_audio_open_hqCJarP-nVI,fmc:hqCJarP-nVI,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_hqCJarP-nVI,unmixed_dataset/eval/FM_stable_audio_open_hqCJarP-nVI.wav,-10,0.5,voice_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0035,1,0,1,1,1,mixed,partial_overlap,RF,partial_overlap__RF,echofake:EF_O_05690,88f62b8c6170cb7276f9ae3c4f5ea0cef202f3894cddb796eb5f8d1bc50ed7ccb33934d602ec02fbfabbb2a96ee24c31ed4d8b96c2455943d0dc028cf40fb66b,common_voice_en_21229781.mp3,,,bonafide,EF_O_05690,echofake_voice/EF_O_05690.flac,open_set_eval-00000-of-00003.parquet,FM_audioldm2_Mir959i7F2M,fmc:Mir959i7F2M,audioldm2,panns_demucs_semantic_screen_pending_v7,FM_audioldm2_Mir959i7F2M,unmixed_dataset/eval/FM_audioldm2_Mir959i7F2M.wav,5,0.25,voice_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0036,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,echofake:EF_T_02872,781d60023bd16480b54d2b16791e1dd7d496206e3bc81a91e82b83558b6bd910ee70afe4723358acfd99fe5be98a811328b897d20b57ff8380731895ed711b43,common_voice_en_20846622.mp3,common_voice_en_20846622.mp3,dcf75c8f7c1a9e07144d5adf92d791822979010c9504a971d4269a8efff830655359c62f7b6b9b5f271cf50135ead0bff8b46b523125ad1d980d3447d2d5ed2b,StyleTTS2,EF_T_02872,echofake_voice/EF_T_02872.flac,dev-00000-of-00001.parquet,024426,fma:24426,FMA,panns_demucs_semantic_screen_pending_v7,RM_024_024426,unmixed_dataset/eval/RM_024_024426.wav,10,0.75,voice_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0037,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,echofake:EF_T_02261,bbe1b2d68198893fdba19eb62496f174722f7c6850f48f7422441df4a4362a9d9bce2a4b0acffe1146611b2b7946d9a6e21e5c161f7f3e530bb457bbe55a34c3,common_voice_en_24839903.mp3,common_voice_en_24839903.mp3,7781af96eabe51deb4920b6d95e6ed17fe1476250f18142d529ea25f2f7b074581cb79ecf3b4e45838b95a6d2f6297cdbe804e03ba8239a27549c3d958606046,F5-TTS,EF_T_02261,echofake_voice/EF_T_02261.flac,dev-00000-of-00001.parquet,080167,fma:80167,FMA,panns_demucs_semantic_screen_pending_v7,RM_080_080167,unmixed_dataset/eval/RM_080_080167.wav,5,0.5,music_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0038,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,echofake:EF_O_13760,60b9f69f1c6b6dd13863a724071d680ab28559d06b9114b4c4a802beb11b9377d7adef4392bd97b9169409f4d4b9c7853b8ed750f95f37c499356077f6e22cd9,common_voice_en_27571594.mp3,common_voice_en_27571594.mp3,a770aff89752f9e17b1f337e535912138ae0eb02ec948ab5efde2f60c9c65d6d349068ebffe7e256bae995006f2a7712b1ac5db6ecdf9a0ca307668a759da27c,IndexTTS,EF_O_13760,echofake_voice/EF_O_13760.flac,open_set_eval-00001-of-00003.parquet,018135,fma:18135,FMA,panns_demucs_semantic_screen_pending_v7,RM_018_018135,unmixed_dataset/eval/RM_018_018135.wav,5,0.5,music_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0039,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,echofake:EF_T_02420,d3483da004d2fcb5cb7cd79da75ba6067e36a218887207ea2a67205f985c997d6166fbd7be50991d57e886048513355f9e3f8f5e11970b823c07d9d3029e955d,common_voice_en_36069016.mp3,common_voice_en_36069016.mp3,61a028937a6dfaa9c68f9cc3c24461dc3c52900de5c340dc51db147096b74cf9835671f3987c7625a274210f1de59c1a2e7ae7db5417bd5f3f0bd7d0b7740a6e,SpeechT5,EF_T_02420,echofake_voice/EF_T_02420.flac,dev-00000-of-00001.parquet,040786,fma:40786,FMA,panns_demucs_semantic_screen_pending_v7,RM_040_040786,unmixed_dataset/eval/RM_040_040786.wav,5,0.75,music_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0040,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,echofake:EF_O_16447,ef0d986858cbdabf2e3d1f2fdc13fee2bb8f275612b3676c4e8184d70ca29b80f9086577dacf2719512bf501ad859d3b77234072297d542825abee080211af1d,common_voice_en_20035395.mp3,common_voice_en_20035395.mp3,f04feca8b5a58cadf0ecaa9a2d0e035958463ac33fc7d37cd4a2dd2da5bc1d8df526e8449088498d56bf22c29193c27a566e008a2859a5606a8baaf41e6ab83c,MaskGCT,EF_O_16447,echofake_voice/EF_O_16447.flac,open_set_eval-00001-of-00003.parquet,014080,fma:14080,FMA,panns_demucs_semantic_screen_pending_v7,RM_014_014080,unmixed_dataset/eval/RM_014_014080.wav,10,0.75,music_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0041,1,1,0,1,1,mixed,partial_overlap,FR,partial_overlap__FR,echofake:EF_O_14301,56c76c5f634140c654a9639028ba288a10b1fe43f8f73359e3aef66ff6c32644b1d4b45e92ec9ff44496afa74de692694d03034db4d5a2ba969a1061f946931f,common_voice_en_28950270.mp3,common_voice_en_28950270.mp3,70e9374759b62fa7965b944246034d044f690b62c0d9e966883067aa910e5340a08213b7c9d859e4a50ae9476ee5babb7edd614582578c3e324f42cfae5d53cc,OpenVoice-V2,EF_O_14301,echofake_voice/EF_O_14301.flac,open_set_eval-00001-of-00003.parquet,029451,fma:29451,FMA,panns_demucs_semantic_screen_pending_v7,RM_029_029451,unmixed_dataset/eval/RM_029_029451.wav,10,0.75,music_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0042,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,echofake:EF_T_02720,e8ef5cc49f6ce17779019afff05850e399bd0e907ca773528381efa2314865e6dd5c63f2a32c122448ee10eea33f9e8567a7b57235ffb983e2f25907e5f2f8c3,common_voice_en_25161406.mp3,common_voice_en_25161406.mp3,00629ef5283de6396fb220d873d360b001eee93946c70473d949026bc9473a79275502f92d1000fedafed7fd5770c8cec6e425b53d3602ea2b49cb5dc5ff4fb0,OpenAudio-S1-mini,EF_T_02720,echofake_voice/EF_T_02720.flac,dev-00000-of-00001.parquet,FM_MusicGen_medium_nW6Naj6eeI4,fmc:nW6Naj6eeI4,MusicGen_medium,panns_demucs_semantic_screen_pending_v7,FM_MusicGen_medium_nW6Naj6eeI4,unmixed_dataset/eval/FM_MusicGen_medium_nW6Naj6eeI4.wav,5,0.75,voice_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0043,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,echofake:EF_T_02502,1f615015f92d8282730682d7bd92b1fbd0a766e4899c67bc9bd6d52421b1dc5844bfbb9eef6230c74dc4d289be9eab285bbb23886472c9965e42dcc1dddaf2b4,common_voice_en_18999013.mp3,common_voice_en_18999013.mp3,f7fda477ee2dc46293ea85ff930ead78002f9ebe56c4ac9e8849b57a7d1fe01c894d4e21be433f02564e13dd7a3c8e669e9f2e9fbe1429c575c4b7ef74f19b42,LLaSA,EF_T_02502,echofake_voice/EF_T_02502.flac,dev-00000-of-00001.parquet,FM_musicldm_Fsv_syCvzsc,fmc:Fsv_syCvzsc,musicldm,panns_demucs_semantic_screen_pending_v7,FM_musicldm_Fsv_syCvzsc,unmixed_dataset/eval/FM_musicldm_Fsv_syCvzsc.wav,5,0.5,music_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0044,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,echofake:EF_O_15227,1c2e56345b912a6c737f180c927e8699e8c78e04adb1b71fa571b5fa40aaf03c1ef984683536177756c84a8efe93034b652a7a076c563139a3794cbdb8307905,common_voice_en_20135705.mp3,common_voice_en_20135705.mp3,ffa2e5ac45ec75763b3d06f0577da1faff97cf3cdfa105e9bdcba81e3ddd21f87b95296ccfc48c01835aeddd9c114c62a90541ac5b73994cfd01b588267e7972,CosyVoice2,EF_O_15227,echofake_voice/EF_O_15227.flac,open_set_eval-00001-of-00003.parquet,FM_mustango_fa0lR26K23E,fmc:fa0lR26K23E,mustango,panns_demucs_semantic_screen_pending_v7,FM_mustango_fa0lR26K23E,unmixed_dataset/eval/FM_mustango_fa0lR26K23E.wav,-5,0.75,voice_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0045,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,echofake:EF_O_17863,0f1b4afce8a837adcc2db02e67606a4ee41373f8d1e705c8e375584eee83f37b6cafa1c99a7daad763b9544786ac70f9b09d7181b671b3ee4007accb952fda11,common_voice_en_22049174.mp3,common_voice_en_22049174.mp3,e88fda5e708df19543adb91d849b356ae432c098aec682ad1e39a02809c504fc77c4fa356395e5524cb14321e7f637e605cd32dbc7be334500c5e6d9e3d8278e,FireRedTTS,EF_O_17863,echofake_voice/EF_O_17863.flac,open_set_eval-00002-of-00003.parquet,FM_stable_audio_open_rfah0bhmYkc,fmc:rfah0bhmYkc,stable_audio_open,musiccaps_explicit_instrumental_or_no_vocal_no_positive_voice_v1,FM_stable_audio_open_rfah0bhmYkc,unmixed_dataset/eval/FM_stable_audio_open_rfah0bhmYkc.wav,-10,0.75,voice_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0046,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,echofake:EF_T_02086,fab876600ae7fdf0bb5a625115a11c162ec98931e035638959c0e3affe07926f17388e91aa74aa53aadc0e227edfc0d113cad2ae784b43e6950e812e3bcef1c6,common_voice_en_23773612.mp3,common_voice_en_23773612.mp3,fc1a65bc38b6573393f0caeb9f52ee20621d4626b2215579878924856e1f6877689fa1b08d2b990b9c62f0c06875675934deb5af7596d0ebd7b20537fc4b7cfd,XTTS-v2,EF_T_02086,echofake_voice/EF_T_02086.flac,dev-00000-of-00001.parquet,FM_audioldm2_N_41Y2vH6eA,fmc:N_41Y2vH6eA,audioldm2,panns_demucs_semantic_screen_pending_v7,FM_audioldm2_N_41Y2vH6eA,unmixed_dataset/eval/FM_audioldm2_N_41Y2vH6eA.wav,10,0.25,voice_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0047,1,1,1,1,1,mixed,partial_overlap,FF,partial_overlap__FF,echofake:EF_T_02837,5cb61aef803493fe540914f7494a4a57854eb0ced4af9195efd7420d3b0515b3e31524dbf94b1f751c96824749ef84560f37cee83fe0ecb819091a324cd8e012,common_voice_en_19706767.mp3,common_voice_en_19706767.mp3,a158a7e6d553165a677dde7e97fdc5d618ef4536365e70e9a83acc4136677d3146191a014a71df8fdb7428eb3975584cf7fa5d3cdcda343af6056ab790258b62,StyleTTS2,EF_T_02837,echofake_voice/EF_T_02837.flac,dev-00000-of-00001.parquet,FM_MusicGen_medium_vOU-qA25xNM,fmc:vOU-qA25xNM,MusicGen_medium,panns_demucs_semantic_screen_pending_v7,FM_MusicGen_medium_vOU-qA25xNM,unmixed_dataset/eval/FM_MusicGen_medium_vOU-qA25xNM.wav,-10,0.25,voice_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0048,0,0,0,1,1,mixed,sequential,RR,sequential__RR,echofake:EF_O_03459,e5c49349b46a5471e68d499248fcad692fe3b21ade0f6d322a5a0885bb9b4ad0a25c014960ef85b8e6c726966a89640f9044f515feb665f24dd6f415d701f98e,common_voice_en_20670191.mp3,,,bonafide,EF_O_03459,echofake_voice/EF_O_03459.flac,open_set_eval-00000-of-00003.parquet,011778,fma:11778,FMA,panns_demucs_semantic_screen_pending_v7,RM_011_011778,unmixed_dataset/eval/RM_011_011778.wav,,0.0,voice_first,0.2,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0049,0,0,0,1,1,mixed,sequential,RR,sequential__RR,echofake:EF_O_05315,87f845fc41f767408ecb9e7873426d328b99e100a606a65d8731fdb60d048551908e01832c5020025dce2ff86bd419befbdfb0b802102611736a8454b50f60ee,common_voice_en_18937507.mp3,,,bonafide,EF_O_05315,echofake_voice/EF_O_05315.flac,open_set_eval-00000-of-00003.parquet,119972,fma:119972,FMA,panns_demucs_semantic_screen_pending_v7,RM_119_119972,unmixed_dataset/eval/RM_119_119972.wav,,0.0,voice_first,0.5,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0050,0,0,0,1,1,mixed,sequential,RR,sequential__RR,echofake:EF_O_04864,bfa9c52f8443da3ee4001e621fc039587a20d86c58338738ad9ee02cdabea292b3200e714344ef02afb6a12c43a6b2347b28d094e16d73a2f771bba2361f13e1,common_voice_en_36388740.mp3,,,bonafide,EF_O_04864,echofake_voice/EF_O_04864.flac,open_set_eval-00000-of-00003.parquet,130605,fma:130605,FMA,panns_demucs_semantic_screen_pending_v7,RM_130_130605,unmixed_dataset/eval/RM_130_130605.wav,,0.0,voice_first,0.5,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0051,0,0,0,1,1,mixed,sequential,RR,sequential__RR,echofake:EF_O_01426,a7adb38afc2dfb70aa3b317bb7ac19f460d90fead9492da3da5b60a387362049efc996ad7e29a08300e361f496fae7852ed48abd9e203d14f997d9aa4fc48df2,common_voice_en_22279845.mp3,,,bonafide,EF_O_01426,echofake_voice/EF_O_01426.flac,open_set_eval-00000-of-00003.parquet,154359,fma:154359,FMA,panns_demucs_semantic_screen_pending_v7,RM_154_154359,unmixed_dataset/eval/RM_154_154359.wav,,0.0,voice_first,0.5,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0052,0,0,0,1,1,mixed,sequential,RR,sequential__RR,echofake:EF_O_01352,67025dc98ab56ca03ce9acd41b826a7b6769b189e40ef670c95eaa9042a6f475a1b1de490e4f93dd3e377a4c4ded78f5451208b40cec1a3b44e99f40edc01312,common_voice_en_21976038.mp3,,,bonafide,EF_O_01352,echofake_voice/EF_O_01352.flac,open_set_eval-00000-of-00003.parquet,074908,fma:74908,FMA,panns_demucs_semantic_screen_pending_v7,RM_074_074908,unmixed_dataset/eval/RM_074_074908.wav,,0.0,voice_first,0.2,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0053,0,0,0,1,1,mixed,sequential,RR,sequential__RR,echofake:EF_O_02530,81cf63b511dc3efa84465c8e496d797999ca1a0843abff3e288bbdcaa070349561e25c904e8ebbcd8612ed94a05a5118f819f8012bcef72ba029dab4284ff7fc,common_voice_en_19546398.mp3,,,bonafide,EF_O_02530,echofake_voice/EF_O_02530.flac,open_set_eval-00000-of-00003.parquet,107031,fma:107031,FMA,panns_demucs_semantic_screen_pending_v7,RM_107_107031,unmixed_dataset/eval/RM_107_107031.wav,,0.0,music_first,0.2,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0054,1,0,1,1,1,mixed,sequential,RF,sequential__RF,echofake:EF_O_05013,ccd6e088e0da579888a4c3b3eb27f2c7924299b60ad48a9f48d7349809cec1065849d72d01e0cb7548afd51048f0edc9c3db240dfd2f614a9c178871b89791ad,common_voice_en_37804244.mp3,,,bonafide,EF_O_05013,echofake_voice/EF_O_05013.flac,open_set_eval-00000-of-00003.parquet,FM_musicldm_-kpR93atgd8,fmc:-kpR93atgd8,musicldm,panns_demucs_semantic_screen_pending_v7,FM_musicldm_-kpR93atgd8,unmixed_dataset/eval/FM_musicldm_-kpR93atgd8.wav,,0.0,music_first,0.5,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0055,1,0,1,1,1,mixed,sequential,RF,sequential__RF,echofake:EF_O_06030,ee09a1d87df4d4588cc3279db9a23a5633f4223dac0c80070b013a08f6709cf18f1b9fbb531f330a0aa7d182527482b82903885d1814607a22f2139ba71a52ee,common_voice_en_32331069.mp3,,,bonafide,EF_O_06030,echofake_voice/EF_O_06030.flac,open_set_eval-00000-of-00003.parquet,FM_mustango_XjGm3Bn4j5k,fmc:XjGm3Bn4j5k,mustango,panns_demucs_semantic_screen_pending_v7,FM_mustango_XjGm3Bn4j5k,unmixed_dataset/eval/FM_mustango_XjGm3Bn4j5k.wav,,0.0,voice_first,0.5,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0056,1,0,1,1,1,mixed,sequential,RF,sequential__RF,echofake:EF_O_02116,012be7230261275fba9a5d697f81ad130bb5b8abb695e44a3133bea4ec33d08d49b0d6650c7f89613039a23e4f955e2c3ce413f3ddf54f679e7789f0ff2ac8f3,common_voice_en_19751113.mp3,,,bonafide,EF_O_02116,echofake_voice/EF_O_02116.flac,open_set_eval-00000-of-00003.parquet,FM_stable_audio_open_Q8QXzYpl6Tw,fmc:Q8QXzYpl6Tw,stable_audio_open,panns_demucs_semantic_screen_pending_v7,FM_stable_audio_open_Q8QXzYpl6Tw,unmixed_dataset/eval/FM_stable_audio_open_Q8QXzYpl6Tw.wav,,0.0,music_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0057,1,0,1,1,1,mixed,sequential,RF,sequential__RF,echofake:EF_O_04409,556e11c33282c74a77470d181da68932b1e96a3b3e9567cb3728b710e11b272136f047ff75000707ddc49a8c66a495afcd2d84c299bae76e25d233b1252ef7ce,common_voice_en_35001672.mp3,,,bonafide,EF_O_04409,echofake_voice/EF_O_04409.flac,open_set_eval-00000-of-00003.parquet,FM_audioldm2_nVSDv46ARvY,fmc:nVSDv46ARvY,audioldm2,panns_demucs_semantic_screen_pending_v7,FM_audioldm2_nVSDv46ARvY,unmixed_dataset/eval/FM_audioldm2_nVSDv46ARvY.wav,,0.0,music_first,0.5,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0058,1,0,1,1,1,mixed,sequential,RF,sequential__RF,echofake:EF_O_01292,f7f6b4b78a03ebd3d829ca8f63612f5ac36536448d9c9d417391274fab7916cc30e13c440cb5b74c8a2039ca09ec5c6e814e429aed4d0e719168de2bd696ca5a,common_voice_en_22760062.mp3,,,bonafide,EF_O_01292,echofake_voice/EF_O_01292.flac,open_set_eval-00000-of-00003.parquet,FM_MusicGen_medium_CyFsI_EYFQQ,fmc:CyFsI_EYFQQ,MusicGen_medium,panns_demucs_semantic_screen_pending_v7,FM_MusicGen_medium_CyFsI_EYFQQ,unmixed_dataset/eval/FM_MusicGen_medium_CyFsI_EYFQQ.wav,,0.0,music_first,0.5,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0059,1,0,1,1,1,mixed,sequential,RF,sequential__RF,echofake:EF_D_00846,8ad208400d4ce42d96ecf41cd4566f4f0e2dc875b716489cde98b35595af2f25f2b68fb0feecb19ea28ccab231d7c2a1df3e087464301008536116a56adacf78,common_voice_en_23626368.mp3,,,bonafide,EF_D_00846,echofake_voice/EF_D_00846.flac,dev-00000-of-00001.parquet,FM_musicldm_hhVFK9tYu84,fmc:hhVFK9tYu84,musicldm,panns_demucs_semantic_screen_pending_v7,FM_musicldm_hhVFK9tYu84,unmixed_dataset/eval/FM_musicldm_hhVFK9tYu84.wav,,0.0,voice_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0060,1,1,0,1,1,mixed,sequential,FR,sequential__FR,echofake:EF_T_02190,13e977132ccc86551978bc92dec62557ae39954eabc0493f6abbe81b4ffc534c254ca38906ab8098d5991cff3368574f84fb3ded75615c4f1b3f4ca799d7a5de,common_voice_en_26972214.mp3,common_voice_en_26972214.mp3,73683739bc253b0342cb279cd33ca55246db5f5c2470634d08adeacf7ea12a1ad9cf095e360f7823402ed3f35c518fda3af70dae87772a32a8559f30f8a419dc,F5-TTS,EF_T_02190,echofake_voice/EF_T_02190.flac,dev-00000-of-00001.parquet,060981,fma:60981,FMA,panns_demucs_semantic_screen_pending_v7,RM_060_060981,unmixed_dataset/eval/RM_060_060981.wav,,0.0,voice_first,0.2,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0061,1,1,0,1,1,mixed,sequential,FR,sequential__FR,echofake:EF_O_14376,10f1412525ef47a973d26288db766f272dd1a96ec38bcf57883ee199a7dbfb71c1db6f7dd450fe4707cdf008a8092f65be04ba5e674c98272f2507dea7cb8573,common_voice_en_26974573.mp3,common_voice_en_26974573.mp3,988c47bb12c346b4e98a02091bffdf666eea3ac111e3f95e5030516fb7e6e62b6bae2347cab64d99cde6328e12f342a7d059a2a47e75cc8493a29b7282a5a084,IndexTTS,EF_O_14376,echofake_voice/EF_O_14376.flac,open_set_eval-00001-of-00003.parquet,040631,fma:40631,FMA,panns_demucs_semantic_screen_pending_v7,RM_040_040631,unmixed_dataset/eval/RM_040_040631.wav,,0.0,music_first,0.5,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0062,1,1,0,1,1,mixed,sequential,FR,sequential__FR,echofake:EF_T_02478,e3fc5452930cf1ca1eda382fbf0c08668fc2a9e1ac1ef74157494e2a5a03584de615752b40d82c3e91fd6b2cd89c5fddc68a0a7f038d87e184c7c74b820235b1,common_voice_en_19655423.mp3,common_voice_en_19655423.mp3,1ea3caff5d6adaa4b0956fef1a492c49b46d781205001cc2cb84eceb4e0757a66d025e49f86f074a72eb32c3c09ddac70ad34e81bc85c039eebb788b87ace43c,SpeechT5,EF_T_02478,echofake_voice/EF_T_02478.flac,dev-00000-of-00001.parquet,075772,fma:75772,FMA,panns_demucs_semantic_screen_pending_v7,RM_075_075772,unmixed_dataset/eval/RM_075_075772.wav,,0.0,music_first,0.5,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0063,1,1,0,1,1,mixed,sequential,FR,sequential__FR,echofake:EF_O_16909,883ad801a66469d0da98635559d79c636656d6614048702ddc858befeecb82499fb1b49e6489862fe5fb84241861badd8380ec2e8f45522a71833e59edb014b9,common_voice_en_25021044.mp3,common_voice_en_25021044.mp3,b21dc0eecff2a84748f469c5fe062c9c81a94e85aecd943288f52eb736af8a1b096d68c20890fe7091ba7360ac8a876c07cf66be0eb1931be75ebfca44a06e41,MaskGCT,EF_O_16909,echofake_voice/EF_O_16909.flac,open_set_eval-00001-of-00003.parquet,050888,fma:50888,FMA,panns_demucs_semantic_screen_pending_v7,RM_050_050888,unmixed_dataset/eval/RM_050_050888.wav,,0.0,music_first,0.2,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0064,1,1,0,1,1,mixed,sequential,FR,sequential__FR,echofake:EF_O_18372,80e356b064a58333bcaa215a8f89c62b7777b762ba0321ba21d2f48487b4328246bf1edb4d70b533bedfe6671de554e2566115dbfb89ff8dec15d5e500fd8850,common_voice_en_36834480.mp3,common_voice_en_36834480.mp3,27e5a505db9158016a81644a6174fd011721a7b1e0c1bc082d686457780a846f54be8ccc5bb791f68ff36ac1fbef312d9b257a06b2921e89a2fb112105ac631a,OpenVoice-V2,EF_O_18372,echofake_voice/EF_O_18372.flac,open_set_eval-00002-of-00003.parquet,060357,fma:60357,FMA,panns_demucs_semantic_screen_pending_v7,RM_060_060357,unmixed_dataset/eval/RM_060_060357.wav,,0.0,voice_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0065,1,1,0,1,1,mixed,sequential,FR,sequential__FR,echofake:EF_T_02733,7351de0e22858b6b6a7dee9b7ca15d0020193121709ab13f9f99ac552c59935de7d428ec6c0af445e5f1fb585187db6ba0aa5b515c7d08d25dad84a997c70f4c,common_voice_en_20106076.mp3,common_voice_en_20106076.mp3,0456ce022d2f3f7904db99c74f5eb7342867a76b30a381cf2b2394f11def3e7c4a677b2a5435f08470ca34739fc022a71b3d52de05c30f3b32a0a9f7d6b9c1c9,OpenAudio-S1-mini,EF_T_02733,echofake_voice/EF_T_02733.flac,dev-00000-of-00001.parquet,066812,fma:66812,FMA,panns_demucs_semantic_screen_pending_v7,RM_066_066812,unmixed_dataset/eval/RM_066_066812.wav,,0.0,music_first,0.2,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
cmbv7_0066,1,1,1,1,1,mixed,sequential,FF,sequential__FF,echofake:EF_T_02567,d6d067f6c5de3c590111a5bbf1ab788b19c9129fe04624dcb228970fece16484110f4729b52d9526fe4dd60952cf38fae606f569536d2a32915a6b0ed63f31c9,common_voice_en_25711229.mp3,common_voice_en_25711229.mp3,c4426c29557f1cff94e5ee7c6e1564f81ec0ee03289ceea5091d6c4f626a394c06e3b32279b397b9d39a1e5781998f25c51280d587764d2f44959056e29917b9,LLaSA,EF_T_02567,echofake_voice/EF_T_02567.flac,dev-00000-of-00001.parquet,FM_mustango_JRfU_hF1wdM,fmc:JRfU_hF1wdM,mustango,panns_demucs_semantic_screen_pending_v7,FM_mustango_JRfU_hF1wdM,unmixed_dataset/eval/FM_mustango_JRfU_hF1wdM.wav,,0.0,voice_first,0.0,EchoFake+MixFake_official_eval,all_existing_truth_source_speaker_song_disjoint
