MIX,FILE_W,VOICE_W,DATASET,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
s11,0.0,0.15,phone,1200,1200,800,800,0.16828571428571432,0.15500000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8436071428571428,0.9703312500000001,0.8562795535714286
s11,0.0,0.15,yue,124,124,108,124,0.10122282608695654,0.12916666666666665,0.14516129032258063,0.9837962962962963,,0.8800068665264142,,
s11,0.0,0.15,combined,1600,1600,1150,1150,0.18065641025641022,0.18260869565217389,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8251500557413601,0.9742396135265701,0.8400590115198812
s11,0.0,0.2,dev,400,400,350,350,0.21709090909090906,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.782883116883117,0.9947428571428572,0.8040690909090911
s11,0.0,0.2,factorial,400,400,350,350,0.21709090909090906,0.21714285714285717,0.20571428571428574,0.9928,0.9989142857142856,0.7863116883116883,0.9958571428571428,0.8072662337662337
s11,0.0,0.2,phone,1200,1200,800,800,0.16828571428571432,0.15500000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8436071428571428,0.9703312500000001,0.8562795535714286
s11,0.0,0.2,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s11,0.0,0.2,combined,1600,1600,1150,1150,0.18065641025641022,0.18086956521739128,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8254978818283166,0.9742396135265701,0.8403720549981419
s11,0.0,0.25,dev,400,400,350,350,0.21709090909090906,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.782883116883117,0.9947428571428572,0.8040690909090911
s11,0.0,0.25,factorial,400,400,350,350,0.21709090909090906,0.21714285714285717,0.20571428571428574,0.9928,0.9989142857142856,0.7863116883116883,0.9958571428571428,0.8072662337662337
s11,0.0,0.25,phone,1200,1200,800,800,0.16828571428571432,0.15500000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8436071428571428,0.9703312500000001,0.8562795535714286
s11,0.0,0.25,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s11,0.0,0.25,combined,1600,1600,1150,1150,0.18065641025641022,0.18260869565217389,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8251500557413601,0.9742396135265701,0.8400590115198812
s11,0.0,0.3,dev,400,400,350,350,0.21709090909090906,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.782883116883117,0.9947428571428572,0.8040690909090911
s11,0.0,0.3,factorial,400,400,350,350,0.21709090909090906,0.22857142857142854,0.20571428571428574,0.9928,0.9989142857142856,0.7840259740259741,0.9958571428571428,0.805209090909091
s11,0.0,0.3,phone,1200,1200,800,800,0.16828571428571432,0.15000000000000002,0.13749999999999998,0.956603125,0.9840593750000001,0.8446071428571429,0.9703312500000001,0.8571795535714287
s11,0.0,0.3,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s11,0.0,0.3,combined,1600,1600,1150,1150,0.18065641025641022,0.17391304347826086,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8268891861761427,0.9742396135265701,0.8416242289111855
s11,0.0,0.35,dev,400,400,350,350,0.21709090909090906,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.782883116883117,0.9947428571428572,0.8040690909090911
s11,0.0,0.35,factorial,400,400,350,350,0.21709090909090906,0.22857142857142854,0.20571428571428574,0.9928,0.9989142857142856,0.7840259740259741,0.9958571428571428,0.805209090909091
s11,0.0,0.35,phone,1200,1200,800,800,0.16828571428571432,0.15000000000000002,0.13749999999999998,0.956603125,0.9840593750000001,0.8446071428571429,0.9703312500000001,0.8571795535714287
s11,0.0,0.35,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s11,0.0,0.35,combined,1600,1600,1150,1150,0.18065641025641022,0.1773913043478261,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8261935340022297,0.9742396135265701,0.8409981419546637
s11,0.0,0.4,dev,400,400,350,350,0.21709090909090906,0.27428571428571424,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7817402597402597,0.9947428571428572,0.8030405194805195
s11,0.0,0.4,factorial,400,400,350,350,0.21709090909090906,0.23428571428571432,0.20571428571428574,0.9928,0.9989142857142856,0.782883116883117,0.9958571428571428,0.8041805194805196
s11,0.0,0.4,phone,1200,1200,800,800,0.16828571428571432,0.14749999999999996,0.13749999999999998,0.956603125,0.9840593750000001,0.8451071428571428,0.9703312500000001,0.8576295535714287
s11,0.0,0.4,yue,124,124,108,124,0.10122282608695654,0.12083333333333335,0.14516129032258063,0.9837962962962963,,0.8816735331930808,,
s11,0.0,0.4,combined,1600,1600,1150,1150,0.18065641025641022,0.1721739130434783,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8272370122630992,0.9742396135265701,0.8419372723894463
s11,0.025,0.0,dev,400,400,350,350,0.22472727272727272,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7756363636363637,0.9947428571428572,0.797547012987013
s11,0.025,0.0,factorial,400,400,350,350,0.22472727272727272,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7813506493506495,0.9958571428571428,0.8028012987012988
s11,0.025,0.0,phone,1200,1200,800,800,0.16585714285714287,0.16749999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8423214285714284,0.9703312500000001,0.8551224107142856
s11,0.025,0.0,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s11,0.025,0.0,combined,1600,1600,1150,1150,0.17934358974358977,0.18956521739130439,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8244151616499442,0.9742396135265701,0.8393976068376068
s11,0.025,0.025,dev,400,400,350,350,0.22472727272727272,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7756363636363637,0.9947428571428572,0.797547012987013
s11,0.025,0.025,factorial,400,400,350,350,0.22472727272727272,0.22857142857142854,0.20571428571428574,0.9928,0.9989142857142856,0.7802077922077921,0.9958571428571428,0.8017727272727272
s11,0.025,0.025,phone,1200,1200,800,800,0.16585714285714287,0.16249999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8433214285714286,0.9703312500000001,0.8560224107142858
s11,0.025,0.025,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s11,0.025,0.025,combined,1600,1600,1150,1150,0.17934358974358977,0.18956521739130439,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8244151616499442,0.9742396135265701,0.8393976068376068
s11,0.025,0.05,dev,400,400,350,350,0.22472727272727272,0.28,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7767792207792208,0.9947428571428572,0.7985755844155845
s11,0.025,0.05,factorial,400,400,350,350,0.22472727272727272,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7813506493506495,0.9958571428571428,0.8028012987012988
s11,0.025,0.05,phone,1200,1200,800,800,0.16585714285714287,0.16249999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8433214285714286,0.9703312500000001,0.8560224107142858
s11,0.025,0.05,yue,124,124,108,124,0.10122282608695654,0.12083333333333335,0.14516129032258063,0.9837962962962963,,0.8816735331930808,,
s11,0.025,0.05,combined,1600,1600,1150,1150,0.17934358974358977,0.18608695652173912,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8251108138238573,0.9742396135265701,0.8400236937941286
s11,0.025,0.075,dev,400,400,350,350,0.22472727272727272,0.2914285714285715,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7744935064935065,0.9947428571428572,0.7965184415584415
s11,0.025,0.075,factorial,400,400,350,350,0.22472727272727272,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7813506493506495,0.9958571428571428,0.8028012987012988
s11,0.025,0.075,phone,1200,1200,800,800,0.16585714285714287,0.16000000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8438214285714285,0.9703312500000001,0.8564724107142857
s11,0.025,0.075,yue,124,124,108,124,0.10122282608695654,0.12083333333333335,0.14516129032258063,0.9837962962962963,,0.8816735331930808,,
s11,0.025,0.075,combined,1600,1600,1150,1150,0.17934358974358977,0.18434782608695655,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8254586399108138,0.9742396135265701,0.8403367372723896
s11,0.025,0.1,dev,400,400,350,350,0.22472727272727272,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7756363636363637,0.9947428571428572,0.797547012987013
s11,0.025,0.1,factorial,400,400,350,350,0.22472727272727272,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7813506493506495,0.9958571428571428,0.8028012987012988
s11,0.025,0.1,phone,1200,1200,800,800,0.16585714285714287,0.15749999999999997,0.13749999999999998,0.956603125,0.9840593750000001,0.8443214285714284,0.9703312500000001,0.8569224107142857
s11,0.025,0.1,yue,124,124,108,124,0.10122282608695654,0.12083333333333335,0.14516129032258063,0.9837962962962963,,0.8816735331930808,,
s11,0.025,0.1,combined,1600,1600,1150,1150,0.17934358974358977,0.18608695652173912,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8251108138238573,0.9742396135265701,0.8400236937941286
s11,0.025,0.15,dev,400,400,350,350,0.22472727272727272,0.27428571428571424,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7779220779220779,0.9947428571428572,0.7996041558441559
s11,0.025,0.15,factorial,400,400,350,350,0.22472727272727272,0.21714285714285717,0.20571428571428574,0.9928,0.9989142857142856,0.7824935064935066,0.9958571428571428,0.8038298701298702
s11,0.025,0.15,phone,1200,1200,800,800,0.16585714285714287,0.15500000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8448214285714286,0.9703312500000001,0.8573724107142858
s11,0.025,0.15,yue,124,124,108,124,0.10122282608695654,0.12916666666666665,0.14516129032258063,0.9837962962962963,,0.8800068665264142,,
s11,0.025,0.15,combined,1600,1600,1150,1150,0.17934358974358977,0.18260869565217389,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8258064659977704,0.9742396135265701,0.8406497807506503
s11,0.025,0.2,dev,400,400,350,350,0.22472727272727272,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.779064935064935,0.9947428571428572,0.8006327272727273
s11,0.025,0.2,factorial,400,400,350,350,0.22472727272727272,0.21714285714285717,0.20571428571428574,0.9928,0.9989142857142856,0.7824935064935066,0.9958571428571428,0.8038298701298702
s11,0.025,0.2,phone,1200,1200,800,800,0.16585714285714287,0.15500000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8448214285714286,0.9703312500000001,0.8573724107142858
s11,0.025,0.2,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s11,0.025,0.2,combined,1600,1600,1150,1150,0.17934358974358977,0.18086956521739128,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8261542920847269,0.9742396135265701,0.8409628242289113
s11,0.025,0.25,dev,400,400,350,350,0.22472727272727272,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.779064935064935,0.9947428571428572,0.8006327272727273
s11,0.025,0.25,factorial,400,400,350,350,0.22472727272727272,0.21714285714285717,0.20571428571428574,0.9928,0.9989142857142856,0.7824935064935066,0.9958571428571428,0.8038298701298702
s11,0.025,0.25,phone,1200,1200,800,800,0.16585714285714287,0.15500000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8448214285714286,0.9703312500000001,0.8573724107142858
s11,0.025,0.25,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s11,0.025,0.25,combined,1600,1600,1150,1150,0.17934358974358977,0.18260869565217389,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8258064659977704,0.9742396135265701,0.8406497807506503
s11,0.025,0.3,dev,400,400,350,350,0.22472727272727272,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.779064935064935,0.9947428571428572,0.8006327272727273
s11,0.025,0.3,factorial,400,400,350,350,0.22472727272727272,0.22857142857142854,0.20571428571428574,0.9928,0.9989142857142856,0.7802077922077921,0.9958571428571428,0.8017727272727272
s11,0.025,0.3,phone,1200,1200,800,800,0.16585714285714287,0.15000000000000002,0.13749999999999998,0.956603125,0.9840593750000001,0.8458214285714285,0.9703312500000001,0.8582724107142857
s11,0.025,0.3,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s11,0.025,0.3,combined,1600,1600,1150,1150,0.17934358974358977,0.17391304347826086,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.827545596432553,0.9742396135265701,0.8422149981419547
s11,0.025,0.35,dev,400,400,350,350,0.22472727272727272,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.779064935064935,0.9947428571428572,0.8006327272727273
s11,0.025,0.35,factorial,400,400,350,350,0.22472727272727272,0.22857142857142854,0.20571428571428574,0.9928,0.9989142857142856,0.7802077922077921,0.9958571428571428,0.8017727272727272
s11,0.025,0.35,phone,1200,1200,800,800,0.16585714285714287,0.15000000000000002,0.13749999999999998,0.956603125,0.9840593750000001,0.8458214285714285,0.9703312500000001,0.8582724107142857
s11,0.025,0.35,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s11,0.025,0.35,combined,1600,1600,1150,1150,0.17934358974358977,0.1773913043478261,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8268499442586399,0.9742396135265701,0.8415889111854329
s11,0.025,0.4,dev,400,400,350,350,0.22472727272727272,0.27428571428571424,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7779220779220779,0.9947428571428572,0.7996041558441559
s11,0.025,0.4,factorial,400,400,350,350,0.22472727272727272,0.23428571428571432,0.20571428571428574,0.9928,0.9989142857142856,0.779064935064935,0.9958571428571428,0.8007441558441558
s11,0.025,0.4,phone,1200,1200,800,800,0.16585714285714287,0.14749999999999996,0.13749999999999998,0.956603125,0.9840593750000001,0.8463214285714284,0.9703312500000001,0.8587224107142857
s11,0.025,0.4,yue,124,124,108,124,0.10122282608695654,0.12083333333333335,0.14516129032258063,0.9837962962962963,,0.8816735331930808,,
s11,0.025,0.4,combined,1600,1600,1150,1150,0.17934358974358977,0.1721739130434783,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8278934225195095,0.9742396135265701,0.8425280416202157
s11,0.05,0.0,dev,400,400,350,350,0.21527272727272728,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7803636363636364,0.9947428571428572,0.8018015584415585
s11,0.05,0.0,factorial,400,400,350,350,0.23236363636363638,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7775324675324675,0.9958571428571428,0.7993649350649351
s11,0.05,0.0,phone,1200,1200,800,800,0.16414285714285715,0.16749999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8431785714285713,0.9703312500000001,0.8558938392857143
s11,0.05,0.0,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s11,0.05,0.0,combined,1600,1600,1150,1150,0.1762051282051282,0.18956521739130439,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.825984392419175,0.9742396135265701,0.8408099145299146
s11,0.05,0.025,dev,400,400,350,350,0.21527272727272728,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7803636363636364,0.9947428571428572,0.8018015584415585
s11,0.05,0.025,factorial,400,400,350,350,0.23236363636363638,0.22857142857142854,0.20571428571428574,0.9928,0.9989142857142856,0.7763896103896104,0.9958571428571428,0.7983363636363636
s11,0.05,0.025,phone,1200,1200,800,800,0.16414285714285715,0.16249999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8441785714285714,0.9703312500000001,0.8567938392857144
s11,0.05,0.025,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s11,0.05,0.025,combined,1600,1600,1150,1150,0.1762051282051282,0.18956521739130439,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.825984392419175,0.9742396135265701,0.8408099145299146
s11,0.05,0.05,dev,400,400,350,350,0.21527272727272728,0.28,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7815064935064935,0.9947428571428572,0.8028301298701299
s11,0.05,0.05,factorial,400,400,350,350,0.23236363636363638,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7775324675324675,0.9958571428571428,0.7993649350649351
s11,0.05,0.05,phone,1200,1200,800,800,0.16414285714285715,0.16249999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8441785714285714,0.9703312500000001,0.8567938392857144
s11,0.05,0.05,yue,124,124,108,124,0.10122282608695654,0.12083333333333335,0.14516129032258063,0.9837962962962963,,0.8816735331930808,,
s11,0.05,0.05,combined,1600,1600,1150,1150,0.1762051282051282,0.18608695652173912,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8266800445930881,0.9742396135265701,0.8414360014864364
s11,0.05,0.075,dev,400,400,350,350,0.21527272727272728,0.2914285714285715,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7792207792207791,0.9947428571428572,0.8007729870129869
s11,0.05,0.075,factorial,400,400,350,350,0.23236363636363638,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7775324675324675,0.9958571428571428,0.7993649350649351
s11,0.05,0.075,phone,1200,1200,800,800,0.16414285714285715,0.16000000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8446785714285714,0.9703312500000001,0.8572438392857143
s11,0.05,0.075,yue,124,124,108,124,0.10122282608695654,0.12083333333333335,0.14516129032258063,0.9837962962962963,,0.8816735331930808,,
s11,0.05,0.075,combined,1600,1600,1150,1150,0.1762051282051282,0.18434782608695655,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8270278706800446,0.9742396135265701,0.8417490449646972
s11,0.05,0.1,dev,400,400,350,350,0.21527272727272728,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7803636363636364,0.9947428571428572,0.8018015584415585
s11,0.05,0.1,factorial,400,400,350,350,0.23236363636363638,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7775324675324675,0.9958571428571428,0.7993649350649351
s11,0.05,0.1,phone,1200,1200,800,800,0.16414285714285715,0.15749999999999997,0.13749999999999998,0.956603125,0.9840593750000001,0.8451785714285713,0.9703312500000001,0.8576938392857143
s11,0.05,0.1,yue,124,124,108,124,0.10122282608695654,0.12083333333333335,0.14516129032258063,0.9837962962962963,,0.8816735331930808,,
s11,0.05,0.1,combined,1600,1600,1150,1150,0.1762051282051282,0.18608695652173912,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8266800445930881,0.9742396135265701,0.8414360014864364
s11,0.05,0.15,dev,400,400,350,350,0.21527272727272728,0.27428571428571424,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7826493506493506,0.9947428571428572,0.8038587012987013
s11,0.05,0.15,factorial,400,400,350,350,0.23236363636363638,0.21714285714285717,0.20571428571428574,0.9928,0.9989142857142856,0.7786753246753246,0.9958571428571428,0.8003935064935065
s11,0.05,0.15,phone,1200,1200,800,800,0.16414285714285715,0.15500000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8456785714285715,0.9703312500000001,0.8581438392857145
s11,0.05,0.15,yue,124,124,108,124,0.10122282608695654,0.12916666666666665,0.14516129032258063,0.9837962962962963,,0.8800068665264142,,
s11,0.05,0.15,combined,1600,1600,1150,1150,0.1762051282051282,0.18260869565217389,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8273756967670012,0.9742396135265701,0.8420620884429582
s11,0.05,0.2,dev,400,400,350,350,0.21527272727272728,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7837922077922077,0.9947428571428572,0.8048872727272727
s11,0.05,0.2,factorial,400,400,350,350,0.23236363636363638,0.21714285714285717,0.20571428571428574,0.9928,0.9989142857142856,0.7786753246753246,0.9958571428571428,0.8003935064935065
s11,0.05,0.2,phone,1200,1200,800,800,0.16414285714285715,0.15500000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8456785714285715,0.9703312500000001,0.8581438392857145
s11,0.05,0.2,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s11,0.05,0.2,combined,1600,1600,1150,1150,0.1762051282051282,0.18086956521739128,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8277235228539577,0.9742396135265701,0.8423751319212189
s11,0.05,0.25,dev,400,400,350,350,0.21527272727272728,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7837922077922077,0.9947428571428572,0.8048872727272727
s11,0.05,0.25,factorial,400,400,350,350,0.23236363636363638,0.21714285714285717,0.20571428571428574,0.9928,0.9989142857142856,0.7786753246753246,0.9958571428571428,0.8003935064935065
s11,0.05,0.25,phone,1200,1200,800,800,0.16414285714285715,0.15500000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8456785714285715,0.9703312500000001,0.8581438392857145
s11,0.05,0.25,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s11,0.05,0.25,combined,1600,1600,1150,1150,0.1762051282051282,0.18260869565217389,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8273756967670012,0.9742396135265701,0.8420620884429582
s11,0.05,0.3,dev,400,400,350,350,0.21527272727272728,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7837922077922077,0.9947428571428572,0.8048872727272727
s11,0.05,0.3,factorial,400,400,350,350,0.23236363636363638,0.22857142857142854,0.20571428571428574,0.9928,0.9989142857142856,0.7763896103896104,0.9958571428571428,0.7983363636363636
s11,0.05,0.3,phone,1200,1200,800,800,0.16414285714285715,0.15000000000000002,0.13749999999999998,0.956603125,0.9840593750000001,0.8466785714285714,0.9703312500000001,0.8590438392857144
s11,0.05,0.3,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s11,0.05,0.3,combined,1600,1600,1150,1150,0.1762051282051282,0.17391304347826086,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8291148272017838,0.9742396135265701,0.8436273058342625
s11,0.05,0.35,dev,400,400,350,350,0.21527272727272728,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7837922077922077,0.9947428571428572,0.8048872727272727
s11,0.05,0.35,factorial,400,400,350,350,0.23236363636363638,0.22857142857142854,0.20571428571428574,0.9928,0.9989142857142856,0.7763896103896104,0.9958571428571428,0.7983363636363636
s11,0.05,0.35,phone,1200,1200,800,800,0.16414285714285715,0.15000000000000002,0.13749999999999998,0.956603125,0.9840593750000001,0.8466785714285714,0.9703312500000001,0.8590438392857144
s11,0.05,0.35,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s11,0.05,0.35,combined,1600,1600,1150,1150,0.1762051282051282,0.1773913043478261,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8284191750278707,0.9742396135265701,0.8430012188777407
s11,0.05,0.4,dev,400,400,350,350,0.21527272727272728,0.27428571428571424,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7826493506493506,0.9947428571428572,0.8038587012987013
s11,0.05,0.4,factorial,400,400,350,350,0.23236363636363638,0.23428571428571432,0.20571428571428574,0.9928,0.9989142857142856,0.7752467532467533,0.9958571428571428,0.7973077922077922
s11,0.05,0.4,phone,1200,1200,800,800,0.16414285714285715,0.14749999999999996,0.13749999999999998,0.956603125,0.9840593750000001,0.8471785714285713,0.9703312500000001,0.8594938392857143
s11,0.05,0.4,yue,124,124,108,124,0.10122282608695654,0.12083333333333335,0.14516129032258063,0.9837962962962963,,0.8816735331930808,,
s11,0.05,0.4,combined,1600,1600,1150,1150,0.1762051282051282,0.1721739130434783,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8294626532887402,0.9742396135265701,0.8439403493125233
s11,0.075,0.0,dev,400,400,350,350,0.21527272727272728,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7803636363636364,0.9947428571428572,0.8018015584415585
s11,0.075,0.0,factorial,400,400,350,350,0.23236363636363638,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7775324675324675,0.9958571428571428,0.7993649350649351
s11,0.075,0.0,phone,1200,1200,800,800,0.16171428571428575,0.16749999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8443928571428572,0.9703312500000001,0.8569866964285715
s11,0.075,0.0,yue,124,124,108,124,0.09578804347826086,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8881409244974288,,
s11,0.075,0.0,combined,1600,1600,1150,1150,0.1743794871794872,0.18956521739130439,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8268972129319955,0.9742396135265701,0.841631452991453
s11,0.075,0.025,dev,400,400,350,350,0.21527272727272728,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7803636363636364,0.9947428571428572,0.8018015584415585
s11,0.075,0.025,factorial,400,400,350,350,0.23236363636363638,0.22857142857142854,0.20571428571428574,0.9928,0.9989142857142856,0.7763896103896104,0.9958571428571428,0.7983363636363636
s11,0.075,0.025,phone,1200,1200,800,800,0.16171428571428575,0.16249999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8453928571428571,0.9703312500000001,0.8578866964285714
s11,0.075,0.025,yue,124,124,108,124,0.09578804347826086,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8881409244974288,,
s11,0.075,0.025,combined,1600,1600,1150,1150,0.1743794871794872,0.18956521739130439,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8268972129319955,0.9742396135265701,0.841631452991453
s11,0.075,0.05,dev,400,400,350,350,0.21527272727272728,0.28,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7815064935064935,0.9947428571428572,0.8028301298701299
s11,0.075,0.05,factorial,400,400,350,350,0.23236363636363638,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7775324675324675,0.9958571428571428,0.7993649350649351
s11,0.075,0.05,phone,1200,1200,800,800,0.16171428571428575,0.16249999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8453928571428571,0.9703312500000001,0.8578866964285714
s11,0.075,0.05,yue,124,124,108,124,0.09578804347826086,0.12083333333333335,0.14516129032258063,0.9837962962962963,,0.8843909244974287,,
s11,0.075,0.05,combined,1600,1600,1150,1150,0.1743794871794872,0.18608695652173912,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8275928651059086,0.9742396135265701,0.8422575399479748
s11,0.075,0.075,dev,400,400,350,350,0.21527272727272728,0.2914285714285715,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7792207792207791,0.9947428571428572,0.8007729870129869
s11,0.075,0.075,factorial,400,400,350,350,0.23236363636363638,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7775324675324675,0.9958571428571428,0.7993649350649351
s11,0.075,0.075,phone,1200,1200,800,800,0.16171428571428575,0.16000000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8458928571428572,0.9703312500000001,0.8583366964285716
