DATASET,ID,MODERN_FAKEPRINT_PROB
phone_factorial_1200_v1,sdxeq_0079__phonefact_opus_nb_8k,9.47713851928711e-06
phone_factorial_1200_v1,sdxeq_0080__phonefact_resample8k,3.62396240234375e-05
phone_factorial_1200_v1,sdxeq_0080__phonefact_g711_ulaw,0.00014013051986694336
phone_factorial_1200_v1,sdxeq_0080__phonefact_g726_24k,0.0019320547580718994
phone_factorial_1200_v1,sdxeq_0080__phonefact_opus_nb_8k,5.960464477539063e-08
phone_factorial_1200_v1,sdxeq_0081__phonefact_resample8k,0.0009382963180541992
phone_factorial_1200_v1,sdxeq_0081__phonefact_g711_ulaw,0.00615963339805603
phone_factorial_1200_v1,sdxeq_0081__phonefact_g726_24k,0.0059642791748046875
phone_factorial_1200_v1,sdxeq_0081__phonefact_opus_nb_8k,1.1920928955078125e-07
phone_factorial_1200_v1,sdxeq_0082__phonefact_resample8k,4.291534423828125e-06
phone_factorial_1200_v1,sdxeq_0082__phonefact_g711_ulaw,3.725290298461914e-06
phone_factorial_1200_v1,sdxeq_0082__phonefact_g726_24k,1.1622905731201172e-06
phone_factorial_1200_v1,sdxeq_0082__phonefact_opus_nb_8k,1.7434358596801758e-05
phone_factorial_1200_v1,sdxeq_0083__phonefact_resample8k,1.8477439880371094e-06
phone_factorial_1200_v1,sdxeq_0083__phonefact_g711_ulaw,3.039836883544922e-06
phone_factorial_1200_v1,sdxeq_0083__phonefact_g726_24k,1.1920928955078125e-07
phone_factorial_1200_v1,sdxeq_0083__phonefact_opus_nb_8k,0.0
phone_factorial_1200_v1,sdxeq_0084__phonefact_resample8k,0.00010737776756286621
phone_factorial_1200_v1,sdxeq_0084__phonefact_g711_ulaw,0.00020492076873779297
phone_factorial_1200_v1,sdxeq_0084__phonefact_g726_24k,0.00012245774269104004
phone_factorial_1200_v1,sdxeq_0084__phonefact_opus_nb_8k,2.4139881134033203e-06
phone_factorial_1200_v1,sdxeq_0085__phonefact_resample8k,5.817413330078125e-05
phone_factorial_1200_v1,sdxeq_0085__phonefact_g711_ulaw,0.0008570551872253418
phone_factorial_1200_v1,sdxeq_0085__phonefact_g726_24k,0.0008823871612548828
phone_factorial_1200_v1,sdxeq_0085__phonefact_opus_nb_8k,2.980232238769531e-07
phone_factorial_1200_v1,sdxeq_0086__phonefact_resample8k,8.58306884765625e-06
phone_factorial_1200_v1,sdxeq_0086__phonefact_g711_ulaw,6.756186485290527e-05
phone_factorial_1200_v1,sdxeq_0086__phonefact_g726_24k,0.007560789585113525
phone_factorial_1200_v1,sdxeq_0086__phonefact_opus_nb_8k,0.0005243420600891113
phone_factorial_1200_v1,sdxeq_0087__phonefact_resample8k,0.00018203258514404297
phone_factorial_1200_v1,sdxeq_0087__phonefact_g711_ulaw,0.0005279183387756348
phone_factorial_1200_v1,sdxeq_0087__phonefact_g726_24k,1.9818544387817383e-05
phone_factorial_1200_v1,sdxeq_0087__phonefact_opus_nb_8k,5.960464477539063e-08
phone_factorial_1200_v1,sdxeq_0088__phonefact_resample8k,6.407499313354492e-06
phone_factorial_1200_v1,sdxeq_0088__phonefact_g711_ulaw,1.341104507446289e-06
phone_factorial_1200_v1,sdxeq_0088__phonefact_g726_24k,8.344650268554688e-07
phone_factorial_1200_v1,sdxeq_0088__phonefact_opus_nb_8k,5.960464477539063e-08
phone_factorial_1200_v1,sdxeq_0089__phonefact_resample8k,1.3709068298339844e-05
phone_factorial_1200_v1,sdxeq_0089__phonefact_g711_ulaw,9.119510650634766e-06
phone_factorial_1200_v1,sdxeq_0089__phonefact_g726_24k,3.203749656677246e-05
phone_factorial_1200_v1,sdxeq_0089__phonefact_opus_nb_8k,2.9802322387695312e-08
phone_factorial_1200_v1,sdxeq_0090__phonefact_resample8k,0.0002474486827850342
phone_factorial_1200_v1,sdxeq_0090__phonefact_g711_ulaw,0.00011882185935974121
phone_factorial_1200_v1,sdxeq_0090__phonefact_g726_24k,0.00020769238471984863
phone_factorial_1200_v1,sdxeq_0090__phonefact_opus_nb_8k,4.172325134277344e-07
phone_factorial_1200_v1,sdxeq_0091__phonefact_resample8k,1.1622905731201172e-06
phone_factorial_1200_v1,sdxeq_0091__phonefact_g711_ulaw,2.682209014892578e-07
phone_factorial_1200_v1,sdxeq_0091__phonefact_g726_24k,4.76837158203125e-07
phone_factorial_1200_v1,sdxeq_0091__phonefact_opus_nb_8k,5.066394805908203e-07
phone_factorial_1200_v1,sdxeq_0092__phonefact_resample8k,4.172325134277344e-07
phone_factorial_1200_v1,sdxeq_0092__phonefact_g711_ulaw,1.4901161193847656e-07
phone_factorial_1200_v1,sdxeq_0092__phonefact_g726_24k,1.7881393432617188e-07
phone_factorial_1200_v1,sdxeq_0092__phonefact_opus_nb_8k,4.4405460357666016e-06
phone_factorial_1200_v1,sdxeq_0093__phonefact_resample8k,4.89354133605957e-05
phone_factorial_1200_v1,sdxeq_0093__phonefact_g711_ulaw,4.550814628601074e-05
phone_factorial_1200_v1,sdxeq_0093__phonefact_g726_24k,2.0563602447509766e-06
phone_factorial_1200_v1,sdxeq_0093__phonefact_opus_nb_8k,1.4901161193847656e-07
phone_factorial_1200_v1,sdxeq_0094__phonefact_resample8k,0.001241922378540039
phone_factorial_1200_v1,sdxeq_0094__phonefact_g711_ulaw,0.0018659234046936035
phone_factorial_1200_v1,sdxeq_0094__phonefact_g726_24k,3.644824028015137e-05
phone_factorial_1200_v1,sdxeq_0094__phonefact_opus_nb_8k,0.00026786327362060547
phone_factorial_1200_v1,sdxeq_0095__phonefact_resample8k,0.006335854530334473
phone_factorial_1200_v1,sdxeq_0095__phonefact_g711_ulaw,0.0008641481399536133
phone_factorial_1200_v1,sdxeq_0095__phonefact_g726_24k,5.385279655456543e-05
phone_factorial_1200_v1,sdxeq_0095__phonefact_opus_nb_8k,3.4689903259277344e-05
phone_factorial_1200_v1,sdxeq_0096__phonefact_resample8k,4.887580871582031e-06
phone_factorial_1200_v1,sdxeq_0096__phonefact_g711_ulaw,1.519918441772461e-06
phone_factorial_1200_v1,sdxeq_0096__phonefact_g726_24k,1.6927719116210938e-05
phone_factorial_1200_v1,sdxeq_0096__phonefact_opus_nb_8k,2.9802322387695312e-08
phone_factorial_1200_v1,sdxeq_0097__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdxeq_0097__phonefact_g711_ulaw,4.172325134277344e-07
phone_factorial_1200_v1,sdxeq_0097__phonefact_g726_24k,4.172325134277344e-07
phone_factorial_1200_v1,sdxeq_0097__phonefact_opus_nb_8k,0.0
phone_factorial_1200_v1,sdxeq_0098__phonefact_resample8k,1.1920928955078125e-07
phone_factorial_1200_v1,sdxeq_0098__phonefact_g711_ulaw,1.138448715209961e-05
phone_factorial_1200_v1,sdxeq_0098__phonefact_g726_24k,6.854534149169922e-07
phone_factorial_1200_v1,sdxeq_0098__phonefact_opus_nb_8k,2.9802322387695312e-08
phone_factorial_1200_v1,sdxeq_0099__phonefact_resample8k,0.0036554038524627686
phone_factorial_1200_v1,sdxeq_0099__phonefact_g711_ulaw,0.005116879940032959
phone_factorial_1200_v1,sdxeq_0099__phonefact_g726_24k,2.8580427169799805e-05
phone_factorial_1200_v1,sdxeq_0099__phonefact_opus_nb_8k,5.960464477539063e-08
phone_factorial_1200_v1,sdm_real_0000__phonefact_resample8k,6.8247318267822266e-06
phone_factorial_1200_v1,sdm_real_0000__phonefact_g711_ulaw,7.361173629760742e-06
phone_factorial_1200_v1,sdm_real_0000__phonefact_g726_24k,1.3053417205810547e-05
phone_factorial_1200_v1,sdm_real_0000__phonefact_opus_nb_8k,2.4139881134033203e-06
phone_factorial_1200_v1,sdm_real_0001__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0001__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0001__phonefact_g726_24k,1.4901161193847656e-07
phone_factorial_1200_v1,sdm_real_0001__phonefact_opus_nb_8k,5.662441253662109e-07
phone_factorial_1200_v1,sdm_real_0002__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0002__phonefact_g711_ulaw,2.9802322387695312e-08
phone_factorial_1200_v1,sdm_real_0002__phonefact_g726_24k,1.1920928955078125e-07
phone_factorial_1200_v1,sdm_real_0002__phonefact_opus_nb_8k,1.7881393432617188e-07
phone_factorial_1200_v1,sdm_real_0003__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0003__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0003__phonefact_g726_24k,8.940696716308594e-08
phone_factorial_1200_v1,sdm_real_0003__phonefact_opus_nb_8k,2.950429916381836e-06
phone_factorial_1200_v1,sdm_real_0004__phonefact_resample8k,2.115964889526367e-06
phone_factorial_1200_v1,sdm_real_0004__phonefact_g711_ulaw,1.990795135498047e-05
phone_factorial_1200_v1,sdm_real_0004__phonefact_g726_24k,4.231929779052734e-06
phone_factorial_1200_v1,sdm_real_0004__phonefact_opus_nb_8k,5.424022674560547e-06
phone_factorial_1200_v1,sdm_real_0005__phonefact_resample8k,8.940696716308594e-08
phone_factorial_1200_v1,sdm_real_0005__phonefact_g711_ulaw,3.5762786865234375e-07
phone_factorial_1200_v1,sdm_real_0005__phonefact_g726_24k,1.7881393432617188e-07
phone_factorial_1200_v1,sdm_real_0005__phonefact_opus_nb_8k,8.910894393920898e-06
phone_factorial_1200_v1,sdm_real_0006__phonefact_resample8k,6.258487701416016e-07
phone_factorial_1200_v1,sdm_real_0006__phonefact_g711_ulaw,1.6093254089355469e-06
phone_factorial_1200_v1,sdm_real_0006__phonefact_g726_24k,2.7120113372802734e-06
phone_factorial_1200_v1,sdm_real_0006__phonefact_opus_nb_8k,1.4156103134155273e-05
phone_factorial_1200_v1,sdm_real_0007__phonefact_resample8k,3.466010093688965e-05
phone_factorial_1200_v1,sdm_real_0007__phonefact_g711_ulaw,5.1647424697875977e-05
phone_factorial_1200_v1,sdm_real_0007__phonefact_g726_24k,8.791685104370117e-05
phone_factorial_1200_v1,sdm_real_0007__phonefact_opus_nb_8k,3.516674041748047e-05
phone_factorial_1200_v1,sdm_real_0008__phonefact_resample8k,9.5367431640625e-07
phone_factorial_1200_v1,sdm_real_0008__phonefact_g711_ulaw,3.5762786865234375e-07
phone_factorial_1200_v1,sdm_real_0008__phonefact_g726_24k,8.043646812438965e-05
phone_factorial_1200_v1,sdm_real_0008__phonefact_opus_nb_8k,2.9146671295166016e-05
phone_factorial_1200_v1,sdm_real_0009__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0009__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0009__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdm_real_0009__phonefact_opus_nb_8k,5.960464477539062e-07
phone_factorial_1200_v1,sdm_real_0010__phonefact_resample8k,0.0006022453308105469
phone_factorial_1200_v1,sdm_real_0010__phonefact_g711_ulaw,0.00022146105766296387
phone_factorial_1200_v1,sdm_real_0010__phonefact_g726_24k,4.1812658309936523e-05
phone_factorial_1200_v1,sdm_real_0010__phonefact_opus_nb_8k,4.798173904418945e-06
phone_factorial_1200_v1,sdm_real_0011__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0011__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0011__phonefact_g726_24k,5.364418029785156e-07
phone_factorial_1200_v1,sdm_real_0011__phonefact_opus_nb_8k,2.8908252716064453e-06
phone_factorial_1200_v1,sdm_real_0012__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0012__phonefact_g711_ulaw,1.7881393432617188e-07
phone_factorial_1200_v1,sdm_real_0012__phonefact_g726_24k,3.159046173095703e-06
phone_factorial_1200_v1,sdm_real_0012__phonefact_opus_nb_8k,2.9802322387695312e-08
phone_factorial_1200_v1,sdm_real_0013__phonefact_resample8k,2.9802322387695312e-08
phone_factorial_1200_v1,sdm_real_0013__phonefact_g711_ulaw,1.1920928955078125e-07
phone_factorial_1200_v1,sdm_real_0013__phonefact_g726_24k,8.314847946166992e-06
phone_factorial_1200_v1,sdm_real_0013__phonefact_opus_nb_8k,8.940696716308594e-08
phone_factorial_1200_v1,sdm_real_0014__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0014__phonefact_g711_ulaw,2.205371856689453e-06
phone_factorial_1200_v1,sdm_real_0014__phonefact_g726_24k,9.086728096008301e-05
phone_factorial_1200_v1,sdm_real_0014__phonefact_opus_nb_8k,4.6819448471069336e-05
phone_factorial_1200_v1,sdm_real_0015__phonefact_resample8k,6.258487701416016e-07
phone_factorial_1200_v1,sdm_real_0015__phonefact_g711_ulaw,5.364418029785156e-07
phone_factorial_1200_v1,sdm_real_0015__phonefact_g726_24k,2.2351741790771484e-06
phone_factorial_1200_v1,sdm_real_0015__phonefact_opus_nb_8k,5.424022674560547e-05
phone_factorial_1200_v1,sdm_real_0016__phonefact_resample8k,2.4139881134033203e-06
phone_factorial_1200_v1,sdm_real_0016__phonefact_g711_ulaw,4.887580871582031e-06
phone_factorial_1200_v1,sdm_real_0016__phonefact_g726_24k,6.0498714447021484e-06
phone_factorial_1200_v1,sdm_real_0016__phonefact_opus_nb_8k,6.854534149169922e-07
phone_factorial_1200_v1,sdm_real_0017__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0017__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0017__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdm_real_0017__phonefact_opus_nb_8k,2.3245811462402344e-06
phone_factorial_1200_v1,sdm_real_0018__phonefact_resample8k,4.172325134277344e-07
phone_factorial_1200_v1,sdm_real_0018__phonefact_g711_ulaw,1.7881393432617188e-07
phone_factorial_1200_v1,sdm_real_0018__phonefact_g726_24k,6.854534149169922e-07
phone_factorial_1200_v1,sdm_real_0018__phonefact_opus_nb_8k,0.0
phone_factorial_1200_v1,sdm_real_0019__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0019__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0019__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdm_real_0019__phonefact_opus_nb_8k,1.7881393432617188e-07
phone_factorial_1200_v1,sdm_real_0020__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0020__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0020__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdm_real_0020__phonefact_opus_nb_8k,3.400444984436035e-05
phone_factorial_1200_v1,sdm_real_0021__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0021__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0021__phonefact_g726_24k,5.960464477539063e-08
phone_factorial_1200_v1,sdm_real_0021__phonefact_opus_nb_8k,0.0007923245429992676
phone_factorial_1200_v1,sdm_real_0022__phonefact_resample8k,7.748603820800781e-07
phone_factorial_1200_v1,sdm_real_0022__phonefact_g711_ulaw,5.662441253662109e-07
phone_factorial_1200_v1,sdm_real_0022__phonefact_g726_24k,9.953975677490234e-06
phone_factorial_1200_v1,sdm_real_0022__phonefact_opus_nb_8k,0.0005118250846862793
phone_factorial_1200_v1,sdm_real_0023__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0023__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0023__phonefact_g726_24k,8.940696716308594e-07
phone_factorial_1200_v1,sdm_real_0023__phonefact_opus_nb_8k,7.450580596923828e-07
phone_factorial_1200_v1,sdm_real_0024__phonefact_resample8k,3.2782554626464844e-07
phone_factorial_1200_v1,sdm_real_0024__phonefact_g711_ulaw,2.980232238769531e-07
phone_factorial_1200_v1,sdm_real_0024__phonefact_g726_24k,4.172325134277344e-07
phone_factorial_1200_v1,sdm_real_0024__phonefact_opus_nb_8k,1.4901161193847656e-07
phone_factorial_1200_v1,sdm_real_0025__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0025__phonefact_g711_ulaw,2.980232238769531e-07
phone_factorial_1200_v1,sdm_real_0025__phonefact_g726_24k,8.940696716308594e-08
phone_factorial_1200_v1,sdm_real_0025__phonefact_opus_nb_8k,0.0
phone_factorial_1200_v1,sdm_real_0026__phonefact_resample8k,3.635883331298828e-05
phone_factorial_1200_v1,sdm_real_0026__phonefact_g711_ulaw,2.2649765014648438e-05
phone_factorial_1200_v1,sdm_real_0026__phonefact_g726_24k,0.002250880002975464
phone_factorial_1200_v1,sdm_real_0026__phonefact_opus_nb_8k,8.07642936706543e-06
phone_factorial_1200_v1,sdm_real_0027__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0027__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0027__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdm_real_0027__phonefact_opus_nb_8k,3.0994415283203125e-06
phone_factorial_1200_v1,sdm_real_0028__phonefact_resample8k,2.115964889526367e-06
phone_factorial_1200_v1,sdm_real_0028__phonefact_g711_ulaw,1.0848045349121094e-05
phone_factorial_1200_v1,sdm_real_0028__phonefact_g726_24k,4.342198371887207e-05
phone_factorial_1200_v1,sdm_real_0028__phonefact_opus_nb_8k,0.0009100139141082764
phone_factorial_1200_v1,sdm_real_0029__phonefact_resample8k,2.9802322387695312e-08
phone_factorial_1200_v1,sdm_real_0029__phonefact_g711_ulaw,6.258487701416016e-07
phone_factorial_1200_v1,sdm_real_0029__phonefact_g726_24k,0.00022622942924499512
phone_factorial_1200_v1,sdm_real_0029__phonefact_opus_nb_8k,8.642673492431641e-07
phone_factorial_1200_v1,sdm_real_0030__phonefact_resample8k,2.9802322387695312e-08
phone_factorial_1200_v1,sdm_real_0030__phonefact_g711_ulaw,1.1920928955078125e-07
phone_factorial_1200_v1,sdm_real_0030__phonefact_g726_24k,9.238719940185547e-07
phone_factorial_1200_v1,sdm_real_0030__phonefact_opus_nb_8k,6.407499313354492e-06
phone_factorial_1200_v1,sdm_real_0031__phonefact_resample8k,6.943941116333008e-06
phone_factorial_1200_v1,sdm_real_0031__phonefact_g711_ulaw,3.7610530853271484e-05
phone_factorial_1200_v1,sdm_real_0031__phonefact_g726_24k,3.5762786865234375e-07
phone_factorial_1200_v1,sdm_real_0031__phonefact_opus_nb_8k,1.0728836059570312e-06
phone_factorial_1200_v1,sdm_real_0032__phonefact_resample8k,1.430511474609375e-06
phone_factorial_1200_v1,sdm_real_0032__phonefact_g711_ulaw,7.450580596923828e-07
phone_factorial_1200_v1,sdm_real_0032__phonefact_g726_24k,3.8743019104003906e-07
phone_factorial_1200_v1,sdm_real_0032__phonefact_opus_nb_8k,7.000565528869629e-05
phone_factorial_1200_v1,sdm_real_0033__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0033__phonefact_g711_ulaw,2.086162567138672e-07
phone_factorial_1200_v1,sdm_real_0033__phonefact_g726_24k,4.76837158203125e-07
phone_factorial_1200_v1,sdm_real_0033__phonefact_opus_nb_8k,7.450580596923828e-07
phone_factorial_1200_v1,sdm_real_0034__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0034__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0034__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdm_real_0034__phonefact_opus_nb_8k,1.1324882507324219e-05
phone_factorial_1200_v1,sdm_real_0035__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0035__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0035__phonefact_g726_24k,1.341104507446289e-06
phone_factorial_1200_v1,sdm_real_0035__phonefact_opus_nb_8k,0.004434853792190552
phone_factorial_1200_v1,sdm_real_0036__phonefact_resample8k,2.086162567138672e-07
phone_factorial_1200_v1,sdm_real_0036__phonefact_g711_ulaw,2.980232238769531e-07
phone_factorial_1200_v1,sdm_real_0036__phonefact_g726_24k,5.364418029785156e-07
phone_factorial_1200_v1,sdm_real_0036__phonefact_opus_nb_8k,3.412365913391113e-05
phone_factorial_1200_v1,sdm_real_0037__phonefact_resample8k,6.0170888900756836e-05
phone_factorial_1200_v1,sdm_real_0037__phonefact_g711_ulaw,0.0006303787231445312
phone_factorial_1200_v1,sdm_real_0037__phonefact_g726_24k,4.851818084716797e-05
phone_factorial_1200_v1,sdm_real_0037__phonefact_opus_nb_8k,0.00025847554206848145
phone_factorial_1200_v1,sdm_real_0038__phonefact_resample8k,2.384185791015625e-07
phone_factorial_1200_v1,sdm_real_0038__phonefact_g711_ulaw,1.7881393432617188e-06
phone_factorial_1200_v1,sdm_real_0038__phonefact_g726_24k,5.960464477539063e-08
phone_factorial_1200_v1,sdm_real_0038__phonefact_opus_nb_8k,6.854534149169922e-07
phone_factorial_1200_v1,sdm_real_0039__phonefact_resample8k,1.4901161193847656e-07
phone_factorial_1200_v1,sdm_real_0039__phonefact_g711_ulaw,5.364418029785156e-07
phone_factorial_1200_v1,sdm_real_0039__phonefact_g726_24k,5.0067901611328125e-06
phone_factorial_1200_v1,sdm_real_0039__phonefact_opus_nb_8k,7.212162017822266e-06
phone_factorial_1200_v1,sdm_real_0040__phonefact_resample8k,2.9802322387695312e-08
phone_factorial_1200_v1,sdm_real_0040__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0040__phonefact_g726_24k,1.519918441772461e-06
phone_factorial_1200_v1,sdm_real_0040__phonefact_opus_nb_8k,1.093745231628418e-05
phone_factorial_1200_v1,sdm_real_0041__phonefact_resample8k,1.1920928955078125e-07
phone_factorial_1200_v1,sdm_real_0041__phonefact_g711_ulaw,1.1920928955078125e-07
phone_factorial_1200_v1,sdm_real_0041__phonefact_g726_24k,8.940696716308594e-07
phone_factorial_1200_v1,sdm_real_0041__phonefact_opus_nb_8k,9.804964065551758e-06
phone_factorial_1200_v1,sdm_real_0042__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0042__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0042__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdm_real_0042__phonefact_opus_nb_8k,1.2159347534179688e-05
phone_factorial_1200_v1,sdm_real_0043__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0043__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0043__phonefact_g726_24k,1.341104507446289e-06
phone_factorial_1200_v1,sdm_real_0043__phonefact_opus_nb_8k,2.384185791015625e-06
phone_factorial_1200_v1,sdm_real_0044__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0044__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0044__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdm_real_0044__phonefact_opus_nb_8k,9.238719940185547e-07
phone_factorial_1200_v1,sdm_real_0045__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0045__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0045__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdm_real_0045__phonefact_opus_nb_8k,1.5497207641601562e-06
phone_factorial_1200_v1,sdm_real_0046__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0046__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0046__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdm_real_0046__phonefact_opus_nb_8k,1.3709068298339844e-06
phone_factorial_1200_v1,sdm_real_0047__phonefact_resample8k,7.748603820800781e-07
phone_factorial_1200_v1,sdm_real_0047__phonefact_g711_ulaw,1.6391277313232422e-06
phone_factorial_1200_v1,sdm_real_0047__phonefact_g726_24k,7.748603820800781e-07
phone_factorial_1200_v1,sdm_real_0047__phonefact_opus_nb_8k,6.616115570068359e-06
phone_factorial_1200_v1,sdm_real_0048__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0048__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0048__phonefact_g726_24k,0.0
phone_factorial_1200_v1,sdm_real_0048__phonefact_opus_nb_8k,2.086162567138672e-07
phone_factorial_1200_v1,sdm_real_0049__phonefact_resample8k,0.0
phone_factorial_1200_v1,sdm_real_0049__phonefact_g711_ulaw,0.0
phone_factorial_1200_v1,sdm_real_0049__phonefact_g726_24k,1.1920928955078125e-07
phone_factorial_1200_v1,sdm_real_0049__phonefact_opus_nb_8k,7.203221321105957e-05
phone_factorial_1200_v1,sdm_fake_0000__phonefact_resample8k,0.003320455551147461
phone_factorial_1200_v1,sdm_fake_0000__phonefact_g711_ulaw,0.0011908113956451416
phone_factorial_1200_v1,sdm_fake_0000__phonefact_g726_24k,0.0012688636779785156
phone_factorial_1200_v1,sdm_fake_0000__phonefact_opus_nb_8k,4.5299530029296875e-06
phone_factorial_1200_v1,sdm_fake_0001__phonefact_resample8k,0.004552096128463745
phone_factorial_1200_v1,sdm_fake_0001__phonefact_g711_ulaw,0.007607787847518921
phone_factorial_1200_v1,sdm_fake_0001__phonefact_g726_24k,0.0027951598167419434
phone_factorial_1200_v1,sdm_fake_0001__phonefact_opus_nb_8k,5.179643630981445e-05
phone_factorial_1200_v1,sdm_fake_0002__phonefact_resample8k,0.026031136512756348
phone_factorial_1200_v1,sdm_fake_0002__phonefact_g711_ulaw,0.06756982207298279
phone_factorial_1200_v1,sdm_fake_0002__phonefact_g726_24k,0.0183560848236084
phone_factorial_1200_v1,sdm_fake_0002__phonefact_opus_nb_8k,8.553266525268555e-06
phone_factorial_1200_v1,sdm_fake_0003__phonefact_resample8k,0.011301815509796143
phone_factorial_1200_v1,sdm_fake_0003__phonefact_g711_ulaw,0.007791012525558472
phone_factorial_1200_v1,sdm_fake_0003__phonefact_g726_24k,0.0025659799575805664
phone_factorial_1200_v1,sdm_fake_0003__phonefact_opus_nb_8k,7.212162017822266e-06
phone_factorial_1200_v1,sdm_fake_0004__phonefact_resample8k,0.27774280309677124
phone_factorial_1200_v1,sdm_fake_0004__phonefact_g711_ulaw,0.12641611695289612
phone_factorial_1200_v1,sdm_fake_0004__phonefact_g726_24k,0.019202500581741333
phone_factorial_1200_v1,sdm_fake_0004__phonefact_opus_nb_8k,0.00040221214294433594
phone_factorial_1200_v1,sdm_fake_0005__phonefact_resample8k,0.5289087295532227
phone_factorial_1200_v1,sdm_fake_0005__phonefact_g711_ulaw,0.4445505142211914
phone_factorial_1200_v1,sdm_fake_0005__phonefact_g726_24k,0.018845468759536743
phone_factorial_1200_v1,sdm_fake_0005__phonefact_opus_nb_8k,0.0010464787483215332
phone_factorial_1200_v1,sdm_fake_0006__phonefact_resample8k,0.00025793910026550293
phone_factorial_1200_v1,sdm_fake_0006__phonefact_g711_ulaw,0.0022232532501220703
phone_factorial_1200_v1,sdm_fake_0006__phonefact_g726_24k,0.004628509283065796
phone_factorial_1200_v1,sdm_fake_0006__phonefact_opus_nb_8k,9.655952453613281e-06
phone_factorial_1200_v1,sdm_fake_0007__phonefact_resample8k,0.06643551588058472
phone_factorial_1200_v1,sdm_fake_0007__phonefact_g711_ulaw,0.19904014468193054
phone_factorial_1200_v1,sdm_fake_0007__phonefact_g726_24k,0.02037602663040161
phone_factorial_1200_v1,sdm_fake_0007__phonefact_opus_nb_8k,7.56382942199707e-05
phone_factorial_1200_v1,sdm_fake_0008__phonefact_resample8k,0.032025694847106934
phone_factorial_1200_v1,sdm_fake_0008__phonefact_g711_ulaw,0.0755714476108551
phone_factorial_1200_v1,sdm_fake_0008__phonefact_g726_24k,0.043382883071899414
phone_factorial_1200_v1,sdm_fake_0008__phonefact_opus_nb_8k,2.1278858184814453e-05
phone_factorial_1200_v1,sdm_fake_0009__phonefact_resample8k,0.6696710586547852
phone_factorial_1200_v1,sdm_fake_0009__phonefact_g711_ulaw,0.307869017124176
