BASE_ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,MIX_MODE,COMPONENT_CASE,EVAL_CELL,VOICE_SOURCE_KIND,VOICE_SOURCE_ID,VOICE_SPEAKER,VOICE_CONTENT_ID,VOICE_REFERENCE_ID,VOICE_REFERENCE_SPEAKER,VOICE_GENERATOR,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,VOICE_PARQUET_SHARD,REPLAY_PLAYER,REPLAY_RECORDER,REPLAY_DISTANCE,MUSIC_SOURCE_KIND,MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_PLATFORM,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,SONICS_ORIGINAL_ARCHIVE_MEMBER,MUSIC_VOCAL_SCREEN,SNR_DB,OVERLAP_FRACTION,ORDER,GAP_SECONDS,SOURCE_DATASET,PROVENANCE_MODE
atbv9_0043,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_MusicGen_medium_WQsuFvw43RA,fmc:WQsuFvw43RA,MusicGen_medium,FakeMusicCaps,FM_MusicGen_medium_WQsuFvw43RA,unmixed_dataset/eval/FM_MusicGen_medium_WQsuFvw43RA.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0044,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_mustango_XYOnq7ju7o0,fmc:XYOnq7ju7o0,mustango,FakeMusicCaps,FM_mustango_XYOnq7ju7o0,unmixed_dataset/eval/FM_mustango_XYOnq7ju7o0.wav,,presence_only_semantic_pending_v9,,0.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0045,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_stable_audio_open_HXG8DnTpyPc,fmc:HXG8DnTpyPc,stable_audio_open,FakeMusicCaps,FM_stable_audio_open_HXG8DnTpyPc,unmixed_dataset/eval/FM_stable_audio_open_HXG8DnTpyPc.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0046,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_audioldm2_tsdNl72WVs4,fmc:tsdNl72WVs4,audioldm2,FakeMusicCaps,FM_audioldm2_tsdNl72WVs4,unmixed_dataset/eval/FM_audioldm2_tsdNl72WVs4.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0047,1,,1,0,1,music,music_only,music_fake,music_only__music_fake,,,,,,,,,,,,,,fakemusiccaps_instrumental,FM_musicldm_Q0VVfneN8MI,fmc:Q0VVfneN8MI,musicldm,FakeMusicCaps,FM_musicldm_Q0VVfneN8MI,unmixed_dataset/eval/FM_musicldm_Q0VVfneN8MI.wav,,presence_only_semantic_pending_v9,,0.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0048,0,0,0,1,1,mixed,concurrent,RR,concurrent__RR,echofake_real,echofake:EF_D_00013,6427005362421610f9a24a132ec929c74cad6d7542bdf84d2e8e3eaa55a5654e0cdb4c9a15703aed754eead4fa1ed648193660ad42069b3841e7c331e6944117,common_voice_en_23941196.mp3,,,bonafide,EF_D_00013,echofake_voice/EF_D_00013.flac,dev-00000-of-00001.parquet,,,,fma_instrumental,037041,fma:37041,FMA,FMA,RM_037_037041,unmixed_dataset/eval/RM_037_037041.wav,,presence_only_semantic_pending_v9,-10,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0049,0,0,0,1,1,mixed,concurrent,RR,concurrent__RR,echofake_real,echofake:EF_O_05821,6aea0ab4c4306dc8ccd6728485b1b75013e6a1a79e78ac874cabd3d1dd197b12c9db9b3f079640837302486e841944b7763757b27fa2ed549163db19d2c9ca1b,common_voice_en_32199410.mp3,,,bonafide,EF_O_05821,echofake_voice/EF_O_05821.flac,open_set_eval-00000-of-00003.parquet,,,,fma_instrumental,112495,fma:112495,FMA,FMA,RM_112_112495,unmixed_dataset/eval/RM_112_112495.wav,,presence_only_semantic_pending_v9,-5,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0050,0,0,0,1,1,mixed,concurrent,RR,concurrent__RR,echofake_real,echofake:EF_O_06213,b07af52b12e125547a580f5b5a7a8b7e92edd3e6ece1d099cff9b7b3d430bd48cb497b323ee88946eb7ed804b81c1f3f7034cd29f10a8c908777be778cfa0490,common_voice_en_35734330.mp3,,,bonafide,EF_O_06213,echofake_voice/EF_O_06213.flac,open_set_eval-00000-of-00003.parquet,,,,fma_instrumental,036330,fma:36330,FMA,FMA,RM_036_036330,unmixed_dataset/eval/RM_036_036330.wav,,presence_only_semantic_pending_v9,10,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0051,0,0,0,1,1,mixed,concurrent,RR,concurrent__RR,echofake_real,echofake:EF_O_05946,8523d1c63371fcde3225f311e57b6a9ce6aae37f30ca1cd595a7f71cf3ba896827c1df0943978304010cb29f0208c6f2c877dacbd2e9b74515a71e53656798bb,common_voice_en_19785997.mp3,,,bonafide,EF_O_05946,echofake_voice/EF_O_05946.flac,open_set_eval-00000-of-00003.parquet,,,,fma_instrumental,046026,fma:46026,FMA,FMA,RM_046_046026,unmixed_dataset/eval/RM_046_046026.wav,,presence_only_semantic_pending_v9,-5,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0052,0,0,0,1,1,mixed,concurrent,RR,concurrent__RR,echofake_real,echofake:EF_O_02887,0122fcfab45bcd43be81868c17c20b75885b1fba0122269dd1e9041e7baab64b5c8394dbb46c1f8c194af7fbe3b486b3d8b14f3f18fab6be391f423b33d0d44b,common_voice_en_19641225.mp3,,,bonafide,EF_O_02887,echofake_voice/EF_O_02887.flac,open_set_eval-00000-of-00003.parquet,,,,fma_instrumental,059580,fma:59580,FMA,FMA,RM_059_059580,unmixed_dataset/eval/RM_059_059580.wav,,presence_only_semantic_pending_v9,5,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0053,0,0,0,1,1,mixed,concurrent,RR,concurrent__RR,echofake_real,echofake:EF_O_00444,012c74d60833feafdc9059833cb98d14e9f1d58bbd65f1cd799d191a8eac3b528298af98edeb895f6278967dcf0c16cc8259efc0ea2ecd0540a8a0e66cddf58f,common_voice_en_19701423.mp3,,,bonafide,EF_O_00444,echofake_voice/EF_O_00444.flac,open_set_eval-00000-of-00003.parquet,,,,fma_instrumental,054032,fma:54032,FMA,FMA,RM_054_054032,unmixed_dataset/eval/RM_054_054032.wav,,presence_only_semantic_pending_v9,10,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0054,1,0,1,1,1,mixed,concurrent,RF,concurrent__RF,echofake_real,echofake:EF_O_02069,eaab3546aa4dfe945f1bf8921ed502eaa306bafe468a3d60c62d7aca997a2043d7a525305524683e4c3bb90cb095cc546ac4b17a33ff54c162222a9d04971bf8,common_voice_en_24172513.mp3,,,bonafide,EF_O_02069,echofake_voice/EF_O_02069.flac,open_set_eval-00000-of-00003.parquet,,,,fakemusiccaps_instrumental,FM_MusicGen_medium_Vci2eZYzA-c,fmc:Vci2eZYzA-c,MusicGen_medium,FakeMusicCaps,FM_MusicGen_medium_Vci2eZYzA-c,unmixed_dataset/eval/FM_MusicGen_medium_Vci2eZYzA-c.wav,,presence_only_semantic_pending_v9,-10,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0055,1,0,1,1,1,mixed,concurrent,RF,concurrent__RF,echofake_real,echofake:EF_O_02690,5560ae0e93452df2f8353dd42742da027f402a9d1142eff76ee3fb4499c137d360da4b0283da3eb997753c8931ad5371fa004291735f9969aaf4dfb893f11cd3,common_voice_en_24827615.mp3,,,bonafide,EF_O_02690,echofake_voice/EF_O_02690.flac,open_set_eval-00000-of-00003.parquet,,,,fakemusiccaps_instrumental,FM_mustango_tnJb9WyhCUc,fmc:tnJb9WyhCUc,mustango,FakeMusicCaps,FM_mustango_tnJb9WyhCUc,unmixed_dataset/eval/FM_mustango_tnJb9WyhCUc.wav,,presence_only_semantic_pending_v9,5,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0056,1,0,1,1,1,mixed,concurrent,RF,concurrent__RF,echofake_real,echofake:EF_O_05163,01482cdf24f816b9fdd5a62505e735600a1694fb4979bb547e4e3e902ac4a6bfe3df47fcc6c854b627686e7c883d3ba58c2059d20e9052953120f0dc406597fa,common_voice_en_22958065.mp3,,,bonafide,EF_O_05163,echofake_voice/EF_O_05163.flac,open_set_eval-00000-of-00003.parquet,,,,fakemusiccaps_instrumental,FM_stable_audio_open_uUNlJ4KZTPE,fmc:uUNlJ4KZTPE,stable_audio_open,FakeMusicCaps,FM_stable_audio_open_uUNlJ4KZTPE,unmixed_dataset/eval/FM_stable_audio_open_uUNlJ4KZTPE.wav,,presence_only_semantic_pending_v9,5,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0057,1,0,1,1,1,mixed,concurrent,RF,concurrent__RF,echofake_real,echofake:EF_O_03229,660f86e0eff3c7c02c622c9c8ce112f205898bf197b481df76a312b8e2aee57f2b43e1e4fd11109b98286d6c0b32dc7c0bde80062364ab0c79f3854e086deee6,common_voice_en_32518918.mp3,,,bonafide,EF_O_03229,echofake_voice/EF_O_03229.flac,open_set_eval-00000-of-00003.parquet,,,,fakemusiccaps_instrumental,FM_audioldm2_cX926M1_LqM,fmc:cX926M1_LqM,audioldm2,FakeMusicCaps,FM_audioldm2_cX926M1_LqM,unmixed_dataset/eval/FM_audioldm2_cX926M1_LqM.wav,,presence_only_semantic_pending_v9,10,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0058,1,0,1,1,1,mixed,concurrent,RF,concurrent__RF,echofake_real,echofake:EF_O_03987,6f8e247285d32fe751b85ff0319358f1a660d774f27fbc04f9341dbc44fdb9812b0380d302e9696173860e05b71c18d16ef31e64baf00aa590beddc340e32a86,common_voice_en_19637585.mp3,,,bonafide,EF_O_03987,echofake_voice/EF_O_03987.flac,open_set_eval-00000-of-00003.parquet,,,,fakemusiccaps_instrumental,FM_musicldm_OAl2EjbdQG8,fmc:OAl2EjbdQG8,musicldm,FakeMusicCaps,FM_musicldm_OAl2EjbdQG8,unmixed_dataset/eval/FM_musicldm_OAl2EjbdQG8.wav,,presence_only_semantic_pending_v9,0,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0059,1,0,1,1,1,mixed,concurrent,RF,concurrent__RF,echofake_real,echofake:EF_O_01493,6826f2291c641ff06c2e76c14505534a558426c9177c10882a737997727785659348a539ad62c66f3201fdf35310c43862f15251459c16ee3617aa556d28b6b8,common_voice_en_23843695.mp3,,,bonafide,EF_O_01493,echofake_voice/EF_O_01493.flac,open_set_eval-00000-of-00003.parquet,,,,fakemusiccaps_instrumental,FM_MusicGen_medium_E29kpquu8W4,fmc:E29kpquu8W4,MusicGen_medium,FakeMusicCaps,FM_MusicGen_medium_E29kpquu8W4,unmixed_dataset/eval/FM_MusicGen_medium_E29kpquu8W4.wav,,presence_only_semantic_pending_v9,0,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0060,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,echofake_replay,echofake:EF_O_21404,7d2f5d94f6674a95ee62fd02deab2400f8e25ed102cd65e3f318fe64f02bfef6c290e34e6269da6baeba9c5ac5ff5b536e601bf7256c650621ffff8ea9788ff6,common_voice_en_23452492.mp3,common_voice_en_23452492.mp3,6c378e386045c06fa7cb5960f982ff1443b6207ee6dce8906c0e74b02628423a348bcc069e4dab3f33459f594361a60330a4635698ee3b68808f1d72bc316e3b,replay:CosyVoice2,EF_O_21404,echofake_voice/EF_O_21404.flac,open_set_eval-00002-of-00003.parquet,Xiaomi 13 Ultra,Wired Earbuds With Microphone,30cm,fma_instrumental,026583,fma:26583,FMA,FMA,RM_026_026583,unmixed_dataset/eval/RM_026_026583.wav,,presence_only_semantic_pending_v9,-5,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0061,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,echofake_replay,echofake:EF_O_25365,25bf649104062d95a3a3152c80dc3ec0aeeccf50fd167b9d54a31af2ee5a504cf11cbfb914554d7eb3a182513823ddfa4666b7cff49cc2975b642be9fb99d071,common_voice_en_23369553.mp3,common_voice_en_23369553.mp3,bc7364cea65df9cae179405c482017c2162e4f1f91a153ea77ae41db2755b2498f919252df3598ddb1d6b22b82425c9a4a302c735d445c8f225fcdf5215fbf11,replay:IndexTTS,EF_O_25365,echofake_voice/EF_O_25365.flac,open_set_eval-00002-of-00003.parquet,Edifier MR4 Powered Studio Monitor Speakers,MacBook Pro 14-inch 2021,30cm,fma_instrumental,020361,fma:20361,FMA,FMA,RM_020_020361,unmixed_dataset/eval/RM_020_020361.wav,,presence_only_semantic_pending_v9,-5,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0062,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,echofake_replay,echofake:EF_O_25594,fffc240b81001ceb15be7eaf84e918a9e8105b8699fadae5a63c27d0b77f8ae275cedd4c8b257ccbaeef2a569dd15750c10ecdfe40130c09e7c45131d107ce91,common_voice_en_24286012.mp3,common_voice_en_24286012.mp3,32e100352f08fed1d691558a6fe313f3b3bd13ee580bba61afb87d5e20bb5b8d6a9110dff78645259d8e6a48bf220eb2bd784286cc67a8a565051ed3fed74dea,replay:OpenVoice-V2,EF_O_25594,echofake_voice/EF_O_25594.flac,open_set_eval-00002-of-00003.parquet,Edifier MR4 Powered Studio Monitor Speakers,Xiaomi 13 Ultra,30cm,fma_instrumental,023821,fma:23821,FMA,FMA,RM_023_023821,unmixed_dataset/eval/RM_023_023821.wav,,presence_only_semantic_pending_v9,5,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0063,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,echofake_replay,echofake:EF_T_03965,3b97dd5c9db498daa7f62739105a62eeab8abd29b2765e3055ea9aed55f7bd85a0e7a4a5a61ffd24b32b88445c2fffa311b5a622fcd00166f84101306ec2134f,common_voice_en_32838804.mp3,common_voice_en_32838804.mp3,0feb9485d2bebbd308c68f8618b70d780d750208d04afd768400a369f2d239c0f0f5c32d6face1cebf2e1bb2dc073b60c83cf0d44f67048351fdfd2eb1914ae6,replay:XTTS-v2,EF_T_03965,echofake_voice/EF_T_03965.flac,dev-00000-of-00001.parquet,iPad Mini (7th generation),iPhone 13 mini,15cm,fma_instrumental,007193,fma:7193,FMA,FMA,RM_007_007193,unmixed_dataset/eval/RM_007_007193.wav,,presence_only_semantic_pending_v9,10,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0064,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,echofake_replay,echofake:EF_T_03132,68d1cd05bd2baf518a6d06e20c29b506a26072d3612e390c3552cc8953479fcd117b2741c59cefe20602943ebf32b92615ec29f7c22866c28048af85abdb93e0,common_voice_en_19641208.mp3,common_voice_en_19641208.mp3,dd79f5e1d698d571d7853a150d200f50ded0e8c29cd1c52f292810cd9c52181898a0d4be92be26c5be50d6745461d828536b88385b78549feb240426356ad957,replay:OpenAudio-S1-mini,EF_T_03132,echofake_voice/EF_T_03132.flac,dev-00000-of-00001.parquet,MacBook Pro 14-inch 2021,Samsung Galaxy A54,15cm,fma_instrumental,092884,fma:92884,FMA,FMA,RM_092_092884,unmixed_dataset/eval/RM_092_092884.wav,,presence_only_semantic_pending_v9,-5,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0065,1,1,0,1,1,mixed,concurrent,FR,concurrent__FR,echofake_replay,echofake:EF_T_03719,80e5fdd0808bbda9d695c743b5046c81739538d8398f2686fe4b36ca71f055a7cc8e5445f4ac8e41bbbe09c9f01ad6e6bf9e083ec42a8d15655c1b76825dce57,common_voice_en_20183566.mp3,common_voice_en_20183566.mp3,a784bad651064990f037d24599b99acbb6146378b40be75cd9dcca4a1d5e19956e3640573ccae016dd09201067c361f23e13c5380c65d8a096e3f5d6ced8733c,replay:StyleTTS2,EF_T_03719,echofake_voice/EF_T_03719.flac,dev-00000-of-00001.parquet,MacBook Pro 14-inch 2021,iPhone 13 mini,15cm,fma_instrumental,147411,fma:147411,FMA,FMA,RM_147_147411,unmixed_dataset/eval/RM_147_147411.wav,,presence_only_semantic_pending_v9,0,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0066,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,sonics_joint_original,sonics-vocal:FM_fake_songs_wav_fake_50482_suno_0,sonics-vocal:sonics:50482,sonics:50482,,,sonics:chirp-v2-xxl-alpha:vocal,FM_fake_songs_wav_fake_50482_suno_0,unmixed_dataset/eval/FM_fake_songs_wav_fake_50482_suno_0.wav,,,,,sonics_joint_original,sonics-music:FM_fake_songs_wav_fake_50482_suno_0,sonics:50482,sonics:chirp-v2-xxl-alpha,suno,FM_fake_songs_wav_fake_50482_suno_0,unmixed_dataset/eval/FM_fake_songs_wav_fake_50482_suno_0.wav,unmixed_dataset/eval/FM_fake_songs_wav_fake_50482_suno_0.wav,presence_only_semantic_pending_v9,-10,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0067,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,sonics_joint_original,sonics-vocal:FM_fake_songs_wav_fake_53273_suno_1,sonics-vocal:sonics:53273,sonics:53273,,,sonics:chirp-v3.5:vocal,FM_fake_songs_wav_fake_53273_suno_1,unmixed_dataset/eval/FM_fake_songs_wav_fake_53273_suno_1.wav,,,,,sonics_joint_original,sonics-music:FM_fake_songs_wav_fake_53273_suno_1,sonics:53273,sonics:chirp-v3.5,suno,FM_fake_songs_wav_fake_53273_suno_1,unmixed_dataset/eval/FM_fake_songs_wav_fake_53273_suno_1.wav,unmixed_dataset/eval/FM_fake_songs_wav_fake_53273_suno_1.wav,presence_only_semantic_pending_v9,0,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0068,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,sonics_joint_original,sonics-vocal:FM_fake_songs_wav_fake_16717_suno_1,sonics-vocal:sonics:16717,sonics:16717,,,sonics:chirp-v3:vocal,FM_fake_songs_wav_fake_16717_suno_1,unmixed_dataset/eval/FM_fake_songs_wav_fake_16717_suno_1.wav,,,,,sonics_joint_original,sonics-music:FM_fake_songs_wav_fake_16717_suno_1,sonics:16717,sonics:chirp-v3,suno,FM_fake_songs_wav_fake_16717_suno_1,unmixed_dataset/eval/FM_fake_songs_wav_fake_16717_suno_1.wav,unmixed_dataset/eval/FM_fake_songs_wav_fake_16717_suno_1.wav,presence_only_semantic_pending_v9,-5,1.0,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0069,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,sonics_joint_original,sonics-vocal:FM_fake_songs_wav_fake_17138_udio_0,sonics-vocal:sonics:17138,sonics:17138,,,sonics:udio-30s:vocal,FM_fake_songs_wav_fake_17138_udio_0,unmixed_dataset/eval/FM_fake_songs_wav_fake_17138_udio_0.wav,,,,,sonics_joint_original,sonics-music:FM_fake_songs_wav_fake_17138_udio_0,sonics:17138,sonics:udio-30s,udio,FM_fake_songs_wav_fake_17138_udio_0,unmixed_dataset/eval/FM_fake_songs_wav_fake_17138_udio_0.wav,unmixed_dataset/eval/FM_fake_songs_wav_fake_17138_udio_0.wav,presence_only_semantic_pending_v9,-5,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0070,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,sonics_joint_original,sonics-vocal:FM_fake_songs_wav_fake_31458_udio_1,sonics-vocal:sonics:31458,sonics:31458,,,sonics:udio-120s:vocal,FM_fake_songs_wav_fake_31458_udio_1,unmixed_dataset/eval/FM_fake_songs_wav_fake_31458_udio_1.wav,,,,,sonics_joint_original,sonics-music:FM_fake_songs_wav_fake_31458_udio_1,sonics:31458,sonics:udio-120s,udio,FM_fake_songs_wav_fake_31458_udio_1,unmixed_dataset/eval/FM_fake_songs_wav_fake_31458_udio_1.wav,unmixed_dataset/eval/FM_fake_songs_wav_fake_31458_udio_1.wav,presence_only_semantic_pending_v9,10,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0071,1,1,1,1,1,mixed,concurrent,FF,concurrent__FF,sonics_joint_original,sonics-vocal:FM_fake_songs_wav_fake_16235_suno_0,sonics-vocal:sonics:16235,sonics:16235,,,sonics:chirp-v2-xxl-alpha:vocal,FM_fake_songs_wav_fake_16235_suno_0,unmixed_dataset/eval/FM_fake_songs_wav_fake_16235_suno_0.wav,,,,,sonics_joint_original,sonics-music:FM_fake_songs_wav_fake_16235_suno_0,sonics:16235,sonics:chirp-v2-xxl-alpha,suno,FM_fake_songs_wav_fake_16235_suno_0,unmixed_dataset/eval/FM_fake_songs_wav_fake_16235_suno_0.wav,unmixed_dataset/eval/FM_fake_songs_wav_fake_16235_suno_0.wav,presence_only_semantic_pending_v9,10,1.0,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0072,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,echofake_real,echofake:EF_O_00920,7e0dbdcd0769078f376bdb0edf3a7687ca23cf5a746c50c51c1855090b648bed2d66fa97705b087edc5b82d222849fc7f3c31330408abc20c65748337e5975b0,common_voice_en_31747859.mp3,,,bonafide,EF_O_00920,echofake_voice/EF_O_00920.flac,open_set_eval-00000-of-00003.parquet,,,,fma_instrumental,024807,fma:24807,FMA,FMA,RM_024_024807,unmixed_dataset/eval/RM_024_024807.wav,,presence_only_semantic_pending_v9,10,0.5,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0073,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,echofake_real,echofake:EF_O_04130,f6ea6db7f2d7fd09411fc166a29a7c0b8dc97a16298c774623011ac8e903244594c49f16296632a0be0813460aca1ff7e19531e74dac3809b1f5d631dd2be856,common_voice_en_26355317.mp3,,,bonafide,EF_O_04130,echofake_voice/EF_O_04130.flac,open_set_eval-00000-of-00003.parquet,,,,fma_instrumental,123965,fma:123965,FMA,FMA,RM_123_123965,unmixed_dataset/eval/RM_123_123965.wav,,presence_only_semantic_pending_v9,-10,0.25,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0074,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,echofake_real,echofake:EF_O_06288,6fb30d5588aa32d051d29bdcf09130bf35f13eafd661fbed861e93c0dd226e602333f8e999f4e727361847d677f0dc99b0ce07684be212722a436dc8fe6b0f8a,common_voice_en_29636104.mp3,,,bonafide,EF_O_06288,echofake_voice/EF_O_06288.flac,open_set_eval-00000-of-00003.parquet,,,,fma_instrumental,032431,fma:32431,FMA,FMA,RM_032_032431,unmixed_dataset/eval/RM_032_032431.wav,,presence_only_semantic_pending_v9,0,0.25,voice_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0075,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,echofake_real,echofake:EF_D_00557,f4692d739d6e29ca80f7c8187c68f963b2797f9daa2260e59ca62503ec2f5ec24183b198f56a29c4492e32ecf1f98974baca98e8925b54afd97af118e9f90729,common_voice_en_19814988.mp3,,,bonafide,EF_D_00557,echofake_voice/EF_D_00557.flac,dev-00000-of-00001.parquet,,,,fma_instrumental,001068,fma:1068,FMA,FMA,RM_001_001068,unmixed_dataset/eval/RM_001_001068.wav,,presence_only_semantic_pending_v9,-10,0.25,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
atbv9_0076,0,0,0,1,1,mixed,partial_overlap,RR,partial_overlap__RR,echofake_real,echofake:EF_O_01732,73c02e71a421fb680e24475dd7d773845df45878b4c8ed8b08c026be032130fbfc32bc2005c3ec209fb02392422eda58ddf4cbc17ea01dfa4550d9b71d5d3c84,common_voice_en_23808622.mp3,,,bonafide,EF_O_01732,echofake_voice/EF_O_01732.flac,open_set_eval-00000-of-00003.parquet,,,,fma_instrumental,031127,fma:31127,FMA,FMA,RM_031_031127,unmixed_dataset/eval/RM_031_031127.wav,,presence_only_semantic_pending_v9,5,0.75,music_first,0.0,EchoFake_replay+MixFake_FMC_FMA_SONICS,all_prior_truth_speaker_song_source_and_render_hash_disjoint
