ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,VOICE_CASE,CONVERSATION_MODE,MUSIC_CASE,MUSIC_LAYOUT,SPLIT,FAKE_VOICE_FRACTION,MUSIC_FRACTION,VOICE_RANGES,MUSIC_RANGES,VOICE_FAKE_RANGES,MUSIC_FAKE_RANGES,FIRST_SOURCE_ID,FIRST_SOURCE_BANK,FIRST_GENERATOR,FIRST_GROUP,SECOND_SOURCE_ID,SECOND_SOURCE_BANK,SECOND_GENERATOR,SECOND_GROUP,MUSIC_SOURCE_ID,MUSIC_SOURCE_BANK,MUSIC_GENERATOR,MUSIC_GROUP,PARENT_ID,DURATION,ROLE,DATASET,PATH,MIX_MODE,COMPONENT_CASE,PAIR_GROUP,VOICE_SOURCE_ID,VOICE_SOURCE_BANK,VOICE_GENERATOR,VOICE_GROUP,SNR_DB,VOICE_START,VOICE_END,MUSIC_START,MUSIC_END,CONDITION,SOURCE,CODEC,ORIGINAL_SPLIT,SOURCE_FILE,STRESS_VARIANT,SOURCE_BANK,MIXTURE_ID,CHANNEL,OVERLAP_FRACTION,ORDER,EXCLUDE_VOICE_PRESENCE
mix_devvoice_0153,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0479,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0153.flac,,,,echofake_bonafide_0337,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0154,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0570,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0154.flac,,,,echofake_replay_bonafide_1256,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0155,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0079,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0155.flac,,,,echofake_replay_bonafide_1469,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0156,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0428,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0156.flac,,,,echofake_bonafide_0262,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0157,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0048,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0157.flac,,,,echofake_replay_bonafide_1049,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0158,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0334,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0158.flac,,,,echofake_bonafide_0351,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0159,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0507,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0159.flac,,,,echofake_replay_bonafide_1468,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0160,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0065,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0160.flac,,,,echofake_bonafide_0138,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0161,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0348,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0161.flac,,,,echofake_replay_bonafide_1326,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0162,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0442,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0162.flac,,,,echofake_bonafide_0074,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0163,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0386,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0163.flac,,,,echofake_replay_bonafide_1149,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0164,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0036,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0164.flac,,,,echofake_bonafide_0064,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0165,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0387,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0165.flac,,,,echofake_bonafide_0391,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0166,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0422,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0166.flac,,,,echofake_bonafide_0190,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0167,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0497,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0167.flac,,,,echofake_replay_bonafide_1096,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0168,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0239,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0168.flac,,,,echofake_replay_bonafide_1480,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0169,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0442,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0169.flac,,,,echofake_bonafide_0250,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0170,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0419,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0170.flac,,,,echofake_bonafide_0364,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0171,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0066,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0171.flac,,,,echofake_bonafide_0175,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0172,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0241,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0172.flac,,,,echofake_replay_bonafide_1051,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0173,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0117,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0173.flac,,,,echofake_bonafide_0303,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0174,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0358,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0174.flac,,,,echofake_bonafide_0376,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0175,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0491,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0175.flac,,,,echofake_replay_bonafide_1089,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0176,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0554,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0176.flac,,,,echofake_bonafide_0391,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0177,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0177,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0177.flac,,,,echofake_bonafide_0297,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0178,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0435,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0178.flac,,,,echofake_replay_bonafide_1345,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0179,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0067,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0179.flac,,,,echofake_replay_bonafide_1139,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0180,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0344,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0180.flac,,,,echofake_replay_bonafide_1401,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0181,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0059,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0181.flac,,,,echofake_replay_bonafide_1144,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0182,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0555,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0182.flac,,,,echofake_bonafide_0173,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0183,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0289,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0183.flac,,,,echofake_replay_bonafide_1185,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0184,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0329,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0184.flac,,,,echofake_replay_bonafide_1383,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0185,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0068,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0185.flac,,,,echofake_replay_bonafide_1203,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0186,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0542,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0186.flac,,,,echofake_replay_bonafide_1008,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0187,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0570,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0187.flac,,,,echofake_replay_bonafide_1190,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0188,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0434,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0188.flac,,,,echofake_replay_bonafide_1041,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0189,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0592,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0189.flac,,,,echofake_replay_bonafide_1410,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0190,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0455,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0190.flac,,,,echofake_bonafide_0295,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0191,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0183,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0191.flac,,,,echofake_replay_bonafide_1072,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0192,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0358,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0192.flac,,,,echofake_replay_bonafide_1456,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0193,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0087,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0193.flac,,,,echofake_bonafide_0364,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0194,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0525,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0194.flac,,,,echofake_bonafide_0220,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0195,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0187,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0195.flac,,,,echofake_bonafide_0440,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0196,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0199,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0196.flac,,,,echofake_bonafide_0346,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0197,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0207,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0197.flac,,,,echofake_replay_bonafide_1124,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0198,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0159,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0198.flac,,,,echofake_replay_bonafide_1392,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0199,1,0.0,1.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_fake_0218,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0199.flac,,,,echofake_bonafide_0497,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0200,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0016,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0200.flac,,,,echofake_fake_0571,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0201,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0003,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0201.flac,,,,echofake_fake_0545,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0202,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0198,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0202.flac,,,,echofake_fake_0895,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0203,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0067,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0203.flac,,,,echofake_fake_0652,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0204,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0199,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0204.flac,,,,echofake_fake_0949,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0205,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0144,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0205.flac,,,,echofake_replay_fake_1529,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0206,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0167,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0206.flac,,,,echofake_fake_0583,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0207,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0015,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0207.flac,,,,echofake_fake_0969,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0208,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0089,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0208.flac,,,,echofake_replay_fake_1892,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0209,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0023,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0209.flac,,,,echofake_replay_fake_1611,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0210,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0076,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0210.flac,,,,echofake_fake_0734,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0211,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0013,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0211.flac,,,,echofake_replay_fake_1529,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0212,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0097,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0212.flac,,,,echofake_fake_0554,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0213,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0166,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0213.flac,,,,echofake_replay_fake_1756,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0214,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0182,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0214.flac,,,,echofake_replay_fake_1530,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0215,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0180,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0215.flac,,,,echofake_replay_fake_1793,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0216,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0166,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0216.flac,,,,echofake_fake_0686,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0217,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0144,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0217.flac,,,,echofake_replay_fake_1542,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0218,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0060,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0218.flac,,,,echofake_fake_0952,,,,-6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0219,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0015,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0219.flac,,,,echofake_fake_0687,,,,0.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
mix_devvoice_0220,1,1.0,0.0,1,1,mixed,,,,,,,,,,,,,,,,,,,,echoes_real_0121,,,,,,,mixed_devvoice_train_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixed_devvoice_train_v1/audio/mix_devvoice_0220.flac,,,,echofake_fake_0779,,,,6.0,,,,,simultaneous,synthetic_mixture,flac16k,,,,,,,,,False
