DATASET,ID,MIXTURE_ID,MUSIC_SOURCE_ID,CHANNEL,MUSIC_FAKE,VOICE_PRESENT,MUSIC_SOURCE,MUSIC_GENERATOR,MUSIC_GROUP_ID,PATH,AUDIO_SHA256,EAT_VOICE,PANNS_VOICE,EAT_MUSIC,PANNS_MUSIC,LEARNED_VOICE_PRESENT,BOTH_VOICE_REVIEW,SEMANTIC_LEARNED_DISAGREEMENT
channel_invariant_factorial_train_v1,channel_inv_0036__resample8k,channel_inv_0036,mgm_real_0132,resample8k,0.0,0,FMA,real,125161,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0036__resample8k.flac,92b775c7ee341c539b68789b83ea6b4caa3d68dbac7b8ad7726b9056301e8762,0.00933798123151064,0.02653658390045166,0.8421377539634705,0.8953078985214233,0.003094215877354145,False,False
channel_invariant_factorial_train_v1,channel_inv_0036__pstn_bandpass,channel_inv_0036,mgm_real_0132,pstn_bandpass,0.0,0,FMA,real,125161,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0036__pstn_bandpass.flac,f8254d3909f732d23f15782bb8a70e8f7f9fda9ac4d79885c1fa5c901d872ca9,0.009456542320549488,0.03090648725628853,0.8667930960655212,0.9446603059768677,0.005369045305997133,False,False
channel_invariant_factorial_train_v1,channel_inv_0037__clean,channel_inv_0037,mgm_fake_0167,clean,1.0,0,SONICS-udio,udio-120s,sonics_4401,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0037__clean.flac,4e35feee03aaa6c49ba532216084946f2c91b762541c5028a61d5bf6544511a4,0.0397278368473053,0.14436432719230652,0.8433996438980103,0.8687446713447571,0.011473733000457287,False,False
channel_invariant_factorial_train_v1,channel_inv_0037__resample8k,channel_inv_0037,mgm_fake_0167,resample8k,1.0,0,SONICS-udio,udio-120s,sonics_4401,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0037__resample8k.flac,d55e0f9c0300d100cec860eded1fec8b5f163fc2ff4b7cfbdd3f74388cf5f255,0.06184745579957962,0.17976635694503784,0.9040557146072388,0.8491575717926025,0.0039092376828193665,False,False
channel_invariant_factorial_train_v1,channel_inv_0037__pstn_bandpass,channel_inv_0037,mgm_fake_0167,pstn_bandpass,1.0,0,SONICS-udio,udio-120s,sonics_4401,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0037__pstn_bandpass.flac,24472181d8547a44e2452f2a71a83175cf8c41f9e88b16302239bc564466b836,0.1894686222076416,0.15889623761177063,0.9192559123039246,0.9260764718055725,0.006163004785776138,False,False
channel_invariant_factorial_train_v1,channel_inv_0038__clean,channel_inv_0038,mgm_real_0218,clean,0.0,0,FMA,real,080518,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0038__clean.flac,e3212623b5bff2178ee2e8af6136a36fc037ae9f229b64f1b84607bb4abad865,0.008198813535273075,0.024755172431468964,0.8380424380302429,0.9199548959732056,0.1151299923658371,False,False
channel_invariant_factorial_train_v1,channel_inv_0038__g726_24k,channel_inv_0038,mgm_real_0218,g726_24k,0.0,0,FMA,real,080518,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0038__g726_24k.flac,5c74d305a636a84677a22912ef812be3158c6ca6fe6c3b759a64945e299697a3,0.009074470028281212,0.03258170932531357,0.9358358383178711,0.9539304971694946,0.004891520366072655,False,False
channel_invariant_factorial_train_v1,channel_inv_0038__opus_nb_8k,channel_inv_0038,mgm_real_0218,opus_nb_8k,0.0,0,FMA,real,080518,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0038__opus_nb_8k.flac,a3a59b1ce63831938a057cc1cb3a12ffca8a9eff54684fe447e190db1e228333,0.008386260829865932,0.023450428619980812,0.9628447890281677,0.9550055265426636,0.00822078064084053,False,False
channel_invariant_factorial_train_v1,channel_inv_0039__clean,channel_inv_0039,mgm_fake_0211,clean,1.0,0,SONICS-udio,udio-120s,sonics_2962,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0039__clean.flac,2f186443b3df848dba0a5fda402e78820f4f9ff03e1003414b01471c95d98a08,0.03905129060149193,0.30731138586997986,0.9032471179962158,0.8598693013191223,0.011752373538911343,False,False
channel_invariant_factorial_train_v1,channel_inv_0039__random_bandpass,channel_inv_0039,mgm_fake_0211,random_bandpass,1.0,0,SONICS-udio,udio-120s,sonics_2962,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0039__random_bandpass.flac,d05a5def09cf3d2f3bf3c72e8612da42db89b103afc6ef7b7ce6853584f3ad7a,0.1148025318980217,0.15135318040847778,0.9387776255607605,0.8830344080924988,0.00536337960511446,False,False
channel_invariant_factorial_train_v1,channel_inv_0039__mulaw_numpy,channel_inv_0039,mgm_fake_0211,mulaw_numpy,1.0,0,SONICS-udio,udio-120s,sonics_2962,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0039__mulaw_numpy.flac,57feb4102f32093e2ac7758f5ee2e9fe0a8fd81f1c8950d1bbc97075d076a838,0.09989924728870392,0.13842450082302094,0.9369805455207825,0.8835744261741638,0.005446553695946932,False,False
channel_invariant_factorial_train_v1,channel_inv_0040__clean,channel_inv_0040,mgm_real_0129,clean,0.0,0,FMA,real,046842,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0040__clean.flac,74c336295618d64b1b839d770014e1054aea36a522a79e16394528f908a5ebdc,0.04466238245368004,0.1401500105857849,0.9197622537612915,0.8625839948654175,0.5041890740394592,False,False
channel_invariant_factorial_train_v1,channel_inv_0040__packetloss_opus_nb,channel_inv_0040,mgm_real_0129,packetloss_opus_nb,0.0,0,FMA,real,046842,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0040__packetloss_opus_nb.flac,dcfcb623183d87913cda0d207d539b116ef335ae2f2a4d113e810dc0680d72f3,0.6630591750144958,0.20931920409202576,0.9508261680603027,0.8075506091117859,0.5727389454841614,False,False
channel_invariant_factorial_train_v1,channel_inv_0040__packetloss_g711,channel_inv_0040,mgm_real_0129,packetloss_g711,0.0,0,FMA,real,046842,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0040__packetloss_g711.flac,5be180a094df605f03e1c21f08635414cea2953af1226b669495e0e830f51d69,0.39360347390174866,0.11789308488368988,0.9340605139732361,0.8939835429191589,0.06193123012781143,False,False
channel_invariant_factorial_train_v1,channel_inv_0041__clean,channel_inv_0041,mgm_fake_0104,clean,1.0,0,SONICS-udio,udio-120s,sonics_297,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0041__clean.flac,7e3b204520af98d59a9a92a49ca03708a80de8545efad131435c9d3e82b80338,0.06185249239206314,0.2130395919084549,0.9467640519142151,0.8728768229484558,0.006464068777859211,False,False
channel_invariant_factorial_train_v1,channel_inv_0041__resample8k,channel_inv_0041,mgm_fake_0104,resample8k,1.0,0,SONICS-udio,udio-120s,sonics_297,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0041__resample8k.flac,264230e80fc8a66862c5ad37fbcdd1d856ff7002d2d0bfd058ce33d113695463,0.0844244509935379,0.2760465741157532,0.9307708740234375,0.8652629852294922,0.011162788607180119,False,False
channel_invariant_factorial_train_v1,channel_inv_0041__pstn_bandpass,channel_inv_0041,mgm_fake_0104,pstn_bandpass,1.0,0,SONICS-udio,udio-120s,sonics_297,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0041__pstn_bandpass.flac,d5fcfe62cef82e83cbf1fe691439ca31bc0be04085be10d858d32c7e17d4da7a,0.28566160798072815,0.2893482744693756,0.9457525014877319,0.8730534911155701,0.010512982495129108,False,False
channel_invariant_factorial_train_v1,channel_inv_0042__clean,channel_inv_0042,mgm_real_0044,clean,0.0,0,FMA,real,060146,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0042__clean.flac,7929017cf2f39bd67271f8d7f72e2b617331284bdd307be327fc265be0943892,0.28292739391326904,0.3815247118473053,0.9005271196365356,0.8528537154197693,0.5397313833236694,False,False
channel_invariant_factorial_train_v1,channel_inv_0042__fft_narrowband,channel_inv_0042,mgm_real_0044,fft_narrowband,0.0,0,FMA,real,060146,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0042__fft_narrowband.flac,10e6cb04627efe8f39835dd7d540dc999a5cea2674f1426209d3f0da8bfc0bfd,0.6153099536895752,0.10169701278209686,0.9626531600952148,0.698758602142334,0.062183182686567307,False,False
channel_invariant_factorial_train_v1,channel_inv_0042__packetloss_opus_nb,channel_inv_0042,mgm_real_0044,packetloss_opus_nb,0.0,0,FMA,real,060146,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0042__packetloss_opus_nb.flac,667ea58e47cde86407d342b17a2ceb558bc7f034019dc94206daf72559a076b6,0.312042772769928,0.30033078789711,0.8700346350669861,0.3214136064052582,0.20665527880191803,False,False
channel_invariant_factorial_train_v1,channel_inv_0043__clean,channel_inv_0043,mgm_fake_0168,clean,1.0,0,SONICS-udio,udio-120s,sonics_3615,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0043__clean.flac,d31e574de0ee936dbfc40f39f19ef59cfe4f7d613f7938b43452c538c46c50da,0.06567597389221191,0.19740591943264008,0.8751201629638672,0.8729227781295776,0.030467862263321877,False,False
channel_invariant_factorial_train_v1,channel_inv_0043__g711_ulaw,channel_inv_0043,mgm_fake_0168,g711_ulaw,1.0,0,SONICS-udio,udio-120s,sonics_3615,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0043__g711_ulaw.flac,cbcfe156fb911de542a8758e79bc6d0a440e0c2aea7808ff286f8b63687e7347,0.1977435052394867,0.2887789011001587,0.9239983558654785,0.8493828773498535,0.019484782591462135,False,False
channel_invariant_factorial_train_v1,channel_inv_0043__g711_alaw,channel_inv_0043,mgm_fake_0168,g711_alaw,1.0,0,SONICS-udio,udio-120s,sonics_3615,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0043__g711_alaw.flac,81472934bc975ac1aa8591828bd9b41e449d41c6425d504b5024db80513b7ac6,0.1926477998495102,0.2653750777244568,0.9241062998771667,0.8391616940498352,0.019007999449968338,False,False
channel_invariant_factorial_train_v1,channel_inv_0044__clean,channel_inv_0044,mgm_real_0043,clean,0.0,0,FMA,real,067363,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0044__clean.flac,82abcfff7fb6e53ef05918dd140be002ac2afe3289913d30e72f8e7fd3b14ab5,0.017907999455928802,0.028334788978099823,0.8146469593048096,0.8675212860107422,0.16769111156463623,False,False
channel_invariant_factorial_train_v1,channel_inv_0044__opus_nb_12k,channel_inv_0044,mgm_real_0043,opus_nb_12k,0.0,0,FMA,real,067363,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0044__opus_nb_12k.flac,1c495847d3c564e4c5f70ec14282890dca5a69cc1b4acbda6b5ccf03a987b370,0.018288644030690193,0.030339328572154045,0.9033557176589966,0.8738380074501038,0.03425004333257675,False,False
channel_invariant_factorial_train_v1,channel_inv_0044__random_bandpass,channel_inv_0044,mgm_real_0043,random_bandpass,0.0,0,FMA,real,067363,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0044__random_bandpass.flac,cc072de379af5940adf9b6348f7b6630cc9201934d95773b03123471b689281b,0.041692204773426056,0.02007514052093029,0.8908441662788391,0.811861515045166,0.11332732439041138,False,False
channel_invariant_factorial_train_v1,channel_inv_0045__clean,channel_inv_0045,mgm_fake_0005,clean,1.0,0,SONICS-udio,udio-120s,sonics_349,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0045__clean.flac,30fe6295fd8629302622143cbf2f0faa796667f02a45a11f4827c12fa4302732,0.021034277975559235,0.0775940865278244,0.8791497945785522,0.8995013236999512,0.008741337805986404,False,False
channel_invariant_factorial_train_v1,channel_inv_0045__fft_narrowband,channel_inv_0045,mgm_fake_0005,fft_narrowband,1.0,0,SONICS-udio,udio-120s,sonics_349,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0045__fft_narrowband.flac,893f14d068d35c93b98faf262989e94cb8da9b15ae2f0a4a6c25dd2096585cdf,0.038637153804302216,0.09176254272460938,0.9425684213638306,0.9397449493408203,0.005012262146919966,False,False
channel_invariant_factorial_train_v1,channel_inv_0045__packetloss_opus_nb,channel_inv_0045,mgm_fake_0005,packetloss_opus_nb,1.0,0,SONICS-udio,udio-120s,sonics_349,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0045__packetloss_opus_nb.flac,7f9bc31483a108d479e9c954ad2404e7f93bf77a747640c592049da4e296ff7d,0.10261817276477814,0.4044124484062195,0.9430926442146301,0.9226053357124329,0.01902596838772297,False,False
channel_invariant_factorial_train_v1,channel_inv_0046__clean,channel_inv_0046,mgm_real_0022,clean,0.0,0,FMA,real,115699,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0046__clean.flac,d4e09bda3621139abdbd22865cd4367dff64509884fb06c190aa5ec0c12e76f7,0.017141101881861687,0.35303717851638794,0.9012320041656494,0.8812106251716614,0.17191237211227417,False,False
channel_invariant_factorial_train_v1,channel_inv_0046__fft_narrowband,channel_inv_0046,mgm_real_0022,fft_narrowband,0.0,0,FMA,real,115699,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0046__fft_narrowband.flac,224cb67774a575b22c96a439177c2fc8d6c12fe5ea323c527945298609be5eed,0.13537082076072693,0.734947919845581,0.8984562158584595,0.8443241119384766,0.0028439222369343042,False,False
channel_invariant_factorial_train_v1,channel_inv_0046__packetloss_opus_nb,channel_inv_0046,mgm_real_0022,packetloss_opus_nb,0.0,0,FMA,real,115699,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0046__packetloss_opus_nb.flac,1f2526339c2ae18502938c3046b8dd50db53194f4145d88f2ac0f73f664fcacb,0.06972358375787735,0.5249164700508118,0.9270555973052979,0.5550045967102051,0.022800272330641747,False,False
channel_invariant_factorial_train_v1,channel_inv_0047__clean,channel_inv_0047,mgm_fake_0015,clean,1.0,0,SONICS-udio,udio-120s,sonics_521,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0047__clean.flac,a36e1cc8faefbb6e91338ddf8d0b5db1d5e2d863686b13290d8c5b8e04bd126a,0.06697148084640503,0.3003844916820526,0.8270936012268066,0.8611796498298645,0.020546607673168182,False,False
channel_invariant_factorial_train_v1,channel_inv_0047__g711_alaw,channel_inv_0047,mgm_fake_0015,g711_alaw,1.0,0,SONICS-udio,udio-120s,sonics_521,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0047__g711_alaw.flac,341fcbd9c5008cd674522edf894a674d34a311994f928c814511c3cab5de4726,0.21127985417842865,0.28565502166748047,0.9538949131965637,0.868646502494812,0.006341144908219576,False,False
channel_invariant_factorial_train_v1,channel_inv_0047__g726_24k,channel_inv_0047,mgm_fake_0015,g726_24k,1.0,0,SONICS-udio,udio-120s,sonics_521,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0047__g726_24k.flac,f258ef693b7f0bf4d81498dd05b3f10c783847b2803c26b926b988ab995d4007,0.4043962359428406,0.3625193238258362,0.9544824361801147,0.8460031151771545,0.005744488909840584,False,False
channel_invariant_factorial_train_v1,channel_inv_0048__clean,channel_inv_0048,mgm_real_0215,clean,0.0,0,FMA,real,137176,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0048__clean.flac,8cf85b884b681ca28a294d051fc22111d2db34d74f36e146182da5c9e3a61c85,0.015090434812009335,0.11437706649303436,0.9336538314819336,0.869141697883606,0.0579177588224411,False,False
channel_invariant_factorial_train_v1,channel_inv_0048__pstn_bandpass,channel_inv_0048,mgm_real_0215,pstn_bandpass,0.0,0,FMA,real,137176,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0048__pstn_bandpass.flac,d04c78d1cd531cfb1dd7b0be9d8ffc77bf74e0b001da8cc9a32cac4c3c3ce3f4,0.013539668172597885,0.2812425196170807,0.9324588775634766,0.7938486337661743,0.01210245955735445,False,False
channel_invariant_factorial_train_v1,channel_inv_0048__g711_ulaw,channel_inv_0048,mgm_real_0215,g711_ulaw,0.0,0,FMA,real,137176,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0048__g711_ulaw.flac,5943ab8c803f2f3d17ecc35b926a7125138049a8b2a9be06fc81230e2af796de,0.010690423659980297,0.5287831425666809,0.9335512518882751,0.7664206624031067,0.007335007190704346,False,False
channel_invariant_factorial_train_v1,channel_inv_0049__clean,channel_inv_0049,mgm_fake_0172,clean,1.0,0,SONICS-suno,chirp-v3.5,sonics_2520,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0049__clean.flac,5b548e934462e5689119437928f96288c9389d9811339d7cca963dc2e1ac00d5,0.022559314966201782,0.10539685934782028,0.8452503085136414,0.8756563067436218,0.0149349644780159,False,False
channel_invariant_factorial_train_v1,channel_inv_0049__fft_narrowband,channel_inv_0049,mgm_fake_0172,fft_narrowband,1.0,0,SONICS-suno,chirp-v3.5,sonics_2520,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0049__fft_narrowband.flac,3770b66a5adfa981edd3c3fe357010f8642462b417885fdfb1988d55e954a167,0.33151113986968994,0.5642562508583069,0.8692893981933594,0.9274353384971619,0.02658133953809738,False,False
channel_invariant_factorial_train_v1,channel_inv_0049__packetloss_opus_nb,channel_inv_0049,mgm_fake_0172,packetloss_opus_nb,1.0,0,SONICS-suno,chirp-v3.5,sonics_2520,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0049__packetloss_opus_nb.flac,b647aca0b2689ca0f132b9ed1fd1235d922b2e1df0f87ca81e8c47e7552f64ad,0.26096269488334656,0.3778146803379059,0.9080666303634644,0.8953549265861511,0.010203562676906586,False,False
channel_invariant_factorial_train_v1,channel_inv_0050__clean,channel_inv_0050,mgm_real_0095,clean,0.0,0,FMA,real,105674,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0050__clean.flac,d0390bd693df28909298ad762f4250ea790c3064a39bd85125382ed93ac400c0,0.026476189494132996,0.06710691750049591,0.8359185457229614,0.8779712319374084,0.003178548300638795,False,False
channel_invariant_factorial_train_v1,channel_inv_0050__packetloss_opus_nb,channel_inv_0050,mgm_real_0095,packetloss_opus_nb,0.0,0,FMA,real,105674,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0050__packetloss_opus_nb.flac,67445856990fbb7a4fa35bd19e69438274f81bea731dd673d10fb1642a8dc267,0.13248802721500397,0.06449972093105316,0.932461678981781,0.9304929375648499,0.014764986000955105,False,False
channel_invariant_factorial_train_v1,channel_inv_0050__packetloss_g711,channel_inv_0050,mgm_real_0095,packetloss_g711,0.0,0,FMA,real,105674,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0050__packetloss_g711.flac,e162b2cc1c41192cfa2c40a379e17ce6fa0217f97ca27451f7a4ab707fa0d379,0.04685255140066147,0.053752731531858444,0.8718768358230591,0.9267231225967407,0.0014990082709118724,False,False
channel_invariant_factorial_train_v1,channel_inv_0051__clean,channel_inv_0051,mgm_fake_0119,clean,1.0,0,SONICS-suno,chirp-v3.5,sonics_243,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0051__clean.flac,7bcc17ba3d23edea6ada8e6c47912d7281e25a2fa51b15d7b0074661e4f19d62,0.06311521679162979,0.0957002341747284,0.8506466746330261,0.8548036813735962,0.0247211791574955,False,False
channel_invariant_factorial_train_v1,channel_inv_0051__g711_alaw,channel_inv_0051,mgm_fake_0119,g711_alaw,1.0,0,SONICS-suno,chirp-v3.5,sonics_243,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0051__g711_alaw.flac,d2eb5aaaf11452972c27be9e32a883f4e81560fca0e595b3805f94272c92525f,0.0684068351984024,0.17658859491348267,0.8817189335823059,0.8850950002670288,0.010310548357665539,False,False
channel_invariant_factorial_train_v1,channel_inv_0051__g726_24k,channel_inv_0051,mgm_fake_0119,g726_24k,1.0,0,SONICS-suno,chirp-v3.5,sonics_243,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0051__g726_24k.flac,ee0514090278317e4ffe6f2bd80df544f78de597e70fddfd1b8beb930ec0f1f8,0.07807333767414093,0.19296963512897491,0.8667315244674683,0.892122209072113,0.006733336485922337,False,False
channel_invariant_factorial_train_v1,channel_inv_0052__clean,channel_inv_0052,mgm_real_0181,clean,0.0,0,FMA,real,130372,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0052__clean.flac,4bce5829c8599b2cd323c02ab32914c495a8e35438bd8824b7c2f9d4de865fe3,0.10628896951675415,0.048804234713315964,0.7488127946853638,0.8952828645706177,0.08204051107168198,False,False
channel_invariant_factorial_train_v1,channel_inv_0052__g726_24k,channel_inv_0052,mgm_real_0181,g726_24k,0.0,0,FMA,real,130372,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0052__g726_24k.flac,cc4bf570c0b83cbf20f6d47b49531d9320ec529efeb0a09af498e4b14723aea9,0.14584344625473022,0.06379860639572144,0.9342885613441467,0.920595109462738,0.004616510588675737,False,False
channel_invariant_factorial_train_v1,channel_inv_0052__opus_nb_8k,channel_inv_0052,mgm_real_0181,opus_nb_8k,0.0,0,FMA,real,130372,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0052__opus_nb_8k.flac,7515e48f14e8c8cb3151537ad19c56ca8260d9d91a5253caaaf09e658ed4e8f9,0.1429690271615982,0.38332879543304443,0.9178122878074646,0.9235685467720032,0.048622194677591324,False,False
channel_invariant_factorial_train_v1,channel_inv_0053__clean,channel_inv_0053,mgm_fake_0160,clean,1.0,0,SONICS-udio,udio-120s,sonics_1118,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0053__clean.flac,7bcb9043bb3c983ea17c99866e84c89b3b6b783e1b72fe21b49d0ebe9c866353,0.037271734327077866,0.049755070358514786,0.8380054235458374,0.8827632665634155,0.00798841007053852,False,False
channel_invariant_factorial_train_v1,channel_inv_0053__pstn_bandpass,channel_inv_0053,mgm_fake_0160,pstn_bandpass,1.0,0,SONICS-udio,udio-120s,sonics_1118,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0053__pstn_bandpass.flac,8cf30c7c0149ba1681c99c692ccf353d5216952e8fd218adecbf56b60bf3ddbf,0.21624323725700378,0.0859217569231987,0.8423448801040649,0.8751190900802612,0.005037618800997734,False,False
channel_invariant_factorial_train_v1,channel_inv_0053__g711_ulaw,channel_inv_0053,mgm_fake_0160,g711_ulaw,1.0,0,SONICS-udio,udio-120s,sonics_1118,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0053__g711_ulaw.flac,771caa496c1206a4deb9dc24074983c292b0b4d735b3cd1867353189baba8b40,0.29365360736846924,0.061262939125299454,0.8593267202377319,0.8772555589675903,0.003306175349280238,False,False
channel_invariant_factorial_train_v1,channel_inv_0054__clean,channel_inv_0054,mgm_real_0219,clean,0.0,0,FMA,real,046720,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0054__clean.flac,02e4c4e2b18d8f3d81d0ede3b6dd3341b0eaa42e1ec8a3523c902ebeaa3444bc,0.009931751526892185,0.022644691169261932,0.6690037846565247,0.7245124578475952,0.014400049112737179,False,False
channel_invariant_factorial_train_v1,channel_inv_0054__random_bandpass,channel_inv_0054,mgm_real_0219,random_bandpass,0.0,0,FMA,real,046720,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0054__random_bandpass.flac,732617c205a73aad47858053d8aae9320db15bd9fe7280d7ddc448eee6a80555,0.007449035067111254,0.02506227046251297,0.7287562489509583,0.7219976782798767,0.0026820236817002296,False,False
channel_invariant_factorial_train_v1,channel_inv_0054__mulaw_numpy,channel_inv_0054,mgm_real_0219,mulaw_numpy,0.0,0,FMA,real,046720,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0054__mulaw_numpy.flac,4a2e6992c5df0322dcd5094393608b021621718ef957036d864c3a89f4901800,0.008166905492544174,0.03271406888961792,0.8233743906021118,0.7459652423858643,0.014270358718931675,False,False
channel_invariant_factorial_train_v1,channel_inv_0055__clean,channel_inv_0055,mgm_fake_0135,clean,1.0,0,SONICS-udio,udio-120s,sonics_2149,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0055__clean.flac,c4f922a5b7e9480d70c68b09e851a0bfabbcb5c2e102841f4ee0716287a3376d,0.2725216746330261,0.3313421308994293,0.9316418766975403,0.8501589298248291,0.06220058724284172,False,False
channel_invariant_factorial_train_v1,channel_inv_0055__g711_alaw,channel_inv_0055,mgm_fake_0135,g711_alaw,1.0,0,SONICS-udio,udio-120s,sonics_2149,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/channel_invariant_factorial_train_v1/audio/channel_inv_0055__g711_alaw.flac,bced5f6a71cbe1cb438e56104f66f65a18673ba0aaa415bce837d17f35e1c422,0.7918757796287537,0.4267507493495941,0.9527904391288757,0.8795375823974609,0.0395599789917469,False,False
