ID,ARCHIVE_MEMBER,ROLE,FILE_FAKE,VOICE_PRESENT,MUSIC_PRESENT,VOICE_FAKE,MUSIC_FAKE,COMPONENT_CASE,VOICE_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,SNR_DB,SOURCE_SPLIT
FS-RM_LA_D_6364752_052128,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_6364752_052128.wav,development,1,1,1,1,0,FR,LA_D_6364752,fma:52128,FMA,5.0,dev
FS-RM_LA_D_6419681_059684,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_6419681_059684.wav,development,1,1,1,1,0,FR,LA_D_6419681,fma:59684,FMA,15.0,dev
FS-RM_LA_D_6465292_105960,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_6465292_105960.wav,development,1,1,1,1,0,FR,LA_D_6465292,fma:105960,FMA,0.0,dev
FS-RM_LA_D_6468405_076293,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_6468405_076293.wav,development,1,1,1,1,0,FR,LA_D_6468405,fma:76293,FMA,5.0,dev
FS-RM_LA_D_6569285_133434,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_6569285_133434.wav,development,1,1,1,1,0,FR,LA_D_6569285,fma:133434,FMA,20.0,dev
FS-RM_LA_D_6598988_148979,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_6598988_148979.wav,development,1,1,1,1,0,FR,LA_D_6598988,fma:148979,FMA,15.0,dev
FS-RM_LA_D_6602632_048533,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_6602632_048533.wav,development,1,1,1,1,0,FR,LA_D_6602632,fma:48533,FMA,15.0,dev
FS-RM_LA_D_6671856_023149,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_6671856_023149.wav,development,1,1,1,1,0,FR,LA_D_6671856,fma:23149,FMA,15.0,dev
FS-RM_LA_D_6689023_055564,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_6689023_055564.wav,development,1,1,1,1,0,FR,LA_D_6689023,fma:55564,FMA,10.0,dev
FS-RM_LA_D_6788782_100520,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_6788782_100520.wav,development,1,1,1,1,0,FR,LA_D_6788782,fma:100520,FMA,15.0,dev
FS-RM_LA_D_6807774_059657,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_6807774_059657.wav,development,1,1,1,1,0,FR,LA_D_6807774,fma:59657,FMA,20.0,dev
FS-RM_LA_D_6899968_100518,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_6899968_100518.wav,development,1,1,1,1,0,FR,LA_D_6899968,fma:100518,FMA,0.0,dev
FS-RM_LA_D_6927946_004218,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_6927946_004218.wav,development,1,1,1,1,0,FR,LA_D_6927946,fma:4218,FMA,0.0,dev
FS-RM_LA_D_6948051_042461,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_6948051_042461.wav,development,1,1,1,1,0,FR,LA_D_6948051,fma:42461,FMA,10.0,dev
FS-RM_LA_D_6962147_076654,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_6962147_076654.wav,development,1,1,1,1,0,FR,LA_D_6962147,fma:76654,FMA,-5.0,dev
FS-RM_LA_D_6983042_025363,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_6983042_025363.wav,development,1,1,1,1,0,FR,LA_D_6983042,fma:25363,FMA,15.0,dev
FS-RM_LA_D_7015832_011769,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_7015832_011769.wav,development,1,1,1,1,0,FR,LA_D_7015832,fma:11769,FMA,20.0,dev
FS-RM_LA_D_7186071_130944,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_7186071_130944.wav,development,1,1,1,1,0,FR,LA_D_7186071,fma:130944,FMA,20.0,dev
FS-RM_LA_D_7197317_015995,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_7197317_015995.wav,development,1,1,1,1,0,FR,LA_D_7197317,fma:15995,FMA,0.0,dev
FS-RM_LA_D_7232349_122907,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_7232349_122907.wav,development,1,1,1,1,0,FR,LA_D_7232349,fma:122907,FMA,0.0,dev
FS-RM_LA_D_7380667_120309,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_7380667_120309.wav,development,1,1,1,1,0,FR,LA_D_7380667,fma:120309,FMA,0.0,dev
FS-RM_LA_D_7567334_010440,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_7567334_010440.wav,development,1,1,1,1,0,FR,LA_D_7567334,fma:10440,FMA,20.0,dev
FS-RM_LA_D_7674419_119751,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_7674419_119751.wav,development,1,1,1,1,0,FR,LA_D_7674419,fma:119751,FMA,20.0,dev
FS-RM_LA_D_7688637_055242,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_7688637_055242.wav,development,1,1,1,1,0,FR,LA_D_7688637,fma:55242,FMA,15.0,dev
FS-RM_LA_D_7724545_109976,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_7724545_109976.wav,development,1,1,1,1,0,FR,LA_D_7724545,fma:109976,FMA,10.0,dev
FS-RM_LA_D_7750101_058419,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_7750101_058419.wav,development,1,1,1,1,0,FR,LA_D_7750101,fma:58419,FMA,-5.0,dev
FS-RM_LA_D_7777836_027452,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_7777836_027452.wav,development,1,1,1,1,0,FR,LA_D_7777836,fma:27452,FMA,10.0,dev
FS-RM_LA_D_7959836_144940,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_7959836_144940.wav,development,1,1,1,1,0,FR,LA_D_7959836,fma:144940,FMA,10.0,dev
FS-RM_LA_D_8024735_038079,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_8024735_038079.wav,development,1,1,1,1,0,FR,LA_D_8024735,fma:38079,FMA,10.0,dev
FS-RM_LA_D_8099337_108305,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_8099337_108305.wav,development,1,1,1,1,0,FR,LA_D_8099337,fma:108305,FMA,10.0,dev
FS-RM_LA_D_8169401_107800,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_8169401_107800.wav,development,1,1,1,1,0,FR,LA_D_8169401,fma:107800,FMA,20.0,dev
FS-RM_LA_D_8236895_001148,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_8236895_001148.wav,development,1,1,1,1,0,FR,LA_D_8236895,fma:1148,FMA,10.0,dev
FS-RM_LA_D_8408350_054870,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_8408350_054870.wav,development,1,1,1,1,0,FR,LA_D_8408350,fma:54870,FMA,10.0,dev
FS-RM_LA_D_8445966_084823,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_8445966_084823.wav,development,1,1,1,1,0,FR,LA_D_8445966,fma:84823,FMA,10.0,dev
FS-RM_LA_D_8466324_111802,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_8466324_111802.wav,development,1,1,1,1,0,FR,LA_D_8466324,fma:111802,FMA,5.0,dev
FS-RM_LA_D_8482703_067829,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_8482703_067829.wav,development,1,1,1,1,0,FR,LA_D_8482703,fma:67829,FMA,15.0,dev
FS-RM_LA_D_8580528_149124,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_8580528_149124.wav,development,1,1,1,1,0,FR,LA_D_8580528,fma:149124,FMA,15.0,dev
FS-RM_LA_D_8714315_047666,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_8714315_047666.wav,development,1,1,1,1,0,FR,LA_D_8714315,fma:47666,FMA,20.0,dev
FS-RM_LA_D_8962291_097906,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_8962291_097906.wav,development,1,1,1,1,0,FR,LA_D_8962291,fma:97906,FMA,5.0,dev
FS-RM_LA_D_9122088_006776,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_9122088_006776.wav,development,1,1,1,1,0,FR,LA_D_9122088,fma:6776,FMA,15.0,dev
FS-RM_LA_D_9883471_011636,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_9883471_011636.wav,development,1,1,1,1,0,FR,LA_D_9883471,fma:11636,FMA,20.0,dev
FS-RM_LA_D_9929372_131172,MixFake/mixed_dataset/dev/audio/FS-RM_LA_D_9929372_131172.wav,development,1,1,1,1,0,FR,LA_D_9929372,fma:131172,FMA,5.0,dev
RS-FM_LA_D_1213994_FvIKye4-iGc,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_1213994_FvIKye4-iGc.wav,development,1,1,1,0,1,RF,LA_D_1213994,fmc:FvIKye4-iGc,FakeMusicCaps:mustango,-5.0,dev
RS-FM_LA_D_1299580_Pv8ZWvM8bhw,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_1299580_Pv8ZWvM8bhw.wav,development,1,1,1,0,1,RF,LA_D_1299580,fmc:Pv8ZWvM8bhw,FakeMusicCaps:MusicGen_medium,10.0,dev
RS-FM_LA_D_1322543_fake_45979_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_1322543_fake_45979_suno_0.wav,development,1,1,1,0,1,RF,LA_D_1322543,sonics:45979,SONICS:Suno,-5.0,dev
RS-FM_LA_D_1376638_fake_11600_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_1376638_fake_11600_suno_1.wav,development,1,1,1,0,1,RF,LA_D_1376638,sonics:11600,SONICS:Suno,10.0,dev
RS-FM_LA_D_1556595_fake_43534_udio_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_1556595_fake_43534_udio_1.wav,development,1,1,1,0,1,RF,LA_D_1556595,sonics:43534,SONICS:Udio,-5.0,dev
RS-FM_LA_D_1720317_fake_53940_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_1720317_fake_53940_suno_1.wav,development,1,1,1,0,1,RF,LA_D_1720317,sonics:53940,SONICS:Suno,0.0,dev
RS-FM_LA_D_1770174_fake_16549_udio_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_1770174_fake_16549_udio_0.wav,development,1,1,1,0,1,RF,LA_D_1770174,sonics:16549,SONICS:Udio,10.0,dev
RS-FM_LA_D_1837988_fake_32958_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_1837988_fake_32958_suno_1.wav,development,1,1,1,0,1,RF,LA_D_1837988,sonics:32958,SONICS:Suno,15.0,dev
RS-FM_LA_D_2265315_fake_48775_udio_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_2265315_fake_48775_udio_0.wav,development,1,1,1,0,1,RF,LA_D_2265315,sonics:48775,SONICS:Udio,10.0,dev
RS-FM_LA_D_2441943_oN9_GYDkNcM,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_2441943_oN9_GYDkNcM.wav,development,1,1,1,0,1,RF,LA_D_2441943,fmc:oN9_GYDkNcM,FakeMusicCaps:musicldm,0.0,dev
RS-FM_LA_D_2462521_fake_53467_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_2462521_fake_53467_suno_0.wav,development,1,1,1,0,1,RF,LA_D_2462521,sonics:53467,SONICS:Suno,0.0,dev
RS-FM_LA_D_2525000_fake_36679_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_2525000_fake_36679_suno_0.wav,development,1,1,1,0,1,RF,LA_D_2525000,sonics:36679,SONICS:Suno,-5.0,dev
RS-FM_LA_D_2905424_fake_27734_udio_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_2905424_fake_27734_udio_1.wav,development,1,1,1,0,1,RF,LA_D_2905424,sonics:27734,SONICS:Udio,5.0,dev
RS-FM_LA_D_3315214_fake_22651_udio_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_3315214_fake_22651_udio_0.wav,development,1,1,1,0,1,RF,LA_D_3315214,sonics:22651,SONICS:Udio,-5.0,dev
RS-FM_LA_D_3797749_fake_25904_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_3797749_fake_25904_suno_0.wav,development,1,1,1,0,1,RF,LA_D_3797749,sonics:25904,SONICS:Suno,20.0,dev
RS-FM_LA_D_3916177_EC_JNTVDrok,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_3916177_EC_JNTVDrok.wav,development,1,1,1,0,1,RF,LA_D_3916177,fmc:EC_JNTVDrok,FakeMusicCaps:mustango,15.0,dev
RS-FM_LA_D_4072040_fake_39430_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_4072040_fake_39430_suno_0.wav,development,1,1,1,0,1,RF,LA_D_4072040,sonics:39430,SONICS:Suno,20.0,dev
RS-FM_LA_D_4137927_fake_48107_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_4137927_fake_48107_suno_1.wav,development,1,1,1,0,1,RF,LA_D_4137927,sonics:48107,SONICS:Suno,10.0,dev
RS-FM_LA_D_4154887_hFqZZrj0rnM,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_4154887_hFqZZrj0rnM.wav,development,1,1,1,0,1,RF,LA_D_4154887,fmc:hFqZZrj0rnM,FakeMusicCaps:audioldm2,20.0,dev
RS-FM_LA_D_4279522_fake_45406_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_4279522_fake_45406_suno_1.wav,development,1,1,1,0,1,RF,LA_D_4279522,sonics:45406,SONICS:Suno,20.0,dev
RS-FM_LA_D_4310926_fake_42558_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_4310926_fake_42558_suno_1.wav,development,1,1,1,0,1,RF,LA_D_4310926,sonics:42558,SONICS:Suno,15.0,dev
RS-FM_LA_D_4386823_fake_09584_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_4386823_fake_09584_suno_0.wav,development,1,1,1,0,1,RF,LA_D_4386823,sonics:9584,SONICS:Suno,15.0,dev
RS-FM_LA_D_4492847_9UCLvFqkFxk,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_4492847_9UCLvFqkFxk.wav,development,1,1,1,0,1,RF,LA_D_4492847,fmc:9UCLvFqkFxk,FakeMusicCaps:audioldm2,-5.0,dev
RS-FM_LA_D_4767218_fake_35961_udio_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_4767218_fake_35961_udio_1.wav,development,1,1,1,0,1,RF,LA_D_4767218,sonics:35961,SONICS:Udio,20.0,dev
RS-FM_LA_D_4876634_fake_44142_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_4876634_fake_44142_suno_1.wav,development,1,1,1,0,1,RF,LA_D_4876634,sonics:44142,SONICS:Suno,15.0,dev
RS-FM_LA_D_4930262_fake_42899_udio_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_4930262_fake_42899_udio_0.wav,development,1,1,1,0,1,RF,LA_D_4930262,sonics:42899,SONICS:Udio,0.0,dev
RS-FM_LA_D_4949188_02Qntw26enM,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_4949188_02Qntw26enM.wav,development,1,1,1,0,1,RF,LA_D_4949188,fmc:02Qntw26enM,FakeMusicCaps:MusicGen_medium,14.92,dev
RS-FM_LA_D_4992364_fake_13333_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_4992364_fake_13333_suno_1.wav,development,1,1,1,0,1,RF,LA_D_4992364,sonics:13333,SONICS:Suno,10.0,dev
RS-FM_LA_D_5029338_fake_17401_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_5029338_fake_17401_suno_0.wav,development,1,1,1,0,1,RF,LA_D_5029338,sonics:17401,SONICS:Suno,-5.0,dev
RS-FM_LA_D_5045373_fake_45114_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_5045373_fake_45114_suno_0.wav,development,1,1,1,0,1,RF,LA_D_5045373,sonics:45114,SONICS:Suno,10.0,dev
RS-FM_LA_D_5115522_fake_32810_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_5115522_fake_32810_suno_0.wav,development,1,1,1,0,1,RF,LA_D_5115522,sonics:32810,SONICS:Suno,10.0,dev
RS-FM_LA_D_5224129_fake_47163_udio_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_5224129_fake_47163_udio_1.wav,development,1,1,1,0,1,RF,LA_D_5224129,sonics:47163,SONICS:Udio,10.0,dev
RS-FM_LA_D_5495040_fake_31153_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_5495040_fake_31153_suno_1.wav,development,1,1,1,0,1,RF,LA_D_5495040,sonics:31153,SONICS:Suno,15.0,dev
RS-FM_LA_D_5497034_fake_41561_udio_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_5497034_fake_41561_udio_1.wav,development,1,1,1,0,1,RF,LA_D_5497034,sonics:41561,SONICS:Udio,15.0,dev
RS-FM_LA_D_5547400_fake_24614_udio_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_5547400_fake_24614_udio_1.wav,development,1,1,1,0,1,RF,LA_D_5547400,sonics:24614,SONICS:Udio,10.0,dev
RS-FM_LA_D_5651240_Tsmx6Pb7CnU,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_5651240_Tsmx6Pb7CnU.wav,development,1,1,1,0,1,RF,LA_D_5651240,fmc:Tsmx6Pb7CnU,FakeMusicCaps:MusicGen_medium,0.0,dev
RS-FM_LA_D_5664870_fake_29166_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_5664870_fake_29166_suno_1.wav,development,1,1,1,0,1,RF,LA_D_5664870,sonics:29166,SONICS:Suno,-5.0,dev
RS-FM_LA_D_5704754_P14zjckYFK0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_5704754_P14zjckYFK0.wav,development,1,1,1,0,1,RF,LA_D_5704754,fmc:P14zjckYFK0,FakeMusicCaps:mustango,20.0,dev
RS-FM_LA_D_5747580_fake_13604_udio_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_5747580_fake_13604_udio_0.wav,development,1,1,1,0,1,RF,LA_D_5747580,sonics:13604,SONICS:Udio,0.0,dev
RS-FM_LA_D_6122499_fake_30736_udio_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_6122499_fake_30736_udio_1.wav,development,1,1,1,0,1,RF,LA_D_6122499,sonics:30736,SONICS:Udio,5.0,dev
RS-FM_LA_D_6198746_m0FhT3UnXjA,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_6198746_m0FhT3UnXjA.wav,development,1,1,1,0,1,RF,LA_D_6198746,fmc:m0FhT3UnXjA,FakeMusicCaps:MusicGen_medium,5.0,dev
RS-FM_LA_D_6262512_fake_15074_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_6262512_fake_15074_suno_1.wav,development,1,1,1,0,1,RF,LA_D_6262512,sonics:15074,SONICS:Suno,0.0,dev
RS-FM_LA_D_6631537_fake_29662_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_6631537_fake_29662_suno_1.wav,development,1,1,1,0,1,RF,LA_D_6631537,sonics:29662,SONICS:Suno,10.0,dev
RS-FM_LA_D_7045141_nPlDt1R8Qfc,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_7045141_nPlDt1R8Qfc.wav,development,1,1,1,0,1,RF,LA_D_7045141,fmc:nPlDt1R8Qfc,FakeMusicCaps:mustango,0.0,dev
RS-FM_LA_D_7057765_fake_17658_udio_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_7057765_fake_17658_udio_1.wav,development,1,1,1,0,1,RF,LA_D_7057765,sonics:17658,SONICS:Udio,5.0,dev
RS-FM_LA_D_7114977_fake_35261_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_7114977_fake_35261_suno_0.wav,development,1,1,1,0,1,RF,LA_D_7114977,sonics:35261,SONICS:Suno,-5.0,dev
RS-FM_LA_D_7139553_fake_19311_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_7139553_fake_19311_suno_1.wav,development,1,1,1,0,1,RF,LA_D_7139553,sonics:19311,SONICS:Suno,20.0,dev
RS-FM_LA_D_7140023_TEoDtxjlctA,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_7140023_TEoDtxjlctA.wav,development,1,1,1,0,1,RF,LA_D_7140023,fmc:TEoDtxjlctA,FakeMusicCaps:mustango,10.0,dev
RS-FM_LA_D_7162317_rVymW4Nb4NU,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_7162317_rVymW4Nb4NU.wav,development,1,1,1,0,1,RF,LA_D_7162317,fmc:rVymW4Nb4NU,FakeMusicCaps:musicldm,5.0,dev
RS-FM_LA_D_7164376_fake_15870_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_7164376_fake_15870_suno_1.wav,development,1,1,1,0,1,RF,LA_D_7164376,sonics:15870,SONICS:Suno,-5.0,dev
RS-FM_LA_D_7360454_fake_08713_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_7360454_fake_08713_suno_0.wav,development,1,1,1,0,1,RF,LA_D_7360454,sonics:8713,SONICS:Suno,0.0,dev
RS-FM_LA_D_7473191_fake_24700_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_7473191_fake_24700_suno_0.wav,development,1,1,1,0,1,RF,LA_D_7473191,sonics:24700,SONICS:Suno,5.0,dev
RS-FM_LA_D_7512726_MP7KPlqoQW0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_7512726_MP7KPlqoQW0.wav,development,1,1,1,0,1,RF,LA_D_7512726,fmc:MP7KPlqoQW0,FakeMusicCaps:mustango,-5.0,dev
RS-FM_LA_D_7870160_fake_51021_udio_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_7870160_fake_51021_udio_0.wav,development,1,1,1,0,1,RF,LA_D_7870160,sonics:51021,SONICS:Udio,20.0,dev
RS-FM_LA_D_7891590_fake_18703_udio_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_7891590_fake_18703_udio_1.wav,development,1,1,1,0,1,RF,LA_D_7891590,sonics:18703,SONICS:Udio,0.0,dev
RS-FM_LA_D_7895200_mW5_chAgg8c,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_7895200_mW5_chAgg8c.wav,development,1,1,1,0,1,RF,LA_D_7895200,fmc:mW5_chAgg8c,FakeMusicCaps:mustango,15.0,dev
RS-FM_LA_D_7948554_fake_40021_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_7948554_fake_40021_suno_0.wav,development,1,1,1,0,1,RF,LA_D_7948554,sonics:40021,SONICS:Suno,0.0,dev
RS-FM_LA_D_7974536_fake_36122_udio_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_7974536_fake_36122_udio_1.wav,development,1,1,1,0,1,RF,LA_D_7974536,sonics:36122,SONICS:Udio,10.0,dev
RS-FM_LA_D_8043080_fake_49558_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_8043080_fake_49558_suno_0.wav,development,1,1,1,0,1,RF,LA_D_8043080,sonics:49558,SONICS:Suno,0.0,dev
RS-FM_LA_D_8087859_fake_28624_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_8087859_fake_28624_suno_1.wav,development,1,1,1,0,1,RF,LA_D_8087859,sonics:28624,SONICS:Suno,5.0,dev
RS-FM_LA_D_8130173_fake_53898_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_8130173_fake_53898_suno_1.wav,development,1,1,1,0,1,RF,LA_D_8130173,sonics:53898,SONICS:Suno,20.0,dev
RS-FM_LA_D_8138324_fake_27459_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_8138324_fake_27459_suno_0.wav,development,1,1,1,0,1,RF,LA_D_8138324,sonics:27459,SONICS:Suno,20.0,dev
RS-FM_LA_D_8147163_fake_20606_udio_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_8147163_fake_20606_udio_0.wav,development,1,1,1,0,1,RF,LA_D_8147163,sonics:20606,SONICS:Udio,10.0,dev
RS-FM_LA_D_8174725_Fa1KdG8niq0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_8174725_Fa1KdG8niq0.wav,development,1,1,1,0,1,RF,LA_D_8174725,fmc:Fa1KdG8niq0,FakeMusicCaps:musicldm,15.0,dev
RS-FM_LA_D_8190929_fake_15467_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_8190929_fake_15467_suno_0.wav,development,1,1,1,0,1,RF,LA_D_8190929,sonics:15467,SONICS:Suno,20.0,dev
RS-FM_LA_D_8237075_6C0HoQe4Y-Y,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_8237075_6C0HoQe4Y-Y.wav,development,1,1,1,0,1,RF,LA_D_8237075,fmc:6C0HoQe4Y-Y,FakeMusicCaps:MusicGen_medium,15.0,dev
RS-FM_LA_D_8432583_fake_45112_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_8432583_fake_45112_suno_1.wav,development,1,1,1,0,1,RF,LA_D_8432583,sonics:45112,SONICS:Suno,15.0,dev
RS-FM_LA_D_8503024_fake_12156_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_8503024_fake_12156_suno_1.wav,development,1,1,1,0,1,RF,LA_D_8503024,sonics:12156,SONICS:Suno,5.0,dev
RS-FM_LA_D_8538667_fake_18825_udio_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_8538667_fake_18825_udio_0.wav,development,1,1,1,0,1,RF,LA_D_8538667,sonics:18825,SONICS:Udio,0.0,dev
RS-FM_LA_D_8592900_fake_50823_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_8592900_fake_50823_suno_0.wav,development,1,1,1,0,1,RF,LA_D_8592900,sonics:50823,SONICS:Suno,5.0,dev
RS-FM_LA_D_8946580_fake_28356_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_8946580_fake_28356_suno_0.wav,development,1,1,1,0,1,RF,LA_D_8946580,sonics:28356,SONICS:Suno,0.0,dev
RS-FM_LA_D_8976620_fake_36783_udio_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_8976620_fake_36783_udio_1.wav,development,1,1,1,0,1,RF,LA_D_8976620,sonics:36783,SONICS:Udio,10.0,dev
RS-FM_LA_D_9091774_5Y_mT93tkvQ,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_9091774_5Y_mT93tkvQ.wav,development,1,1,1,0,1,RF,LA_D_9091774,fmc:5Y_mT93tkvQ,FakeMusicCaps:MusicGen_medium,15.0,dev
RS-FM_LA_D_9386152_fake_53641_suno_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_9386152_fake_53641_suno_0.wav,development,1,1,1,0,1,RF,LA_D_9386152,sonics:53641,SONICS:Suno,15.0,dev
RS-FM_LA_D_9442238_fake_52682_udio_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_9442238_fake_52682_udio_1.wav,development,1,1,1,0,1,RF,LA_D_9442238,sonics:52682,SONICS:Udio,5.0,dev
RS-FM_LA_D_9549607_11FeId69WOk,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_9549607_11FeId69WOk.wav,development,1,1,1,0,1,RF,LA_D_9549607,fmc:11FeId69WOk,FakeMusicCaps:audioldm2,0.0,dev
RS-FM_LA_D_9561057_fake_15776_udio_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_9561057_fake_15776_udio_0.wav,development,1,1,1,0,1,RF,LA_D_9561057,sonics:15776,SONICS:Udio,-5.0,dev
