ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,CONDITION,SOURCE,CODEC,VOICE_SOURCE_ID,MUSIC_SOURCE_ID,SNR_DB,PARENT_ID,CHANNEL,SOURCE_DATASET,GENERATOR,GROUP_ID,SPLIT,VOCODER,SPEAKER,DURATION
sdxeq_0065__phonefact_resample8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0111,sdm_real_0056,-6.0,sdxeq_0065,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0065__phonefact_g711_ulaw,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0111,sdm_real_0056,-6.0,sdxeq_0065,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0065__phonefact_g726_24k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0111,sdm_real_0056,-6.0,sdxeq_0065,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0065__phonefact_opus_nb_8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0111,sdm_real_0056,-6.0,sdxeq_0065,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0066__phonefact_resample8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0175,sdm_real_0074,0.0,sdxeq_0066,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0066__phonefact_g711_ulaw,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0175,sdm_real_0074,0.0,sdxeq_0066,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0066__phonefact_g726_24k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0175,sdm_real_0074,0.0,sdxeq_0066,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0066__phonefact_opus_nb_8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0175,sdm_real_0074,0.0,sdxeq_0066,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0067__phonefact_resample8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0129,sdm_real_0068,6.0,sdxeq_0067,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0067__phonefact_g711_ulaw,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0129,sdm_real_0068,6.0,sdxeq_0067,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0067__phonefact_g726_24k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0129,sdm_real_0068,6.0,sdxeq_0067,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0067__phonefact_opus_nb_8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0129,sdm_real_0068,6.0,sdxeq_0067,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0068__phonefact_resample8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0182,sdm_real_0122,-6.0,sdxeq_0068,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0068__phonefact_g711_ulaw,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0182,sdm_real_0122,-6.0,sdxeq_0068,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0068__phonefact_g726_24k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0182,sdm_real_0122,-6.0,sdxeq_0068,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0068__phonefact_opus_nb_8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0182,sdm_real_0122,-6.0,sdxeq_0068,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0069__phonefact_resample8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0150,sdm_real_0012,0.0,sdxeq_0069,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0069__phonefact_g711_ulaw,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0150,sdm_real_0012,0.0,sdxeq_0069,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0069__phonefact_g726_24k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0150,sdm_real_0012,0.0,sdxeq_0069,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0069__phonefact_opus_nb_8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0150,sdm_real_0012,0.0,sdxeq_0069,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0070__phonefact_resample8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0116,sdm_real_0187,6.0,sdxeq_0070,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0070__phonefact_g711_ulaw,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0116,sdm_real_0187,6.0,sdxeq_0070,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0070__phonefact_g726_24k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0116,sdm_real_0187,6.0,sdxeq_0070,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0070__phonefact_opus_nb_8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0116,sdm_real_0187,6.0,sdxeq_0070,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0071__phonefact_resample8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0113,sdm_real_0152,-6.0,sdxeq_0071,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0071__phonefact_g711_ulaw,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0113,sdm_real_0152,-6.0,sdxeq_0071,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0071__phonefact_g726_24k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0113,sdm_real_0152,-6.0,sdxeq_0071,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0071__phonefact_opus_nb_8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0113,sdm_real_0152,-6.0,sdxeq_0071,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0072__phonefact_resample8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0128,sdm_real_0111,0.0,sdxeq_0072,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0072__phonefact_g711_ulaw,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0128,sdm_real_0111,0.0,sdxeq_0072,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0072__phonefact_g726_24k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0128,sdm_real_0111,0.0,sdxeq_0072,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0072__phonefact_opus_nb_8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0128,sdm_real_0111,0.0,sdxeq_0072,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0073__phonefact_resample8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0114,sdm_real_0066,6.0,sdxeq_0073,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0073__phonefact_g711_ulaw,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0114,sdm_real_0066,6.0,sdxeq_0073,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0073__phonefact_g726_24k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0114,sdm_real_0066,6.0,sdxeq_0073,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0073__phonefact_opus_nb_8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0114,sdm_real_0066,6.0,sdxeq_0073,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0074__phonefact_resample8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0129,sdm_real_0116,-6.0,sdxeq_0074,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0074__phonefact_g711_ulaw,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0129,sdm_real_0116,-6.0,sdxeq_0074,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0074__phonefact_g726_24k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0129,sdm_real_0116,-6.0,sdxeq_0074,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0074__phonefact_opus_nb_8k,1,1.0,0.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0129,sdm_real_0116,-6.0,sdxeq_0074,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0075__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0190,sdm_fake_0193,-6.0,sdxeq_0075,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0075__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0190,sdm_fake_0193,-6.0,sdxeq_0075,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0075__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0190,sdm_fake_0193,-6.0,sdxeq_0075,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0075__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0190,sdm_fake_0193,-6.0,sdxeq_0075,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0076__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0061,0.0,sdxeq_0076,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0076__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0061,0.0,sdxeq_0076,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0076__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0061,0.0,sdxeq_0076,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0076__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0061,0.0,sdxeq_0076,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0077__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0197,sdm_fake_0115,6.0,sdxeq_0077,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0077__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0197,sdm_fake_0115,6.0,sdxeq_0077,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0077__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0197,sdm_fake_0115,6.0,sdxeq_0077,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0077__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0197,sdm_fake_0115,6.0,sdxeq_0077,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0078__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0154,sdm_fake_0179,-6.0,sdxeq_0078,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0078__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0154,sdm_fake_0179,-6.0,sdxeq_0078,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0078__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0154,sdm_fake_0179,-6.0,sdxeq_0078,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0078__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0154,sdm_fake_0179,-6.0,sdxeq_0078,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0079__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0149,sdm_fake_0031,0.0,sdxeq_0079,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0079__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0149,sdm_fake_0031,0.0,sdxeq_0079,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0079__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0149,sdm_fake_0031,0.0,sdxeq_0079,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0079__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0149,sdm_fake_0031,0.0,sdxeq_0079,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0080__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0189,sdm_fake_0128,6.0,sdxeq_0080,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0080__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0189,sdm_fake_0128,6.0,sdxeq_0080,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0080__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0189,sdm_fake_0128,6.0,sdxeq_0080,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0080__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0189,sdm_fake_0128,6.0,sdxeq_0080,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0081__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0174,sdm_fake_0135,-6.0,sdxeq_0081,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0081__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0174,sdm_fake_0135,-6.0,sdxeq_0081,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0081__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0174,sdm_fake_0135,-6.0,sdxeq_0081,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0081__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0174,sdm_fake_0135,-6.0,sdxeq_0081,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0082__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0120,sdm_fake_0174,0.0,sdxeq_0082,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0082__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0120,sdm_fake_0174,0.0,sdxeq_0082,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0082__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0120,sdm_fake_0174,0.0,sdxeq_0082,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0082__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0120,sdm_fake_0174,0.0,sdxeq_0082,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0083__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0067,6.0,sdxeq_0083,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0083__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0067,6.0,sdxeq_0083,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0083__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0067,6.0,sdxeq_0083,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0083__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0183,sdm_fake_0067,6.0,sdxeq_0083,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0084__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0100,sdm_fake_0109,-6.0,sdxeq_0084,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0084__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0100,sdm_fake_0109,-6.0,sdxeq_0084,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0084__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0100,sdm_fake_0109,-6.0,sdxeq_0084,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0084__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0100,sdm_fake_0109,-6.0,sdxeq_0084,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0085__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0127,sdm_fake_0033,0.0,sdxeq_0085,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0085__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0127,sdm_fake_0033,0.0,sdxeq_0085,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0085__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0127,sdm_fake_0033,0.0,sdxeq_0085,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0085__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0127,sdm_fake_0033,0.0,sdxeq_0085,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0086__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0158,sdm_fake_0020,6.0,sdxeq_0086,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0086__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0158,sdm_fake_0020,6.0,sdxeq_0086,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0086__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0158,sdm_fake_0020,6.0,sdxeq_0086,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0086__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0158,sdm_fake_0020,6.0,sdxeq_0086,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0087__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0131,sdm_fake_0019,-6.0,sdxeq_0087,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0087__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0131,sdm_fake_0019,-6.0,sdxeq_0087,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0087__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0131,sdm_fake_0019,-6.0,sdxeq_0087,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0087__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0131,sdm_fake_0019,-6.0,sdxeq_0087,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0088__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0165,sdm_fake_0057,0.0,sdxeq_0088,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0088__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0165,sdm_fake_0057,0.0,sdxeq_0088,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0088__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0165,sdm_fake_0057,0.0,sdxeq_0088,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0088__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0165,sdm_fake_0057,0.0,sdxeq_0088,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0089__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0125,sdm_fake_0068,6.0,sdxeq_0089,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0089__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0125,sdm_fake_0068,6.0,sdxeq_0089,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0089__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0125,sdm_fake_0068,6.0,sdxeq_0089,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0089__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0125,sdm_fake_0068,6.0,sdxeq_0089,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0090__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0127,sdm_fake_0160,-6.0,sdxeq_0090,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0090__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0127,sdm_fake_0160,-6.0,sdxeq_0090,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0090__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0127,sdm_fake_0160,-6.0,sdxeq_0090,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0090__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0127,sdm_fake_0160,-6.0,sdxeq_0090,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0091__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0193,sdm_fake_0126,0.0,sdxeq_0091,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0091__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0193,sdm_fake_0126,0.0,sdxeq_0091,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0091__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0193,sdm_fake_0126,0.0,sdxeq_0091,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0091__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0193,sdm_fake_0126,0.0,sdxeq_0091,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0092__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0196,sdm_fake_0013,6.0,sdxeq_0092,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0092__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0196,sdm_fake_0013,6.0,sdxeq_0092,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0092__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0196,sdm_fake_0013,6.0,sdxeq_0092,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0092__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0196,sdm_fake_0013,6.0,sdxeq_0092,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0093__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0134,sdm_fake_0152,-6.0,sdxeq_0093,resample8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0093__phonefact_g711_ulaw,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0134,sdm_fake_0152,-6.0,sdxeq_0093,g711_ulaw,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0093__phonefact_g726_24k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0134,sdm_fake_0152,-6.0,sdxeq_0093,g726_24k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0093__phonefact_opus_nb_8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0134,sdm_fake_0152,-6.0,sdxeq_0093,opus_nb_8k,source_disjoint_mixed_equal_v1,,,,,,
sdxeq_0094__phonefact_resample8k,1,1.0,1.0,1,1,mixed,simultaneous,synthetic_mixture,flac16k,voice_0109,sdm_fake_0089,0.0,sdxeq_0094,resample8k,source_disjoint_mixed_equal_v1,,,,,,
