ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,MIX_MODE,COMPONENT_CASE,EVAL_CELL,CHANNEL,SPLIT,VOICE_SOURCE_ID,VOICE_GENERATOR,VOICE_SPEAKER,MUSIC_SOURCE_ID,MUSIC_GENERATOR,MUSIC_GROUP_ID,SNR_DB,OVERLAP_FRACTION,ORDER,DURATION,FILE_EXTENSION
factorial_0535,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,noisy_flac,holdout,voice_real_jian_extra_00,bonafide,jian,efp_fake_145918_udio_15,udio,fma_145918,-10.0,,,9.77,.flac
factorial_0536,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,clean_flac,holdout,voice_real_jihye_extra_02,bonafide,jihye,efp_fake_072070_musicgen_01,musicgen,fma_072070,5.0,,,8.0,.flac
factorial_0537,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,stereo_wav,holdout,voice_real_jihye_target_02,bonafide,jihye,efp_fake_130129_acestep_00,acestep,fma_130129,0.0,,,10.087,.wav
factorial_0538,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,mp3_64k,holdout,voice_real_minji_extra_02,bonafide,minji,efp_fake_145918_udio_15,udio,fma_145918,0.0,,,11.559,.mp3
factorial_0539,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,ogg_48k,holdout,voice_real_minji_extra_02,bonafide,minji,efp_fake_145918_producer_12,producer,fma_145918,10.0,,,11.559,.ogg
factorial_0540,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,telephone_flac,holdout,voice_real_hayoon_target_01,bonafide,hayoon,efp_fake_098077_musicgen_11,musicgen,fma_098077,10.0,,,8.0,.flac
factorial_0541,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,noisy_flac,holdout,voice_real_byungchul_target_00,bonafide,byungchul,efp_fake_145918_producer_11,producer,fma_145918,5.0,,,8.0,.flac
factorial_0542,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,clean_flac,holdout,voice_real_hayoon_target_00,bonafide,hayoon,efp_fake_145918_producer_11,producer,fma_145918,5.0,,,12.136,.flac
factorial_0543,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,stereo_wav,holdout,voice_real_jian_target_01,bonafide,jian,efp_fake_145918_udio_16,udio,fma_145918,0.0,,,8.0,.wav
factorial_0544,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,mp3_64k,holdout,voice_real_hayoon_extra_00,bonafide,hayoon,efp_fake_145918_producer_11,producer,fma_145918,-10.0,,,8.0,.mp3
factorial_0545,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,ogg_48k,holdout,voice_real_byungchul_target_02,bonafide,byungchul,efp_fake_098077_musicgen_09,musicgen,fma_098077,0.0,,,8.0,.ogg
factorial_0546,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,telephone_flac,holdout,voice_real_hayoon_target_02,bonafide,hayoon,efp_fake_145918_brev_02,brev,fma_145918,-10.0,,,8.0,.flac
factorial_0547,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,noisy_flac,holdout,voice_real_hayoon_extra_01,bonafide,hayoon,efp_fake_061493_acestep_00,acestep,fma_061493,-10.0,,,11.584,.flac
factorial_0548,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,clean_flac,holdout,voice_real_jihye_target_02,bonafide,jihye,efp_fake_061491_songgen_07,songgen,fma_061491,5.0,,,10.087,.flac
factorial_0549,1,0.0,1.0,1,1,mixed,concurrent,voice_real__music_fake,concurrent__voice_real__music_fake,stereo_wav,holdout,voice_real_minji_target_01,bonafide,minji,efp_fake_145918_udio_15,udio,fma_145918,-10.0,,,9.176,.wav
factorial_0550,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,mp3_64k,holdout,voice_fake_f5tts_v1_base_minji_target_01,f5tts_v1_base,minji,efp_extra_real_131904,real,fma_131904,0.0,,,8.0,.mp3
factorial_0551,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,ogg_48k,holdout,voice_fake_f5tts_v1_base_hayoon_target_02,f5tts_v1_base,hayoon,efp_extra_real_037725,real,fma_037725,-10.0,,,8.0,.ogg
factorial_0552,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,telephone_flac,holdout,voice_fake_qwen3tts_finetuned_1.7b_hayoon_target_01,qwen3tts_finetuned_1.7b,hayoon,efp_extra_real_131941,real,fma_131941,-10.0,,,8.0,.flac
factorial_0553,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,noisy_flac,holdout,voice_fake_qwen3tts_finetuned_1.7b_byungchul_target_00,qwen3tts_finetuned_1.7b,byungchul,efp_extra_real_117627,real,fma_117627,5.0,,,8.0,.flac
factorial_0554,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,clean_flac,holdout,voice_fake_qwen3tts_custom_0.6b_jihye_target_02,qwen3tts_custom_0.6b,jihye,efp_real_140922,real,fma_140922,-5.0,,,16.96,.flac
factorial_0555,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,stereo_wav,holdout,voice_fake_cosyvoice3_0.5b_jian_target_00,cosyvoice3_0.5b,jian,efp_extra_real_108303,real,fma_108303,10.0,,,8.0,.wav
factorial_0556,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,mp3_64k,holdout,voice_fake_qwen3tts_custom_0.6b_jihye_target_00,qwen3tts_custom_0.6b,jihye,efp_extra_real_140788,real,fma_140788,-10.0,,,8.0,.mp3
factorial_0557,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,ogg_48k,holdout,voice_fake_cosyvoice3_0.5b_hayoon_target_01,cosyvoice3_0.5b,hayoon,efp_extra_real_069211,real,fma_069211,-5.0,,,8.0,.ogg
factorial_0558,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,telephone_flac,holdout,voice_fake_cosyvoice3_0.5b_byungchul_target_02,cosyvoice3_0.5b,byungchul,efp_extra_real_126220,real,fma_126220,0.0,,,9.16,.flac
factorial_0559,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,noisy_flac,holdout,voice_fake_cosyvoice3_0.5b_jihye_target_00,cosyvoice3_0.5b,jihye,efp_extra_real_041568,real,fma_041568,5.0,,,8.0,.flac
factorial_0560,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,clean_flac,holdout,voice_fake_qwen3tts_custom_0.6b_minji_target_02,qwen3tts_custom_0.6b,minji,efp_extra_real_144544,real,fma_144544,10.0,,,14.08,.flac
factorial_0561,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,stereo_wav,holdout,voice_fake_cosyvoice3_0.5b_jian_target_02,cosyvoice3_0.5b,jian,efp_real_127297,real,fma_127297,-10.0,,,8.0,.wav
factorial_0562,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,mp3_64k,holdout,voice_fake_qwen3tts_custom_0.6b_minji_target_01,qwen3tts_custom_0.6b,minji,efp_extra_real_061159,real,fma_061159,-10.0,,,10.32,.mp3
factorial_0563,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,ogg_48k,holdout,voice_fake_f5tts_v1_base_hayoon_target_00,f5tts_v1_base,hayoon,efp_extra_real_140788,real,fma_140788,-10.0,,,8.576,.ogg
factorial_0564,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,telephone_flac,holdout,voice_fake_qwen3tts_finetuned_1.7b_jihye_target_01,qwen3tts_finetuned_1.7b,jihye,efp_extra_real_129375,real,fma_129375,-10.0,,,10.0,.flac
factorial_0565,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,noisy_flac,holdout,voice_fake_qwen3tts_custom_0.6b_byungchul_target_02,qwen3tts_custom_0.6b,byungchul,efp_real_145918,real,fma_145918,0.0,,,11.2,.flac
factorial_0566,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,clean_flac,holdout,voice_fake_cosyvoice3_0.5b_hayoon_target_01,cosyvoice3_0.5b,hayoon,efp_real_127297,real,fma_127297,-5.0,,,8.0,.flac
factorial_0567,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,stereo_wav,holdout,voice_fake_qwen3tts_custom_0.6b_hayoon_target_00,qwen3tts_custom_0.6b,hayoon,efp_extra_real_144544,real,fma_144544,-10.0,,,10.48,.wav
factorial_0568,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,mp3_64k,holdout,voice_fake_qwen3tts_custom_0.6b_byungchul_target_00,qwen3tts_custom_0.6b,byungchul,efp_extra_real_115767,real,fma_115767,5.0,,,8.0,.mp3
factorial_0569,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,ogg_48k,holdout,voice_fake_qwen3tts_custom_0.6b_jian_target_00,qwen3tts_custom_0.6b,jian,efp_real_061493,real,fma_061493,0.0,,,8.0,.ogg
factorial_0570,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,telephone_flac,holdout,voice_fake_qwen3tts_custom_0.6b_jihye_target_00,qwen3tts_custom_0.6b,jihye,efp_extra_real_090527,real,fma_090527,5.0,,,8.0,.flac
factorial_0571,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,noisy_flac,holdout,voice_fake_qwen3tts_custom_0.6b_hayoon_target_01,qwen3tts_custom_0.6b,hayoon,efp_extra_real_126773,real,fma_126773,0.0,,,8.0,.flac
factorial_0572,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,clean_flac,holdout,voice_fake_qwen3tts_finetuned_1.7b_hayoon_target_02,qwen3tts_finetuned_1.7b,hayoon,efp_extra_real_048456,real,fma_048456,-5.0,,,8.0,.flac
factorial_0573,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,stereo_wav,holdout,voice_fake_cosyvoice3_0.5b_minji_target_01,cosyvoice3_0.5b,minji,efp_extra_real_111871,real,fma_111871,-5.0,,,8.6,.wav
factorial_0574,1,1.0,0.0,1,1,mixed,concurrent,voice_fake__music_real,concurrent__voice_fake__music_real,mp3_64k,holdout,voice_fake_cosyvoice3_0.5b_jihye_target_00,cosyvoice3_0.5b,jihye,efp_extra_real_140421,real,fma_140421,-10.0,,,8.0,.mp3
factorial_0575,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,ogg_48k,holdout,voice_fake_qwen3tts_custom_0.6b_hayoon_target_02,qwen3tts_custom_0.6b,hayoon,efp_fake_098077_stableaudio_14,stableaudio,fma_098077,-10.0,,,8.0,.ogg
factorial_0576,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,telephone_flac,holdout,voice_fake_qwen3tts_custom_0.6b_byungchul_target_00,qwen3tts_custom_0.6b,byungchul,efp_fake_145918_brev_03,brev,fma_145918,5.0,,,8.0,.flac
factorial_0577,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,noisy_flac,holdout,voice_fake_qwen3tts_custom_0.6b_byungchul_target_01,qwen3tts_custom_0.6b,byungchul,efp_fake_061493_audioldm_02,audioldm,fma_061493,-10.0,,,8.0,.flac
factorial_0578,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,clean_flac,holdout,voice_fake_qwen3tts_custom_0.6b_jian_target_01,qwen3tts_custom_0.6b,jian,efp_fake_061491_stableaudio_08,stableaudio,fma_061491,-5.0,,,8.0,.flac
factorial_0579,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,stereo_wav,holdout,voice_fake_qwen3tts_custom_0.6b_minji_target_01,qwen3tts_custom_0.6b,minji,efp_fake_127297_diffrhythm_03,diffrhythm,fma_127297,5.0,,,10.32,.wav
factorial_0580,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,mp3_64k,holdout,voice_fake_cosyvoice3_0.5b_jihye_target_01,cosyvoice3_0.5b,jihye,efp_fake_140922_acestep_00,acestep,fma_140922,-5.0,,,18.0,.mp3
factorial_0581,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,ogg_48k,holdout,voice_fake_qwen3tts_finetuned_1.7b_minji_target_02,qwen3tts_finetuned_1.7b,minji,efp_fake_145918_mubert_08,mubert,fma_145918,0.0,,,9.84,.ogg
factorial_0582,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,telephone_flac,holdout,voice_fake_qwen3tts_custom_0.6b_byungchul_target_02,qwen3tts_custom_0.6b,byungchul,efp_fake_140922_audioldm_02,audioldm,fma_140922,0.0,,,11.2,.flac
factorial_0583,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,noisy_flac,holdout,voice_fake_f5tts_v1_base_hayoon_target_01,f5tts_v1_base,hayoon,efp_fake_145918_elevenlabs_06,elevenlabs,fma_145918,-10.0,,,8.0,.flac
factorial_0584,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,clean_flac,holdout,voice_fake_qwen3tts_finetuned_1.7b_jihye_target_00,qwen3tts_finetuned_1.7b,jihye,efp_fake_145918_producer_12,producer,fma_145918,10.0,,,8.0,.flac
factorial_0585,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,stereo_wav,holdout,voice_fake_cosyvoice3_0.5b_hayoon_target_00,cosyvoice3_0.5b,hayoon,efp_fake_098077_stableaudio_15,stableaudio,fma_098077,-5.0,,,9.64,.wav
factorial_0586,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,mp3_64k,holdout,voice_fake_qwen3tts_finetuned_1.7b_jihye_target_01,qwen3tts_finetuned_1.7b,jihye,efp_fake_061491_audioldm_02,audioldm,fma_061491,10.0,,,10.0,.mp3
factorial_0587,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,ogg_48k,holdout,voice_fake_qwen3tts_custom_0.6b_jihye_target_02,qwen3tts_custom_0.6b,jihye,efp_fake_061493_diffrhythm_03,diffrhythm,fma_061493,5.0,,,16.96,.ogg
factorial_0588,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,telephone_flac,holdout,voice_fake_f5tts_v1_base_jihye_target_00,f5tts_v1_base,jihye,efp_fake_145918_suno_13,suno,fma_145918,-5.0,,,8.0,.flac
factorial_0589,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,noisy_flac,holdout,voice_fake_f5tts_v1_base_byungchul_target_00,f5tts_v1_base,byungchul,efp_fake_140922_diffrhythm_03,diffrhythm,fma_140922,10.0,,,9.941,.flac
factorial_0590,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,clean_flac,holdout,voice_fake_qwen3tts_finetuned_1.7b_jihye_target_02,qwen3tts_finetuned_1.7b,jihye,efp_fake_145918_brev_02,brev,fma_145918,-10.0,,,12.4,.flac
factorial_0591,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,stereo_wav,holdout,voice_fake_qwen3tts_custom_0.6b_jian_target_00,qwen3tts_custom_0.6b,jian,efp_fake_145918_udio_16,udio,fma_145918,-10.0,,,8.0,.wav
factorial_0592,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,mp3_64k,holdout,voice_fake_cosyvoice3_0.5b_jihye_target_00,cosyvoice3_0.5b,jihye,efp_fake_145918_udio_16,udio,fma_145918,-5.0,,,8.0,.mp3
factorial_0593,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,ogg_48k,holdout,voice_fake_qwen3tts_custom_0.6b_byungchul_target_00,qwen3tts_custom_0.6b,byungchul,efp_fake_145918_producer_12,producer,fma_145918,-5.0,,,8.0,.ogg
factorial_0594,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,telephone_flac,holdout,voice_fake_cosyvoice3_0.5b_byungchul_target_00,cosyvoice3_0.5b,byungchul,efp_fake_145918_elevenlabs_06,elevenlabs,fma_145918,5.0,,,11.08,.flac
factorial_0595,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,noisy_flac,holdout,voice_fake_qwen3tts_finetuned_1.7b_byungchul_target_00,qwen3tts_finetuned_1.7b,byungchul,efp_fake_145918_producer_12,producer,fma_145918,-10.0,,,8.0,.flac
factorial_0596,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,clean_flac,holdout,voice_fake_f5tts_v1_base_jian_target_01,f5tts_v1_base,jian,efp_fake_127297_stableaudio_08,stableaudio,fma_127297,-5.0,,,8.0,.flac
factorial_0597,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,stereo_wav,holdout,voice_fake_qwen3tts_custom_0.6b_minji_target_01,qwen3tts_custom_0.6b,minji,efp_fake_140922_audioldm_02,audioldm,fma_140922,10.0,,,10.32,.wav
factorial_0598,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,mp3_64k,holdout,voice_fake_qwen3tts_finetuned_1.7b_hayoon_target_01,qwen3tts_finetuned_1.7b,hayoon,efp_fake_145918_brev_02,brev,fma_145918,-10.0,,,8.0,.mp3
factorial_0599,1,1.0,1.0,1,1,mixed,concurrent,voice_fake__music_fake,concurrent__voice_fake__music_fake,ogg_48k,holdout,voice_fake_f5tts_v1_base_jian_target_01,f5tts_v1_base,jian,efp_fake_145918_mubert_08,mubert,fma_145918,5.0,,,8.0,.ogg
factorial_0600,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,telephone_flac,holdout,voice_real_minji_target_02,bonafide,minji,efp_extra_real_117667,real,fma_117667,0.0,0.5,voice_first,14.873,.flac
factorial_0601,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,noisy_flac,holdout,voice_real_jihye_target_02,bonafide,jihye,efp_real_107616,real,fma_107616,-5.0,0.5,voice_first,15.087,.flac
factorial_0602,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,clean_flac,holdout,voice_real_byungchul_target_02,bonafide,byungchul,efp_extra_real_069211,real,fma_069211,0.0,0.5,voice_first,13.989,.flac
factorial_0603,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,stereo_wav,holdout,voice_real_jihye_extra_01,bonafide,jihye,efp_extra_real_069768,real,fma_069768,-10.0,0.5,voice_first,13.162,.wav
factorial_0604,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,mp3_64k,holdout,voice_real_hayoon_target_00,bonafide,hayoon,efp_extra_real_127913,real,fma_127913,-10.0,0.75,voice_first,14.636,.mp3
factorial_0605,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,ogg_48k,holdout,voice_real_minji_target_01,bonafide,minji,efp_extra_real_141141,real,fma_141141,-10.0,0.5,music_first,14.588,.ogg
factorial_0606,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,telephone_flac,holdout,voice_real_jian_extra_01,bonafide,jian,efp_extra_real_111375,real,fma_111375,-10.0,0.5,music_first,12.857,.flac
factorial_0607,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,noisy_flac,holdout,voice_real_byungchul_extra_02,bonafide,byungchul,efp_extra_real_011781,real,fma_011781,-5.0,0.25,music_first,15.249,.flac
factorial_0608,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,clean_flac,holdout,voice_real_byungchul_target_00,bonafide,byungchul,efp_real_072070,real,fma_072070,0.0,0.75,music_first,11.94,.flac
factorial_0609,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,stereo_wav,holdout,voice_real_hayoon_extra_00,bonafide,hayoon,efp_real_061493,real,fma_061493,-5.0,0.5,voice_first,12.286,.wav
factorial_0610,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,mp3_64k,holdout,voice_real_jihye_extra_01,bonafide,jihye,efp_real_061491,real,fma_061491,0.0,0.75,voice_first,11.581,.mp3
factorial_0611,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,ogg_48k,holdout,voice_real_jian_extra_02,bonafide,jian,efp_extra_real_068531,real,fma_068531,0.0,0.25,voice_first,13.947,.ogg
factorial_0612,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,telephone_flac,holdout,voice_real_jihye_extra_00,bonafide,jihye,efp_extra_real_032326,real,fma_032326,-10.0,0.5,voice_first,12.903,.flac
factorial_0613,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,noisy_flac,holdout,voice_real_hayoon_target_01,bonafide,hayoon,efp_extra_real_069768,real,fma_069768,0.0,0.75,music_first,11.567,.flac
factorial_0614,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,clean_flac,holdout,voice_real_byungchul_extra_00,bonafide,byungchul,efp_extra_real_111375,real,fma_111375,0.0,0.25,voice_first,17.809,.flac
factorial_0615,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,stereo_wav,holdout,voice_real_hayoon_extra_02,bonafide,hayoon,efp_extra_real_142096,real,fma_142096,-10.0,0.75,voice_first,11.199,.wav
factorial_0616,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,mp3_64k,holdout,voice_real_jian_extra_00,bonafide,jian,efp_extra_real_051117,real,fma_051117,0.0,0.5,music_first,14.885,.mp3
factorial_0617,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,ogg_48k,holdout,voice_real_jian_target_01,bonafide,jian,efp_real_061493,real,fma_061493,0.0,0.25,voice_first,14.608,.ogg
factorial_0618,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,telephone_flac,holdout,voice_real_jian_target_02,bonafide,jian,efp_extra_real_053302,real,fma_053302,10.0,0.5,voice_first,13.904,.flac
factorial_0619,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,noisy_flac,holdout,voice_real_jian_target_02,bonafide,jian,efp_extra_real_056517,real,fma_056517,5.0,0.5,music_first,13.904,.flac
factorial_0620,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,clean_flac,holdout,voice_real_byungchul_extra_02,bonafide,byungchul,efp_extra_real_048456,real,fma_048456,-5.0,0.5,voice_first,13.499,.flac
factorial_0621,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,stereo_wav,holdout,voice_real_jian_extra_02,bonafide,jian,efp_real_130129,real,fma_130129,-5.0,0.75,music_first,11.316,.wav
factorial_0622,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,mp3_64k,holdout,voice_real_byungchul_target_01,bonafide,byungchul,efp_real_061493,real,fma_061493,-10.0,0.25,voice_first,14.057,.mp3
factorial_0623,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,ogg_48k,holdout,voice_real_jihye_extra_01,bonafide,jihye,efp_extra_real_069768,real,fma_069768,-10.0,0.25,music_first,14.743,.ogg
factorial_0624,0,0.0,0.0,1,1,mixed,partial_overlap,voice_real__music_real,partial_overlap__voice_real__music_real,telephone_flac,holdout,voice_real_byungchul_target_02,bonafide,byungchul,efp_extra_real_126773,real,fma_126773,-5.0,0.75,voice_first,11.995,.flac
factorial_0625,1,0.0,1.0,1,1,mixed,partial_overlap,voice_real__music_fake,partial_overlap__voice_real__music_fake,noisy_flac,holdout,voice_real_jihye_extra_02,bonafide,jihye,efp_fake_127297_stableaudio_08,stableaudio,fma_127297,-5.0,0.5,voice_first,12.597,.flac
factorial_0626,1,0.0,1.0,1,1,mixed,partial_overlap,voice_real__music_fake,partial_overlap__voice_real__music_fake,clean_flac,holdout,voice_real_minji_target_00,bonafide,minji,efp_fake_145918_suno_14,suno,fma_145918,10.0,0.75,voice_first,11.646,.flac
factorial_0627,1,0.0,1.0,1,1,mixed,partial_overlap,voice_real__music_fake,partial_overlap__voice_real__music_fake,stereo_wav,holdout,voice_real_minji_extra_00,bonafide,minji,efp_fake_130129_audioldm_01,audioldm,fma_130129,-10.0,0.25,voice_first,13.644,.wav
factorial_0628,1,0.0,1.0,1,1,mixed,partial_overlap,voice_real__music_fake,partial_overlap__voice_real__music_fake,mp3_64k,holdout,voice_real_jian_target_00,bonafide,jian,efp_fake_145918_brev_03,brev,fma_145918,5.0,0.25,music_first,14.639,.mp3
factorial_0629,1,0.0,1.0,1,1,mixed,partial_overlap,voice_real__music_fake,partial_overlap__voice_real__music_fake,ogg_48k,holdout,voice_real_byungchul_extra_00,bonafide,byungchul,efp_fake_098077_audioldm_03,audioldm,fma_098077,0.0,0.75,voice_first,12.809,.ogg
factorial_0630,1,0.0,1.0,1,1,mixed,partial_overlap,voice_real__music_fake,partial_overlap__voice_real__music_fake,telephone_flac,holdout,voice_real_jihye_extra_01,bonafide,jihye,efp_fake_145918_suno_14,suno,fma_145918,-5.0,0.75,voice_first,11.581,.flac
factorial_0631,1,0.0,1.0,1,1,mixed,partial_overlap,voice_real__music_fake,partial_overlap__voice_real__music_fake,noisy_flac,holdout,voice_real_hayoon_target_00,bonafide,hayoon,efp_fake_107616_acestep_00,acestep,fma_107616,0.0,0.25,voice_first,19.636,.flac
