scope,axis,group,model,n,real_n,fake_n,FILE_EER
pair,DURATION,RR_vs_RF|10,anchor_global_0.025,300,150,150,0.41333333333333333
pair,DURATION,RR_vs_RF|10,anchor_global_0.05,300,150,150,0.4066666666666666
pair,DURATION,RR_vs_RF|10,anchor_global_0.1,300,150,150,0.3933333333333333
pair,DURATION,RR_vs_RF|10,anchor_global_0.2,300,150,150,0.3933333333333333
pair,DURATION,RR_vs_RF|10,anchor_local_0.025,300,150,150,0.41333333333333333
pair,DURATION,RR_vs_RF|10,anchor_local_0.05,300,150,150,0.42000000000000004
pair,DURATION,RR_vs_RF|10,anchor_local_0.1,300,150,150,0.4066666666666666
pair,DURATION,RR_vs_RF|10,anchor_local_0.2,300,150,150,0.38
pair,DURATION,RR_vs_RF|30,current_anchor,300,150,150,0.30000000000000004
pair,DURATION,RR_vs_RF|30,parent,300,150,150,0.30666666666666664
pair,DURATION,RR_vs_RF|30,global,300,150,150,0.31333333333333335
pair,DURATION,RR_vs_RF|30,local,300,150,150,0.3733333333333333
pair,DURATION,RR_vs_RF|30,anchor_global_0.025,300,150,150,0.29333333333333333
pair,DURATION,RR_vs_RF|30,anchor_global_0.05,300,150,150,0.30000000000000004
pair,DURATION,RR_vs_RF|30,anchor_global_0.1,300,150,150,0.30666666666666664
pair,DURATION,RR_vs_RF|30,anchor_global_0.2,300,150,150,0.2866666666666666
pair,DURATION,RR_vs_RF|30,anchor_local_0.025,300,150,150,0.29333333333333333
pair,DURATION,RR_vs_RF|30,anchor_local_0.05,300,150,150,0.29333333333333333
pair,DURATION,RR_vs_RF|30,anchor_local_0.1,300,150,150,0.29333333333333333
pair,DURATION,RR_vs_RF|30,anchor_local_0.2,300,150,150,0.28
pair,DURATION,RR_vs_RF|60,current_anchor,300,150,150,0.30000000000000004
pair,DURATION,RR_vs_RF|60,parent,300,150,150,0.2666666666666667
pair,DURATION,RR_vs_RF|60,global,300,150,150,0.28
pair,DURATION,RR_vs_RF|60,local,300,150,150,0.28
pair,DURATION,RR_vs_RF|60,anchor_global_0.025,300,150,150,0.2866666666666666
pair,DURATION,RR_vs_RF|60,anchor_global_0.05,300,150,150,0.2866666666666666
pair,DURATION,RR_vs_RF|60,anchor_global_0.1,300,150,150,0.28
pair,DURATION,RR_vs_RF|60,anchor_global_0.2,300,150,150,0.2533333333333333
pair,DURATION,RR_vs_RF|60,anchor_local_0.025,300,150,150,0.28
pair,DURATION,RR_vs_RF|60,anchor_local_0.05,300,150,150,0.2666666666666667
pair,DURATION,RR_vs_RF|60,anchor_local_0.1,300,150,150,0.2533333333333333
pair,DURATION,RR_vs_RF|60,anchor_local_0.2,300,150,150,0.2533333333333333
pair,CHANNEL,RR_vs_RF|clean,current_anchor,300,150,150,0.24
pair,CHANNEL,RR_vs_RF|clean,parent,300,150,150,0.26
pair,CHANNEL,RR_vs_RF|clean,global,300,150,150,0.28
pair,CHANNEL,RR_vs_RF|clean,local,300,150,150,0.30666666666666664
pair,CHANNEL,RR_vs_RF|clean,anchor_global_0.025,300,150,150,0.24
pair,CHANNEL,RR_vs_RF|clean,anchor_global_0.05,300,150,150,0.24
pair,CHANNEL,RR_vs_RF|clean,anchor_global_0.1,300,150,150,0.2333333333333333
pair,CHANNEL,RR_vs_RF|clean,anchor_global_0.2,300,150,150,0.2466666666666667
pair,CHANNEL,RR_vs_RF|clean,anchor_local_0.025,300,150,150,0.24
pair,CHANNEL,RR_vs_RF|clean,anchor_local_0.05,300,150,150,0.2466666666666667
pair,CHANNEL,RR_vs_RF|clean,anchor_local_0.1,300,150,150,0.2533333333333333
pair,CHANNEL,RR_vs_RF|clean,anchor_local_0.2,300,150,150,0.2466666666666667
pair,CHANNEL,RR_vs_RF|g711_ulaw,current_anchor,300,150,150,0.3466666666666667
pair,CHANNEL,RR_vs_RF|g711_ulaw,parent,300,150,150,0.31999999999999995
pair,CHANNEL,RR_vs_RF|g711_ulaw,global,300,150,150,0.33333333333333337
pair,CHANNEL,RR_vs_RF|g711_ulaw,local,300,150,150,0.2733333333333333
pair,CHANNEL,RR_vs_RF|g711_ulaw,anchor_global_0.025,300,150,150,0.33999999999999997
pair,CHANNEL,RR_vs_RF|g711_ulaw,anchor_global_0.05,300,150,150,0.32666666666666666
pair,CHANNEL,RR_vs_RF|g711_ulaw,anchor_global_0.1,300,150,150,0.31999999999999995
pair,CHANNEL,RR_vs_RF|g711_ulaw,anchor_global_0.2,300,150,150,0.30666666666666664
pair,CHANNEL,RR_vs_RF|g711_ulaw,anchor_local_0.025,300,150,150,0.32666666666666666
pair,CHANNEL,RR_vs_RF|g711_ulaw,anchor_local_0.05,300,150,150,0.31999999999999995
pair,CHANNEL,RR_vs_RF|g711_ulaw,anchor_local_0.1,300,150,150,0.30666666666666664
pair,CHANNEL,RR_vs_RF|g711_ulaw,anchor_local_0.2,300,150,150,0.28
pair,CHANNEL,RR_vs_RF|opus_nb_8k,current_anchor,300,150,150,0.41333333333333333
pair,CHANNEL,RR_vs_RF|opus_nb_8k,parent,300,150,150,0.43999999999999995
pair,CHANNEL,RR_vs_RF|opus_nb_8k,global,300,150,150,0.42666666666666664
pair,CHANNEL,RR_vs_RF|opus_nb_8k,local,300,150,150,0.4733333333333334
pair,CHANNEL,RR_vs_RF|opus_nb_8k,anchor_global_0.025,300,150,150,0.4066666666666666
pair,CHANNEL,RR_vs_RF|opus_nb_8k,anchor_global_0.05,300,150,150,0.4066666666666666
pair,CHANNEL,RR_vs_RF|opus_nb_8k,anchor_global_0.1,300,150,150,0.4066666666666666
pair,CHANNEL,RR_vs_RF|opus_nb_8k,anchor_global_0.2,300,150,150,0.4066666666666666
pair,CHANNEL,RR_vs_RF|opus_nb_8k,anchor_local_0.025,300,150,150,0.4066666666666666
pair,CHANNEL,RR_vs_RF|opus_nb_8k,anchor_local_0.05,300,150,150,0.4066666666666666
pair,CHANNEL,RR_vs_RF|opus_nb_8k,anchor_local_0.1,300,150,150,0.4066666666666666
pair,CHANNEL,RR_vs_RF|opus_nb_8k,anchor_local_0.2,300,150,150,0.4
pair,MIX_MODE,RR_vs_RF|concurrent,current_anchor,180,90,90,0.28888888888888886
pair,MIX_MODE,RR_vs_RF|concurrent,parent,180,90,90,0.2777777777777778
pair,MIX_MODE,RR_vs_RF|concurrent,global,180,90,90,0.3222222222222222
pair,MIX_MODE,RR_vs_RF|concurrent,local,180,90,90,0.34444444444444444
pair,MIX_MODE,RR_vs_RF|concurrent,anchor_global_0.025,180,90,90,0.28888888888888886
pair,MIX_MODE,RR_vs_RF|concurrent,anchor_global_0.05,180,90,90,0.2777777777777778
pair,MIX_MODE,RR_vs_RF|concurrent,anchor_global_0.1,180,90,90,0.28888888888888886
pair,MIX_MODE,RR_vs_RF|concurrent,anchor_global_0.2,180,90,90,0.28888888888888886
pair,MIX_MODE,RR_vs_RF|concurrent,anchor_local_0.025,180,90,90,0.28888888888888886
pair,MIX_MODE,RR_vs_RF|concurrent,anchor_local_0.05,180,90,90,0.28888888888888886
pair,MIX_MODE,RR_vs_RF|concurrent,anchor_local_0.1,180,90,90,0.2777777777777778
pair,MIX_MODE,RR_vs_RF|concurrent,anchor_local_0.2,180,90,90,0.28888888888888886
pair,MIX_MODE,RR_vs_RF|sequential_music_first,current_anchor,180,90,90,0.25555555555555554
pair,MIX_MODE,RR_vs_RF|sequential_music_first,parent,180,90,90,0.3555555555555555
pair,MIX_MODE,RR_vs_RF|sequential_music_first,global,180,90,90,0.3666666666666667
pair,MIX_MODE,RR_vs_RF|sequential_music_first,local,180,90,90,0.38888888888888884
pair,MIX_MODE,RR_vs_RF|sequential_music_first,anchor_global_0.025,180,90,90,0.2666666666666667
pair,MIX_MODE,RR_vs_RF|sequential_music_first,anchor_global_0.05,180,90,90,0.25555555555555554
pair,MIX_MODE,RR_vs_RF|sequential_music_first,anchor_global_0.1,180,90,90,0.2333333333333333
pair,MIX_MODE,RR_vs_RF|sequential_music_first,anchor_global_0.2,180,90,90,0.2333333333333333
pair,MIX_MODE,RR_vs_RF|sequential_music_first,anchor_local_0.025,180,90,90,0.2666666666666667
pair,MIX_MODE,RR_vs_RF|sequential_music_first,anchor_local_0.05,180,90,90,0.2777777777777778
pair,MIX_MODE,RR_vs_RF|sequential_music_first,anchor_local_0.1,180,90,90,0.2666666666666667
pair,MIX_MODE,RR_vs_RF|sequential_music_first,anchor_local_0.2,180,90,90,0.24444444444444446
pair,MIX_MODE,RR_vs_RF|sequential_voice_first,current_anchor,180,90,90,0.2777777777777778
pair,MIX_MODE,RR_vs_RF|sequential_voice_first,parent,180,90,90,0.3222222222222222
pair,MIX_MODE,RR_vs_RF|sequential_voice_first,global,180,90,90,0.3111111111111111
pair,MIX_MODE,RR_vs_RF|sequential_voice_first,local,180,90,90,0.3111111111111111
pair,MIX_MODE,RR_vs_RF|sequential_voice_first,anchor_global_0.025,180,90,90,0.2777777777777778
pair,MIX_MODE,RR_vs_RF|sequential_voice_first,anchor_global_0.05,180,90,90,0.25555555555555554
pair,MIX_MODE,RR_vs_RF|sequential_voice_first,anchor_global_0.1,180,90,90,0.24444444444444446
pair,MIX_MODE,RR_vs_RF|sequential_voice_first,anchor_global_0.2,180,90,90,0.2666666666666667
pair,MIX_MODE,RR_vs_RF|sequential_voice_first,anchor_local_0.025,180,90,90,0.2777777777777778
pair,MIX_MODE,RR_vs_RF|sequential_voice_first,anchor_local_0.05,180,90,90,0.2777777777777778
pair,MIX_MODE,RR_vs_RF|sequential_voice_first,anchor_local_0.1,180,90,90,0.25555555555555554
pair,MIX_MODE,RR_vs_RF|sequential_voice_first,anchor_local_0.2,180,90,90,0.24444444444444446
pair,MIX_MODE,RR_vs_RF|sparse_music,current_anchor,180,90,90,0.5444444444444445
pair,MIX_MODE,RR_vs_RF|sparse_music,parent,180,90,90,0.47777777777777775
pair,MIX_MODE,RR_vs_RF|sparse_music,global,180,90,90,0.4666666666666667
pair,MIX_MODE,RR_vs_RF|sparse_music,local,180,90,90,0.43333333333333335
pair,MIX_MODE,RR_vs_RF|sparse_music,anchor_global_0.025,180,90,90,0.5333333333333333
pair,MIX_MODE,RR_vs_RF|sparse_music,anchor_global_0.05,180,90,90,0.5333333333333333
pair,MIX_MODE,RR_vs_RF|sparse_music,anchor_global_0.1,180,90,90,0.5222222222222221
pair,MIX_MODE,RR_vs_RF|sparse_music,anchor_global_0.2,180,90,90,0.5111111111111111
pair,MIX_MODE,RR_vs_RF|sparse_music,anchor_local_0.025,180,90,90,0.5333333333333333
pair,MIX_MODE,RR_vs_RF|sparse_music,anchor_local_0.05,180,90,90,0.5111111111111111
pair,MIX_MODE,RR_vs_RF|sparse_music,anchor_local_0.1,180,90,90,0.48888888888888893
pair,MIX_MODE,RR_vs_RF|sparse_music,anchor_local_0.2,180,90,90,0.4444444444444444
pair,MIX_MODE,RR_vs_RF|sparse_voice,current_anchor,180,90,90,0.3111111111111111
pair,MIX_MODE,RR_vs_RF|sparse_voice,parent,180,90,90,0.2777777777777778
pair,MIX_MODE,RR_vs_RF|sparse_voice,global,180,90,90,0.30000000000000004
pair,MIX_MODE,RR_vs_RF|sparse_voice,local,180,90,90,0.3111111111111111
pair,MIX_MODE,RR_vs_RF|sparse_voice,anchor_global_0.025,180,90,90,0.3111111111111111
pair,MIX_MODE,RR_vs_RF|sparse_voice,anchor_global_0.05,180,90,90,0.3111111111111111
pair,MIX_MODE,RR_vs_RF|sparse_voice,anchor_global_0.1,180,90,90,0.3222222222222222
pair,MIX_MODE,RR_vs_RF|sparse_voice,anchor_global_0.2,180,90,90,0.30000000000000004
pair,MIX_MODE,RR_vs_RF|sparse_voice,anchor_local_0.025,180,90,90,0.3111111111111111
pair,MIX_MODE,RR_vs_RF|sparse_voice,anchor_local_0.05,180,90,90,0.3111111111111111
pair,MIX_MODE,RR_vs_RF|sparse_voice,anchor_local_0.1,180,90,90,0.30000000000000004
pair,MIX_MODE,RR_vs_RF|sparse_voice,anchor_local_0.2,180,90,90,0.28888888888888886
pair,ALL,RR_vs_FF,current_anchor,900,450,450,0.14888888888888885
pair,ALL,RR_vs_FF,parent,900,450,450,0.14666666666666664
pair,ALL,RR_vs_FF,global,900,450,450,0.14666666666666664
pair,ALL,RR_vs_FF,local,900,450,450,0.19111111111111112
pair,ALL,RR_vs_FF,anchor_global_0.025,900,450,450,0.14444444444444446
pair,ALL,RR_vs_FF,anchor_global_0.05,900,450,450,0.14222222222222225
pair,ALL,RR_vs_FF,anchor_global_0.1,900,450,450,0.14
pair,ALL,RR_vs_FF,anchor_global_0.2,900,450,450,0.12888888888888891
pair,ALL,RR_vs_FF,anchor_local_0.025,900,450,450,0.14444444444444446
pair,ALL,RR_vs_FF,anchor_local_0.05,900,450,450,0.14
pair,ALL,RR_vs_FF,anchor_local_0.1,900,450,450,0.14
pair,ALL,RR_vs_FF,anchor_local_0.2,900,450,450,0.1333333333333333
pair,DURATION,RR_vs_FF|10,current_anchor,300,150,150,0.18666666666666665
pair,DURATION,RR_vs_FF|10,parent,300,150,150,0.14666666666666664
pair,DURATION,RR_vs_FF|10,global,300,150,150,0.15333333333333332
pair,DURATION,RR_vs_FF|10,local,300,150,150,0.24
pair,DURATION,RR_vs_FF|10,anchor_global_0.025,300,150,150,0.18000000000000002
pair,DURATION,RR_vs_FF|10,anchor_global_0.05,300,150,150,0.17333333333333334
pair,DURATION,RR_vs_FF|10,anchor_global_0.1,300,150,150,0.16000000000000003
pair,DURATION,RR_vs_FF|10,anchor_global_0.2,300,150,150,0.16666666666666663
pair,DURATION,RR_vs_FF|10,anchor_local_0.025,300,150,150,0.18666666666666665
pair,DURATION,RR_vs_FF|10,anchor_local_0.05,300,150,150,0.18666666666666665
pair,DURATION,RR_vs_FF|10,anchor_local_0.1,300,150,150,0.18000000000000002
pair,DURATION,RR_vs_FF|10,anchor_local_0.2,300,150,150,0.17333333333333334
pair,DURATION,RR_vs_FF|30,current_anchor,300,150,150,0.1333333333333333
pair,DURATION,RR_vs_FF|30,parent,300,150,150,0.14
pair,DURATION,RR_vs_FF|30,global,300,150,150,0.15333333333333332
pair,DURATION,RR_vs_FF|30,local,300,150,150,0.18000000000000002
pair,DURATION,RR_vs_FF|30,anchor_global_0.025,300,150,150,0.1266666666666667
pair,DURATION,RR_vs_FF|30,anchor_global_0.05,300,150,150,0.1266666666666667
pair,DURATION,RR_vs_FF|30,anchor_global_0.1,300,150,150,0.12
pair,DURATION,RR_vs_FF|30,anchor_global_0.2,300,150,150,0.11333333333333331
pair,DURATION,RR_vs_FF|30,anchor_local_0.025,300,150,150,0.1333333333333333
pair,DURATION,RR_vs_FF|30,anchor_local_0.05,300,150,150,0.1266666666666667
pair,DURATION,RR_vs_FF|30,anchor_local_0.1,300,150,150,0.12
pair,DURATION,RR_vs_FF|30,anchor_local_0.2,300,150,150,0.1266666666666667
pair,DURATION,RR_vs_FF|60,current_anchor,300,150,150,0.14
pair,DURATION,RR_vs_FF|60,parent,300,150,150,0.1333333333333333
pair,DURATION,RR_vs_FF|60,global,300,150,150,0.07999999999999999
pair,DURATION,RR_vs_FF|60,local,300,150,150,0.1333333333333333
pair,DURATION,RR_vs_FF|60,anchor_global_0.025,300,150,150,0.1333333333333333
pair,DURATION,RR_vs_FF|60,anchor_global_0.05,300,150,150,0.14
pair,DURATION,RR_vs_FF|60,anchor_global_0.1,300,150,150,0.1266666666666667
pair,DURATION,RR_vs_FF|60,anchor_global_0.2,300,150,150,0.10666666666666669
pair,DURATION,RR_vs_FF|60,anchor_local_0.025,300,150,150,0.1333333333333333
pair,DURATION,RR_vs_FF|60,anchor_local_0.05,300,150,150,0.1266666666666667
pair,DURATION,RR_vs_FF|60,anchor_local_0.1,300,150,150,0.10666666666666669
pair,DURATION,RR_vs_FF|60,anchor_local_0.2,300,150,150,0.08666666666666667
pair,CHANNEL,RR_vs_FF|clean,current_anchor,300,150,150,0.07333333333333335
pair,CHANNEL,RR_vs_FF|clean,parent,300,150,150,0.060000000000000026
pair,CHANNEL,RR_vs_FF|clean,global,300,150,150,0.06666666666666665
pair,CHANNEL,RR_vs_FF|clean,local,300,150,150,0.11333333333333331
pair,CHANNEL,RR_vs_FF|clean,anchor_global_0.025,300,150,150,0.06666666666666665
pair,CHANNEL,RR_vs_FF|clean,anchor_global_0.05,300,150,150,0.06666666666666665
pair,CHANNEL,RR_vs_FF|clean,anchor_global_0.1,300,150,150,0.053333333333333344
pair,CHANNEL,RR_vs_FF|clean,anchor_global_0.2,300,150,150,0.04000000000000002
pair,CHANNEL,RR_vs_FF|clean,anchor_local_0.025,300,150,150,0.060000000000000026
pair,CHANNEL,RR_vs_FF|clean,anchor_local_0.05,300,150,150,0.053333333333333344
pair,CHANNEL,RR_vs_FF|clean,anchor_local_0.1,300,150,150,0.053333333333333344
pair,CHANNEL,RR_vs_FF|clean,anchor_local_0.2,300,150,150,0.04666666666666665
pair,CHANNEL,RR_vs_FF|g711_ulaw,current_anchor,300,150,150,0.07999999999999999
pair,CHANNEL,RR_vs_FF|g711_ulaw,parent,300,150,150,0.10666666666666669
pair,CHANNEL,RR_vs_FF|g711_ulaw,global,300,150,150,0.10999999999999999
pair,CHANNEL,RR_vs_FF|g711_ulaw,local,300,150,150,0.1333333333333333
pair,CHANNEL,RR_vs_FF|g711_ulaw,anchor_global_0.025,300,150,150,0.07333333333333335
pair,CHANNEL,RR_vs_FF|g711_ulaw,anchor_global_0.05,300,150,150,0.07333333333333335
pair,CHANNEL,RR_vs_FF|g711_ulaw,anchor_global_0.1,300,150,150,0.07333333333333335
pair,CHANNEL,RR_vs_FF|g711_ulaw,anchor_global_0.2,300,150,150,0.06666666666666665
pair,CHANNEL,RR_vs_FF|g711_ulaw,anchor_local_0.025,300,150,150,0.07333333333333335
pair,CHANNEL,RR_vs_FF|g711_ulaw,anchor_local_0.05,300,150,150,0.06666666666666665
pair,CHANNEL,RR_vs_FF|g711_ulaw,anchor_local_0.1,300,150,150,0.06666666666666665
pair,CHANNEL,RR_vs_FF|g711_ulaw,anchor_local_0.2,300,150,150,0.07333333333333335
pair,CHANNEL,RR_vs_FF|opus_nb_8k,current_anchor,300,150,150,0.20666666666666667
pair,CHANNEL,RR_vs_FF|opus_nb_8k,parent,300,150,150,0.28
pair,CHANNEL,RR_vs_FF|opus_nb_8k,global,300,150,150,0.18666666666666665
pair,CHANNEL,RR_vs_FF|opus_nb_8k,local,300,150,150,0.30000000000000004
pair,CHANNEL,RR_vs_FF|opus_nb_8k,anchor_global_0.025,300,150,150,0.19999999999999998
pair,CHANNEL,RR_vs_FF|opus_nb_8k,anchor_global_0.05,300,150,150,0.18666666666666665
pair,CHANNEL,RR_vs_FF|opus_nb_8k,anchor_global_0.1,300,150,150,0.18000000000000002
pair,CHANNEL,RR_vs_FF|opus_nb_8k,anchor_global_0.2,300,150,150,0.17333333333333334
pair,CHANNEL,RR_vs_FF|opus_nb_8k,anchor_local_0.025,300,150,150,0.19333333333333336
pair,CHANNEL,RR_vs_FF|opus_nb_8k,anchor_local_0.05,300,150,150,0.18666666666666665
pair,CHANNEL,RR_vs_FF|opus_nb_8k,anchor_local_0.1,300,150,150,0.19333333333333336
pair,CHANNEL,RR_vs_FF|opus_nb_8k,anchor_local_0.2,300,150,150,0.19333333333333336
pair,MIX_MODE,RR_vs_FF|concurrent,current_anchor,180,90,90,0.09999999999999999
pair,MIX_MODE,RR_vs_FF|concurrent,parent,180,90,90,0.12222222222222223
pair,MIX_MODE,RR_vs_FF|concurrent,global,180,90,90,0.12222222222222223
pair,MIX_MODE,RR_vs_FF|concurrent,local,180,90,90,0.19999999999999998
pair,MIX_MODE,RR_vs_FF|concurrent,anchor_global_0.025,180,90,90,0.09999999999999999
pair,MIX_MODE,RR_vs_FF|concurrent,anchor_global_0.05,180,90,90,0.09999999999999999
pair,MIX_MODE,RR_vs_FF|concurrent,anchor_global_0.1,180,90,90,0.09999999999999999
pair,MIX_MODE,RR_vs_FF|concurrent,anchor_global_0.2,180,90,90,0.0888888888888889
pair,MIX_MODE,RR_vs_FF|concurrent,anchor_local_0.025,180,90,90,0.09999999999999999
pair,MIX_MODE,RR_vs_FF|concurrent,anchor_local_0.05,180,90,90,0.09999999999999999
pair,MIX_MODE,RR_vs_FF|concurrent,anchor_local_0.1,180,90,90,0.09999999999999999
pair,MIX_MODE,RR_vs_FF|concurrent,anchor_local_0.2,180,90,90,0.09999999999999999
pair,MIX_MODE,RR_vs_FF|sequential_music_first,current_anchor,180,90,90,0.011111111111111092
pair,MIX_MODE,RR_vs_FF|sequential_music_first,parent,180,90,90,0.033333333333333326
pair,MIX_MODE,RR_vs_FF|sequential_music_first,global,180,90,90,0.02222222222222224
pair,MIX_MODE,RR_vs_FF|sequential_music_first,local,180,90,90,0.07777777777777775
pair,MIX_MODE,RR_vs_FF|sequential_music_first,anchor_global_0.025,180,90,90,0.011111111111111092
pair,MIX_MODE,RR_vs_FF|sequential_music_first,anchor_global_0.05,180,90,90,0.011111111111111092
pair,MIX_MODE,RR_vs_FF|sequential_music_first,anchor_global_0.1,180,90,90,0.011111111111111092
pair,MIX_MODE,RR_vs_FF|sequential_music_first,anchor_global_0.2,180,90,90,0.0
pair,MIX_MODE,RR_vs_FF|sequential_music_first,anchor_local_0.025,180,90,90,0.011111111111111092
pair,MIX_MODE,RR_vs_FF|sequential_music_first,anchor_local_0.05,180,90,90,0.011111111111111092
pair,MIX_MODE,RR_vs_FF|sequential_music_first,anchor_local_0.1,180,90,90,0.011111111111111092
pair,MIX_MODE,RR_vs_FF|sequential_music_first,anchor_local_0.2,180,90,90,0.011111111111111092
pair,MIX_MODE,RR_vs_FF|sequential_voice_first,current_anchor,180,90,90,0.033333333333333326
pair,MIX_MODE,RR_vs_FF|sequential_voice_first,parent,180,90,90,0.02222222222222224
pair,MIX_MODE,RR_vs_FF|sequential_voice_first,global,180,90,90,0.02222222222222224
pair,MIX_MODE,RR_vs_FF|sequential_voice_first,local,180,90,90,0.055555555555555566
pair,MIX_MODE,RR_vs_FF|sequential_voice_first,anchor_global_0.025,180,90,90,0.033333333333333326
pair,MIX_MODE,RR_vs_FF|sequential_voice_first,anchor_global_0.05,180,90,90,0.033333333333333326
pair,MIX_MODE,RR_vs_FF|sequential_voice_first,anchor_global_0.1,180,90,90,0.033333333333333326
pair,MIX_MODE,RR_vs_FF|sequential_voice_first,anchor_global_0.2,180,90,90,0.033333333333333326
pair,MIX_MODE,RR_vs_FF|sequential_voice_first,anchor_local_0.025,180,90,90,0.033333333333333326
pair,MIX_MODE,RR_vs_FF|sequential_voice_first,anchor_local_0.05,180,90,90,0.033333333333333326
pair,MIX_MODE,RR_vs_FF|sequential_voice_first,anchor_local_0.1,180,90,90,0.033333333333333326
pair,MIX_MODE,RR_vs_FF|sequential_voice_first,anchor_local_0.2,180,90,90,0.033333333333333326
pair,MIX_MODE,RR_vs_FF|sparse_music,current_anchor,180,90,90,0.19999999999999998
pair,MIX_MODE,RR_vs_FF|sparse_music,parent,180,90,90,0.18888888888888888
pair,MIX_MODE,RR_vs_FF|sparse_music,global,180,90,90,0.21111111111111114
pair,MIX_MODE,RR_vs_FF|sparse_music,local,180,90,90,0.2777777777777778
pair,MIX_MODE,RR_vs_FF|sparse_music,anchor_global_0.025,180,90,90,0.19999999999999998
pair,MIX_MODE,RR_vs_FF|sparse_music,anchor_global_0.05,180,90,90,0.19999999999999998
pair,MIX_MODE,RR_vs_FF|sparse_music,anchor_global_0.1,180,90,90,0.18888888888888888
pair,MIX_MODE,RR_vs_FF|sparse_music,anchor_global_0.2,180,90,90,0.18888888888888888
pair,MIX_MODE,RR_vs_FF|sparse_music,anchor_local_0.025,180,90,90,0.19999999999999998
pair,MIX_MODE,RR_vs_FF|sparse_music,anchor_local_0.05,180,90,90,0.19999999999999998
pair,MIX_MODE,RR_vs_FF|sparse_music,anchor_local_0.1,180,90,90,0.19999999999999998
pair,MIX_MODE,RR_vs_FF|sparse_music,anchor_local_0.2,180,90,90,0.19999999999999998
pair,MIX_MODE,RR_vs_FF|sparse_voice,current_anchor,180,90,90,0.2333333333333333
pair,MIX_MODE,RR_vs_FF|sparse_voice,parent,180,90,90,0.1777777777777778
pair,MIX_MODE,RR_vs_FF|sparse_voice,global,180,90,90,0.2333333333333333
pair,MIX_MODE,RR_vs_FF|sparse_voice,local,180,90,90,0.2666666666666667
pair,MIX_MODE,RR_vs_FF|sparse_voice,anchor_global_0.025,180,90,90,0.2333333333333333
pair,MIX_MODE,RR_vs_FF|sparse_voice,anchor_global_0.05,180,90,90,0.2222222222222222
pair,MIX_MODE,RR_vs_FF|sparse_voice,anchor_global_0.1,180,90,90,0.21111111111111114
pair,MIX_MODE,RR_vs_FF|sparse_voice,anchor_global_0.2,180,90,90,0.19999999999999998
pair,MIX_MODE,RR_vs_FF|sparse_voice,anchor_local_0.025,180,90,90,0.2222222222222222
pair,MIX_MODE,RR_vs_FF|sparse_voice,anchor_local_0.05,180,90,90,0.21111111111111114
pair,MIX_MODE,RR_vs_FF|sparse_voice,anchor_local_0.1,180,90,90,0.19999999999999998
pair,MIX_MODE,RR_vs_FF|sparse_voice,anchor_local_0.2,180,90,90,0.18888888888888888
pair,ALL,VR_vs_VF,current_anchor,180,90,90,0.011111111111111092
pair,ALL,VR_vs_VF,parent,180,90,90,0.044444444444444425
pair,ALL,VR_vs_VF,global,180,90,90,0.033333333333333326
pair,ALL,VR_vs_VF,local,180,90,90,0.06666666666666665
pair,ALL,VR_vs_VF,anchor_global_0.025,180,90,90,0.0
pair,ALL,VR_vs_VF,anchor_global_0.05,180,90,90,0.0
pair,ALL,VR_vs_VF,anchor_global_0.1,180,90,90,0.0
pair,ALL,VR_vs_VF,anchor_global_0.2,180,90,90,0.0
pair,ALL,VR_vs_VF,anchor_local_0.025,180,90,90,0.011111111111111092
pair,ALL,VR_vs_VF,anchor_local_0.05,180,90,90,0.0
pair,ALL,VR_vs_VF,anchor_local_0.1,180,90,90,0.0
pair,ALL,VR_vs_VF,anchor_local_0.2,180,90,90,0.011111111111111092
pair,DURATION,VR_vs_VF|10,current_anchor,60,30,30,0.0
pair,DURATION,VR_vs_VF|10,parent,60,30,30,0.09999999999999999
pair,DURATION,VR_vs_VF|10,global,60,30,30,0.06666666666666665
pair,DURATION,VR_vs_VF|10,local,60,30,30,0.09999999999999999
pair,DURATION,VR_vs_VF|10,anchor_global_0.025,60,30,30,0.0
pair,DURATION,VR_vs_VF|10,anchor_global_0.05,60,30,30,0.0
pair,DURATION,VR_vs_VF|10,anchor_global_0.1,60,30,30,0.0
pair,DURATION,VR_vs_VF|10,anchor_global_0.2,60,30,30,0.0
pair,DURATION,VR_vs_VF|10,anchor_local_0.025,60,30,30,0.0
pair,DURATION,VR_vs_VF|10,anchor_local_0.05,60,30,30,0.0
pair,DURATION,VR_vs_VF|10,anchor_local_0.1,60,30,30,0.0
pair,DURATION,VR_vs_VF|10,anchor_local_0.2,60,30,30,0.0
pair,DURATION,VR_vs_VF|30,current_anchor,60,30,30,0.0
pair,DURATION,VR_vs_VF|30,parent,60,30,30,0.0
pair,DURATION,VR_vs_VF|30,global,60,30,30,0.0
pair,DURATION,VR_vs_VF|30,local,60,30,30,0.033333333333333326
pair,DURATION,VR_vs_VF|30,anchor_global_0.025,60,30,30,0.0
pair,DURATION,VR_vs_VF|30,anchor_global_0.05,60,30,30,0.0
pair,DURATION,VR_vs_VF|30,anchor_global_0.1,60,30,30,0.0
pair,DURATION,VR_vs_VF|30,anchor_global_0.2,60,30,30,0.0
pair,DURATION,VR_vs_VF|30,anchor_local_0.025,60,30,30,0.0
pair,DURATION,VR_vs_VF|30,anchor_local_0.05,60,30,30,0.0
pair,DURATION,VR_vs_VF|30,anchor_local_0.1,60,30,30,0.0
