ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,CONDITION,SOURCE,CODEC,VOICE_SOURCE_ID,MUSIC_SOURCE_ID,VOICE_GENERATOR,MUSIC_GENERATOR,SNR_DB,ORIGINAL_SPLIT,SOURCE_FILE,DATASET,PATH,MIX_MODE,COMPONENT_CASE,EVAL_CELL,CHANNEL,SPLIT,VOICE_SPEAKER,MUSIC_GROUP_ID,OVERLAP_FRACTION,ORDER,DURATION,FILE_EXTENSION,GENERATOR,GROUP_ID,VOCODER,SPEAKER,PARENT_ID,STRESS_VARIANT,CATEGORY,GENDER,AGE,VOICE_SCREEN,MUSIC_SCREEN,FMA_TRACK_ID,ORIGINAL_AUDIO,GENERATION_TYPE,GENRE,BASE_ID,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,MUSIC_VOCAL_SCREEN,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,GAP_SECONDS,SOURCE_DATASET,PROVENANCE_MODE,CELL_V57,LAYOUT_V57,CHANNEL_V57,VOICE_GENERATOR_V57,MUSIC_GENERATOR_V57,FILE_FAKE_PROB
RS-FM_LA_D_8995264_-RYtUAsNhF0,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_8995264,-RYtUAsNhF0,bonafide,mustango,5.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_8995264_-RYtUAsNhF0.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_8995264_-RYtUAsNhF0.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,mustango,0.33122557401657104
RS-FM_LA_D_8995264_AAoqx07aTRI,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_8995264,AAoqx07aTRI,bonafide,mustango,10.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_8995264_AAoqx07aTRI.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_8995264_AAoqx07aTRI.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,mustango,0.03223779425024986
RS-FM_LA_D_9006057_31iD2VPLMxQ,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9006057,31iD2VPLMxQ,bonafide,MusicGen_medium,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9006057_31iD2VPLMxQ.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9006057_31iD2VPLMxQ.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,MusicGen_medium,0.6968339681625366
RS-FM_LA_D_9006057_N-dzfI3L5ic,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9006057,N-dzfI3L5ic,bonafide,mustango,10.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9006057_N-dzfI3L5ic.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9006057_N-dzfI3L5ic.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,mustango,0.03017786145210266
RS-FM_LA_D_9060455_bTlp5Qr99RY,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9060455,bTlp5Qr99RY,bonafide,audioldm2,20.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9060455_bTlp5Qr99RY.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9060455_bTlp5Qr99RY.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,audioldm2,0.0370476096868515
RS-FM_LA_D_9064936_4ezo771lGts,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9064936,4ezo771lGts,bonafide,audioldm2,20.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9064936_4ezo771lGts.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9064936_4ezo771lGts.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,audioldm2,0.6194552779197693
RS-FM_LA_D_9065762_dNQh2iLVAoY,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9065762,dNQh2iLVAoY,bonafide,musicldm,10.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9065762_dNQh2iLVAoY.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9065762_dNQh2iLVAoY.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,musicldm,0.17989744246006012
RS-FM_LA_D_9113203_axqtExFY5-s,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9113203,axqtExFY5-s,bonafide,audioldm2,10.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9113203_axqtExFY5-s.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9113203_axqtExFY5-s.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,audioldm2,0.34965044260025024
RS-FM_LA_D_9125966_A4vwbziwPm8,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9125966,A4vwbziwPm8,bonafide,musicldm,20.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9125966_A4vwbziwPm8.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9125966_A4vwbziwPm8.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,musicldm,0.06348548084497452
RS-FM_LA_D_9126745_H6Y_7Ax34-g,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9126745,H6Y_7Ax34-g,bonafide,musicldm,5.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9126745_H6Y_7Ax34-g.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9126745_H6Y_7Ax34-g.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,musicldm,0.061450712382793427
RS-FM_LA_D_9132872_HfBh3lZZi8Q,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9132872,HfBh3lZZi8Q,bonafide,mustango,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9132872_HfBh3lZZi8Q.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9132872_HfBh3lZZi8Q.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,mustango,0.16887323558330536
RS-FM_LA_D_9132872_Z31gI08SMzI,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9132872,Z31gI08SMzI,bonafide,MusicGen_medium,15.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9132872_Z31gI08SMzI.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9132872_Z31gI08SMzI.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,MusicGen_medium,0.08667757362127304
RS-FM_LA_D_9132872_fake_16177_udio_1,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9132872,fake_16177_udio_1,bonafide,udio,20.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9132872_fake_16177_udio_1.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9132872_fake_16177_udio_1.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,udio,0.04127506539225578
RS-FM_LA_D_9146484_aXDgw2fLHAA,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9146484,aXDgw2fLHAA,bonafide,MusicGen_medium,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9146484_aXDgw2fLHAA.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9146484_aXDgw2fLHAA.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,MusicGen_medium,0.18613547086715698
RS-FM_LA_D_9148460_fake_29612_suno_0,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9148460,fake_29612_suno_0,bonafide,suno,20.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9148460_fake_29612_suno_0.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9148460_fake_29612_suno_0.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,suno,0.05363213270902634
RS-FM_LA_D_9241229_mlpTCec4igo,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9241229,mlpTCec4igo,bonafide,mustango,10.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9241229_mlpTCec4igo.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9241229_mlpTCec4igo.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,mustango,0.011924979276955128
RS-FM_LA_D_9300277_fake_30852_udio_0,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9300277,fake_30852_udio_0,bonafide,udio,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9300277_fake_30852_udio_0.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9300277_fake_30852_udio_0.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,udio,0.9720732569694519
RS-FM_LA_D_9300277_fake_38761_udio_1,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9300277,fake_38761_udio_1,bonafide,udio,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9300277_fake_38761_udio_1.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9300277_fake_38761_udio_1.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,udio,0.19693103432655334
RS-FM_LA_D_9304099_o6ZQNr0Tpz4,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9304099,o6ZQNr0Tpz4,bonafide,musicldm,15.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9304099_o6ZQNr0Tpz4.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9304099_o6ZQNr0Tpz4.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,musicldm,0.07907712459564209
RS-FM_LA_D_9348889_fake_27892_suno_1,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9348889,fake_27892_suno_1,bonafide,suno,10.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9348889_fake_27892_suno_1.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9348889_fake_27892_suno_1.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,suno,0.10279736667871475
RS-FM_LA_D_9354139_fake_53215_udio_1,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9354139,fake_53215_udio_1,bonafide,udio,15.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9354139_fake_53215_udio_1.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9354139_fake_53215_udio_1.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,udio,0.0244126059114933
RS-FM_LA_D_9374684_Ieef9l-gWN8,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9374684,Ieef9l-gWN8,bonafide,mustango,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9374684_Ieef9l-gWN8.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9374684_Ieef9l-gWN8.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,mustango,0.23949353396892548
RS-FM_LA_D_9471952_bt7rDryN7G4,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9471952,bt7rDryN7G4,bonafide,mustango,15.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9471952_bt7rDryN7G4.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9471952_bt7rDryN7G4.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,mustango,0.01415795087814331
RS-FM_LA_D_9471952_fake_44668_udio_1,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9471952,fake_44668_udio_1,bonafide,udio,15.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9471952_fake_44668_udio_1.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9471952_fake_44668_udio_1.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,udio,0.04361191391944885
RS-FM_LA_D_9496441_-mA_bqD1tgU,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9496441,-mA_bqD1tgU,bonafide,MusicGen_medium,0.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9496441_-mA_bqD1tgU.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9496441_-mA_bqD1tgU.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,MusicGen_medium,0.23442146182060242
RS-FM_LA_D_9496441_fake_20634_suno_1,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9496441,fake_20634_suno_1,bonafide,suno,15.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9496441_fake_20634_suno_1.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9496441_fake_20634_suno_1.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,suno,0.3888426423072815
RS-FM_LA_D_9496441_fake_45215_udio_0,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9496441,fake_45215_udio_0,bonafide,udio,15.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9496441_fake_45215_udio_0.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9496441_fake_45215_udio_0.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,udio,0.4991185665130615
RS-FM_LA_D_9508570_KFB1raoIhoU,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9508570,KFB1raoIhoU,bonafide,audioldm2,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9508570_KFB1raoIhoU.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9508570_KFB1raoIhoU.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,audioldm2,0.4639899432659149
RS-FM_LA_D_9508570_fake_35288_suno_1,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9508570,fake_35288_suno_1,bonafide,suno,5.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9508570_fake_35288_suno_1.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9508570_fake_35288_suno_1.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,suno,0.9653528332710266
RS-FM_LA_D_9515167_4Udqs0trpMw,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9515167,4Udqs0trpMw,bonafide,audioldm2,0.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9515167_4Udqs0trpMw.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9515167_4Udqs0trpMw.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,audioldm2,0.029369402676820755
RS-FM_LA_D_9543794_NmMJgUo19Gk,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9543794,NmMJgUo19Gk,bonafide,audioldm2,15.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9543794_NmMJgUo19Gk.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9543794_NmMJgUo19Gk.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,audioldm2,0.018517207354307175
RS-FM_LA_D_9595794_fake_28154_udio_0,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9595794,fake_28154_udio_0,bonafide,udio,5.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9595794_fake_28154_udio_0.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9595794_fake_28154_udio_0.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,udio,0.8870617747306824
RS-FM_LA_D_9676445_JCfZpSEH77Y,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9676445,JCfZpSEH77Y,bonafide,MusicGen_medium,0.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9676445_JCfZpSEH77Y.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9676445_JCfZpSEH77Y.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,MusicGen_medium,0.09728486090898514
RS-FM_LA_D_9697774_3zPvfVmL0nE,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9697774,3zPvfVmL0nE,bonafide,musicldm,15.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9697774_3zPvfVmL0nE.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9697774_3zPvfVmL0nE.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,musicldm,0.31121817231178284
RS-FM_LA_D_9697774_J_Raltj-6dk,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9697774,J_Raltj-6dk,bonafide,mustango,5.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9697774_J_Raltj-6dk.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9697774_J_Raltj-6dk.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,mustango,0.5337903499603271
RS-FM_LA_D_9829008_fake_52731_suno_0,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9829008,fake_52731_suno_0,bonafide,suno,15.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9829008_fake_52731_suno_0.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9829008_fake_52731_suno_0.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,suno,0.48940423130989075
RS-FM_LA_D_9937608_fake_48025_suno_0,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9937608,fake_48025_suno_0,bonafide,suno,15.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9937608_fake_48025_suno_0.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9937608_fake_48025_suno_0.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,suno,0.43570181727409363
RS-FM_LA_D_9997701_uy3nQ9VYE-Q,1,0.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9997701,uy3nQ9VYE-Q,bonafide,mustango,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-FM_LA_D_9997701_uy3nQ9VYE-Q.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-FM_LA_D_9997701_uy3nQ9VYE-Q.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,concurrent,wav16k,bonafide,mustango,0.7448779940605164
RS-RM_LA_D_1056044_083066,0,0.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1056044,083066,bonafide,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-RM_LA_D_1056044_083066.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-RM_LA_D_1056044_083066.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RR,concurrent,wav16k,bonafide,FMA,0.004023024346679449
RS-RM_LA_D_1056044_118052,0,0.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1056044,118052,bonafide,FMA,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-RM_LA_D_1056044_118052.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-RM_LA_D_1056044_118052.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RR,concurrent,wav16k,bonafide,FMA,0.037392497062683105
RS-RM_LA_D_1084356_130870,0,0.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1084356,130870,bonafide,FMA,0.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-RM_LA_D_1084356_130870.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-RM_LA_D_1084356_130870.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RR,concurrent,wav16k,bonafide,FMA,0.0017134911613538861
RS-RM_LA_D_1096053_051299,0,0.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1096053,051299,bonafide,FMA,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-RM_LA_D_1096053_051299.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-RM_LA_D_1096053_051299.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RR,concurrent,wav16k,bonafide,FMA,0.05358428135514259
RS-RM_LA_D_1096053_094791,0,0.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1096053,094791,bonafide,FMA,15.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-RM_LA_D_1096053_094791.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-RM_LA_D_1096053_094791.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RR,concurrent,wav16k,bonafide,FMA,0.0031765124294906855
RS-RM_LA_D_1105131_013744,0,0.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1105131,013744,bonafide,FMA,0.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-RM_LA_D_1105131_013744.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-RM_LA_D_1105131_013744.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RR,concurrent,wav16k,bonafide,FMA,0.07344182580709457
RS-RM_LA_D_1118839_074135,0,0.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1118839,074135,bonafide,FMA,10.0,dev,/yourownpath/mixed_dataset/dev/audio/RS-RM_LA_D_1118839_074135.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/RS-RM_LA_D_1118839_074135.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RR,concurrent,wav16k,bonafide,FMA,0.0990874394774437
