ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,CONDITION,SOURCE,CODEC,VOICE_SOURCE_ID,MUSIC_SOURCE_ID,VOICE_GENERATOR,MUSIC_GENERATOR,SNR_DB,ORIGINAL_SPLIT,SOURCE_FILE,DATASET,PATH,MIX_MODE,COMPONENT_CASE,EVAL_CELL,CHANNEL,SPLIT,VOICE_SPEAKER,MUSIC_GROUP_ID,OVERLAP_FRACTION,ORDER,DURATION,FILE_EXTENSION,GENERATOR,GROUP_ID,VOCODER,SPEAKER,PARENT_ID,STRESS_VARIANT,CATEGORY,GENDER,AGE,VOICE_SCREEN,MUSIC_SCREEN,FMA_TRACK_ID,ORIGINAL_AUDIO,GENERATION_TYPE,GENRE,BASE_ID,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,MUSIC_VOCAL_SCREEN,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,GAP_SECONDS,SOURCE_DATASET,PROVENANCE_MODE,CELL_V57,LAYOUT_V57,CHANNEL_V57,VOICE_GENERATOR_V57,MUSIC_GENERATOR_V57,VOICE_FAKE_PROB,VOICE_BACKGROUND_LABEL_UNVERIFIED
FS-FM_LA_D_9328186_fake_25085_udio_0,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9328186,fake_25085_udio_0,ASVspoof2019-LA,udio,10.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9328186_fake_25085_udio_0.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9328186_fake_25085_udio_0.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,udio,0.9994556307792664,False
FS-FM_LA_D_9339036_fake_10991_suno_0,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9339036,fake_10991_suno_0,ASVspoof2019-LA,suno,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9339036_fake_10991_suno_0.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9339036_fake_10991_suno_0.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,suno,0.9969894289970398,False
FS-FM_LA_D_9417739_GHyUAl9Yaos,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9417739,GHyUAl9Yaos,ASVspoof2019-LA,MusicGen_medium,15.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9417739_GHyUAl9Yaos.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9417739_GHyUAl9Yaos.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,MusicGen_medium,0.42400798201560974,False
FS-FM_LA_D_9417739_fake_22882_udio_1,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9417739,fake_22882_udio_1,ASVspoof2019-LA,udio,15.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9417739_fake_22882_udio_1.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9417739_fake_22882_udio_1.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,udio,0.33549681305885315,False
FS-FM_LA_D_9417739_jhQpTVVUQ9E,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9417739,jhQpTVVUQ9E,ASVspoof2019-LA,musicldm,15.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9417739_jhQpTVVUQ9E.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9417739_jhQpTVVUQ9E.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,musicldm,0.7047080397605896,False
FS-FM_LA_D_9455279_joLyjgORwDo,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9455279,joLyjgORwDo,ASVspoof2019-LA,musicldm,0.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9455279_joLyjgORwDo.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9455279_joLyjgORwDo.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,musicldm,0.9954019784927368,False
FS-FM_LA_D_9477430_fake_35199_suno_0,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9477430,fake_35199_suno_0,ASVspoof2019-LA,suno,20.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9477430_fake_35199_suno_0.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9477430_fake_35199_suno_0.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,suno,0.9999914169311523,False
FS-FM_LA_D_9497637_atWaDoSyGgY,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9497637,atWaDoSyGgY,ASVspoof2019-LA,mustango,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9497637_atWaDoSyGgY.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9497637_atWaDoSyGgY.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,mustango,0.09139955043792725,False
FS-FM_LA_D_9573599_BjqhHeJD28U,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9573599,BjqhHeJD28U,ASVspoof2019-LA,mustango,20.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9573599_BjqhHeJD28U.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9573599_BjqhHeJD28U.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,mustango,1.0,False
FS-FM_LA_D_9573599_eyY6f4iQDH4,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9573599,eyY6f4iQDH4,ASVspoof2019-LA,mustango,10.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9573599_eyY6f4iQDH4.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9573599_eyY6f4iQDH4.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,mustango,0.9999982118606567,False
FS-FM_LA_D_9630382__MjbdUaJcik,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9630382,_MjbdUaJcik,ASVspoof2019-LA,mustango,0.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9630382__MjbdUaJcik.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9630382__MjbdUaJcik.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,mustango,0.9999843835830688,False
FS-FM_LA_D_9630382_fake_34969_suno_0,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9630382,fake_34969_suno_0,ASVspoof2019-LA,suno,10.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9630382_fake_34969_suno_0.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9630382_fake_34969_suno_0.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,suno,0.9999992847442627,False
FS-FM_LA_D_9661221_dSs4xfvATjc,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9661221,dSs4xfvATjc,ASVspoof2019-LA,mustango,10.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9661221_dSs4xfvATjc.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9661221_dSs4xfvATjc.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,mustango,0.9996305704116821,False
FS-FM_LA_D_9674319_fake_43143_suno_1,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9674319,fake_43143_suno_1,ASVspoof2019-LA,suno,0.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9674319_fake_43143_suno_1.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9674319_fake_43143_suno_1.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,suno,0.9999560117721558,False
FS-FM_LA_D_9674319_fake_53987_udio_0,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9674319,fake_53987_udio_0,ASVspoof2019-LA,udio,20.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9674319_fake_53987_udio_0.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9674319_fake_53987_udio_0.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,udio,0.9999996423721313,False
FS-FM_LA_D_9700502_TEWYFkjH2jc,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9700502,TEWYFkjH2jc,ASVspoof2019-LA,musicldm,10.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9700502_TEWYFkjH2jc.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9700502_TEWYFkjH2jc.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,musicldm,0.9999136924743652,False
FS-FM_LA_D_9714255_xyXQ7Z1vX7E,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9714255,xyXQ7Z1vX7E,ASVspoof2019-LA,audioldm2,20.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9714255_xyXQ7Z1vX7E.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9714255_xyXQ7Z1vX7E.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,audioldm2,1.0,False
FS-FM_LA_D_9733347_fake_46124_udio_1,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9733347,fake_46124_udio_1,ASVspoof2019-LA,udio,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9733347_fake_46124_udio_1.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9733347_fake_46124_udio_1.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,udio,0.9997935891151428,False
FS-FM_LA_D_9798493_VrqBeY3kfKI,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9798493,VrqBeY3kfKI,ASVspoof2019-LA,musicldm,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9798493_VrqBeY3kfKI.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9798493_VrqBeY3kfKI.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,musicldm,0.8833450078964233,False
FS-FM_LA_D_9798493_kX5bTiq5eBo,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9798493,kX5bTiq5eBo,ASVspoof2019-LA,audioldm2,20.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9798493_kX5bTiq5eBo.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9798493_kX5bTiq5eBo.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,audioldm2,0.9999988079071045,False
FS-FM_LA_D_9840993_fake_47101_udio_0,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9840993,fake_47101_udio_0,ASVspoof2019-LA,udio,0.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9840993_fake_47101_udio_0.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9840993_fake_47101_udio_0.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,udio,0.9999943971633911,False
FS-FM_LA_D_9840993_w9CxACZ5Oi0,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9840993,w9CxACZ5Oi0,ASVspoof2019-LA,audioldm2,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9840993_w9CxACZ5Oi0.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9840993_w9CxACZ5Oi0.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,audioldm2,0.2827465832233429,False
FS-FM_LA_D_9863362_DkZ1Or_D-g8,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9863362,DkZ1Or_D-g8,ASVspoof2019-LA,MusicGen_medium,20.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9863362_DkZ1Or_D-g8.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9863362_DkZ1Or_D-g8.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,MusicGen_medium,0.9828885793685913,False
FS-FM_LA_D_9863362_ROM--1yVra8,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9863362,ROM--1yVra8,ASVspoof2019-LA,MusicGen_medium,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9863362_ROM--1yVra8.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9863362_ROM--1yVra8.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,MusicGen_medium,0.9897116422653198,False
FS-FM_LA_D_9863362_SxYnb9_qDtk,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9863362,SxYnb9_qDtk,ASVspoof2019-LA,MusicGen_medium,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9863362_SxYnb9_qDtk.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9863362_SxYnb9_qDtk.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,MusicGen_medium,0.9817980527877808,False
FS-FM_LA_D_9916763_99ZgIQwLC60,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9916763,99ZgIQwLC60,ASVspoof2019-LA,MusicGen_medium,15.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9916763_99ZgIQwLC60.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9916763_99ZgIQwLC60.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,MusicGen_medium,0.9936313033103943,False
FS-FM_LA_D_9916763_sJzb2AhqkSg,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9916763,sJzb2AhqkSg,ASVspoof2019-LA,audioldm2,15.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9916763_sJzb2AhqkSg.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9916763_sJzb2AhqkSg.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,audioldm2,0.987294614315033,False
FS-FM_LA_D_9924204_HLXGkzzQHUU,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9924204,HLXGkzzQHUU,ASVspoof2019-LA,audioldm2,20.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9924204_HLXGkzzQHUU.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9924204_HLXGkzzQHUU.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,audioldm2,0.25196295976638794,False
FS-FM_LA_D_9934410_I3qbB4Kq3Y0,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9934410,I3qbB4Kq3Y0,ASVspoof2019-LA,MusicGen_medium,0.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9934410_I3qbB4Kq3Y0.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9934410_I3qbB4Kq3Y0.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,MusicGen_medium,0.8295518755912781,False
FS-FM_LA_D_9964852_ntfyeC178Tg,1,1.0,1.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_9964852,ntfyeC178Tg,ASVspoof2019-LA,musicldm,20.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-FM_LA_D_9964852_ntfyeC178Tg.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-FM_LA_D_9964852_ntfyeC178Tg.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,concurrent,wav16k,ASVspoof2019-LA,musicldm,1.0,False
FS-RM_LA_D_1036594_013776,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1036594,013776,ASVspoof2019-LA,FMA,20.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_1036594_013776.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_1036594_013776.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.7036504149436951,False
FS-RM_LA_D_1036594_045057,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1036594,045057,ASVspoof2019-LA,FMA,10.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_1036594_045057.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_1036594_045057.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.9501975178718567,False
FS-RM_LA_D_1079849_123380,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1079849,123380,ASVspoof2019-LA,FMA,0.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_1079849_123380.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_1079849_123380.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.9576316475868225,False
FS-RM_LA_D_1083852_073559,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1083852,073559,ASVspoof2019-LA,FMA,10.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_1083852_073559.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_1083852_073559.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.9999669790267944,False
FS-RM_LA_D_1085765_129742,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1085765,129742,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_1085765_129742.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_1085765_129742.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.025110656395554543,False
FS-RM_LA_D_1089317_052000,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1089317,052000,ASVspoof2019-LA,FMA,20.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_1089317_052000.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_1089317_052000.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.9999996423721313,False
FS-RM_LA_D_1089317_057543,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1089317,057543,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_1089317_057543.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_1089317_057543.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.998144268989563,False
FS-RM_LA_D_1110507_087185,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1110507,087185,ASVspoof2019-LA,FMA,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_1110507_087185.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_1110507_087185.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.033202141523361206,False
FS-RM_LA_D_1154657_094337,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1154657,094337,ASVspoof2019-LA,FMA,20.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_1154657_094337.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_1154657_094337.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.9999998807907104,False
FS-RM_LA_D_1154657_117236,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1154657,117236,ASVspoof2019-LA,FMA,15.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_1154657_117236.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_1154657_117236.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.9999443292617798,False
FS-RM_LA_D_1154657_127547,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1154657,127547,ASVspoof2019-LA,FMA,-5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_1154657_127547.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_1154657_127547.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.5011757016181946,False
FS-RM_LA_D_1161040_079975,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1161040,079975,ASVspoof2019-LA,FMA,15.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_1161040_079975.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_1161040_079975.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.9999762773513794,False
FS-RM_LA_D_1161040_140951,1,1.0,0.0,1,1,mixed,concurrent,MixFake,wav16k,LA_D_1161040,140951,ASVspoof2019-LA,FMA,5.0,dev,/yourownpath/mixed_dataset/dev/audio/FS-RM_LA_D_1161040_140951.wav,mixfake_music_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/mixfake_music_dev_v1/audio/FS-RM_LA_D_1161040_140951.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,concurrent,wav16k,ASVspoof2019-LA,FMA,0.9999985694885254,False
